,hess_male,hess_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-0.89376986,-0.8269991,"('unfriendly', 'friendly')",0.6795937,0.13330807,-0.1070881,-0.3468455,0.2397574
13,0.858155,0.789126,"('impolite', 'polite')",-0.39114058,-0.55264103,0.2335072,0.1182425,0.1152647
3,0.85277385,0.81558883,"('repellent', 'pleasant')",0.8297011,1.0114775,0.8412375,0.9135332,-0.0722957
74,0.84583837,0.83718157,"('undedicated', 'dedicated')",-0.6434402,-0.58674765,0.1011991,0.125217,-0.0240179
29,-0.8165236,-0.70702016,"('unfair', 'fair')",-0.4114127,-0.5803611,-0.6139681,-0.6436906,0.0297225
87,0.7916164,0.85416335,"('unsuccessful', 'successful')",1.1860769,1.6172268,0.9888467,1.2356951,-0.2468484
2,0.7852172,0.74381506,"('unlikable', 'likable')",0.11359988,0.03265409,0.4494086,0.3882346,0.061174
83,0.7492779,0.6581168,"('powerless', 'powerful')",-0.7879221,-1.1277736,-0.0193221,-0.2348284,0.2155063
64,0.7104902,0.60637915,"('shy', 'confident')",-6.2892265,-5.706327,-2.7893682,-2.549974,-0.2393942
28,0.7043244,0.48923662,"('disloyal', 'loyal')",1.1050707,0.37561315,0.9046975,0.4324249,0.4722726
84,0.68324697,0.762077,"('inferior', 'superior')",1.0390407,0.9795249,0.8611438,0.870801,-0.0096572
49,0.6239611,0.16877937,"('unable', 'able')",0.020362958,-0.46603233,0.322162,-0.1486265,0.4707885
12,0.6099887,0.42069185,"('unsupportive', 'supportive')",-1.9932885,-2.0347567,-0.6916499,-0.8070324,0.1153825
68,0.596375,0.32903647,"('dependent', 'independent')",-0.17466478,-0.31391108,0.2108551,0.0075627,0.2032924
22,0.5882441,0.12789987,"('untrustworthy', 'trustworthy')",-0.626223,-1.034807,-0.0189895,-0.4534535,0.434464
33,-0.56160325,-0.50910956,"('wrong', 'right')",-1.1467721,-1.1907076,-0.8541877,-0.8499086,-0.0042791
40,-0.53684354,-1.0656357,"('stingy', 'generous')",-2.0895092,-2.4363146,-1.3131764,-1.7509751,0.4377987
15,-0.52268887,-0.13489166,"('boring', 'funny')",-0.29221427,-0.43414995,-0.4074516,-0.2845208,-0.1229308
37,0.5077041,0.5422172,"('fake', 'genuine')",0.43450546,0.083567366,0.4711048,0.3128923,0.1582125
25,-0.4667823,-0.2600271,"('egoistic', 'altruistic')",0.23631608,0.46190152,-0.1152331,0.1009372,-0.2161703
54,-0.434048,-0.3901491,"('incapable', 'capable')",0.56772846,0.3415534,0.0668402,-0.0242978,0.091138
47,0.42787132,0.20566419,"('stupid', 'smart')",5.715212,4.983302,3.0715415,2.5944831,0.4770584
20,0.4006016,0.55739266,"('rough', 'thoughtful')",0.82092625,0.881338,0.6107639,0.7193654,-0.1086015
42,0.39526722,0.11749398,"('unreliable', 'reliable')",-3.2467167,-3.2841334,-1.4257247,-1.5833198,0.1575951
38,0.35755694,0.24130197,"('untruthful', 'truthful')",0.14821535,-0.28039163,0.2528861,-0.0195448,0.2724309
27,-0.3064006,-0.3287722,"('hardhearted', 'softhearted')",0.6613294,0.49198943,0.1774644,0.0816086,0.0958558
88,-0.3003563,0.022474196,"('low', 'eminent')",-0.5592123,-0.5523122,-0.4297843,-0.264919,-0.1648653
34,-0.28431296,-0.13794799,"('mean', 'honorable')",5.980759,5.576418,2.8482232,2.7192349,0.1289883
71,-0.27836138,-0.30394116,"('diffident', 'self-confident')",0.0827554,0.0835468,-0.097803,-0.1101972,0.0123942
26,-0.27215686,0.03156659,"('hardhearted', 'benevolent')",0.69700223,0.90396917,0.2124227,0.4677679,-0.2553452
32,-0.20322531,-0.21744728,"('unkind', 'kind')",0.501127,0.3129925,0.1489508,0.0477726,0.1011782
53,-0.1645469,-0.30949798,"('uncreative', 'creative')",0.10334888,-0.5741666,-0.030599,-0.4418323,0.4112333
45,0.13984594,0.13258524,"('incompetent', 'competent')",0.14375709,0.044080134,0.1418015,0.0883327,0.0534688
73,0.13344678,0.056487493,"('helpless', 'self-reliant')",-3.4779892,-3.4777763,-1.6722713,-1.7106444,0.0383731
9,-0.08414281,-0.07178742,"('unaffectionate', 'caring')",0.58842796,0.08435409,0.2521426,0.0062833,0.2458593
41,-0.05581173,-0.31010827,"('unforgiving', 'forgiving')",-0.21495071,-0.4853525,-0.1353812,-0.3977304,0.2623492
58,0.05249203,0.011851024,"('undiscriminating', 'discriminating')",0.1735529,-0.0977773,0.1130225,-0.0429631,0.1559856
57,-0.016341742,-0.10853812,"('unimaginative', 'imaginative')",-3.5951025,-3.5734599,-1.8057221,-1.840999,0.0352769
67,0.0046920106,0.051459707,"('doubtful', 'determined')",-0.40705237,-0.21347308,-0.2011802,-0.0810067,-0.1201735
