,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
7,2.100934,1.8925278,"('insensitive', 'sensitive')",-0.6130189,-0.6116134,0.85538787,0.7782403,0.781101,0.6863849,0.0947161
31,-1.7284036,-1.6916099,"('evil', 'good')",-0.24090908,-0.19586153,-0.8197894,-0.9085294,-0.9297007,-0.9320003,0.0022996
44,-1.5958943,-1.5492454,"('prejudiced', 'unprejudiced')",0.5194128,0.62236106,-1.4737818,-1.278116,-0.8500878,-0.7350001,-0.1150877
35,-1.5925864,-1.4448797,"('corrupt', 'incorrupt')",0.5441249,0.58228344,-0.2562007,-0.19242308,-0.4348874,-0.3516731,-0.0832143
39,1.5874863,1.5874805,"('exploitative', 'cooperative')",1.011084,1.155255,0.09349358,0.2559267,0.8973546,0.999554,-0.1021994
10,1.5695153,1.4858416,"('unsympathetic', 'sympathetic')",-1.4630972,-1.5558287,0.16364397,0.07016504,0.0900207,5.93e-05,0.0899614
23,1.5409474,1.3581088,"('insincere', 'sincere')",-1.8571504,-1.9165808,5.531939,5.6779637,1.7385786,1.7064972,0.0320814
4,-1.5313143,-1.5457373,"('disliked', 'liked')",0.39408338,0.32168669,-6.332771,-6.7225823,-2.4900006,-2.6488776,0.158877
12,1.472161,1.3104031,"('unsupportive', 'supportive')",-0.8483661,-0.88777184,-1.5634146,-1.6650769,-0.3132065,-0.4141485,0.100942
69,-1.4665873,-1.4453833,"('lazy', 'industrious')",1.8298792,1.7862325,-0.67732036,-0.72417086,-0.1046762,-0.1277739,0.0230977
79,-1.4579457,-1.3134023,"('wavering', 'unwavering')",-0.88861656,-0.8710179,-0.13949326,-0.06847003,-0.8286852,-0.7509634,-0.0777218
60,1.4234986,1.5608081,"('inefficient', 'efficient')",-0.17844331,-0.1009156,0.2105967,0.21931863,0.4852173,0.559737,-0.0745197
70,1.3931777,1.4303131,"('lethargic', 'energetic')",-0.8418916,-0.8045059,0.7074604,0.7756501,0.4195822,0.4671524,-0.0475702
6,-1.3876126,-1.2577448,"('distant', 'open')",-0.7791751,-0.76467717,0.32869425,0.39782697,-0.6126978,-0.5415316,-0.0711662
40,1.3626517,1.1966022,"('stingy', 'generous')",-0.37644884,-0.42907748,-1.0521666,-1.2842302,-0.0219879,-0.1722352,0.1502473
5,-1.3536222,-1.1898081,"('distant', 'outgoing')",-1.0632136,-0.9711454,-0.6775878,-0.48013595,-1.0314745,-0.8803631,-0.1511114
27,1.3167055,1.1161245,"('hardhearted', 'softhearted')",-0.8811812,-0.8756051,1.6160413,1.5606172,0.6838552,0.6003789,0.0834763
36,-1.2359685,-1.3030324,"('hostile', 'amicable')",-0.10850179,-0.20007393,0.22335166,0.15302433,-0.3737062,-0.4500273,0.0763211
26,1.0735563,1.0355041,"('hardhearted', 'benevolent')",-0.01484438,-0.017981041,1.8305465,1.7733159,0.9630861,0.9302797,0.0328064
74,1.0716839,1.1381907,"('undedicated', 'dedicated')",-0.04483601,-0.018454313,0.32113132,0.20993121,0.4493264,0.4432226,0.0061038
46,1.0473713,0.89392495,"('uncompetitive', 'competitive')",-0.26679263,-0.37216824,-0.58962417,-0.7651253,0.0636515,-0.0811229,0.1447744
71,1.0118667,1.0654672,"('diffident', 'self-confident')",0.07369767,0.11428117,0.33478922,0.49466097,0.4734512,0.5581365,-0.0846853
81,0.9884881,1.1680759,"('submissive', 'aggressive')",0.06775401,0.1122141,-0.6445538,-0.6441409,0.1372294,0.2120497,-0.0748203
9,0.9274513,0.6695651,"('unaffectionate', 'caring')",-1.9179039,-1.9761877,1.207621,1.2724576,0.0723895,-0.0113883,0.0837778
72,0.9182638,0.86454844,"('unambitious', 'ambitious')",-1.1018896,-1.107083,-0.8249783,-0.6370206,-0.3362013,-0.293185,-0.0430163
24,0.906463,0.9483359,"('dishonest', 'honest')",-0.9028477,-0.8314626,0.7620658,0.8385701,0.255227,0.3184811,-0.0632541
50,-0.8801822,-0.972434,"('clumsy', 'skillful')",0.31039667,0.2498196,0.1426065,0.10533433,-0.142393,-0.20576,0.063367
16,-0.87196267,-0.93375015,"('unpopular', 'popular')",-0.23100592,-0.25089556,0.33043182,0.28829277,-0.2575123,-0.2987843,0.041272
55,0.86788934,0.9758363,"('incompetent', 'clever')",-0.60626876,-0.5845043,0.3696104,0.28779715,0.2104103,0.2263764,-0.0159661
30,0.8442996,1.0025392,"('intolerant', 'tolerant')",-0.8584807,-0.7507423,1.029526,0.98979634,0.3384483,0.4138644,-0.0754161
37,0.8390262,0.690253,"('fake', 'genuine')",-0.41102788,-0.3698178,0.5549691,0.5580988,0.3276558,0.2928447,0.0348111
3,0.83895314,0.6192542,"('repellent', 'pleasant')",-0.09134844,-0.19950353,0.19739014,0.13671993,0.3149983,0.1854902,0.1295081
15,-0.80587757,-0.6292891,"('boring', 'funny')",-0.14406466,-0.035739478,-0.0028103534,0.042708337,-0.3175842,-0.2074401,-0.1101441
14,0.7979317,0.7731285,"('antisocial', 'social')",0.3514997,0.48702553,-0.56980413,-0.62850386,0.1932091,0.21055,-0.0173409
20,0.7888525,0.7173724,"('rough', 'thoughtful')",0.11759943,0.13594691,1.2961513,1.3136011,0.7342011,0.7223068,0.0118943
43,0.7790736,0.6883031,"('irresponsible', 'responsible')",-1.080017,-1.0177824,0.59614897,0.61960983,0.0984019,0.0967102,0.0016917
59,-0.71902585,-0.8903862,"('foolish', 'wise')",0.29597366,0.26418486,0.08098794,0.2045319,-0.1140214,-0.1405565,0.0265351
18,0.68417585,0.618444,"('disagreeable', 'welcoming')",-0.93721396,-0.93703663,-0.3233152,-0.28185466,-0.1921178,-0.2001491,0.0080313
78,-0.6506699,-0.803411,"('nonresilient', 'resilient')",-0.64061946,-0.83408177,0.24959996,0.1557422,-0.3472298,-0.4939169,0.1466871
41,0.6375771,0.45785895,"('unforgiving', 'forgiving')",-0.13307981,-0.16890542,0.39592203,0.21347314,0.3001398,0.1674756,0.1326642
76,0.62441546,0.77876157,"('anxious', 'daring')",0.0032609557,0.11874496,0.22770813,0.3175154,0.2851282,0.4050073,-0.1198791
63,0.61433893,0.41564062,"('unperceptive', 'insightful')",-0.090091504,-0.18466945,1.2237899,1.144213,0.5826791,0.4583947,0.1242844
87,0.61195016,0.49841514,"('unsuccessful', 'successful')",0.8202806,0.79198354,0.24794158,0.26810488,0.5600574,0.5195012,0.0405562
64,-0.6040987,-0.59922403,"('shy', 'confident')",0.58593065,0.56249636,-6.753028,-6.8052287,-2.2570653,-2.280652,0.0235867
66,-0.60067797,-0.7002085,"('inactive', 'active')",0.16841179,0.15733644,0.7510079,0.72003907,0.1062472,0.0590557,0.0471915
61,0.57636845,0.49191278,"('illogical', 'logical')",-0.6031641,-0.63259304,0.29609284,0.23147139,0.0897657,0.0302637,0.059502
51,-0.5554767,-0.59284496,"('uneducated', 'educated')",-0.6242014,-0.64887273,0.2427364,0.13671124,-0.3123139,-0.3683355,0.0560216
53,0.54423505,0.5156849,"('uncreative', 'creative')",-0.9849517,-1.0573167,1.0547045,0.96369714,0.2046626,0.1406885,0.0639741
65,0.52394164,0.5456494,"('insecure', 'secure')",0.08429032,0.047581222,-0.19811493,-0.14815192,0.1367057,0.1483596,-0.0116539
22,0.49267617,0.3503543,"('untrustworthy', 'trustworthy')",-0.02078214,-0.016034443,-1.0126023,-0.9160979,-0.1802361,-0.193926,0.0136899
21,0.4850291,0.35022163,"('immoral', 'moral')",0.2730771,0.17836383,-0.75992846,-0.83403885,-0.0006074,-0.1018178,0.1012104
49,-0.48276088,-0.44103068,"('unable', 'able')",-0.7155671,-0.65318227,-0.5595231,-0.40396678,-0.5859504,-0.4993933,-0.0865571
48,0.46824735,0.50199705,"('unintelligent', 'intelligent')",-1.7601647,-1.7618898,0.71201265,0.7305153,-0.1933016,-0.1764591,-0.0168425
62,0.45131636,0.3867752,"('incompetent', 'brilliant')",-0.97280234,-0.9803107,-0.18538132,-0.10671078,-0.2356224,-0.2334154,-0.002207
0,0.4476085,0.4813717,"('unsociable', 'sociable')",-0.29481378,-0.31850347,-0.1751311,-0.20890923,-0.0074455,-0.015347,0.0079015
57,0.39643282,0.4720539,"('unimaginative', 'imaginative')",-1.1821103,-1.1597674,-2.2265215,-2.462443,-1.0040663,-1.0500522,0.0459859
82,-0.39551467,-0.36545718,"('poor', 'rich')",-0.96691704,-0.90915537,6.1780305,6.281929,1.6051995,1.6691055,-0.063906
2,0.36330914,0.28321588,"('unlikable', 'likable')",0.7597858,0.67062294,0.43903702,0.4278295,0.5207106,0.4605561,0.0601545
56,0.36113474,0.5079681,"('impractical', 'practical')",0.050306894,0.08032255,-0.2632905,-0.2892388,0.0493837,0.099684,-0.0503003
88,-0.35255373,-0.2757833,"('low', 'eminent')",-0.5604728,-0.6411173,0.22579168,0.22152084,-0.2290783,-0.2317932,0.0027149
8,0.3515315,0.2511968,"('unaffectionate', 'affectionate')",-1.8226951,-1.833417,0.8572845,0.9652533,-0.2046264,-0.2056557,0.0010293
29,-0.34302294,-0.38879418,"('unfair', 'fair')",-0.06812805,-0.069827266,-0.48063937,-0.4847509,-0.2972635,-0.3144575,0.017194
67,0.331339,0.41238493,"('doubtful', 'determined')",0.9602404,1.0452275,-0.6626563,-0.6048155,0.2096411,0.2842657,-0.0746246
17,0.31585792,0.50080407,"('nasty', 'nice')",-0.6467606,-0.47379357,-0.88323474,-0.7616033,-0.4047125,-0.2448643,-0.1598482
52,-0.31168014,-0.6155025,"('irrational', 'rational')",-0.5320313,-0.6328596,-0.050590627,-0.1075272,-0.2981007,-0.4519631,0.1538624
86,0.2856852,0.17588912,"('uninfluential', 'influential')",-1.923698,-2.054926,-0.06725401,-0.24231759,-0.5684222,-0.7071181,0.1386959
13,0.2718311,0.39385733,"('impolite', 'polite')",0.11576722,0.14093116,-0.3505973,-0.41007566,0.0123337,0.0415709,-0.0292372
19,-0.24127924,-0.19448072,"('inhospitable', 'hospitable')",-1.1435968,-1.0949345,-0.33842283,-0.22183716,-0.5744329,-0.5037508,-0.0706821
73,0.21784836,0.28168446,"('helpless', 'self-reliant')",0.151161,0.28582445,-3.3704,-3.366395,-1.0004635,-0.932962,-0.0675015
25,-0.21279542,-0.35371792,"('egoistic', 'altruistic')",0.124941185,-0.0058855806,1.6272663,1.5920445,0.5131373,0.4108136,0.1023237
68,0.20479234,0.1385242,"('dependent', 'independent')",-0.2502376,-0.25540859,-0.63079894,-0.56718934,-0.2254147,-0.2280246,0.0026099
83,-0.1958034,-0.16033496,"('powerless', 'powerful')",-0.3937881,-0.4611812,-1.0434543,-1.0844651,-0.5443486,-0.5686604,0.0243118
32,0.17731795,0.12444891,"('unkind', 'kind')",-0.13254024,-0.18746832,1.0320175,0.98280597,0.3589317,0.3065955,0.0523362
28,-0.1688507,-0.15498391,"('disloyal', 'loyal')",-1.4560926,-1.5512545,1.078492,0.958048,-0.1821504,-0.2493968,0.0672464
80,-0.16296512,-0.25901014,"('dominated', 'dominating')",1.0614606,0.9707697,-1.5701742,-1.5285916,-0.2238929,-0.2722774,0.0483845
1,-0.15535554,-0.29493737,"('unfriendly', 'friendly')",-1.739116,-1.8806779,1.8734314,1.8172028,-0.0070134,-0.1194708,0.1124574
84,0.14710402,0.13198291,"('inferior', 'superior')",-0.34036705,-0.42364627,0.85852873,0.8209472,0.2217552,0.1764279,0.0453273
75,-0.14148967,-0.12438527,"('meek', 'impulsive')",-0.16638489,-0.0045129335,-0.47303823,-0.36183122,-0.2603043,-0.1635765,-0.0967278
45,0.13864928,0.019948468,"('incompetent', 'competent')",-0.33477223,-0.38730752,0.20043385,-0.004323676,0.001437,-0.1238942,0.1253312
