,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
57,-1.0703695,-0.6267378,"('unimaginative', 'imaginative')",-1.1436421,-1.1940614,-0.63267314,-0.67874706,-3.1739755,-2.9308946,-1.5051651,-1.3576102,-0.1475549
11,-1.0552341,-0.64641625,"('unhelpful', 'helpful')",-0.7140843,-0.62413645,-0.46115014,-0.37524465,2.092458,2.0142603,-0.0345026,0.0921158,-0.1266184
33,1.0548621,0.77703613,"('wrong', 'right')",1.7699637,1.846698,1.889754,1.8800241,-0.43193257,-0.21905681,1.0706618,1.0711755,-0.0005137
22,-1.0491441,-0.9040433,"('untrustworthy', 'trustworthy')",-1.1979582,-1.3641253,-1.1914331,-1.36359,-0.919745,-1.1223598,-1.08957,-1.1885295,0.0989595
55,-1.0363141,-0.97540236,"('incompetent', 'clever')",-2.18695,-2.6433432,-0.80737644,-1.2281674,-0.074374616,-0.58194447,-1.0262538,-1.3572143,0.3309605
73,1.0360146,1.1766856,"('helpless', 'self-reliant')",0.7206674,0.92901254,0.24919413,0.36713406,-3.6988235,-3.3929915,-0.4232368,-0.2300398,-0.193197
50,1.0159757,1.067793,"('clumsy', 'skillful')",1.1585848,1.4724959,0.37487933,0.7135021,0.1138577,0.24277447,0.6658244,0.8741414,-0.208317
71,1.0139742,0.87402123,"('diffident', 'self-confident')",2.2462857,2.388825,0.933588,0.9648685,0.2426703,0.38831767,1.1091294,1.154008,-0.0448786
35,0.99796325,0.80006564,"('corrupt', 'incorrupt')",1.217125,1.6188539,0.0064576287,0.40941888,-0.7114936,-0.31194493,0.3775131,0.6290984,-0.2515853
30,-0.97774297,-0.59507823,"('intolerant', 'tolerant')",-1.3905196,-1.3002656,-0.838882,-0.78714335,0.0021120412,-0.3698065,-0.8012581,-0.7630734,-0.0381847
41,-0.9552912,-0.6769703,"('unforgiving', 'forgiving')",0.46053723,0.14855687,-0.003140973,-0.09838809,0.4500568,0.40572757,-0.0119595,-0.0552685,0.043309
58,0.948246,1.0299567,"('undiscriminating', 'discriminating')",0.58643526,0.5380036,0.93462884,0.8974368,0.22995047,0.49726608,0.6748152,0.7406658,-0.0658506
60,-0.9479452,-0.63354737,"('inefficient', 'efficient')",-1.1042379,-1.385889,-0.029221855,-0.2536152,-0.35443804,-0.8290777,-0.6089607,-0.7755323,0.1665716
81,-0.90601677,-0.6728579,"('submissive', 'aggressive')",-1.622148,-2.1544619,-0.37030157,-0.73405516,-0.85102767,-1.2548345,-0.9373735,-1.2040523,0.2666788
12,0.8979077,0.94870657,"('unsupportive', 'supportive')",1.4780333,1.1676345,1.2830793,0.94288665,-1.5342102,-1.5109429,0.5312026,0.3870712,0.1441314
79,0.89343375,0.64948285,"('wavering', 'unwavering')",1.530755,1.7764733,0.53288764,0.6358555,-0.3400409,-0.14554067,0.6542589,0.7290677,-0.0748088
0,-0.8893827,-0.89586806,"('unsociable', 'sociable')",-0.2974126,-0.8219533,-0.20728207,-0.5483209,-0.121402316,-0.32938114,-0.3788699,-0.6488809,0.270011
49,-0.8726616,-0.76489764,"('unable', 'able')",-1.0998528,-0.9912542,-0.97895926,-0.7811032,-1.113813,-1.228399,-1.0163217,-0.9414135,-0.0749082
39,0.8444698,0.97865236,"('exploitative', 'cooperative')",1.1470872,1.3422443,0.977201,1.1787806,0.57903534,0.565416,0.8869483,1.0162733,-0.129325
82,-0.84163487,-0.69894767,"('poor', 'rich')",-1.1898284,-1.1288118,-1.0106533,-0.9010289,6.1144204,5.5914097,0.768076,0.7156553,0.0524207
29,-0.83430165,-0.9400368,"('unfair', 'fair')",-0.944184,-1.0898759,-0.8823765,-1.1299086,-0.7598462,-1.0242927,-0.8551771,-1.0460285,0.1908514
53,-0.8299846,-0.47078902,"('uncreative', 'creative')",0.4131075,0.9475638,-0.2664281,-0.067569196,0.47929525,0.7298523,-0.0510025,0.2847645,-0.335767
3,-0.8285867,-0.62041694,"('repellent', 'pleasant')",-1.2645006,-1.4560329,-0.08455628,-0.22782102,0.63785684,0.40714124,-0.3849467,-0.4742824,0.0893357
27,-0.79292756,-0.6274084,"('hardhearted', 'softhearted')",0.110054135,0.43827766,-0.4076498,-0.34592354,0.913806,0.8110085,-0.0441793,0.0689886,-0.1131679
9,0.7808561,1.0059618,"('unaffectionate', 'caring')",1.2036103,1.5552216,0.6938857,0.81613106,1.1863558,1.400304,0.9661769,1.1944046,-0.2282277
44,-0.7675595,-0.7554811,"('prejudiced', 'unprejudiced')",-1.3116741,-1.1030458,-1.5734993,-1.2749537,-1.5491749,-1.6135547,-1.3004769,-1.1867588,-0.1137181
76,-0.75948286,-0.6992043,"('anxious', 'daring')",-2.209381,-2.4514148,-0.5183649,-0.7629517,-0.4173795,-0.8153636,-0.9761521,-1.1822336,0.2060815
37,0.74276996,0.97517294,"('fake', 'genuine')",0.08817432,0.36285377,0.3574281,0.72325724,0.10992152,0.23247805,0.3245735,0.5734406,-0.2488671
36,0.7232267,0.4268403,"('hostile', 'amicable')",1.7333534,2.06071,0.65248847,0.8135874,-0.06533155,0.35217273,0.7609343,0.9133276,-0.1523933
21,-0.7096175,-0.9272778,"('immoral', 'moral')",-1.7574519,-2.3132062,-0.13648519,-0.61399984,-0.79645216,-1.3418698,-0.8500017,-1.2990885,0.4490868
84,0.7018613,0.5855156,"('inferior', 'superior')",0.63086575,0.60605127,0.7121313,0.59652466,0.4218852,0.38094175,0.6166859,0.5422584,0.0744275
24,-0.6819163,-0.37445837,"('dishonest', 'honest')",-1.3037881,-1.4681123,-0.0955133,-0.034138616,0.66924655,0.41882873,-0.3529928,-0.3644702,0.0114774
78,0.6620076,0.40176582,"('nonresilient', 'resilient')",1.528312,1.3504119,0.50917906,0.18256901,0.2704546,0.32246816,0.7424883,0.5643038,0.1781845
56,-0.63932264,-0.5647875,"('impractical', 'practical')",-0.62767494,-0.9049964,0.18312143,-0.12786283,-0.58124197,-0.92736983,-0.4162795,-0.6312541,0.2149746
48,-0.63700527,-0.49133068,"('unintelligent', 'intelligent')",-0.4962271,-0.57303405,-0.3032957,-0.54676384,-0.4304163,-0.66850513,-0.4667361,-0.5699084,0.1031723
5,-0.61667943,-0.84269816,"('distant', 'outgoing')",0.97820127,1.0915405,0.2617594,0.29010737,-0.5345546,-0.378249,0.0221817,0.0401752,-0.0179935
2,0.6105576,0.771487,"('unlikable', 'likable')",0.704692,0.866344,1.0513797,1.2777619,0.8586147,0.8747755,0.806311,0.9475921,-0.1412811
54,0.6099301,0.449574,"('incapable', 'capable')",1.0394973,1.2434837,0.07818046,0.050518535,0.89000666,0.78575313,0.6544036,0.6323323,0.0220713
43,-0.6088768,-0.3174821,"('irresponsible', 'responsible')",-0.79079247,-0.9018104,-0.8692156,-0.93403846,0.40210864,0.16190007,-0.4666941,-0.4978577,0.0311636
86,-0.6076575,-0.50502914,"('uninfluential', 'influential')",-0.5855865,-0.9679928,0.15173179,-0.29248297,-0.35391843,-0.62991464,-0.3488577,-0.5988549,0.2499972
32,0.5881354,0.7872957,"('unkind', 'kind')",0.99371654,1.2010398,0.6730626,0.6906531,1.3736968,1.1578178,0.9071528,0.9592016,-0.0520488
59,0.5833051,0.4772079,"('foolish', 'wise')",0.62396616,0.57525307,0.66552246,0.7058834,-0.11013644,0.021808222,0.4406644,0.4450381,-0.0043737
19,-0.56865185,-0.6699383,"('inhospitable', 'hospitable')",0.21185225,0.6748481,-0.30720842,0.057052977,-0.36825335,-0.19123076,-0.2580653,-0.032317,-0.2257483
62,-0.5643916,-0.17265028,"('incompetent', 'brilliant')",-0.6861099,-0.86350423,-0.275154,-0.3861196,-0.24446526,-0.49956343,-0.4425302,-0.4804594,0.0379292
80,0.5600477,0.7333995,"('dominated', 'dominating')",-1.4357771,-1.7543024,0.27879456,0.286232,-0.42340288,-0.32918352,-0.2550844,-0.2659636,0.0108792
26,0.5556814,0.868312,"('hardhearted', 'benevolent')",2.2346838,2.76164,2.4403996,2.4968057,1.865049,2.146972,1.7739534,2.0684323,-0.2944789
6,-0.5296922,-0.88741803,"('distant', 'open')",0.36635375,0.55225295,0.044261537,0.026853003,-0.0904838,0.097420834,-0.0523902,-0.0527228,0.0003326
4,-0.4954361,-0.4317253,"('disliked', 'liked')",0.54192686,0.49308977,0.41252422,0.4280028,-7.048189,-6.634294,-1.6472936,-1.5362316,-0.111062
31,-0.4586512,-0.46228144,"('evil', 'good')",0.926115,1.0758067,0.22884074,0.36997575,-0.9168108,-0.6349462,-0.0551266,0.0871387,-0.1422653
83,0.44723082,0.41227487,"('powerless', 'powerful')",-0.06244585,-0.33543026,0.27096385,0.16526212,-1.3479369,-1.3921643,-0.173047,-0.2875144,0.1144674
16,-0.44684467,-0.76640755,"('unpopular', 'popular')",-0.46455252,-0.47348014,-0.5410338,-0.6307326,0.27276313,0.23787418,-0.294917,-0.4081865,0.1132695
70,-0.43985215,-0.022245113,"('lethargic', 'energetic')",-1.5512333,-1.6384491,-0.2733757,-0.25889194,0.27636454,-0.020016562,-0.4970241,-0.4849007,-0.0121234
18,-0.437206,-0.62238973,"('disagreeable', 'welcoming')",0.41720888,0.53248316,0.11030284,-0.027274579,-0.8290647,-0.9567565,-0.1846897,-0.2684844,0.0837947
20,-0.36354205,-0.41629305,"('rough', 'thoughtful')",-0.118838914,-0.051986143,-0.6185083,-0.64351547,0.18824923,0.13453081,-0.22816,-0.244316,0.016156
87,0.34386995,0.2152954,"('unsuccessful', 'successful')",0.3072434,0.25554153,1.3109566,1.3767216,0.8353121,0.83049023,0.6993455,0.6695122,0.0298333
75,0.3269248,0.49000883,"('meek', 'impulsive')",0.36557907,0.6330261,-1.0804647,-0.8890874,-0.67820174,-0.3323713,-0.2665406,-0.0246059,-0.2419347
67,0.32216555,-0.038161468,"('doubtful', 'determined')",0.07104982,-0.18666679,0.71805775,0.46999756,-0.3727232,-0.75631493,0.1846375,-0.1277864,0.3124239
28,-0.3009607,0.16418085,"('disloyal', 'loyal')",-0.06709279,-0.04141017,0.59253085,0.8145092,1.1425906,1.3209771,0.341767,0.5645642,-0.2227972
77,-0.2889901,-0.5748419,"('unmotivated', 'motivated')",-0.0021341667,-0.4239611,-0.28706324,-0.7177788,-1.0940442,-1.2479393,-0.4180579,-0.7411303,0.3230724
1,-0.28363782,-0.100884795,"('unfriendly', 'friendly')",1.658664,2.103593,1.0699484,1.2452284,1.8620703,2.1970031,1.0767612,1.3612349,-0.2844737
85,0.277402,-0.07625848,"('insignificant', 'prestigious')",1.8749698,2.0929694,0.61809766,0.7382933,-0.33522865,0.009729959,0.6088102,0.6911836,-0.0823734
68,0.26481226,0.029871035,"('dependent', 'independent')",-1.3589306,-1.4224114,-0.696194,-0.812284,-2.0096128,-2.1722233,-0.9499813,-1.0942619,0.1442806
51,-0.2585457,-0.558716,"('uneducated', 'educated')",-1.2309737,-1.6996433,-0.6053327,-1.1139171,0.32361197,-0.26559606,-0.44281,-0.9094681,0.4666581
46,0.25547412,0.47838593,"('uncompetitive', 'competitive')",-0.7904586,-1.1711807,0.21127808,0.14059338,-0.6015724,-0.5585287,-0.2313197,-0.2776825,0.0463628
88,0.24289387,0.34185427,"('low', 'eminent')",-0.09326268,-0.045765467,0.63098866,0.8045774,-0.23096369,-0.373642,0.137414,0.1817561,-0.0443421
61,-0.2272396,-0.33584747,"('illogical', 'logical')",-0.098270945,-0.21334456,0.57259256,0.4976858,-0.19857343,-0.30813384,0.0121271,-0.08991,0.1020371
63,0.20930004,0.36956757,"('unperceptive', 'insightful')",0.5299836,0.23891324,0.9623094,0.79403234,0.40893137,0.33838478,0.5276311,0.4352245,0.0924066
34,-0.17844939,-0.15765078,"('mean', 'honorable')",-0.21890964,-0.20363992,0.24824435,0.32489505,5.2744923,5.0333076,1.2813444,1.249228,0.0321164
52,0.16491607,-0.29260463,"('irrational', 'rational')",-0.149274,-0.22304644,0.14233829,0.09290398,0.0069635715,0.09034614,0.041236,-0.0831002,0.1243362
40,-0.16131404,0.01789996,"('stingy', 'generous')",0.4649377,0.20983104,0.59211415,0.32868317,-2.1806166,-2.0887547,-0.3212197,-0.3830851,0.0618654
42,0.14271615,0.24278796,"('unreliable', 'reliable')",-0.05909461,-0.06555476,-0.043661296,-0.13454461,-3.096585,-3.2404277,-0.7641562,-0.7994348,0.0352786
23,-0.11862579,0.19129984,"('insincere', 'sincere')",0.601364,0.6401851,0.2409851,0.26263264,6.139477,5.810899,1.7158,1.7262541,-0.0104541
72,-0.109011374,0.020901892,"('unambitious', 'ambitious')",0.47953126,0.52690935,-0.042077914,-0.09377332,-0.33179632,-0.4218468,-0.0008386,0.0080478,-0.0088864
15,-0.08013057,0.16074082,"('boring', 'funny')",-0.42432523,-0.19843832,0.38771752,0.65196717,0.31940112,0.42738527,0.0506657,0.2604137,-0.209748
7,-0.05994805,0.25800943,"('insensitive', 'sensitive')",-0.117435634,-0.065861315,0.035741545,-0.052754655,0.49352458,0.3580061,0.0879706,0.1243499,-0.0363793
64,0.04375757,0.07358271,"('shy', 'confident')",-0.059136245,-0.41118157,0.2719535,0.004395403,-5.998949,-6.1268716,-1.4355936,-1.6150187,0.1794251
8,0.022905111,0.18879354,"('unaffectionate', 'affectionate')",0.6319837,0.9657221,0.25726455,0.49053338,0.6558153,0.9353168,0.3919922,0.6450914,-0.2530992
38,-0.015646115,0.350338,"('untruthful', 'truthful')",0.45422757,0.6463854,0.51170737,0.6517245,0.37089863,0.55353165,0.3302969,0.5504949,-0.220198
65,-0.0069597485,-0.00083216466,"('insecure', 'secure')",-0.82373935,-0.89323825,-0.20054486,-0.4625867,0.00432422,-0.34443665,-0.2567299,-0.4252734,0.1685435
