,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
57,-1.8656706,-2.124995,"('unimaginative', 'imaginative')",1.1758314,0.8126776,-2.79981,-2.852243,-1.1632164,-1.3881868,0.2249704
1,-1.820523,-1.7356254,"('unfriendly', 'friendly')",-1.9870492,-2.2093763,-0.13852274,0.74925196,-1.315365,-1.0652499,-0.2501151
10,-1.8108901,-1.909078,"('unsympathetic', 'sympathetic')",2.6089065,2.2458282,1.073061,-0.11387557,0.6236925,0.0742915,0.549401
23,-1.7955905,-1.525788,"('insincere', 'sincere')",1.4282148,1.8807567,6.432706,5.353082,2.0217767,1.9026836,0.1190931
28,-1.6117074,-1.7265414,"('disloyal', 'loyal')",0.6964801,0.6247998,1.142424,0.8868537,0.0757322,-0.0716293,0.1473615
86,-1.6053399,-2.0394373,"('uninfluential', 'influential')",0.9986846,0.6751977,0.23460865,-0.7445797,-0.1240155,-0.7029397,0.5789242
0,-1.4681205,-1.8384168,"('unsociable', 'sociable')",2.1425395,1.5998281,0.81821233,-0.22727774,0.4975438,-0.1552888,0.6528326
53,-1.4198811,-1.3423615,"('uncreative', 'creative')",-0.9760168,-1.0915273,-0.0004242286,0.1697362,-0.798774,-0.7547176,-0.0440564
11,-1.4038944,-1.417513,"('unhelpful', 'helpful')",0.8243729,0.9936052,2.371522,2.0581076,0.5973335,0.5447333,0.0526002
69,1.3880526,1.4975158,"('lazy', 'industrious')",-1.1950258,-1.1028218,-2.0242882,-0.44946343,-0.6104205,-0.0182565,-0.592164
48,-1.3776888,-1.4509654,"('unintelligent', 'intelligent')",0.94679487,0.8781808,0.87569165,0.46557215,0.1482659,-0.0357375,0.1840034
73,1.332474,1.5453333,"('helpless', 'self-reliant')",-0.18167785,0.037217572,-3.669507,-2.7413073,-0.8395703,-0.3862521,-0.4533182
35,1.2735932,1.3785943,"('corrupt', 'incorrupt')",-2.6270378,-2.620406,-1.979426,-0.85269624,-1.1109568,-0.6981693,-0.4127875
72,-1.2582997,-1.0196064,"('unambitious', 'ambitious')",0.10022496,0.26726276,-0.33089277,-0.65578514,-0.4963225,-0.4693762,-0.0269463
3,-1.2507454,-1.0346915,"('repellent', 'pleasant')",1.0413904,1.1171814,0.977382,0.46990982,0.256009,0.1841333,0.0718757
7,-1.1981608,-1.0084313,"('insensitive', 'sensitive')",1.047237,0.9887938,0.7520607,0.4323493,0.200379,0.1375706,0.0628084
88,-1.1353934,-1.1916379,"('low', 'eminent')",-0.22632967,-0.48065156,-0.69299996,-0.5589114,-0.6849077,-0.7437336,0.0588259
38,-1.1222441,-0.9757308,"('untruthful', 'truthful')",-0.0461548,0.16590647,-0.5472684,-0.06911143,-0.5718891,-0.2929786,-0.2789105
45,-1.1188021,-1.4103255,"('incompetent', 'competent')",2.3701513,2.1773376,0.5343913,-0.07248283,0.5952468,0.2315098,0.363737
43,-1.1134187,-0.9969526,"('irresponsible', 'responsible')",1.7710162,1.9567193,1.1687701,0.79728115,0.6087892,0.5856826,0.0231066
13,-1.0860683,-0.8605527,"('impolite', 'polite')",2.0485137,2.1728928,0.3186916,-0.5999069,0.4270457,0.2374777,0.189568
24,-1.0696732,-0.8971336,"('dishonest', 'honest')",0.57530457,0.9016878,0.69943374,0.44855243,0.068355,0.1510355,-0.0826805
32,-1.0499654,-0.94246393,"('unkind', 'kind')",0.62217414,0.54473096,0.6749329,0.4010451,0.0823806,0.001104,0.0812766
14,-1.0488975,-1.3181353,"('antisocial', 'social')",2.4000144,2.1615,0.332521,-0.3991478,0.5612126,0.1480723,0.4131403
9,-1.043214,-0.85555536,"('unaffectionate', 'caring')",-0.56085527,-0.6214513,0.7592252,1.2649236,-0.2816147,-0.0706944,-0.2109203
59,1.0250425,1.3585532,"('foolish', 'wise')",-0.6099595,-0.33479062,-0.986396,0.27667907,-0.1904377,0.4334805,-0.6239182
65,-1.0182478,-0.92183983,"('insecure', 'secure')",1.2545495,1.3715129,0.8519516,-0.2830576,0.3627511,0.0555385,0.3072126
30,-1.0058066,-0.9379841,"('intolerant', 'tolerant')",2.1226401,2.3100486,0.7235341,0.63543844,0.6134559,0.6691677,-0.0557118
41,-0.9899516,-0.87545943,"('unforgiving', 'forgiving')",0.3464769,0.4416389,-0.18708338,-0.044969127,-0.2768527,-0.1595966,-0.1172561
60,-0.9834502,-0.93652797,"('inefficient', 'efficient')",3.3515437,3.6368144,1.3495579,0.010154039,1.2392171,0.9034801,0.335737
55,-0.93886274,-1.1447228,"('incompetent', 'clever')",3.4398263,3.3081446,1.4413594,0.123018205,1.3141076,0.7621466,0.551961
61,-0.93006426,-1.032998,"('illogical', 'logical')",0.6978301,0.24320729,0.6387411,0.2562991,0.1355023,-0.1778305,0.3133328
49,-0.89757514,-0.8196,"('unable', 'able')",-0.078998715,-0.054955926,-0.07159381,-0.23933777,-0.3493892,-0.3712979,0.0219087
12,-0.78119165,-0.6352364,"('unsupportive', 'supportive')",1.1166464,1.0690467,-2.0295508,-1.601623,-0.5646987,-0.3892709,-0.1754278
82,-0.7744058,-0.6586511,"('poor', 'rich')",0.39346176,0.53477836,6.5628786,5.4880404,2.0606448,1.7880559,0.2725889
21,-0.76221806,-0.85156214,"('immoral', 'moral')",1.6672527,1.8468722,0.5610049,-0.33835855,0.4886798,0.2189838,0.269696
63,-0.7462861,-0.960423,"('unperceptive', 'insightful')",0.40890977,0.55205035,0.977062,0.69776285,0.2132285,0.0964634,0.1167651
46,-0.74430156,-1.1631255,"('uncompetitive', 'competitive')",2.220256,1.9778056,0.54885113,-0.41487077,0.6749352,0.1332698,0.5416654
67,0.7137657,0.79280996,"('doubtful', 'determined')",1.0617709,1.2696501,-0.12733407,-0.016148107,0.5494008,0.682104,-0.1327032
76,-0.68427116,-0.7356585,"('anxious', 'daring')",1.1106176,1.1800911,0.85207194,-0.31968817,0.4261395,0.0415815,0.384558
8,-0.67647904,-0.4402553,"('unaffectionate', 'affectionate')",-0.91937953,-1.0561355,-0.103810504,0.6156541,-0.5665564,-0.2935789,-0.2729775
17,-0.60798424,-0.52256954,"('nasty', 'nice')",-0.07075053,0.12541696,-1.1222008,-0.84474957,-0.6003119,-0.4139674,-0.1863445
81,-0.59003484,-0.85154456,"('submissive', 'aggressive')",2.6625488,2.453821,0.42583263,-0.80719084,0.8327823,0.2650285,0.5677538
4,0.5831178,0.37528569,"('disliked', 'liked')",-1.2977835,-1.5140218,-8.081405,-6.6147203,-2.9320234,-2.5844854,-0.347538
54,-0.57347184,-0.4557097,"('incapable', 'capable')",-0.17463735,-0.1453213,0.62976336,0.7742558,-0.0394486,0.0577416,-0.0971902
80,0.5727303,0.08784059,"('dominated', 'dominating')",1.4005959,1.0719047,0.4960809,-0.61765647,0.8231357,0.1806962,0.6424395
22,-0.5427259,-0.8047045,"('untrustworthy', 'trustworthy')",0.26292107,0.22158755,-0.11901525,-0.6841491,-0.13294,-0.422422,0.289482
26,-0.520638,-0.8109184,"('hardhearted', 'benevolent')",0.9517012,0.39550233,0.629057,1.4089315,0.3533734,0.3311718,0.0222016
68,-0.511306,-0.679108,"('dependent', 'independent')",0.5980667,0.44934815,-0.4445932,-0.99533874,-0.1192775,-0.4083662,0.2890887
42,0.5049783,0.58299226,"('unreliable', 'reliable')",0.83565277,0.74223274,-2.7249477,-2.6114635,-0.4614389,-0.4287462,-0.0326927
62,-0.47510225,-0.5071773,"('incompetent', 'brilliant')",2.728301,2.6232345,1.2749375,0.64546984,1.1760454,0.920509,0.2555364
85,0.45381853,0.7581506,"('insignificant', 'prestigious')",-3.3177245,-3.1679406,-2.410886,-0.43566754,-1.7582639,-0.9484859,-0.809778
84,0.4486757,0.44561353,"('inferior', 'superior')",0.41459644,0.32881188,0.67951965,1.0934902,0.5142639,0.6226385,-0.1083746
18,-0.4438786,-0.28655872,"('disagreeable', 'welcoming')",-0.6350423,-0.58624566,-1.0245821,-0.9501654,-0.7011677,-0.6076566,-0.0935111
56,-0.43159157,-0.35520256,"('impractical', 'practical')",2.5328045,2.7086115,0.23706324,-0.2732177,0.7794254,0.693397,0.0860284
25,0.41537216,0.49314168,"('egoistic', 'altruistic')",-0.6721622,-0.78296506,0.24085702,1.0179784,-0.005311,0.2427183,-0.2480293
2,0.40099338,0.5529656,"('unlikable', 'likable')",0.73514473,0.6911404,-0.0038398337,0.51664686,0.3774327,0.5869176,-0.2094849
44,0.40019938,0.6416031,"('prejudiced', 'unprejudiced')",-1.0447369,-0.84625727,-1.5496453,-1.3725929,-0.7313943,-0.525749,-0.2056453
75,0.3857863,0.59074366,"('meek', 'impulsive')",-1.4930334,-1.3743749,-1.3257668,-0.6584181,-0.8110046,-0.4806831,-0.3303215
77,-0.38134614,-0.55819356,"('unmotivated', 'motivated')",0.44840524,0.4292477,0.37077868,-0.45431265,0.1459459,-0.1944195,0.3403654
34,-0.36817417,-0.10216051,"('mean', 'honorable')",0.04887056,0.4668426,5.5041924,5.1041594,1.7282963,1.8229472,-0.0946509
50,0.3444158,0.40416637,"('clumsy', 'skillful')",-0.43149298,-0.39507216,0.11768603,0.28981334,0.010203,0.0996358,-0.0894328
29,-0.34309223,-0.53259337,"('unfair', 'fair')",-0.87855226,-0.9734804,-1.0458293,-0.85460895,-0.7558246,-0.7868942,0.0310696
33,0.33827516,0.3792243,"('wrong', 'right')",-0.7020374,-0.707413,-0.9587782,-0.25225446,-0.4408468,-0.193481,-0.2473658
87,0.32515493,0.04559868,"('unsuccessful', 'successful')",1.1691996,0.98066837,0.98698825,0.810302,0.8271143,0.6121897,0.2149246
66,0.29152194,0.33858255,"('inactive', 'active')",-0.57356554,-0.85935736,-0.21048076,0.0402802,-0.1641748,-0.1601649,-0.0040099
71,0.26898223,0.2533448,"('diffident', 'self-confident')",0.19909497,0.084498815,0.057659872,0.49346942,0.1752457,0.2771043,-0.1018586
47,-0.24608642,-0.053600255,"('stupid', 'smart')",0.56111467,0.6501108,5.4314365,4.9001365,1.9154882,1.8322156,0.0832726
40,0.2433592,0.020777889,"('stingy', 'generous')",0.0774262,-0.21882994,-2.5667288,-2.1607268,-0.7486478,-0.7862597,0.0376119
15,0.23970857,0.10984341,"('boring', 'funny')",-0.4067359,-0.6714346,-0.6289729,-0.2225061,-0.2653334,-0.2613658,-0.0039676
27,-0.22552226,-0.25286132,"('hardhearted', 'softhearted')",-0.29942688,-0.6817137,0.49092627,0.5777814,-0.011341,-0.1189312,0.1075902
58,-0.17386495,-0.6341094,"('undiscriminating', 'discriminating')",0.26571614,0.0145769045,-0.5344634,-0.2741169,-0.1475374,-0.2978831,0.1503457
20,-0.15922341,-0.19598344,"('rough', 'thoughtful')",0.89953285,0.93162674,1.0333855,1.0073005,0.5912317,0.5809813,0.0102504
37,-0.12830389,-0.08657852,"('fake', 'genuine')",0.8139247,0.81131566,0.2590359,0.38890874,0.3148856,0.3712153,-0.0563297
39,-0.11992228,0.19449458,"('exploitative', 'cooperative')",1.2246667,1.5902375,0.5092906,0.5320836,0.5380117,0.7722719,-0.2342602
83,0.119439304,-0.17596991,"('powerless', 'powerful')",0.46870184,0.25381666,-0.4923692,-0.76792336,0.031924,-0.2300255,0.2619495
74,0.10237915,-0.20506719,"('undedicated', 'dedicated')",1.7641809,1.5957804,0.016203333,-0.17523387,0.6275878,0.4051598,0.222428
52,0.1009352,0.31482875,"('irrational', 'rational')",-2.1146295,-2.0764341,-1.4124973,-0.14679438,-1.1420639,-0.6361333,-0.5059306
64,-0.09951939,-0.049890958,"('shy', 'confident')",0.69624656,0.7355438,-6.2147484,-5.616372,-1.8726737,-1.6435731,-0.2291006
31,0.09088461,0.18243065,"('evil', 'good')",-2.6902277,-2.7874324,-2.2269766,-1.3491201,-1.6087732,-1.3180406,-0.2907326
6,-0.083305,0.028847734,"('distant', 'open')",-2.8099537,-3.065242,-1.945644,-0.69968027,-1.6129675,-1.2453582,-0.3676093
78,0.078794576,-0.2830908,"('nonresilient', 'resilient')",0.34675953,-0.14148268,1.2587663,0.735924,0.5614401,0.1037835,0.4576566
51,-0.073285505,-0.6583642,"('uneducated', 'educated')",2.0568326,1.8017477,0.92153025,0.08511656,0.9683592,0.4095,0.5588592
5,0.065694734,0.1910539,"('distant', 'outgoing')",-2.1173725,-2.3035035,-1.8794742,-0.7024758,-1.310384,-0.9383085,-0.3720755
70,-0.06328687,-0.14890325,"('lethargic', 'energetic')",2.581375,2.5177722,1.3366976,0.6526581,1.2849286,1.0071756,0.277753
19,-0.06315406,0.02704915,"('inhospitable', 'hospitable')",-1.3611858,-1.3204782,-1.1007364,-0.5806368,-0.8416921,-0.6246886,-0.2170035
