,occidental_male,occidental_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
0,-2.9179134,-3.124991,"('unsociable', 'sociable')",0.3296041,0.19600883,-0.123533934,-0.29903358,-0.9039478,-1.0760052,0.1720574
86,-2.808218,-3.2034726,"('uninfluential', 'influential')",0.40901157,0.1273256,-0.25428292,-0.44405207,-0.8844965,-1.1733997,0.2889032
55,-2.6580064,-2.7883184,"('incompetent', 'clever')",0.5287762,0.46623144,0.45580474,0.45477495,-0.5578085,-0.6224374,0.0646289
10,-2.5777483,-2.6389825,"('unsympathetic', 'sympathetic')",-0.3083798,-0.38074952,0.06276982,-0.022070583,-0.9411194,-1.0139342,0.0728148
60,-2.4271164,-2.5173008,"('inefficient', 'efficient')",0.44552147,0.49837583,0.058099933,0.07786161,-0.641165,-0.6470211,0.0058561
69,2.4082127,2.5210106,"('lazy', 'industrious')",0.8061254,0.89213175,-0.71460056,-0.580723,0.8332458,0.9441398,-0.110894
45,-2.281892,-2.411092,"('incompetent', 'competent')",0.4576114,0.21062401,0.26433915,0.08201334,-0.5199805,-0.7061516,0.1861711
9,-2.1953902,-2.2507684,"('unaffectionate', 'caring')",0.98611933,0.75635076,1.1982749,1.0923657,-0.0036654,-0.1340173,0.1303519
13,-2.068873,-2.1585104,"('impolite', 'polite')",0.33138493,0.28586113,-0.4590584,-0.586275,-0.7321822,-0.8196414,0.0874592
14,-1.9824241,-2.1249485,"('antisocial', 'social')",0.8767749,0.90309334,0.010556075,-0.040889274,-0.365031,-0.4209148,0.0558838
62,-1.9698055,-2.1337435,"('incompetent', 'brilliant')",0.9447296,0.9507984,0.33422098,0.30454373,-0.230285,-0.2928005,0.0625155
35,1.934048,2.1627936,"('corrupt', 'incorrupt')",-1.2781436,-1.2304906,-1.0903687,-1.0719105,-0.1448214,-0.0465358,-0.0982856
1,-1.9002893,-1.9535713,"('unfriendly', 'friendly')",1.9369999,1.4629867,1.1990322,1.1253772,0.4119143,0.2115975,0.2003168
43,-1.8435917,-1.9456162,"('irresponsible', 'responsible')",0.4403534,0.36370283,0.40972403,0.41504374,-0.3311714,-0.3889566,0.0577852
8,-1.7885332,-1.6516068,"('unaffectionate', 'affectionate')",0.5292681,0.32111463,0.44391087,0.423001,-0.2717848,-0.302497,0.0307122
46,-1.7803278,-1.913752,"('uncompetitive', 'competitive')",0.58696353,0.48135427,-0.73688614,-0.78136677,-0.6434168,-0.7379215,0.0945047
11,-1.6682678,-1.7749827,"('unhelpful', 'helpful')",0.81215286,0.7761013,1.6831464,1.5881065,0.2756771,0.1964084,0.0792687
63,-1.5388374,-1.6606358,"('unperceptive', 'insightful')",1.1136494,0.9748812,0.44808692,0.39079374,0.007633,-0.0983203,0.1059533
41,-1.5301046,-1.4349533,"('unforgiving', 'forgiving')",0.46422845,0.30941784,-0.15126927,-0.2652236,-0.4057152,-0.4635864,0.0578712
23,-1.5249147,-1.7175308,"('insincere', 'sincere')",0.8562106,0.7761109,6.0330606,5.831741,1.7881188,1.6301069,0.1580119
30,-1.4672313,-1.4396353,"('intolerant', 'tolerant')",0.16205856,0.15372586,0.4998539,0.58017987,-0.2684396,-0.2352432,-0.0331964
58,-1.4630815,-1.4351039,"('undiscriminating', 'discriminating')",0.52234715,0.407947,-0.063049585,-0.026554462,-0.3345946,-0.3512371,0.0166425
12,-1.4486914,-1.569411,"('unsupportive', 'supportive')",0.92771375,0.7759785,-1.8502489,-1.8897916,-0.7904088,-0.8944081,0.1039993
61,-1.4225984,-1.405541,"('illogical', 'logical')",1.2608805,1.2240322,0.64062,0.6344702,0.159634,0.1509871,0.0086469
44,1.3980856,1.5582634,"('prejudiced', 'unprejudiced')",-0.4493777,-0.29166427,-1.2071518,-1.149958,-0.0861479,0.0388804,-0.1250283
53,-1.3923601,-1.5207572,"('uncreative', 'creative')",1.0336938,0.7431164,0.33247715,0.2390772,-0.0087297,-0.1795212,0.1707915
81,-1.3883581,-1.3813853,"('submissive', 'aggressive')",-0.23954149,0.055775598,-0.7124215,-0.46237016,-0.780107,-0.5959933,-0.1841137
51,-1.3518207,-1.4694022,"('uneducated', 'educated')",-0.7990509,-0.9043648,0.14331895,0.051431954,-0.6691843,-0.7741117,0.1049274
32,-1.3389359,-1.3759224,"('unkind', 'kind')",0.21624465,0.15719491,0.7971274,0.6956514,-0.1085212,-0.1743587,0.0658375
24,-1.3357184,-1.3390379,"('dishonest', 'honest')",1.295308,1.2844836,0.44319788,0.4514616,0.1342625,0.1323024,0.0019601
72,-1.3244499,-1.2080363,"('unambitious', 'ambitious')",0.48110476,0.6242987,-0.25283426,-0.23148863,-0.3653932,-0.2717421,-0.0936511
48,-1.2889837,-1.4195058,"('unintelligent', 'intelligent')",1.3799955,1.2763146,0.68028814,0.6697436,0.2571,0.1755175,0.0815825
49,-1.2803549,-1.1863327,"('unable', 'able')",-0.9130751,-0.8406725,-0.8215612,-0.8255316,-1.0049971,-0.9508456,-0.0541515
73,1.2752905,1.3234284,"('helpless', 'self-reliant')",1.2839991,1.1608334,-3.637968,-3.542835,-0.3595595,-0.3528577,-0.0067018
19,-1.2693961,-1.1857669,"('inhospitable', 'hospitable')",-1.4854349,-1.6877284,-0.9321372,-1.012254,-1.2289894,-1.2952498,0.0662604
28,-1.2453417,-1.4845161,"('disloyal', 'loyal')",0.94122845,0.75813115,1.0571991,0.8605579,0.2510286,0.0447243,0.2063043
56,-1.2436161,-1.4710926,"('impractical', 'practical')",0.8139393,0.8181466,-0.47997263,-0.5672591,-0.3032165,-0.406735,0.1035185
57,-1.1931927,-1.3887146,"('unimaginative', 'imaginative')",0.24970582,0.012931921,-3.0310135,-3.0607414,-1.3248335,-1.4788413,0.1540078
70,-1.18333,-1.3018324,"('lethargic', 'energetic')",-0.2005435,-0.29867578,0.34724206,0.24069843,-0.3455439,-0.4532699,0.107726
47,-1.1604851,-0.99054575,"('stupid', 'smart')",0.38809204,0.44411454,5.6489973,5.634224,1.6255347,1.695931,-0.0703963
21,-1.1497889,-1.2527813,"('immoral', 'moral')",1.3810933,1.3745434,-0.17840771,-0.19599439,0.0176322,-0.0247441,0.0423763
42,1.1364455,1.0984019,"('unreliable', 'reliable')",0.8526693,0.7357891,-2.4575343,-2.4927351,-0.1561399,-0.2195147,0.0633748
77,-1.1272333,-1.2489502,"('unmotivated', 'motivated')",0.5095257,0.4998508,-0.9485342,-0.97583526,-0.5220806,-0.5749782,0.0528976
33,1.0819409,1.0363529,"('wrong', 'right')",1.6462525,1.5997717,-0.5298417,-0.5058039,0.7327839,0.7101069,0.022677
75,0.9918084,1.3209515,"('meek', 'impulsive')",-1.0104065,-0.9013367,-0.98898107,-0.8654271,-0.3358597,-0.1486041,-0.1872556
54,-0.9542682,-0.87221545,"('incapable', 'capable')",-0.1548482,-0.21761224,0.60583156,0.56147313,-0.1677616,-0.1761182,0.0083566
65,-0.89596784,-1.0209242,"('insecure', 'secure')",0.4925307,0.44668022,0.27054617,0.18732427,-0.044297,-0.1289732,0.0846762
79,0.88154703,0.9409642,"('wavering', 'unwavering')",-0.19206426,-0.38078445,-0.5727632,-0.6414715,0.0389065,-0.0270972,0.0660037
7,-0.82216203,-0.9227669,"('insensitive', 'sensitive')",1.1154093,1.117393,0.81444883,0.78601027,0.369232,0.3268788,0.0423532
37,-0.80463505,-0.7910983,"('fake', 'genuine')",0.22349592,0.16088203,0.032391295,0.080866985,-0.1829159,-0.1831164,0.0002005
74,-0.7822914,-0.8413375,"('undedicated', 'dedicated')",-0.036652207,-0.118843496,-0.35053027,-0.42869118,-0.3898246,-0.4629574,0.0731328
59,0.77793604,0.87682295,"('foolish', 'wise')",0.9621128,0.9526743,0.098119706,0.06421332,0.6127229,0.6312369,-0.018514
85,0.77777004,0.8447123,"('insignificant', 'prestigious')",1.047461,0.85947543,-0.60114396,-0.52057683,0.408029,0.394537,0.013492
38,-0.73539126,-0.7017839,"('untruthful', 'truthful')",0.908646,0.7879489,-0.40304384,-0.30903125,-0.0765964,-0.0742887,-0.0023077
87,-0.72951066,-0.80113864,"('unsuccessful', 'successful')",1.1602137,1.1487066,0.88952965,0.81503403,0.4400775,0.387534,0.0525435
83,-0.7279136,-0.72675526,"('powerless', 'powerful')",0.196753,0.19411403,-1.0456996,-0.9660165,-0.5256201,-0.4995526,-0.0260675
26,-0.7218354,-0.858631,"('hardhearted', 'benevolent')",1.4343814,1.1411318,1.6502131,1.5104085,0.7875864,0.5976364,0.18995
78,-0.710669,-0.75186545,"('nonresilient', 'resilient')",0.752103,0.6175529,0.38194197,0.2642182,0.1411253,0.0433019,0.0978234
22,-0.63777506,-0.6611261,"('untrustworthy', 'trustworthy')",0.53188205,0.34347072,-0.70120156,-0.8935439,-0.2690315,-0.4037331,0.1347016
64,-0.63605016,-0.80371356,"('shy', 'confident')",0.7417751,0.7741868,-6.2089386,-6.1601644,-2.0344046,-2.0632304,0.0288258
71,-0.6251457,-0.6384057,"('diffident', 'self-confident')",1.0010123,0.9672747,0.22343919,0.05911006,0.1997686,0.1293264,0.0704422
76,-0.61187327,-0.5507067,"('anxious', 'daring')",-0.081317484,0.0888548,-0.15071636,0.011878477,-0.2813024,-0.1499911,-0.1313113
31,0.6060353,0.69192296,"('evil', 'good')",-0.49834517,-0.685908,-1.0616053,-1.0347362,-0.3179717,-0.3429071,0.0249354
88,-0.5349413,-0.505286,"('low', 'eminent')",-0.28501582,-0.2552017,-0.61557615,-0.50389355,-0.4785111,-0.4214604,-0.0570507
25,0.5251682,0.6460315,"('egoistic', 'altruistic')",1.198929,1.1359767,1.1734908,1.2506404,0.9658626,1.0108829,-0.0450203
