,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
73,2.4064171,2.302371,"('helpless', 'self-reliant')",0.27524596,0.24771631,0.69202536,0.60127115,-3.825253,-3.7980144,-0.1128911,-0.1616639,0.0487728
85,1.605456,2.023343,"('insignificant', 'prestigious')",-0.58194375,-0.4714707,-0.2490801,-0.031671606,-0.4696489,-0.23496258,0.0761958,0.3213095,-0.2451137
82,-1.5589615,-1.223519,"('poor', 'rich')",-1.0370064,-0.74825346,-1.1136101,-0.7261165,5.048017,5.316703,0.3346097,0.6547035,-0.3200938
3,-1.4688646,-1.4275889,"('repellent', 'pleasant')",-0.6287564,-0.55501974,0.18557526,0.22945686,0.814635,0.6874401,-0.2743527,-0.2664279,-0.0079248
45,-1.4054556,-1.6087832,"('incompetent', 'competent')",-0.6405569,-0.47411287,-0.5161912,-0.33099112,0.20868282,0.19037619,-0.5883802,-0.5558777,-0.0325025
83,1.3279053,1.1903424,"('powerless', 'powerful')",0.92050964,0.8598266,0.3210913,0.31899816,-0.15842162,-0.17076626,0.6027712,0.5496002,0.053171
56,1.3258606,1.5805352,"('impractical', 'practical')",1.4783468,1.7510709,0.22701034,0.59040785,0.40229267,0.6254537,0.8583776,1.1368668,-0.2784892
18,-1.2965695,-0.9876311,"('disagreeable', 'welcoming')",-1.1987331,-0.9782218,-0.8625843,-0.606829,-0.6652663,-0.546573,-1.0057883,-0.7798137,-0.2259746
71,1.2928798,1.355561,"('diffident', 'self-confident')",1.1657976,1.1985564,-1.0425065,-0.931079,0.9520922,0.9924935,0.5920658,0.653883,-0.0618172
51,-1.2919599,-1.1377776,"('uneducated', 'educated')",-0.2470099,-0.21190636,-0.76106644,-0.5130784,0.43882227,0.47693545,-0.4653035,-0.3464567,-0.1188468
69,1.1906042,1.070938,"('lazy', 'industrious')",0.833039,0.7919241,1.4805399,1.2683785,-0.9255982,-0.9242727,0.6446463,0.551742,0.0929043
39,1.1533657,1.400109,"('exploitative', 'cooperative')",1.2793149,1.3412884,1.3232023,1.3396395,1.3781457,1.4392008,1.2835071,1.3800595,-0.0965524
65,-1.1299708,-1.2920368,"('insecure', 'secure')",0.49866545,0.5610225,0.5054319,0.49895996,1.2634034,1.1792346,0.2843825,0.2367951,0.0475874
77,-1.0796634,-1.3693494,"('unmotivated', 'motivated')",-0.18746571,-0.20309044,-0.20141731,-0.23468414,0.47315586,0.27442712,-0.2488476,-0.3831742,0.1343266
74,1.0432913,1.2714769,"('undedicated', 'dedicated')",0.32313305,0.5583866,-0.25589794,-0.10586316,0.84210706,0.957885,0.4881583,0.6704713,-0.182313
58,1.0410308,0.97127825,"('undiscriminating', 'discriminating')",0.28118253,0.25721517,-1.484621,-1.3699809,-0.65480846,-0.6951532,-0.2043041,-0.2091602,0.0048561
27,-1.0173123,-1.0800288,"('hardhearted', 'softhearted')",-1.0086135,-1.076069,-0.6008062,-0.8637923,0.41491622,0.33271766,-0.5529539,-0.6717932,0.1188393
84,0.9856477,0.6501917,"('inferior', 'superior')",1.3083396,1.1228031,0.17114636,0.0065056235,-0.03605813,-0.085847944,0.6072689,0.4234131,0.1838558
28,-0.9627126,-1.0020092,"('disloyal', 'loyal')",-0.57506317,-0.43241784,-0.70925856,-0.63558227,1.0451211,1.1074314,-0.3004783,-0.2406445,-0.0598338
33,0.94961417,0.91431344,"('wrong', 'right')",-0.09619773,-0.15715748,0.4356532,0.409282,-0.37380558,-0.3556404,0.228816,0.2026994,0.0261166
5,0.94237,0.8328055,"('distant', 'outgoing')",-0.2062338,-0.2321414,-1.103676,-1.1936775,-0.50096095,-0.47431287,-0.2171252,-0.2668316,0.0497064
67,0.9279298,0.87536734,"('doubtful', 'determined')",1.1714531,1.1389621,1.2715728,1.2562102,-0.070888564,0.008729083,0.8250168,0.8198172,0.0051996
40,-0.91042805,-1.1302838,"('stingy', 'generous')",-0.8614152,-0.91486394,0.084805146,-0.07191403,-2.2615604,-2.2723007,-0.9871496,-1.0973406,0.110191
81,-0.8941006,-0.9327922,"('submissive', 'aggressive')",-0.5453799,-0.33767867,0.63697934,0.78053343,0.40035605,0.4498822,-0.1005363,-0.0100138,-0.0905225
13,-0.8003249,-0.6391925,"('impolite', 'polite')",0.31755143,0.3674567,0.19853091,0.43331143,1.06093,0.95435417,0.1941719,0.2789825,-0.0848106
17,-0.799821,-0.6767317,"('nasty', 'nice')",-0.47861224,-0.4489845,-0.0011877911,0.06843136,-0.53115153,-0.440954,-0.4526932,-0.3745597,-0.0781335
