,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
36,-0.75894225,-0.7227391,"('hostile', 'amicable')",-1.0840471,-1.1663764,-0.6877731,-0.6133757,-0.5515672,-0.46772176,-0.7705824,-0.7425532,-0.0280292
54,0.7077483,0.9613783,"('incapable', 'capable')",0.4641831,0.53653634,-0.2553453,-0.18315743,1.0474266,1.2066634,0.4910032,0.6303551,-0.1393519
0,-0.6896543,-0.70229304,"('unsociable', 'sociable')",0.95193213,1.0744151,-1.1912024,-1.0438901,0.9746306,0.99792904,0.0114265,0.0815402,-0.0701137
38,0.68521726,0.8952194,"('untruthful', 'truthful')",0.31634277,0.497499,-0.75109285,-0.43031904,0.77536017,0.9720139,0.2564568,0.4836033,-0.2271465
7,-0.68269706,-0.57743365,"('insensitive', 'sensitive')",-0.41822368,-0.2799744,-0.32533598,-0.327069,0.40819398,0.39189947,-0.2545157,-0.1981444,-0.0563713
80,0.68038374,0.3955701,"('dominated', 'dominating')",0.72112256,0.70072305,1.2311937,1.1160679,-0.18815577,-0.21144325,0.6111361,0.5002295,0.1109066
34,-0.67682076,-0.25469458,"('mean', 'honorable')",-0.1935153,0.029086933,-0.11518832,0.2452983,4.678948,4.91707,0.9233559,1.2341901,-0.3108342
57,-0.66303164,-1.0838498,"('unimaginative', 'imaginative')",-1.1061863,-1.1465604,-1.2048718,-1.3474586,-2.3738656,-2.4691992,-1.3369888,-1.5117669,0.1747781
41,-0.636914,-0.59935755,"('unforgiving', 'forgiving')",0.33880964,0.4776438,-0.86008966,-0.5078772,0.48707318,0.45262724,-0.1677802,-0.0442409,-0.1235393
87,0.6073702,0.5419059,"('unsuccessful', 'successful')",0.80934083,0.87201875,0.77111167,0.9348851,0.62938905,0.743418,0.704303,0.7730569,-0.0687539
42,0.5988371,0.6384897,"('unreliable', 'reliable')",0.46150059,0.5365258,0.98036385,1.047205,-2.072439,-2.1109798,-0.0079344,0.0278102,-0.0357446
14,-0.5974116,-0.6544776,"('antisocial', 'social')",0.31585437,0.42112607,0.60400826,0.759263,0.21428284,0.24669302,0.1341835,0.1931511,-0.0589676
21,-0.58438534,-0.117216416,"('immoral', 'moral')",0.3810647,0.60288393,-0.08544412,0.3799425,0.11047385,0.16014911,-0.0445727,0.2564398,-0.3010125
25,-0.5633125,-0.2818631,"('egoistic', 'altruistic')",-0.73797166,-0.5613427,-0.6477161,-0.50505006,0.8998522,1.0947176,-0.262287,-0.0633846,-0.1989024
37,0.53348243,0.2616614,"('fake', 'genuine')",-0.5481544,-0.74196553,-0.13195732,-0.50978947,-0.21147904,-0.26648757,-0.0895271,-0.3141453,0.2246182
48,-0.5310508,-0.5618785,"('unintelligent', 'intelligent')",-0.47876918,-0.40447566,-1.1423358,-1.1674886,-0.1620362,-0.18765676,-0.578548,-0.5803748,0.0018268
64,-0.49473172,-1.1180696,"('shy', 'confident')",-0.31912625,-0.47364122,0.9891787,0.6020738,-4.250549,-4.616342,-1.0188071,-1.4014947,0.3826876
22,-0.48845834,-0.6163707,"('untrustworthy', 'trustworthy')",-0.32509997,-0.2560081,0.1795162,0.2746188,-0.26826566,-0.39321038,-0.225577,-0.2477426,0.0221656
10,-0.467586,-0.44579688,"('unsympathetic', 'sympathetic')",-0.3097914,-0.21482924,-1.4314008,-1.242856,0.7399668,0.6941585,-0.3672028,-0.3023309,-0.0648719
70,-0.45755294,-0.51728886,"('lethargic', 'energetic')",-0.5653085,-0.44793886,-0.029298376,-0.021059416,1.7643623,1.6114426,0.1780506,0.1562889,0.0217617
9,0.44295815,0.4867203,"('unaffectionate', 'caring')",-0.6078867,-0.54150367,-2.17218,-2.0850298,1.2410804,1.3189309,-0.274007,-0.2052206,-0.0687864
16,-0.44006795,-0.16730784,"('unpopular', 'popular')",-0.5848928,-0.42726374,-0.7908023,-0.52904433,0.36760718,0.4966704,-0.362039,-0.1567364,-0.2053026
59,0.4295743,0.50008875,"('foolish', 'wise')",-0.10322195,-0.05414571,0.48713335,0.3965934,-0.019629192,0.08407261,0.1984641,0.2316523,-0.0331882
6,0.42222258,0.45300445,"('distant', 'open')",-0.5606426,-0.59393924,-1.3150214,-1.3418493,-0.32943356,-0.2625041,-0.4457187,-0.4363221,-0.0093966
55,-0.39095712,-0.44000584,"('incompetent', 'clever')",0.14345475,0.2697333,-0.44340706,-0.33924952,0.8828987,0.78574,0.0479973,0.0690545,-0.0210572
68,-0.38523036,-0.34095392,"('dependent', 'independent')",-0.7207216,-0.66502583,-0.3958994,-0.42851436,-1.121128,-1.0929971,-0.6557449,-0.6318728,-0.0238721
15,0.38004726,0.38580585,"('boring', 'funny')",0.34020144,0.31705654,0.19108945,0.21279347,-0.6050409,-0.3282556,0.0765743,0.1468501,-0.0702758
63,0.37734053,0.48008493,"('unperceptive', 'insightful')",0.28846672,0.43510583,-0.51791346,-0.2387615,1.2414771,1.2533866,0.3473427,0.482454,-0.1351113
78,-0.37013075,-0.24870636,"('nonresilient', 'resilient')",0.5266646,0.53206867,-0.9923124,-0.76915336,0.82984483,0.64341855,-0.0014834,0.0394069,-0.0408903
53,0.35907766,0.49820998,"('uncreative', 'creative')",-1.0513678,-1.006262,-1.6419762,-1.5977767,0.85555667,0.8163628,-0.3696774,-0.3223665,-0.0473109
86,-0.3584866,-0.38978586,"('uninfluential', 'influential')",-0.73777205,-0.6313517,-2.6447933,-2.496747,-0.35088727,-0.39639473,-1.0229847,-0.9785699,-0.0444148
79,0.35486692,0.31948492,"('wavering', 'unwavering')",-0.31185508,-0.31286222,-0.6182825,-0.4956647,-0.49632734,-0.36876792,-0.2678995,-0.2144525,-0.053447
31,-0.32455948,-0.42919827,"('evil', 'good')",-1.425443,-1.4574392,-1.1840631,-1.1289196,-1.8046691,-1.7722989,-1.1846837,-1.196964,0.0122803
24,-0.31707227,-0.23809972,"('dishonest', 'honest')",-1.1395929,-1.0193003,-0.4988314,-0.39712682,0.6509526,0.771594,-0.326136,-0.2207332,-0.1054028
75,0.30192864,0.13184097,"('meek', 'impulsive')",-0.13799572,-0.17836536,0.5232896,0.5122651,-1.0693903,-1.0466192,-0.0955419,-0.1452196,0.0496777
88,0.29730254,0.64105,"('low', 'eminent')",-0.8366044,-0.5893405,-0.38221326,-0.2829303,-0.07461961,0.091658086,-0.2490337,-0.0348907,-0.214143
19,-0.2860072,0.017683802,"('inhospitable', 'hospitable')",-0.89108795,-0.8081667,-1.944003,-1.6704323,-1.1119063,-0.88791573,-1.0582511,-0.8372077,-0.2210434
2,-0.27115938,0.26411024,"('unlikable', 'likable')",-0.2950254,-0.013750855,0.9835872,1.4262214,1.0711427,1.2779964,0.3721363,0.7386443,-0.366508
26,0.25669903,0.5342014,"('hardhearted', 'benevolent')",-0.48364884,-0.3063926,-0.18744417,-0.068811215,0.46563086,0.59212744,0.0128092,0.1877812,-0.174972
32,0.25401855,0.708338,"('unkind', 'kind')",0.19044596,0.4310133,-0.30650467,0.01755537,0.98033303,1.1680723,0.2795732,0.5812448,-0.3016716
4,-0.23515224,-0.2834553,"('disliked', 'liked')",-0.9022483,-0.8574789,-0.5925174,-0.4810835,-6.7091546,-6.6195507,-2.1097682,-2.0603921,-0.0493761
8,-0.22518343,0.053769235,"('unaffectionate', 'affectionate')",-1.2303628,-1.095191,-2.590479,-2.5510764,-0.32158813,-0.10204954,-1.0919033,-0.923637,-0.1682663
49,0.20471233,0.41801614,"('unable', 'able')",0.3114673,0.4280245,-0.2943152,-0.12227547,-0.4241314,-0.3267539,-0.0505667,0.0992528,-0.1498195
43,0.16739911,0.15190235,"('irresponsible', 'responsible')",0.07348302,0.08939241,-0.31922457,-0.2859608,1.367109,1.3176632,0.3221916,0.3182493,0.0039423
23,-0.16266127,0.07366865,"('insincere', 'sincere')",0.6362589,0.8380612,-0.894936,-0.6422083,6.3293586,6.4876547,1.477005,1.6892941,-0.2122891
66,-0.1503669,-0.4232954,"('inactive', 'active')",-0.84528625,-0.9397948,0.43622223,0.29825082,0.96464276,0.84586006,0.101303,-0.0547448,0.1560478
76,-0.13350356,-0.13172099,"('anxious', 'daring')",-0.2841105,-0.23326649,0.7470623,0.77856815,0.65557575,0.72345996,0.246256,0.2842602,-0.0380042
72,0.13167292,0.021186551,"('unambitious', 'ambitious')",-0.8265447,-0.8158456,-0.49197882,-0.5294307,-0.27613527,-0.22832584,-0.3657464,-0.3881039,0.0223575
61,0.11747738,0.22282568,"('illogical', 'logical')",-0.40227708,-0.25705215,-0.55189013,-0.40900978,0.5040353,0.4483597,-0.0831636,0.0012809,-0.0844445
62,0.112118885,0.22701523,"('incompetent', 'brilliant')",-0.37094018,-0.13874123,0.31525803,0.5376068,0.9728914,1.011315,0.257332,0.409299,-0.151967
46,0.108471155,-0.035834886,"('uncompetitive', 'competitive')",0.9975394,1.0347147,-1.0554727,-0.9932261,0.8193375,0.6060504,0.2174688,0.152926,0.0645428
11,-0.1030109,0.149492,"('unhelpful', 'helpful')",0.7194841,0.86712545,-0.25247926,0.04547554,2.9738417,3.0799522,0.8344589,1.0355113,-0.2010524
44,-0.10292635,-0.26902667,"('prejudiced', 'unprejudiced')",0.024180563,-0.19187993,1.6542828,1.407544,-0.6762649,-0.7321795,0.224818,0.0536145,0.1712035
20,-0.09680494,-0.16053548,"('rough', 'thoughtful')",0.01536284,-0.09558065,0.62363243,0.4931682,0.8492531,0.8010883,0.3478609,0.2595351,0.0883258
1,0.09562498,0.21166071,"('unfriendly', 'friendly')",-0.79261196,-0.67639565,-1.9210979,-1.7679561,1.0274475,1.238358,-0.3976594,-0.2485833,-0.1490761
47,0.064367935,0.179331,"('stupid', 'smart')",0.55110353,0.5901781,0.48281893,0.49776834,5.4550037,5.519615,1.6383235,1.6967232,-0.0583997
50,-0.062178634,0.15983784,"('clumsy', 'skillful')",0.32970437,0.34262553,0.8459951,0.78274614,0.17942247,0.15193191,0.3232358,0.3592853,-0.0360495
52,-0.061535876,0.008905411,"('irrational', 'rational')",-0.08279354,-0.067669064,-1.1002724,-0.9540754,-0.49200156,-0.31988087,-0.4341508,-0.33318,-0.1009708
29,0.05056061,-0.22642905,"('unfair', 'fair')",-0.0019856356,-0.13160719,-0.054016706,-0.2370321,-0.56623566,-0.8178979,-0.1429193,-0.3532416,0.2103223
60,0.03957839,0.033661857,"('inefficient', 'efficient')",1.1074355,1.2074805,0.15246356,0.262358,1.7225494,1.5872636,0.7555068,0.772691,-0.0171842
12,0.031634923,0.090517,"('unsupportive', 'supportive')",0.14346384,0.25761023,-0.54309046,-0.4647358,-0.8770514,-0.88440716,-0.3112608,-0.2502539,-0.0610069
35,0.029226191,-0.13052931,"('corrupt', 'incorrupt')",-1.0922565,-1.2545468,0.4540761,0.19700511,-0.9486146,-0.93259716,-0.3893922,-0.530167,0.1407748
30,0.012921058,0.33080748,"('intolerant', 'tolerant')",-0.33312613,-0.1378216,0.10245335,0.39953166,1.2824674,1.3896542,0.2661789,0.4955429,-0.229364
