,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,-1.3142002,-1.4480573,"('unaffectionate', 'affectionate')",0.578875,0.6638343,-0.3676626,-0.3921115,0.0244489
73,1.2791014,1.2865571,"('helpless', 'self-reliant')",-2.7530937,-2.7791915,-0.7369962,-0.7463172,0.009321
39,1.2312754,1.1664556,"('exploitative', 'cooperative')",0.2500833,0.119533345,0.7406794,0.6429945,0.0976849
9,-1.0143406,-1.1523938,"('unaffectionate', 'caring')",0.9500521,1.0310752,-0.0321443,-0.0606593,0.028515
36,-0.891793,-1.116109,"('hostile', 'amicable')",0.27624965,0.036384467,-0.3077717,-0.5398623,0.2320906
33,0.87259406,0.7192995,"('wrong', 'right')",-0.49607426,-0.5771429,0.1882599,0.0710783,0.1171816
19,-0.8353877,-0.85157704,"('inhospitable', 'hospitable')",-0.19934799,-0.07965758,-0.5173678,-0.4656173,-0.0517505
6,-0.8312958,-0.78228825,"('distant', 'open')",0.31812632,0.6053122,-0.2565847,-0.088488,-0.1680967
38,-0.8086272,-0.6307205,"('untruthful', 'truthful')",-0.585659,-0.2631855,-0.6971431,-0.446953,-0.2501901
0,-0.80098,-0.78993154,"('unsociable', 'sociable')",-0.39930776,-0.61957437,-0.6001438,-0.7047529,0.1046091
80,0.77682525,0.7299892,"('dominated', 'dominating')",-1.0092713,-1.2461743,-0.116223,-0.2580926,0.1418696
61,0.775576,0.63037026,"('illogical', 'logical')",0.45743647,0.2772501,0.6165062,0.4538102,0.162696
53,-0.7752979,-0.8365869,"('uncreative', 'creative')",1.0047076,1.000441,0.1147048,0.081927,0.0327778
49,-0.7703892,-0.6794038,"('unable', 'able')",-0.22366545,0.07944774,-0.4970273,-0.299978,-0.1970493
20,0.7573031,0.6936814,"('rough', 'thoughtful')",1.5016997,1.351058,1.1295013,1.0223697,0.1071316
5,-0.7358188,-0.6895405,"('distant', 'outgoing')",-0.406566,-0.14017774,-0.5711924,-0.4148591,-0.1563333
18,-0.6949995,-0.72175413,"('disagreeable', 'welcoming')",-0.22161753,-0.34115335,-0.4583085,-0.5314537,0.0731452
10,-0.67767966,-0.7788493,"('unsympathetic', 'sympathetic')",-0.25632098,-0.23862916,-0.4670003,-0.5087392,0.0417389
41,-0.6757387,-0.6455138,"('unforgiving', 'forgiving')",0.112279445,-0.19006008,-0.2817296,-0.4177869,0.1360573
4,-0.6486568,-0.8548689,"('disliked', 'liked')",-6.2674074,-6.7180076,-3.4580321,-3.7864382,0.3284061
15,-0.6419469,-0.76646835,"('boring', 'funny')",0.25645745,0.3045808,-0.1927447,-0.2309438,0.0381991
1,-0.6081997,-0.8220088,"('unfriendly', 'friendly')",1.5753767,1.5937325,0.4835885,0.3858618,0.0977267
16,-0.6011141,-0.61640674,"('unpopular', 'popular')",0.4181715,0.24881478,-0.0914713,-0.183796,0.0923247
17,-0.5996237,-0.7223947,"('nasty', 'nice')",-0.5660203,-0.54781234,-0.582822,-0.6351035,0.0522815
48,0.5944823,0.64996684,"('unintelligent', 'intelligent')",0.55598354,0.56302065,0.5752329,0.6064937,-0.0312608
60,0.59411013,1.0118095,"('inefficient', 'efficient')",-0.1852682,0.13245551,0.204421,0.5721325,-0.3677115
58,0.5890868,0.5696902,"('undiscriminating', 'discriminating')",0.26630247,0.14559838,0.4276946,0.3576443,0.0700503
54,-0.5767963,-0.5861405,"('incapable', 'capable')",1.0540177,1.2511307,0.2386107,0.3324951,-0.0938844
83,0.5708511,0.63903403,"('powerless', 'powerful')",-0.6738896,-0.73648584,-0.0515192,-0.0487259,-0.0027933
45,-0.5628089,-0.5082015,"('incompetent', 'competent')",-0.29155815,-0.32429785,-0.4271835,-0.4162497,-0.0109338
23,-0.5536996,-0.43421862,"('insincere', 'sincere')",5.2851753,5.8187566,2.3657379,2.6922691,-0.3265312
28,-0.55164206,-0.67445135,"('disloyal', 'loyal')",0.790026,0.76410115,0.119192,0.0448249,0.0743671
26,0.5271115,0.2899737,"('hardhearted', 'benevolent')",1.9564667,1.6044538,1.2417891,0.9472138,0.2945753
69,0.52611697,0.3525227,"('lazy', 'industrious')",-0.5087161,-0.75020903,0.0087004,-0.1988432,0.2075436
44,0.5045158,0.41803157,"('prejudiced', 'unprejudiced')",-1.2531443,-1.2688789,-0.3743142,-0.4254237,0.0511095
62,0.5043058,0.6893932,"('incompetent', 'brilliant')",0.113947764,0.40843773,0.3091268,0.5489155,-0.2397887
13,-0.49868718,-0.44229925,"('impolite', 'polite')",-0.67974627,-0.4539208,-0.5892167,-0.44811,-0.1411067
35,-0.4936477,-0.6389907,"('corrupt', 'incorrupt')",-0.24415869,-0.2217935,-0.3689032,-0.4303921,0.0614889
72,-0.48379758,-0.30233547,"('unambitious', 'ambitious')",-0.69265395,-0.38524738,-0.5882258,-0.3437914,-0.2444344
56,0.4833007,0.61655104,"('impractical', 'practical')",0.001703592,0.010988247,0.2425021,0.3137696,-0.0712675
82,-0.45139447,-0.15136613,"('poor', 'rich')",5.8518577,6.4816623,2.7002316,3.165148,-0.4649164
85,0.44806862,0.11142646,"('insignificant', 'prestigious')",0.5681865,0.38455114,0.5081276,0.2479888,0.2601388
