,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
72,1.1165332,1.0999563,"('unambitious', 'ambitious')",0.7196962,0.71666145,-1.3099576,-1.2177417,0.1754239,0.1996253,-0.0242014
59,1.082382,1.1767524,"('foolish', 'wise')",0.5034878,0.60091114,0.4362237,0.5385339,0.6740312,0.7720658,-0.0980346
73,1.0650586,1.2087704,"('helpless', 'self-reliant')",1.3357154,1.4027488,-2.972551,-2.8919575,-0.1905924,-0.0934794,-0.097113
27,1.0367402,0.9367999,"('hardhearted', 'softhearted')",0.33628285,0.3612469,1.7247307,1.6915216,1.0325846,0.9965228,0.0360618
55,-1.0110586,-1.2560543,"('incompetent', 'clever')",-0.24027279,-0.3739143,-0.3433831,-0.36205548,-0.5315715,-0.6640081,0.1324366
7,0.97995436,0.7692998,"('insensitive', 'sensitive')",1.0363739,0.9558342,0.719232,0.6916155,0.9118535,0.8055832,0.1062703
82,-0.9683024,-0.9796987,"('poor', 'rich')",-0.24342035,-0.2677839,5.413159,5.323287,1.4004787,1.3586014,0.0418773
6,0.954342,1.1722074,"('distant', 'open')",-0.77987266,-0.63859004,0.11427005,0.2597024,0.0962465,0.2644399,-0.1681934
33,0.9255562,1.0447149,"('wrong', 'right')",1.0083704,0.9615514,-0.4191864,-0.40803722,0.5049134,0.5327431,-0.0278297
0,-0.8933356,-1.0153656,"('unsociable', 'sociable')",-0.23138988,-0.31669408,-0.6221442,-0.6370795,-0.5822899,-0.6563797,0.0740898
5,0.88250923,1.1841232,"('distant', 'outgoing')",-0.21198906,-0.06307885,-0.1275129,0.025749344,0.1810024,0.3822645,-0.2012621
68,-0.87774104,-0.9292762,"('dependent', 'independent')",-0.07328158,-0.023883302,-0.08522752,-0.2030645,-0.3454167,-0.385408,0.0399913
26,0.8697175,0.89360684,"('hardhearted', 'benevolent')",0.44750175,0.4522296,1.099601,1.2143387,0.8056068,0.8533916,-0.0477848
22,-0.8518139,-0.9698131,"('untrustworthy', 'trustworthy')",-0.72208744,-0.7748653,-1.0438861,-1.1063073,-0.8725958,-0.9503286,0.0777328
80,0.8327026,0.64433634,"('dominated', 'dominating')",0.3273077,0.22608107,-0.7608248,-0.81898755,0.1330618,0.0171433,0.1159185
14,-0.8007757,-0.83275455,"('antisocial', 'social')",0.66260934,0.63317,-0.9421425,-1.0091829,-0.360103,-0.4029225,0.0428195
32,0.7572527,0.6053102,"('unkind', 'kind')",0.06851943,0.07374026,0.62499857,0.69390976,0.4835902,0.4576534,0.0259368
37,0.73497427,0.6058296,"('fake', 'genuine')",0.1672975,0.113351226,0.30508882,0.29581702,0.4024535,0.3383326,0.0641209
54,0.71026635,0.76916957,"('incapable', 'capable')",-0.30951315,-0.30783725,0.7814149,0.89784,0.394056,0.4530574,-0.0590014
49,-0.63232756,-0.5771078,"('unable', 'able')",-0.059384182,-0.04788299,-0.1629304,-0.14486703,-0.2848807,-0.2566193,-0.0282614
10,0.613611,0.29836813,"('unsympathetic', 'sympathetic')",-0.30992636,-0.5030951,-0.2868955,-0.38891956,0.0055964,-0.1978822,0.2034786
86,0.6053492,0.35380015,"('uninfluential', 'influential')",0.69672024,0.60544884,-0.27158904,-0.34048054,0.3434935,0.2062562,0.1372373
30,0.5872897,0.4374898,"('intolerant', 'tolerant')",1.1773461,1.11886,1.2566018,1.312789,1.0070792,0.9563796,0.0506996
17,-0.56271136,-0.57596105,"('nasty', 'nice')",-0.7767404,-0.7809738,-0.18442702,-0.21423417,-0.5079596,-0.523723,0.0157634
51,0.55682665,0.47650537,"('uneducated', 'educated')",0.106843114,0.059878215,0.5634477,0.52599305,0.4090392,0.3541255,0.0549137
50,0.5495751,0.45415324,"('clumsy', 'skillful')",-0.41851312,-0.441944,0.39821476,0.35248744,0.1764256,0.1215656,0.05486
81,-0.5494264,-0.6321647,"('submissive', 'aggressive')",1.715233,1.6465396,-0.4707315,-0.44617033,0.2316917,0.1894015,0.0422902
21,0.5437981,0.34631592,"('immoral', 'moral')",1.3682737,1.1657583,-0.6367226,-0.76762086,0.4251164,0.2481511,0.1769653
75,0.54378074,0.68704265,"('meek', 'impulsive')",0.09006058,0.1495531,0.010540195,0.06131728,0.2147938,0.2993043,-0.0845105
25,0.53910863,0.6578282,"('egoistic', 'altruistic')",0.76843643,0.7325462,1.3648736,1.338126,0.8908062,0.9095001,-0.0186939
47,-0.5117635,-0.55874276,"('stupid', 'smart')",0.36922643,0.44180313,5.0172915,4.954167,1.6249181,1.6124091,0.012509
19,0.49251682,0.6250364,"('inhospitable', 'hospitable')",-0.75586975,-0.68549246,0.064161554,0.103180334,-0.0663971,0.0142414,-0.0806385
70,0.4725393,0.20305935,"('lethargic', 'energetic')",0.5147574,0.45050848,0.6002301,0.6156651,0.5291756,0.4230776,0.106098
20,-0.4185027,-0.592319,"('rough', 'thoughtful')",-0.041717034,-0.11953086,1.0233895,0.88734585,0.1877232,0.0584987,0.1292245
77,0.41838977,0.24846311,"('unmotivated', 'motivated')",0.94092035,0.700546,-0.88456,-1.0506235,0.1582501,-0.0338715,0.1921216
69,0.3943772,0.6316596,"('lazy', 'industrious')",0.57233095,0.65104604,0.010164827,0.049656257,0.3256243,0.4441206,-0.1184963
38,0.39348948,0.4875426,"('untruthful', 'truthful')",0.23344257,0.25994802,0.22401045,0.32689863,0.2836475,0.3581297,-0.0744822
2,0.3608129,0.44433832,"('unlikable', 'likable')",1.0340457,1.0146282,0.45992634,0.5311104,0.6182617,0.663359,-0.0450973
61,0.3600971,0.2558187,"('illogical', 'logical')",1.1638242,1.131621,0.03703537,0.004502344,0.5203189,0.4639807,0.0563382
67,0.34616524,0.5233663,"('doubtful', 'determined')",-0.40026796,-0.29311916,-0.36566326,-0.17781046,-0.139922,0.0174789,-0.1574009
13,0.32975933,0.28287384,"('impolite', 'polite')",0.24066119,0.29865152,0.017332256,0.09068083,0.1959176,0.2240687,-0.0281511
78,0.32644215,0.14684935,"('nonresilient', 'resilient')",0.36143583,0.20859243,0.38131076,0.20364282,0.3563963,0.1863615,0.1700348
28,0.24591562,0.11907685,"('disloyal', 'loyal')",-0.24102373,-0.32974595,0.5394249,0.52038014,0.1814389,0.103237,0.0782019
60,-0.23960617,-0.42975438,"('inefficient', 'efficient')",2.0156038,1.9498158,-0.020834967,0.045010597,0.5850542,0.5216906,0.0633636
4,-0.23097281,-0.08920039,"('disliked', 'liked')",0.40833655,0.39275414,-5.797199,-5.676155,-1.8732783,-1.7908672,-0.0824111
62,-0.22891518,-0.24082942,"('incompetent', 'brilliant')",0.6644643,0.6265036,-0.006739553,0.037707247,0.1429365,0.1411271,0.0018094
88,0.2222444,0.21151863,"('low', 'eminent')",-0.29845625,-0.3368923,0.23422848,0.29834354,0.0526722,0.0576566,-0.0049844
58,-0.20912467,-0.31642446,"('undiscriminating', 'discriminating')",0.9401629,0.8132407,-0.10251482,-0.10777526,0.2095078,0.1296803,0.0798275
23,0.20702887,0.05816261,"('insincere', 'sincere')",0.111145906,0.082185164,5.2706337,5.2551665,1.8629362,1.7985048,0.0644314
48,-0.19451873,-0.41238636,"('unintelligent', 'intelligent')",1.4685117,1.3850781,0.48819202,0.47229916,0.587395,0.4816636,0.1057314
35,-0.19383374,0.083142355,"('corrupt', 'incorrupt')",-1.0394486,-0.8793612,-0.09199338,-0.04926221,-0.4417586,-0.281827,-0.1599316
18,0.17863825,0.23054896,"('disagreeable', 'welcoming')",-0.73372626,-0.7334057,-0.45522714,-0.4357811,-0.3367717,-0.3128793,-0.0238924
57,0.1715922,0.009351352,"('unimaginative', 'imaginative')",0.80825937,0.6874908,-2.4549415,-2.4347858,-0.4916966,-0.5793145,0.0876179
41,0.17006665,0.17082556,"('unforgiving', 'forgiving')",-0.62597185,-0.6508019,-0.22615959,-0.19087096,-0.2273549,-0.2236158,-0.0037391
42,0.14220804,0.07327578,"('unreliable', 'reliable')",-0.038130086,-0.04430451,-2.7396781,-2.6521153,-0.8785334,-0.8743814,-0.004152
46,0.13998152,-0.2932867,"('uncompetitive', 'competitive')",0.4181756,0.22845678,-0.5912443,-0.71487015,-0.011029,-0.2599,0.248871
56,0.12954375,0.17112812,"('impractical', 'practical')",1.1539024,1.13759,-0.45544004,-0.36368412,0.276002,0.3150114,-0.0390094
64,-0.12741128,-0.13496092,"('shy', 'confident')",1.038889,0.96822125,-6.0083203,-5.856901,-1.6989476,-1.6745469,-0.0244007
83,0.12439245,0.11374958,"('powerless', 'powerful')",1.0917081,1.0636196,-1.2159854,-1.2567133,3.83e-05,-0.026448,0.0264863
36,-0.116904415,0.012594853,"('hostile', 'amicable')",-0.9697736,-1.0085086,-0.010929026,-0.113809615,-0.365869,-0.3699078,0.0040388
76,0.09058386,-0.013960479,"('anxious', 'daring')",0.38835117,0.37092718,0.4566255,0.5433609,0.3118535,0.3001092,0.0117443
31,0.06686713,0.14865135,"('evil', 'good')",-1.2601612,-1.2121692,-1.0369121,-1.0465705,-0.743402,-0.7033628,-0.0400392
11,-0.04573493,-0.1671463,"('unhelpful', 'helpful')",0.39848137,0.40140316,1.8630184,1.8721045,0.7385883,0.7021205,0.0364678
87,-0.04285498,0.029765896,"('unsuccessful', 'successful')",-0.14988792,-0.13924065,0.6787305,0.6958699,0.1619959,0.195465,-0.0334691
52,-0.041884955,0.081091866,"('irrational', 'rational')",-0.46277356,-0.49981686,-0.37992135,-0.31135732,-0.29486,-0.2433608,-0.0514992
43,0.039705742,-0.12752548,"('irresponsible', 'responsible')",0.91139567,0.81571704,0.27697366,0.27142832,0.4093583,0.3198733,0.089485
34,-0.026744768,-0.034695633,"('mean', 'honorable')",0.4776218,0.4596965,5.7089586,5.6188025,2.0532786,2.0146011,0.0386775
15,-0.005079195,0.10403079,"('boring', 'funny')",-0.43055326,-0.31023198,0.19717737,0.3360733,-0.079485,0.0432907,-0.1227757
