,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
60,1.9163793,2.3004098,"('inefficient', 'efficient')",0.529057,0.46847954,1.7751342,1.6228015,-0.14622562,-0.067866504,1.0185863,1.0809562,-0.0623699
31,-1.8318356,-2.2790825,"('evil', 'good')",0.26407966,0.30872208,-1.044723,-1.1508037,-0.55194294,-0.66821533,-0.7911055,-0.9473449,0.1562394
36,-1.7271404,-2.1678593,"('hostile', 'amicable')",0.4315095,0.42859095,-1.3510607,-1.4928815,0.4375457,0.3219934,-0.5522865,-0.7275391,0.1752526
70,1.7048997,1.9409863,"('lethargic', 'energetic')",-1.0789216,-1.0547266,-0.40253803,-0.38716978,0.42678186,0.574902,0.1625555,0.268498,-0.1059425
40,1.6316085,1.5886382,"('stingy', 'generous')",-0.6484803,-0.5166917,-0.74677074,-0.6939042,-1.3107027,-1.4875367,-0.2685863,-0.2773736,0.0087873
28,1.6145201,1.5936383,"('disloyal', 'loyal')",0.48714682,0.43287143,-0.24597842,-0.23449188,1.2039642,1.1634865,0.7649132,0.7388761,0.0260371
43,1.5275568,1.9568965,"('irresponsible', 'responsible')",-0.28324085,-0.19164325,-0.5688118,-0.4656047,0.15989971,0.34866726,0.208851,0.412079,-0.203228
35,-1.4368731,-1.8591018,"('corrupt', 'incorrupt')",0.064294085,0.11009237,-1.62355,-1.5958285,0.0056617856,-0.11383736,-0.7476168,-0.8646688,0.117052
49,-1.405751,-1.3316061,"('unable', 'able')",-0.112164676,-0.14645615,-0.97082514,-0.9354719,-0.5675161,-0.46875682,-0.7640643,-0.7205728,-0.0434915
24,1.4030771,1.479791,"('dishonest', 'honest')",-0.6455425,-0.66143036,-0.2039178,-0.13143887,0.7885439,0.7664051,0.3355402,0.3633317,-0.0277915
16,-1.3150712,-1.3927662,"('unpopular', 'popular')",-0.095190294,-0.15685566,-0.5130113,-0.57236433,0.38920283,0.32676017,-0.3835175,-0.4488066,0.0652891
10,1.3075869,1.6390903,"('unsympathetic', 'sympathetic')",-0.8696169,-0.9313937,-0.2819497,-0.21159875,-0.27737376,-0.1698093,-0.0303384,0.0815721,-0.1119105
12,1.282052,1.4635549,"('unsupportive', 'supportive')",0.6633073,0.70164096,-0.044798277,-0.073255,-1.724802,-1.7278048,0.0439398,0.091034,-0.0470942
5,-1.2549373,-1.548794,"('distant', 'outgoing')",0.42062166,0.59583884,-1.5826253,-1.6437567,-0.356409,-0.28502893,-0.6933375,-0.7204352,0.0270977
4,-1.185654,-1.472107,"('disliked', 'liked')",0.447713,0.4794849,-0.5513631,-0.6157906,-6.530729,-6.7312236,-1.9550083,-2.084909,0.1299007
39,1.1456302,1.3529701,"('exploitative', 'cooperative')",-0.7757504,-0.67624426,-0.57610863,-0.40786353,0.26279667,0.28867853,0.014142,0.1393852,-0.1252432
55,1.138353,1.4241241,"('incompetent', 'clever')",-0.8153122,-0.82851946,0.4920411,0.58671176,0.0414455,-0.0011979304,0.2141318,0.2952796,-0.0811478
81,1.1299503,1.4608203,"('submissive', 'aggressive')",-0.8073336,-0.94519794,0.5932458,0.62572926,-0.9113297,-0.8124428,0.0011332,0.0822272,-0.081094
19,-1.1277246,-1.3513026,"('inhospitable', 'hospitable')",0.17590918,0.17347935,-1.281827,-1.4049112,-0.19400215,-0.18504669,-0.6069112,-0.6919453,0.0850341
74,1.1160393,1.183991,"('undedicated', 'dedicated')",0.8157834,0.921669,0.3964089,0.50421953,0.262253,0.23066653,0.6476212,0.7101365,-0.0625153
58,-0.988182,-1.0412686,"('undiscriminating', 'discriminating')",1.0235958,1.0569603,0.067531586,0.10244234,-0.016413063,-0.083268315,0.0216331,0.0087164,0.0129167
72,0.9667976,1.0431451,"('unambitious', 'ambitious')",0.04747381,0.26119745,0.30665517,0.3994093,-0.93969244,-0.9035151,0.0953085,0.2000592,-0.1047507
87,-0.9623937,-0.9366864,"('unsuccessful', 'successful')",-0.090233326,-0.15357451,0.89411366,0.95201606,0.25714016,0.10513956,0.0246567,-0.0082763,0.032933
53,-0.9110059,-0.8471938,"('uncreative', 'creative')",0.30614126,0.47000408,-0.09038582,0.03548412,0.9583724,0.9523178,0.0657805,0.1526531,-0.0868726
13,0.89691365,1.093533,"('impolite', 'polite')",-0.12820664,-0.32639623,0.9724498,0.91261816,-0.37546468,-0.29869378,0.341423,0.3452653,-0.0038423
1,-0.8908054,-1.1882225,"('unfriendly', 'friendly')",0.8433771,0.9161719,-0.29777515,-0.37355402,2.1016116,1.9541194,0.4391021,0.3271287,0.1119734
86,0.8607776,0.94752043,"('uninfluential', 'influential')",0.24313535,0.28257528,0.27153108,0.25828555,-0.21534531,-0.25407195,0.2900247,0.3085773,-0.0185526
14,0.8577345,1.1178755,"('antisocial', 'social')",0.100138746,-0.077070035,1.1846443,1.1662489,-0.65572363,-0.65261436,0.3716985,0.38861,-0.0169115
44,-0.8545374,-0.6626757,"('prejudiced', 'unprejudiced')",-1.3197093,-1.316041,-0.8136829,-0.7035617,-1.5338246,-1.3609232,-1.1304386,-1.0108004,-0.1196382
63,0.8337992,1.1379269,"('unperceptive', 'insightful')",-0.28391767,-0.24498886,0.03733876,-0.005354896,0.51918423,0.5585479,0.2766011,0.3615328,-0.0849317
65,0.8132599,1.034945,"('insecure', 'secure')",-0.78916377,-0.90872073,0.8609814,0.8095653,-0.46408063,-0.4724723,0.1052492,0.1158293,-0.0105801
51,0.7850914,0.79521537,"('uneducated', 'educated')",-0.45792645,-0.63041073,-0.5222132,-0.57628757,0.274633,0.17829224,0.0198962,-0.0582977,0.0781939
46,0.7819534,1.2581022,"('uncompetitive', 'competitive')",-0.78621,-0.8342525,0.5830851,0.7182561,-1.0514098,-1.0135895,-0.1181453,0.0321291,-0.1502744
77,-0.7661395,-0.58209115,"('unmotivated', 'motivated')",0.030174837,-0.011923469,0.17968518,0.106684685,-1.4392444,-1.3823202,-0.498881,-0.4674125,-0.0314685
69,-0.7354516,-0.8760965,"('lazy', 'industrious')",1.4072629,1.4311664,0.6411506,0.6557152,-0.5243792,-0.62647355,0.1971457,0.1460779,0.0510678
80,0.7298435,1.0467079,"('dominated', 'dominating')",-1.5981066,-1.7737572,0.21315983,0.16579744,-1.5976539,-1.5074068,-0.5631893,-0.5171647,-0.0460246
76,0.7267579,0.9928561,"('anxious', 'daring')",-0.5699066,-0.49255827,0.69927603,0.8781128,-0.014935441,0.13787332,0.210298,0.379071,-0.168773
48,0.72411186,0.7274423,"('unintelligent', 'intelligent')",-0.47974986,-0.50147086,-0.24526693,-0.2910586,0.3647643,0.2764003,0.0909648,0.0528283,0.0381365
85,-0.7204859,-1.1364256,"('insignificant', 'prestigious')",1.0654519,1.0549873,-1.2267879,-1.2445016,0.8813584,0.7297295,-0.0001159,-0.1490526,0.1489367
29,-0.70178705,-0.7040154,"('unfair', 'fair')",-0.3060021,-0.23437282,-1.299049,-1.2751628,-0.2556617,-0.28212634,-0.6406249,-0.6239194,-0.0167055
11,0.6881875,1.0199828,"('unhelpful', 'helpful')",-0.006704662,-0.05956082,0.4030497,0.3441946,1.798727,1.8703737,0.7208149,0.7937475,-0.0729326
