,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,male-female
87,-1.0658803,-1.2000902,"('unsuccessful', 'successful')",0.11498715,0.03461715,0.31973672,0.3309003,-0.2103855,-0.2781909,0.0678054
14,-1.0265114,-0.8627868,"('antisocial', 'social')",-0.4349738,-0.5322828,-1.0005707,-0.9497196,-0.8206853,-0.7815964,-0.0390889
80,-1.0171851,-0.74813855,"('dominated', 'dominating')",0.13292429,0.11851812,-0.9872159,-0.87626165,-0.6238256,-0.5019607,-0.1218649
26,0.9841754,0.94778705,"('hardhearted', 'benevolent')",0.4382982,0.47785765,1.4307984,1.3769299,0.9510907,0.9341915,0.0168992
46,-0.9704391,-0.7934443,"('uncompetitive', 'competitive')",0.38439706,0.36187333,-0.689723,-0.611336,-0.425255,-0.3476357,-0.0776193
33,0.9639672,1.0737135,"('wrong', 'right')",0.42950004,0.4714028,-0.780523,-0.78085935,0.2043147,0.2547523,-0.0504376
19,0.9404374,0.84820694,"('inhospitable', 'hospitable')",-0.49275124,-0.49418598,0.24690658,0.18994734,0.2315309,0.1813228,0.0502081
20,-0.9124657,-0.694638,"('rough', 'thoughtful')",-0.4034769,-0.26387814,1.0497061,1.1912663,-0.0887455,0.0775834,-0.1663289
12,0.8993291,0.84967107,"('unsupportive', 'supportive')",0.5106586,0.5348862,-1.7349291,-1.68516,-0.1083138,-0.1002009,-0.0081129
67,0.85295427,0.69486475,"('doubtful', 'determined')",-0.06352408,-0.101666085,-0.28897277,-0.4808022,0.1668191,0.0374655,0.1293536
65,-0.8466406,-0.79194915,"('insecure', 'secure')",-0.656046,-0.7190818,-0.44331527,-0.408495,-0.6486673,-0.639842,-0.0088253
86,0.79356563,0.6245191,"('uninfluential', 'influential')",-0.15444653,-0.24764921,-0.2183311,-0.16830386,0.1402627,0.069522,0.0707407
29,-0.7767053,-0.66606903,"('unfair', 'fair')",-0.71131134,-0.62481415,-0.55801964,-0.4919923,-0.6820121,-0.5942918,-0.0877203
62,-0.7608201,-0.74989283,"('incompetent', 'brilliant')",-0.049459424,-0.053530525,-0.29524875,-0.16217141,-0.3685094,-0.3218649,-0.0466445
76,-0.74074024,-0.61862767,"('anxious', 'daring')",-0.65046567,-0.6651058,0.1691773,0.17498784,-0.4073429,-0.3695819,-0.037761
79,0.733915,0.3872408,"('wavering', 'unwavering')",-0.02279497,-0.088670716,0.32385615,0.1405999,0.344992,0.14639,0.198602
77,-0.73307276,-0.6890212,"('unmotivated', 'motivated')",-0.505294,-0.5623069,-1.3646834,-1.3119048,-0.8676834,-0.854411,-0.0132724
24,0.724592,0.8373481,"('dishonest', 'honest')",-0.21996626,-0.15639576,0.42064834,0.5401009,0.3084247,0.4070177,-0.098593
64,-0.7149124,-0.5857073,"('shy', 'confident')",-0.7509801,-0.69315624,-6.9140573,-6.849652,-2.7933165,-2.7095051,-0.0838114
32,0.70596194,0.558171,"('unkind', 'kind')",0.61210096,0.5523114,0.91283906,0.7839887,0.743634,0.6314904,0.1121436
69,0.6833098,0.6554804,"('lazy', 'industrious')",1.052519,1.0446423,-0.37103185,-0.5040526,0.4549323,0.3986901,0.0562422
73,0.6595484,0.7019792,"('helpless', 'self-reliant')",0.43347982,0.50839865,-3.378413,-3.383768,-0.7617949,-0.7244634,-0.0373315
16,-0.6494024,-0.9264857,"('unpopular', 'popular')",-0.26621336,-0.40113539,0.54630494,0.2431598,-0.1231036,-0.3614871,0.2383835
25,0.64207023,0.3991844,"('egoistic', 'altruistic')",1.1662391,1.0703173,1.3167776,1.1473975,1.0416956,0.8722998,0.1693958
56,0.623579,0.58745724,"('impractical', 'practical')",0.45563948,0.39438105,-0.29535064,-0.31808156,0.2612893,0.2212522,0.0400371
81,-0.6191903,-0.6236656,"('submissive', 'aggressive')",0.39963537,0.23250394,-0.779561,-0.8400181,-0.3330386,-0.4103932,0.0773546
84,0.59810656,0.55172676,"('inferior', 'superior')",0.12822719,0.054444704,0.8504283,0.85522395,0.5255873,0.4871318,0.0384555
5,0.59473383,0.48717272,"('distant', 'outgoing')",-0.24095467,-0.14499806,-0.47561777,-0.50235415,-0.0406129,-0.0533932,0.0127803
88,0.58074033,0.20254463,"('low', 'eminent')",-0.03583019,-0.16614728,0.2674499,0.12121754,0.2707867,0.0525383,0.2182484
47,-0.5722956,-0.6725283,"('stupid', 'smart')",0.48120144,0.45585534,5.259145,5.3207693,1.7226836,1.7013655,0.0213181
15,0.56201446,0.40666425,"('boring', 'funny')",-0.10363759,-0.120376654,0.23135363,0.1693671,0.2299102,0.1518849,0.0780253
13,-0.54953927,-0.6317069,"('impolite', 'polite')",0.35657257,0.3578824,-0.30429316,-0.2865971,-0.1657533,-0.1868072,0.0210539
6,0.54864043,0.32479703,"('distant', 'open')",0.0171403,0.067966774,0.3097266,0.22111136,0.2918358,0.2046251,0.0872107
43,-0.51636773,-0.3247905,"('irresponsible', 'responsible')",-0.1492286,0.075059295,0.3279624,0.48647997,-0.1125447,0.0789163,-0.191461
41,-0.512316,-0.69505453,"('unforgiving', 'forgiving')",0.50256556,0.37316048,-0.17825094,-0.21161738,-0.0626671,-0.1778371,0.11517
50,0.49529344,0.3577049,"('clumsy', 'skillful')",0.28285015,0.2177717,0.60898185,0.41655383,0.4623752,0.3306768,0.1316984
2,0.4897526,0.24336886,"('unlikable', 'likable')",0.46712786,0.27675474,0.55552757,0.3706064,0.504136,0.29691,0.207226
82,-0.48626232,-0.71172225,"('poor', 'rich')",-0.060995393,-0.23593046,6.0738573,5.8442574,1.8421998,1.6322015,0.2099983
21,0.47073105,0.5823029,"('immoral', 'moral')",0.33705613,0.22711778,-0.8893727,-0.82250047,-0.0271952,-0.0043599,-0.0228353
35,0.4638129,0.3702392,"('corrupt', 'incorrupt')",-0.8605661,-0.7998713,-0.19873333,-0.26608324,-0.1984955,-0.2319051,0.0334096
70,-0.45959312,-0.3949058,"('lethargic', 'energetic')",-0.74213904,-0.76422065,0.46066236,0.58267105,-0.2470233,-0.1921518,-0.0548715
0,-0.45371634,-0.7198581,"('unsociable', 'sociable')",0.25385913,0.11336607,-0.5511894,-0.61072683,-0.2503489,-0.4057396,0.1553907
30,0.4398015,0.42782927,"('intolerant', 'tolerant')",-0.18757221,-0.18651387,0.9177337,0.90303844,0.3899877,0.3814513,0.0085364
27,-0.43567416,-0.39311558,"('hardhearted', 'softhearted')",-0.18832262,-0.05615477,1.4974685,1.659868,0.2911572,0.4035325,-0.1123753
58,-0.42236915,-0.52429074,"('undiscriminating', 'discriminating')",-0.59453726,-0.6573829,-0.28520855,-0.17888509,-0.4340383,-0.4535196,0.0194813
42,0.4211413,0.33495063,"('unreliable', 'reliable')",0.66726804,0.65865517,-2.671886,-2.859103,-0.5278256,-0.6218324,0.0940068
83,-0.40254825,-0.22653559,"('powerless', 'powerful')",-0.29901958,-0.23591319,-1.3198212,-1.1361632,-0.6737963,-0.5328707,-0.1409256
23,-0.37060937,-0.52745867,"('insincere', 'sincere')",-0.4882675,-0.57776,5.6627135,5.7542505,1.6012789,1.5496772,0.0516017
66,-0.34722564,-0.39746904,"('inactive', 'active')",-0.41459054,-0.482752,1.0491872,0.9906655,0.0957903,0.0368148,0.0589755
48,0.34051225,0.27162042,"('unintelligent', 'intelligent')",0.5118001,0.49610388,0.29870278,0.33453444,0.3836717,0.3674196,0.0162521
55,-0.33464175,-0.24079186,"('incompetent', 'clever')",0.11740058,0.04027769,-0.19050422,-0.111567535,-0.1359151,-0.1040272,-0.0318879
10,-0.32449973,-0.28048256,"('unsympathetic', 'sympathetic')",-0.5183767,-0.55816036,-0.5310557,-0.39016727,-0.4579774,-0.4096034,-0.048374
4,-0.2861634,-0.61967003,"('disliked', 'liked')",0.031481475,-0.062807366,-6.024428,-6.2986574,-2.0930367,-2.327045,0.2340083
59,0.24530305,0.18672544,"('foolish', 'wise')",0.19978236,0.21605743,0.2651442,0.14116552,0.2367432,0.1813161,0.0554271
61,-0.20360465,-0.20213476,"('illogical', 'logical')",-0.1880895,-0.25339708,0.08305178,0.12491292,-0.1028808,-0.1102063,0.0073255
51,-0.20343502,-0.4134696,"('uneducated', 'educated')",0.114074945,-0.04275008,0.7671352,0.7119032,0.225925,0.0852278,0.1406972
7,-0.2031942,-0.102992505,"('insensitive', 'sensitive')",-0.45104575,-0.45742106,0.63389397,0.71945304,-0.006782,0.0530131,-0.0597951
34,0.20171499,0.20228253,"('mean', 'honorable')",0.40295663,0.39367145,6.2114196,6.3021293,2.2720304,2.2993611,-0.0273307
38,0.19985172,0.079774156,"('untruthful', 'truthful')",0.28567106,0.28924075,0.18859127,0.21095008,0.2247047,0.1933217,0.031383
78,0.19106229,0.038068667,"('nonresilient', 'resilient')",1.0050849,0.98195213,0.5717643,0.60547084,0.5893038,0.5418305,0.0474733
49,-0.17945404,-0.1985213,"('unable', 'able')",-0.22941431,-0.23774342,-0.15056404,-0.17576055,-0.1864775,-0.2040084,0.0175309
68,-0.10882943,0.05887548,"('dependent', 'independent')",-0.9585679,-0.869558,-0.36254305,-0.3068203,-0.4766468,-0.3725009,-0.1041459
31,-0.10577609,-0.31034458,"('evil', 'good')",-0.6255801,-0.63131875,-0.8092685,-1.0105059,-0.5135415,-0.6507231,0.1371816
39,0.088835776,0.50230896,"('exploitative', 'cooperative')",0.045501877,0.2997202,-0.22814979,0.044639185,-0.0312707,0.2822228,-0.3134935
63,-0.07886286,-0.31913656,"('unperceptive', 'insightful')",0.51653004,0.43628967,0.8453979,0.93974155,0.4276884,0.3522982,0.0753902
18,0.047299713,-0.04917937,"('disagreeable', 'welcoming')",-0.44787663,-0.41263235,-0.4198054,-0.47839895,-0.2734608,-0.3134036,0.0399428
52,-0.015310645,-0.22050494,"('irrational', 'rational')",0.06931091,-0.02941686,-0.2554056,-0.37458986,-0.0671351,-0.2081706,0.1410355
53,0.008048218,-0.11321746,"('uncreative', 'creative')",-0.8256263,-0.8236697,0.41393575,0.38211352,-0.1345474,-0.1849245,0.0503771
36,-0.004061606,-0.3344584,"('hostile', 'amicable')",-0.5330897,-0.67653143,0.18033853,-0.059554458,-0.1189376,-0.3568481,0.2379105
28,-0.001291357,-0.021236002,"('disloyal', 'loyal')",0.06133058,0.02840573,0.9122483,0.8861114,0.3240958,0.2977604,0.0263354
