,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
39,1.9133788,1.907701,"('exploitative', 'cooperative')",0.51976085,0.57975477,0.45668674,0.55056226,0.33037755,0.37563002,0.805051,0.853412,-0.048361
33,1.6127346,1.4204265,"('wrong', 'right')",1.9985509,1.7755493,0.7090326,0.26579013,0.11442971,0.11022713,1.1086869,0.8929983,0.2156886
51,-1.3134272,-1.6084967,"('uneducated', 'educated')",-1.464533,-1.6377096,-0.89393955,-0.98583424,0.06355195,-0.06800223,-0.902087,-1.0750107,0.1729237
8,1.2962635,1.2097123,"('unaffectionate', 'affectionate')",1.0897751,0.9456239,0.04672565,-0.22648174,1.2550806,1.3316444,0.9219612,0.8151248,0.1068364
9,1.2907134,1.2777305,"('unaffectionate', 'caring')",1.0576978,1.0003384,-0.071444914,-0.352023,1.6332617,1.7941027,0.9775569,0.9300371,0.0475198
68,-1.2362055,-1.4016145,"('dependent', 'independent')",-1.7812288,-1.8758124,-1.820637,-1.7755425,-0.9765905,-1.0586476,-1.4536654,-1.5279043,0.0742389
73,1.2307209,1.1601199,"('helpless', 'self-reliant')",1.5878173,1.4627408,1.0900136,1.1937437,-3.0800192,-3.1715808,0.2071331,0.1612559,0.0458772
26,1.2183539,1.1744934,"('hardhearted', 'benevolent')",1.2322129,1.090035,1.6488571,1.7344658,1.3665355,1.3447235,1.3664899,1.3359294,0.0305605
43,1.0667068,1.2004114,"('irresponsible', 'responsible')",-0.686631,-0.42004284,-0.13439016,-0.15723304,0.42367736,0.5027264,0.1673407,0.2814655,-0.1141248
1,1.0297555,0.97301245,"('unfriendly', 'friendly')",1.1950953,1.0257165,0.48494127,0.19050562,1.4401116,1.5153964,1.0374758,0.9261578,0.111318
24,1.00036,0.94803065,"('dishonest', 'honest')",-0.09751219,0.0641545,0.30451798,0.088608295,0.95743567,1.0783756,0.5412003,0.5447922,-0.0035919
52,0.9919688,0.77722144,"('irrational', 'rational')",1.9315796,1.5878508,-0.38632032,-0.693932,0.67267215,0.6338023,0.8024751,0.5762357,0.2262394
85,0.96508896,0.68751234,"('insignificant', 'prestigious')",3.0703232,2.5362597,0.6675465,0.28502136,0.35701838,0.3754737,1.2649944,0.9710668,0.2939276
84,0.91243905,0.7435061,"('inferior', 'superior')",1.4080222,1.2551007,0.39526197,0.1518804,0.44776484,0.3586387,0.790872,0.6272815,0.1635905
82,-0.8723576,-0.9188985,"('poor', 'rich')",-1.3790853,-1.3744825,-0.034737643,-0.08429321,6.07024,6.1749387,0.9460149,0.9493161,-0.0033012
69,0.8706565,0.7757439,"('lazy', 'industrious')",1.6994066,1.4425445,1.4260178,1.3603824,-1.4054823,-1.4641545,0.6476496,0.5286291,0.1190205
0,-0.8294122,-0.80443805,"('unsociable', 'sociable')",-1.4046712,-1.2736921,-0.124818,-0.23415372,-0.11457603,-0.18970934,-0.6183694,-0.6254984,0.007129
81,-0.8257676,-0.86973596,"('submissive', 'aggressive')",-2.2139325,-1.9557133,-0.25306332,-0.14005047,-0.47586283,-0.45439756,-0.9421565,-0.8549743,-0.0871822
71,0.82187116,0.9283985,"('diffident', 'self-confident')",0.84753114,0.9718943,0.0010837838,0.1190929,0.7460768,0.68416655,0.6041408,0.6758881,-0.0717473
16,-0.8156595,-0.8784423,"('unpopular', 'popular')",0.48950472,0.3067636,-0.62460256,-0.76806295,0.26690233,0.14120525,-0.1709638,-0.2996341,0.1286703
56,0.80380744,1.0350794,"('impractical', 'practical')",-1.1718223,-0.85960346,-0.1325154,-0.02677654,-0.19749206,-0.13613853,-0.1745056,0.0031402,-0.1776458
32,0.78716487,0.8054188,"('unkind', 'kind')",-0.49537227,-0.42697656,-0.2111119,-0.22841212,1.05246,0.97081435,0.2832852,0.2802111,0.0030741
