,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
28,-2.2624736,-2.0171,"('disloyal', 'loyal')",-0.9225467,-0.9064787,1.2539467,1.2490555,-0.6436912,-0.5581744,-0.0855168
55,-2.1357715,-2.0273645,"('incompetent', 'clever')",0.9921034,1.0365428,0.19772057,0.20761111,-0.3153159,-0.2610702,-0.0542457
86,-1.9894185,-2.1427338,"('uninfluential', 'influential')",-0.4238177,-0.71386737,0.6163828,0.41023818,-0.5989511,-0.8154543,0.2165032
10,-1.9114838,-1.9274089,"('unsympathetic', 'sympathetic')",-0.6487497,-0.74950314,0.15326151,0.07464868,-0.8023241,-0.8674212,0.0650971
77,-1.825585,-1.9164435,"('unmotivated', 'motivated')",-0.23478551,-0.35355002,-0.8698209,-0.7397369,-0.9767304,-1.0032434,0.026513
46,-1.6608326,-1.6770564,"('uncompetitive', 'competitive')",-0.2818721,-0.40971398,-0.6982007,-0.862935,-0.8803018,-0.9832352,0.1029334
69,1.6458625,1.7105267,"('lazy', 'industrious')",1.0101461,1.2159772,-0.84317154,-0.81431,0.604279,0.7040646,-0.0997856
0,-1.611963,-1.798229,"('unsociable', 'sociable')",0.093058825,-0.21558625,-0.5781151,-0.7431495,-0.6990064,-0.9189882,0.2199818
23,-1.5110527,-1.6511136,"('insincere', 'sincere')",-0.39516613,-0.4746657,6.3569846,6.1922083,1.4835885,1.3554764,0.1281121
58,-1.4828681,-1.2053095,"('undiscriminating', 'discriminating')",1.0443704,1.1333383,0.051599972,0.07369381,-0.1289659,0.0005742,-0.1295401
14,-1.4160752,-1.585953,"('antisocial', 'social')",1.2664778,1.0924879,-0.43655565,-0.5931387,-0.1953843,-0.3622013,0.166817
65,-1.4114785,-1.7867199,"('insecure', 'secure')",0.724992,0.44525304,-0.30195335,-0.31139636,-0.32948,-0.5509544,0.2214744
20,-1.3815285,-1.1413612,"('rough', 'thoughtful')",0.6313939,0.80511117,0.33055204,0.5306059,-0.1398608,0.0647853,-0.2046461
81,-1.3757617,-1.8385319,"('submissive', 'aggressive')",0.2577663,-0.26780054,-0.6089596,-0.9116146,-0.5756517,-1.0059823,0.4303306
7,-1.3660605,-1.2767758,"('insensitive', 'sensitive')",-0.020406898,0.06776504,1.3286299,1.5346463,-0.0192792,0.1085451,-0.1278243
62,-1.352863,-1.281712,"('incompetent', 'brilliant')",0.07806286,0.26053622,0.30527502,0.48147872,-0.323175,-0.1798991,-0.1432759
52,1.3450044,1.3068013,"('irrational', 'rational')",-0.57788146,-0.64458674,0.21819845,0.23656407,0.3284405,0.2995929,0.0288476
60,-1.3181659,-1.5438114,"('inefficient', 'efficient')",0.43254265,0.41953006,0.16840509,0.09265284,-0.2390727,-0.3438762,0.1048035
44,1.3028874,1.2441994,"('prejudiced', 'unprejudiced')",-0.6328479,-0.55691105,-1.7875339,-1.8436506,-0.3724981,-0.3854541,0.012956
59,1.2701596,1.3339838,"('foolish', 'wise')",-0.20423543,-0.2703721,0.45417413,0.5590751,0.5066994,0.5408956,-0.0341962
