,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
49,-0.801306,-0.7886963,"('unable', 'able')",-0.66269624,-0.5879439,-0.13388696,-0.052188054,-0.5326297,-0.4762761,-0.0563536
24,-0.7961745,-0.7326559,"('dishonest', 'honest')",-0.61532277,-0.6208907,0.8349789,0.8629706,-0.1921728,-0.1635253,-0.0286475
51,-0.7592326,-0.46718183,"('uneducated', 'educated')",-0.34512264,-0.13446602,-0.42979288,-0.26025593,-0.5113827,-0.2873013,-0.2240814
26,-0.7026754,-0.72353524,"('hardhearted', 'benevolent')",-0.3852072,-0.54375935,1.8106334,1.9203705,0.2409169,0.2176919,0.023225
30,-0.6918694,-0.6948042,"('intolerant', 'tolerant')",0.035146218,-0.004787028,0.91166055,1.0714082,0.0849791,0.123939,-0.0389599
37,0.67639524,0.26447582,"('fake', 'genuine')",0.17395216,0.014619801,0.9085656,0.7722553,0.5863043,0.3504503,0.235854
82,-0.6700965,-0.43389583,"('poor', 'rich')",-0.21415924,-0.033895634,5.9568615,6.126313,1.6908685,1.8861739,-0.1953054
81,-0.65850776,-0.19188125,"('submissive', 'aggressive')",-0.23041902,-0.060695015,-1.158097,-1.2106678,-0.6823413,-0.487748,-0.1945933
87,0.6559612,0.7318333,"('unsuccessful', 'successful')",0.31353754,0.32853925,0.6172264,0.52845544,0.5289084,0.5296094,-0.000701
53,-0.64391005,-0.8208067,"('uncreative', 'creative')",-0.70405686,-0.994035,1.1096216,1.0838861,-0.0794484,-0.2436519,0.1642035
60,-0.6430164,-0.34007013,"('inefficient', 'efficient')",-0.28933918,-0.16213632,-0.090246424,0.045546133,-0.3408673,-0.1522201,-0.1886472
13,-0.6350159,-0.29529434,"('impolite', 'polite')",-0.03323464,0.27840525,-0.39834687,-0.4762232,-0.3555325,-0.1643708,-0.1911617
29,0.5987815,0.31742305,"('unfair', 'fair')",-0.01423521,-0.23819928,-0.0970107,-0.3591407,0.1625119,-0.0933056,0.2558175
66,0.5974277,0.30017617,"('inactive', 'active')",0.30011043,0.18746299,1.049617,1.0490094,0.6490517,0.5122162,0.1368355
12,-0.5880968,-0.6524562,"('unsupportive', 'supportive')",-0.09417543,-0.18526101,-1.7327249,-1.5477905,-0.804999,-0.7951693,-0.0098297
83,-0.57638997,-0.6934195,"('powerless', 'powerful')",-0.65083605,-0.89097655,-1.0305951,-1.0644691,-0.752607,-0.8829551,0.1303481
46,-0.5735706,-0.8640864,"('uncompetitive', 'competitive')",-0.3234391,-0.7789343,-0.52379674,-0.57154304,-0.4736021,-0.7381879,0.2645858
39,-0.5639239,-0.27621958,"('exploitative', 'cooperative')",0.13702355,0.5578207,0.13574138,0.23774128,-0.097053,0.1731141,-0.2701671
9,-0.5584232,-0.716041,"('unaffectionate', 'caring')",-0.58826864,-0.85772485,1.2918398,1.4074647,0.0483827,-0.0554337,0.1038164
42,0.54872936,0.38506055,"('unreliable', 'reliable')",0.70864546,0.5418328,-2.333415,-2.5484023,-0.3586801,-0.540503,0.1818229
47,-0.5014444,-0.5370111,"('stupid', 'smart')",0.85236114,0.74142385,5.218078,5.4198475,1.8563317,1.8747535,-0.0184218
22,-0.48501304,-0.7292357,"('untrustworthy', 'trustworthy')",0.47552845,0.090340845,-0.45263782,-0.7951737,-0.1540408,-0.4780229,0.3239821
54,-0.48288053,-0.4114762,"('incapable', 'capable')",-0.8291045,-0.74790454,0.8397344,1.1985024,-0.1574169,0.0130406,-0.1704575
41,-0.47495788,-0.46417862,"('unforgiving', 'forgiving')",0.47652394,0.23952553,-0.036495525,-0.06265994,-0.0116432,-0.095771,0.0841278
16,-0.4537722,-0.25389445,"('unpopular', 'popular')",-0.64981866,-0.5717456,0.3611527,0.5464144,-0.2474794,-0.0930752,-0.1544042
40,-0.4118042,-0.5064706,"('stingy', 'generous')",-0.59349215,-0.79576415,-1.3742431,-1.3380743,-0.7931798,-0.880103,0.0869232
50,0.4112218,0.38144892,"('clumsy', 'skillful')",0.36170328,0.45504397,0.3775767,0.55954206,0.3835006,0.465345,-0.0818444
71,0.40883887,0.47269,"('diffident', 'self-confident')",0.7446469,0.6796726,0.57861286,0.67821306,0.5773662,0.6101919,-0.0328257
84,0.40510383,0.4683743,"('inferior', 'superior')",-0.15825905,-0.17413083,0.88408303,1.1645614,0.3769759,0.4862683,-0.1092924
14,-0.4036504,-0.02752493,"('antisocial', 'social')",0.18810053,0.36379045,-0.5439061,-0.7116948,-0.253152,-0.1251431,-0.1280089
45,0.39264858,-0.12803935,"('incompetent', 'competent')",0.6872529,-0.108064905,0.44499797,0.16061604,0.5082998,-0.0251627,0.5334625
52,-0.3888269,-0.49097818,"('irrational', 'rational')",-1.2361223,-1.3196387,-0.106152505,0.21235608,-0.5770339,-0.5327536,-0.0442803
74,0.367999,0.08588576,"('undedicated', 'dedicated')",-0.14369693,-0.28492248,0.25093007,0.21807566,0.1584107,0.0063463,0.1520644
34,-0.36764273,-0.21140206,"('mean', 'honorable')",-0.020737903,0.070686646,5.847628,6.298567,1.8197492,2.0526171,-0.2328679
31,-0.32786614,-0.48940516,"('evil', 'good')",-0.39622566,-0.64685506,-0.7986344,-0.7631044,-0.5075754,-0.6331216,0.1255462
33,-0.32085776,-0.23195434,"('wrong', 'right')",0.47982487,0.46455008,-0.73742616,-0.5953129,-0.1928197,-0.1209057,-0.071914
80,-0.31558028,-0.35796267,"('dominated', 'dominating')",-0.049640957,0.007739911,-1.518597,-1.8120239,-0.6279394,-0.7207489,0.0928095
67,0.3145636,0.43985236,"('doubtful', 'determined')",-0.0032918788,0.1540924,-0.50818235,-0.47318146,-0.0656369,0.0402544,-0.1058913
6,0.2957249,0.23657566,"('distant', 'open')",-0.2747408,-0.3334604,0.65154135,0.7812915,0.2241752,0.2281356,-0.0039604
20,-0.29441938,-0.4983691,"('rough', 'thoughtful')",0.26581764,0.030726511,1.4918219,1.4468582,0.48774,0.3264052,0.1613348
85,-0.29246247,-0.12944202,"('insignificant', 'prestigious')",-0.4861516,-0.5611546,0.08128449,0.6142827,-0.2324432,-0.025438,-0.2070052
57,-0.2895217,-1.0129325,"('unimaginative', 'imaginative')",-0.21271382,-1.1102097,-1.8946666,-2.401769,-0.7989674,-1.5083036,0.7093362
55,-0.24911727,-0.3079513,"('incompetent', 'clever')",0.38200235,0.10569435,0.09312984,-0.04663896,0.0753383,-0.0829653,0.1583036
61,-0.24575396,-0.20786288,"('illogical', 'logical')",-0.3740902,-0.5478208,0.52625835,0.41631055,-0.0311953,-0.1131244,0.0819291
38,-0.24002743,-0.37881687,"('untruthful', 'truthful')",-0.121464945,-0.4498786,-0.1379058,0.10247078,-0.1664661,-0.2420749,0.0756088
5,0.2316393,0.28694582,"('distant', 'outgoing')",-0.32395378,-0.3240432,-0.09848803,0.017866865,-0.0636008,-0.0064102,-0.0571906
0,-0.19525087,-0.22879529,"('unsociable', 'sociable')",-0.27325428,-0.4489204,-0.33915836,-0.4711901,-0.2692212,-0.3829686,0.1137474
15,0.19337466,-0.23400739,"('boring', 'funny')",0.55769783,0.13073851,0.38647342,0.24915867,0.379182,0.0486299,0.3305521
64,0.1882052,0.40176842,"('shy', 'confident')",-0.02065851,0.17696461,-6.406698,-6.5236487,-2.0797172,-1.9816386,-0.0980786
70,-0.18177615,-0.2689242,"('lethargic', 'energetic')",0.15221159,-0.09923959,1.2184916,0.974751,0.396309,0.2021957,0.1941133
8,-0.14286628,-0.38387248,"('unaffectionate', 'affectionate')",-0.1608039,-0.4585537,1.0325217,1.1169631,0.2429505,0.0915123,0.1514382
79,-0.13443749,-0.35654533,"('wavering', 'unwavering')",-0.31906968,-0.6103751,0.18294805,0.37794545,-0.0901864,-0.196325,0.1061386
36,0.13176644,-0.21252342,"('hostile', 'amicable')",-0.0992716,-0.4459756,0.3085785,0.3988975,0.1136911,-0.0865338,0.2002249
2,-0.122167215,0.18547481,"('unlikable', 'likable')",0.05999568,0.25615978,0.14219882,0.27451828,0.0266758,0.2387176,-0.2120418
59,-0.11491534,-0.21779276,"('foolish', 'wise')",-0.16942355,-0.10039241,0.27405626,0.5706057,-0.0034275,0.0841402,-0.0875677
7,-0.11401584,-0.07111283,"('insensitive', 'sensitive')",0.10875893,0.071145706,1.144314,0.9748715,0.3796857,0.3249681,0.0547176
25,-0.06932475,0.12518175,"('egoistic', 'altruistic')",-0.20578231,-0.115650356,1.0397539,1.3952613,0.2548823,0.4682642,-0.2133819
76,-0.06751993,-0.14175087,"('anxious', 'daring')",0.2630663,0.19503632,0.2778077,0.24062905,0.1577847,0.0979715,0.0598132
19,0.05411973,-0.05447831,"('inhospitable', 'hospitable')",0.51739264,0.53060937,-0.2099376,0.060322303,0.1205249,0.1788178,-0.0582929
44,0.034882903,0.14669213,"('prejudiced', 'unprejudiced')",-0.15792765,-0.0019938666,-1.6710147,-1.6136968,-0.5980198,-0.4896662,-0.1083536
58,-0.020886809,-0.4684116,"('undiscriminating', 'discriminating')",0.022532586,-0.61134255,0.28160924,0.047939636,0.0944183,-0.3439382,0.4383565
56,0.018750336,0.024288692,"('impractical', 'practical')",1.0554235,1.0543734,0.15403727,-0.0244354,0.4094037,0.3514089,0.0579948
17,-0.005504003,-0.22047426,"('nasty', 'nice')",0.31675494,0.089154795,-0.5533761,-0.43534458,-0.0807084,-0.188888,0.1081796
