,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
69,1.7410749,1.9891171,"('lazy', 'industrious')",0.5727854,0.8545308,-0.60822004,-0.22094974,0.5685468,0.8742328,-0.305686
21,-1.7388813,-1.3191139,"('immoral', 'moral')",-0.76723045,-0.44538426,-1.236758,-1.0319577,-1.2476233,-0.932152,-0.3154713
1,-1.6683007,-1.8920959,"('unfriendly', 'friendly')",-1.1897606,-1.5390769,1.666289,1.8822904,-0.3972574,-0.5162942,0.1190368
18,-1.607504,-1.0846057,"('disagreeable', 'welcoming')",-0.64297545,0.016886566,-0.75969875,-0.22576624,-1.0033927,-0.4311618,-0.5722309
86,-1.5115988,-1.5588722,"('uninfluential', 'influential')",-1.2606571,-1.4252105,-0.3068507,-0.35624537,-1.0263689,-1.1134427,0.0870738
32,-1.431278,-1.292078,"('unkind', 'kind')",-0.65814817,-0.54103696,0.84014684,0.8461703,-0.4164264,-0.3289816,-0.0874448
88,-1.4224185,-1.1552486,"('low', 'eminent')",-1.2372614,-0.92071503,-0.09412007,0.10201681,-0.9179333,-0.6579823,-0.259951
10,-1.4058383,-1.5735935,"('unsympathetic', 'sympathetic')",-0.9325539,-1.3527426,0.18230662,0.068952486,-0.7186952,-0.9524612,0.233766
77,-1.3420169,-0.997674,"('unmotivated', 'motivated')",-1.8901997,-1.6804928,-1.3409841,-1.088991,-1.5244002,-1.2557193,-0.2686809
35,1.3149892,1.0600387,"('corrupt', 'incorrupt')",0.8544785,0.6883885,-0.12854633,-0.21717563,0.6803071,0.5104172,0.1698899
48,-1.31324,-1.298991,"('unintelligent', 'intelligent')",-1.2694113,-1.3357501,0.23485547,0.23587894,-0.7825987,-0.7996207,0.017022
3,-1.187713,-1.0587033,"('repellent', 'pleasant')",-1.4021415,-1.2186263,0.15453833,-0.06855804,-0.811772,-0.7819625,-0.0298095
75,1.1762087,0.86624616,"('meek', 'impulsive')",0.44160157,0.14070354,-0.22343288,-0.559081,0.4647925,0.1492895,0.315503
23,-1.1112665,-1.1654111,"('insincere', 'sincere')",-0.78225195,-0.87714326,5.551879,5.6489344,1.2194535,1.2021267,0.0173268
65,-1.0827041,-0.8659107,"('insecure', 'secure')",-0.0426426,-0.016767573,0.012265034,-0.32928306,-0.3710272,-0.4039871,0.0329599
73,1.0823293,1.0325365,"('helpless', 'self-reliant')",0.6642643,0.68835527,-2.8664172,-3.0683281,-0.3732745,-0.4491455,0.075871
43,-1.0287952,-1.1563671,"('irresponsible', 'responsible')",-0.47307864,-0.63690007,0.7801737,0.8595402,-0.2405667,-0.3112423,0.0706756
68,-0.9731292,-0.84937567,"('dependent', 'independent')",-1.0601615,-0.9562649,-0.73996925,-0.64415616,-0.92442,-0.8165989,-0.1078211
4,0.9142785,0.597213,"('disliked', 'liked')",0.70889413,0.30795717,-6.1530237,-6.2999234,-1.5099503,-1.7982512,0.2883009
63,-0.90383637,-0.995932,"('unperceptive', 'insightful')",-0.23730266,-0.4761926,1.030225,1.1659168,-0.0369713,-0.1020693,0.065098
27,-0.8931736,-1.0902642,"('hardhearted', 'softhearted')",0.013823114,-0.14014159,1.413658,1.5233659,0.1781025,0.0976533,0.0804492
78,-0.8515567,-0.8714658,"('nonresilient', 'resilient')",-0.4925804,-0.7422181,0.4912474,0.75556,-0.2842966,-0.2860413,0.0017447
11,-0.8355285,-0.93945706,"('unhelpful', 'helpful')",-0.24819028,-0.38878125,1.8746451,1.920888,0.2636421,0.1975499,0.0660922
28,-0.8191974,-0.78889626,"('disloyal', 'loyal')",-1.141838,-1.3614594,1.2615609,1.1677173,-0.2331582,-0.3275461,0.0943879
72,-0.81310093,-0.7673897,"('unambitious', 'ambitious')",-0.8792665,-1.0061183,-0.6550774,-0.91253346,-0.7824816,-0.8953472,0.1128656
62,-0.8056604,-0.7411823,"('incompetent', 'brilliant')",-0.56240106,-0.5558746,0.10657881,0.07206544,-0.4204942,-0.4083305,-0.0121637
