,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.5194418,-2.9402819,"('evil', 'good')",-1.4295491,-0.90905195,-1.2522469,-1.2112209,-2.0670792,-1.6868515,-0.3802277
21,2.6705296,2.5647912,"('immoral', 'moral')",1.7305349,1.521939,-0.6229088,-0.3346762,1.2593852,1.2506846,0.0087006
60,2.2444286,1.9908574,"('inefficient', 'efficient')",1.2944369,1.0432844,0.2665415,0.607764,1.268469,1.2139686,0.0545004
16,-2.2251968,-2.0472028,"('unpopular', 'popular')",-0.5237222,-0.28166306,0.32695925,0.30092895,-0.80732,-0.675979,-0.131341
76,2.216617,2.2544372,"('anxious', 'daring')",0.11800711,0.09346656,0.2556413,0.50214136,0.8634218,0.9500151,-0.0865933
32,1.8598322,1.8677324,"('unkind', 'kind')",2.4532614,2.474078,1.6290274,1.7762809,1.980707,2.0393637,-0.0586567
23,1.8569168,1.7258056,"('insincere', 'sincere')",0.7227745,0.6416547,5.9420085,6.178885,2.8405666,2.8487816,-0.008215
56,1.7901934,1.8918611,"('impractical', 'practical')",1.638112,1.702848,-0.2301928,0.30351534,1.0660375,1.2994081,-0.2333706
52,-1.7105284,-1.4926726,"('irrational', 'rational')",-0.9631545,-0.9078586,-0.16068383,-0.4534036,-0.9447889,-0.9513116,0.0065227
36,-1.6577337,-1.4087918,"('hostile', 'amicable')",-1.2794638,-0.95541126,0.07223551,-0.36517787,-0.9549873,-0.9097936,-0.0451937
43,1.6067142,1.4203588,"('irresponsible', 'responsible')",1.8373812,1.7489955,0.5375211,0.74712616,1.3272056,1.3054935,0.0217121
12,1.6055233,1.6187291,"('unsupportive', 'supportive')",2.3493576,2.6965709,-1.688635,-1.4182317,0.7554153,0.9656894,-0.2102741
6,-1.5829904,-1.0536325,"('distant', 'open')",-0.25153896,0.24506387,0.2914845,0.37090036,-0.5143483,-0.1458894,-0.3684589
39,1.4438331,1.2393593,"('exploitative', 'cooperative')",0.24588712,0.24953437,0.21889134,0.2822723,0.6362039,0.5903887,0.0458152
4,-1.3805283,-1.0524967,"('disliked', 'liked')",0.48248923,0.9334384,-6.437634,-6.206044,-2.4452244,-2.1083674,-0.336857
70,1.3571398,1.3619889,"('lethargic', 'energetic')",0.4314529,0.39935273,0.84401965,1.1776444,0.8775374,0.9796619,-0.1021245
74,1.3197557,1.4687967,"('undedicated', 'dedicated')",0.44102407,0.6288641,-0.23346588,-0.13679864,0.5091046,0.6536207,-0.1445161
69,-1.3121144,-1.1756502,"('lazy', 'industrious')",0.3019697,0.6289704,-0.06362939,-0.3947563,-0.3579247,-0.3138121,-0.0441126
65,1.2455477,1.0964279,"('insecure', 'secure')",-0.026301488,-0.42486858,-0.11508551,0.1553288,0.3680536,0.2756294,0.0924242
5,-1.1854008,-0.74582785,"('distant', 'outgoing')",-0.32545897,0.08978881,-0.2712932,-0.10233308,-0.594051,-0.2527907,-0.3412603
62,1.183993,1.1590841,"('incompetent', 'brilliant')",0.9789193,1.0580189,0.18229602,0.7899832,0.7817361,1.0023621,-0.220626
48,1.1745206,1.0789626,"('unintelligent', 'intelligent')",1.2683038,1.1308861,0.8225473,0.989893,1.0884573,1.0665805,0.0218768
