,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
18,1.153478,0.9210802,"('disagreeable', 'welcoming')",-0.33357388,-0.4284836,-0.31082466,-0.3700446,0.1696932,0.0408507,0.1288425
34,1.1475326,1.2235138,"('mean', 'honorable')",0.86415505,0.9020612,6.2025156,6.115455,2.7380676,2.7470099,-0.0089423
10,1.1166002,0.90371656,"('unsympathetic', 'sympathetic')",0.58650637,0.3484412,-0.30082834,-0.049447883,0.4674261,0.4009033,0.0665228
84,1.0451723,1.2120974,"('inferior', 'superior')",0.8078123,0.8754942,0.54602396,0.5234416,0.7996696,0.8703444,-0.0706748
41,1.0298746,0.86976445,"('unforgiving', 'forgiving')",0.7983718,0.85339516,-0.13558811,-0.055841707,0.5642194,0.5557726,0.0084468
11,1.0173945,0.8654853,"('unhelpful', 'helpful')",0.5995577,0.5242155,1.8728502,2.1712449,1.1632675,1.1869819,-0.0237144
7,1.0056217,0.9775007,"('insensitive', 'sensitive')",0.18808201,0.16304576,0.60514903,0.86808985,0.5996176,0.6695454,-0.0699278
8,-0.9902586,-0.78793544,"('unaffectionate', 'affectionate')",-0.6510164,-0.5088587,0.41998768,0.5156405,-0.4070958,-0.2603846,-0.1467112
26,0.95548576,1.119849,"('hardhearted', 'benevolent')",1.5132699,1.4050392,1.6849957,1.5393121,1.3845838,1.3547335,0.0298503
24,0.93615955,1.2189906,"('dishonest', 'honest')",0.70432985,0.69135815,0.7715343,1.1538892,0.8040078,1.0214126,-0.2174048
17,-0.90777457,-0.85942584,"('nasty', 'nice')",-0.32591566,-0.20369509,-0.18516038,-0.15893273,-0.4729502,-0.4073512,-0.065599
25,-0.8409307,-0.5354081,"('egoistic', 'altruistic')",-0.06894662,0.09198294,1.5194103,1.3932093,0.2031777,0.3165947,-0.113417
35,-0.7910099,-0.34131795,"('corrupt', 'incorrupt')",-1.5095266,-1.007501,-0.13850534,-0.38898653,-0.813014,-0.5792685,-0.2337455
59,0.76675165,0.8760629,"('foolish', 'wise')",1.3678006,1.5415871,0.8908323,0.7331239,1.0084615,1.050258,-0.0417965
86,0.70601183,0.75572836,"('uninfluential', 'influential')",0.43467087,0.38743007,-0.44640544,-0.20784009,0.2314258,0.3117728,-0.080347
22,0.69643855,0.82730675,"('untrustworthy', 'trustworthy')",0.4488905,0.34883204,-0.9635687,-0.5909382,0.0605868,0.1950668,-0.13448
53,-0.6382483,-0.2921459,"('uncreative', 'creative')",-0.98089504,-0.84292537,0.45272902,0.61122257,-0.3888048,-0.1746162,-0.2141886
27,0.6149035,0.39771137,"('hardhearted', 'softhearted')",0.94975644,1.2270371,1.6625922,1.6919826,1.0757507,1.105577,-0.0298263
81,0.5984073,0.15698817,"('submissive', 'aggressive')",1.2934381,0.6884991,-0.615448,-0.4596643,0.4254658,0.1286077,0.2968581
80,0.596211,0.35669076,"('dominated', 'dominating')",0.3554775,0.21774909,-1.192439,-1.047663,-0.0802501,-0.157741,0.0774909
1,-0.5720501,-0.08523947,"('unfriendly', 'friendly')",0.8160675,0.9614782,1.5479096,1.5949713,0.597309,0.8237367,-0.2264277
47,-0.544445,-0.5464102,"('stupid', 'smart')",1.325217,1.1231575,5.5265107,5.597003,2.1024276,2.0579168,0.0445108
61,-0.53012735,-0.3606438,"('illogical', 'logical')",-0.380303,-0.390041,-0.1789694,-0.04777412,-0.3631332,-0.266153,-0.0969802
2,0.5264307,0.60281426,"('unlikable', 'likable')",1.5103407,1.3253682,0.5986065,0.65744746,0.8784593,0.8618766,0.0165827
77,0.5210346,0.23686533,"('unmotivated', 'motivated')",0.6363443,0.3393049,-1.0866247,-1.0127178,0.0235847,-0.1455159,0.1691006
3,-0.5022629,-0.64860284,"('repellent', 'pleasant')",-0.8045826,-0.86505723,0.1691687,0.25078425,-0.3792256,-0.4209586,0.041733
63,0.49128604,0.5628836,"('unperceptive', 'insightful')",0.9748997,1.0904115,0.75806236,1.1981671,0.7414161,0.9504875,-0.2090714
44,-0.48644987,-0.8121317,"('prejudiced', 'unprejudiced')",-0.47831368,-0.52057815,-0.96185774,-1.315428,-0.6422071,-0.8827126,0.2405055
82,-0.48473933,-0.17860785,"('poor', 'rich')",-0.08981213,-0.052290432,6.1650276,6.4153986,1.863492,2.0615001,-0.1980081
13,0.45018032,0.45236644,"('impolite', 'polite')",0.81249464,0.53866726,-0.40242246,-0.120568454,0.2867508,0.2901551,-0.0034043
83,0.446116,0.36347586,"('powerless', 'powerful')",0.51865804,0.5433446,-1.0875312,-1.0144136,-0.0409191,-0.0358644,-0.0050547
42,0.44350296,0.5712976,"('unreliable', 'reliable')",1.5420521,1.6518176,-2.4961674,-2.1410794,-0.1702041,0.0273453,-0.1975494
79,0.44139296,0.8919143,"('wavering', 'unwavering')",-0.26079333,0.2058757,0.2935185,0.2440152,0.1580394,0.4472684,-0.289229
72,0.440223,0.3181012,"('unambitious', 'ambitious')",0.45222712,0.4341427,-0.9642407,-0.58022434,-0.0239302,0.0573398,-0.08127
19,-0.44000557,-0.0859895,"('inhospitable', 'hospitable')",0.21877043,0.41669375,-0.06720631,-0.028723769,-0.0961471,0.1006602,-0.1968073
30,0.4239401,0.4663008,"('intolerant', 'tolerant')",1.0002557,0.8461093,1.1642685,1.3377148,0.8628214,0.883375,-0.0205536
15,-0.40756845,-0.066300906,"('boring', 'funny')",0.14174864,0.10454664,0.33918202,0.47074214,0.0244541,0.1696626,-0.1452085
40,0.39611608,0.46220803,"('stingy', 'generous')",0.49379647,0.5860495,-1.7107998,-1.6084341,-0.2736291,-0.1867255,-0.0869036
37,0.39365155,0.613975,"('fake', 'genuine')",0.43934304,0.32924592,0.5129546,0.65538734,0.4486497,0.5328694,-0.0842197
46,0.3541602,0.29624802,"('uncompetitive', 'competitive')",1.0513914,0.92573136,-1.1665235,-0.87088066,0.079676,0.1170329,-0.0373569
87,-0.32979485,-0.2919942,"('unsuccessful', 'successful')",0.30499423,0.26598126,0.27325946,0.54542863,0.0828196,0.1731386,-0.090319
0,0.3067088,0.13499214,"('unsociable', 'sociable')",0.5900359,0.16602823,-0.5803041,-0.45759568,0.1054802,-0.0521918,0.157672
75,-0.3036613,-0.22584537,"('meek', 'impulsive')",0.027595736,0.13506919,-0.37784335,-0.40539128,-0.2179696,-0.1653892,-0.0525804
28,0.29468858,0.3531937,"('disloyal', 'loyal')",-0.14215855,-0.2532147,0.84494406,0.84118754,0.3324914,0.3137222,0.0187692
71,0.28144062,0.3800621,"('diffident', 'self-confident')",2.2792745,2.2343888,0.77836084,0.82440495,1.1130253,1.1462853,-0.03326
20,0.27390012,0.17763928,"('rough', 'thoughtful')",-0.16336426,-0.042967044,1.0497746,1.1668898,0.3867702,0.433854,-0.0470838
58,-0.24894343,-0.2618844,"('undiscriminating', 'discriminating')",-1.108237,-1.1699343,-0.55051994,-0.41954437,-0.6359001,-0.617121,-0.0187791
68,-0.23882386,-0.3144126,"('dependent', 'independent')",-0.686271,-0.68934953,-0.55752474,-0.413016,-0.4942065,-0.4722594,-0.0219471
66,-0.23749027,-0.23012042,"('inactive', 'active')",-0.7245208,-0.63031566,0.9693308,0.65571415,0.0024399,-0.0682406,0.0706805
9,0.23611484,0.44144744,"('unaffectionate', 'caring')",0.94962347,1.123447,1.1650795,1.4419998,0.7836059,1.002298,-0.2186921
49,0.21344979,0.34694618,"('unable', 'able')",0.80824035,1.0351111,0.2435488,0.524261,0.4217463,0.6354394,-0.2136931
88,0.19036366,0.28535706,"('low', 'eminent')",-0.038342208,-0.05647537,0.45146286,0.464828,0.2011614,0.2312366,-0.0300752
50,-0.18338403,-0.11536901,"('clumsy', 'skillful')",0.66387755,0.826624,0.62210286,0.6067701,0.3675321,0.4393417,-0.0718096
67,0.18033732,0.18120833,"('doubtful', 'determined')",-0.16753015,-0.21883404,-0.6399504,-0.5806675,-0.2090477,-0.2060977,-0.00295
45,-0.1685068,-0.13872063,"('incompetent', 'competent')",0.66238487,0.70303047,-0.6042334,-0.21426195,-0.0367851,0.1166826,-0.1534677
14,0.15795337,-0.16990224,"('antisocial', 'social')",0.1953873,-0.042923912,-0.848024,-0.72933704,-0.1648944,-0.3140544,0.14916
85,-0.14016947,-0.030004397,"('insignificant', 'prestigious')",0.29967448,0.4122882,0.49924582,0.007319674,0.2195836,0.1298678,0.0897158
57,0.12667456,0.050310984,"('unimaginative', 'imaginative')",0.06647073,0.10067335,-2.8639872,-2.6601408,-0.8902806,-0.8363855,-0.0538951
33,0.09399852,0.21184996,"('wrong', 'right')",0.50570995,0.59363735,-0.691451,-0.796471,-0.0305809,0.0030054,-0.0335863
73,0.056588583,0.18050171,"('helpless', 'self-reliant')",0.21893117,0.20434144,-3.151409,-3.1030064,-0.9586297,-0.9060544,-0.0525753
64,-0.051927537,-0.28964046,"('shy', 'confident')",0.40871787,0.10608702,-6.4986453,-6.4163013,-2.0472849,-2.1999515,0.1526666
54,0.04542299,0.2051778,"('incapable', 'capable')",0.43061998,0.4033937,1.1375945,1.1277337,0.5378791,0.5787684,-0.0408893
38,-0.042195246,0.09152743,"('untruthful', 'truthful')",0.9736823,1.156702,-0.0055037234,0.12535417,0.3086611,0.4578612,-0.1492001
29,-0.036805257,0.23792739,"('unfair', 'fair')",-0.27909824,0.065806836,-0.5270387,-0.45070463,-0.2809807,-0.0489901,-0.2319906
51,0.031480268,-0.14261602,"('uneducated', 'educated')",0.2994485,0.19407366,0.2721073,0.32047698,0.201012,0.1239782,0.0770338
55,0.028944306,-0.21957634,"('incompetent', 'clever')",-0.13568974,-0.46536124,-0.2479563,0.051233497,-0.1182339,-0.2112347,0.0930008
78,0.0084666945,0.005125465,"('nonresilient', 'resilient')",1.6780076,1.9812598,0.32332945,0.31135297,0.6699346,0.7659128,-0.0959782
