,ball_male,ball_female,tuple,corp_male,corp_female,average_male,average_female,male-female
75,-2.1559107,-2.3886006,"('meek', 'impulsive')",-1.1475593,-1.2687219,-1.6517351,-1.8286612,0.1769261
43,2.1428204,2.185691,"('irresponsible', 'responsible')",1.0995437,1.4457899,1.621182,1.8157406,-0.1945586
69,-2.110671,-2.2351482,"('lazy', 'industrious')",-0.9401022,-1.761182,-1.5253866,-1.9981651,0.4727785
30,2.0420554,2.3280046,"('intolerant', 'tolerant')",1.0024608,1.0294693,1.522258,1.6787369,-0.1564789
19,-2.0309768,-1.976799,"('inhospitable', 'hospitable')",-0.74236757,-0.7620521,-1.3866721,-1.3694255,-0.0172466
80,1.9816699,2.114963,"('dominated', 'dominating')",-0.75845736,-0.61938757,0.6116062,0.7477877,-0.1361815
48,1.8507261,1.7140857,"('unintelligent', 'intelligent')",0.7328582,0.8825601,1.2917922,1.2983229,-0.0065307
23,1.7974269,1.9938811,"('insincere', 'sincere')",6.2521696,6.816652,4.0247984,4.4052663,-0.3804679
16,-1.7943052,-1.8673288,"('unpopular', 'popular')",0.1606532,-0.15829644,-0.816826,-1.0128126,0.1959866
17,-1.6205168,-1.1924745,"('nasty', 'nice')",-0.77199847,-0.4461403,-1.1962576,-0.8193074,-0.3769502
3,1.5898322,1.6414431,"('repellent', 'pleasant')",0.72335577,0.86140156,1.156594,1.2514224,-0.0948284
44,-1.5842506,-1.478964,"('prejudiced', 'unprejudiced')",-1.1535593,-1.0944325,-1.3689049,-1.2866982,-0.0822067
66,-1.5820084,-1.7187829,"('inactive', 'active')",0.060546827,-0.3220395,-0.7607307,-1.0204113,0.2596806
86,1.3058631,1.1455263,"('uninfluential', 'influential')",-0.2070967,-0.114371,0.5493832,0.5155777,0.0338055
39,1.274304,1.3275796,"('exploitative', 'cooperative')",0.13190448,0.016349321,0.7031043,0.6719645,0.0311398
64,-1.1531997,-0.95722115,"('shy', 'confident')",-6.5648937,-6.675614,-3.8590467,-3.8164175,-0.0426292
33,-1.1461828,-1.4897702,"('wrong', 'right')",-0.7911243,-0.8515025,-0.9686536,-1.1706363,0.2019827
87,1.1053075,1.0142577,"('unsuccessful', 'successful')",0.6625387,0.39355388,0.8839231,0.7039058,0.1800173
24,1.0792267,1.0202875,"('dishonest', 'honest')",0.7032229,0.8670593,0.8912248,0.9436734,-0.0524486
12,1.0592036,1.0042783,"('unsupportive', 'supportive')",-2.015183,-1.724867,-0.4779897,-0.3602943,-0.1176954
34,1.0564879,1.0143855,"('mean', 'honorable')",5.6164746,5.5640507,3.3364813,3.2892179,0.0472634
28,1.0432668,0.6381974,"('disloyal', 'loyal')",1.5552197,1.5226392,1.2992432,1.0804183,0.2188249
72,1.0056894,1.2765485,"('unambitious', 'ambitious')",-0.36363208,0.20439544,0.3210286,0.740472,-0.4194434
61,0.97458076,1.283395,"('illogical', 'logical')",0.4349364,0.47127646,0.7047586,0.8773358,-0.1725772
74,0.95868003,0.9306024,"('undedicated', 'dedicated')",-0.32224715,-0.30991057,0.3182164,0.3103459,0.0078705
50,-0.93699074,-1.1475341,"('clumsy', 'skillful')",0.3472377,0.26045468,-0.2948765,-0.4435397,0.1486632
11,0.9049204,1.1353272,"('unhelpful', 'helpful')",2.010801,2.2705588,1.4578607,1.7029431,-0.2450824
32,0.90177083,1.4566277,"('unkind', 'kind')",0.7726827,1.241474,0.8372267,1.3490509,-0.5118242
77,0.8864149,0.57653236,"('unmotivated', 'motivated')",-1.0654868,-1.020623,-0.089536,-0.2220453,0.1325093
88,-0.8806119,-0.79237086,"('low', 'eminent')",-0.4229308,-0.17507939,-0.6517714,-0.4837251,-0.1680463
49,0.8762416,0.62951493,"('unable', 'able')",-0.14755239,0.25435498,0.3643446,0.4419349,-0.0775903
45,0.8761018,1.1035182,"('incompetent', 'competent')",0.19648054,0.28506356,0.5362912,0.6942909,-0.1579997
68,0.8521735,0.7283532,"('dependent', 'independent')",-0.62154084,-0.5562322,0.1153163,0.0860605,0.0292558
38,-0.84595835,-0.50859916,"('untruthful', 'truthful')",-0.37717026,-0.37862682,-0.6115643,-0.443613,-0.1679513
82,0.80655605,1.0717013,"('poor', 'rich')",6.6951056,7.0172143,3.7508309,4.0444579,-0.293627
41,0.7529602,0.78774196,"('unforgiving', 'forgiving')",0.05271472,-0.1874098,0.4028375,0.3001661,0.1026714
1,-0.7457906,-0.95771784,"('unfriendly', 'friendly')",0.96153843,0.7217988,0.1078739,-0.1179595,0.2258334
25,-0.7229281,-0.95956516,"('egoistic', 'altruistic')",0.80131215,0.53734285,0.039192,-0.2111112,0.2503032
47,0.66514075,0.869464,"('stupid', 'smart')",5.768233,5.8991594,3.2166867,3.3843117,-0.167625
8,-0.63453627,-1.0389235,"('unaffectionate', 'affectionate')",0.7946016,0.5832248,0.0800327,-0.2278494,0.3078821
37,0.6174407,0.2321795,"('fake', 'genuine')",0.6403211,0.6889434,0.6288809,0.4605615,0.1683194
53,-0.6018046,-0.7365677,"('uncreative', 'creative')",0.10126833,0.15451905,-0.2502681,-0.2910243,0.0407562
63,0.5835236,0.9352942,"('unperceptive', 'insightful')",0.6390715,0.75588834,0.6112975,0.8455913,-0.2342938
15,-0.5750523,-0.45232773,"('boring', 'funny')",-0.5957498,-0.5915404,-0.5854011,-0.521934,-0.0634671
42,0.5743494,0.8390119,"('unreliable', 'reliable')",-2.9710891,-2.6904333,-1.1983699,-0.9257107,-0.2726592
78,0.56171024,0.393316,"('nonresilient', 'resilient')",0.23020469,-0.018645575,0.3959575,0.1873352,0.2086223
29,-0.45961532,-0.6484333,"('unfair', 'fair')",-0.26799387,-0.25130108,-0.3638046,-0.4498672,0.0860626
2,0.41666433,0.26113945,"('unlikable', 'likable')",0.2669914,-0.01513985,0.3418279,0.1229998,0.2188281
22,0.40330133,0.6410488,"('untrustworthy', 'trustworthy')",-0.7274305,-0.57667845,-0.1620646,0.0321852,-0.1942498
54,-0.34593505,-0.4670446,"('incapable', 'capable')",0.8541686,1.1364306,0.2541168,0.334693,-0.0805762
73,-0.33807176,-0.48116615,"('helpless', 'self-reliant')",-3.150798,-3.4152386,-1.744435,-1.9482024,0.2037674
51,0.3071373,0.808185,"('uneducated', 'educated')",0.15820363,0.31839842,0.2326705,0.5632917,-0.3306212
67,0.28794664,0.11724509,"('doubtful', 'determined')",-0.52713454,-0.41701913,-0.1195939,-0.149887,0.0302931
9,0.28486267,0.057838082,"('unaffectionate', 'caring')",1.2662446,1.2065437,0.7755536,0.6321909,0.1433627
18,-0.23624316,-0.49522468,"('disagreeable', 'welcoming')",-0.19326426,-0.2752729,-0.2147537,-0.3852488,0.1704951
71,0.14409916,-0.041320603,"('diffident', 'self-confident')",0.5603421,0.60666084,0.3522206,0.2826701,0.0695505
40,-0.13343683,-0.3971643,"('stingy', 'generous')",-2.3454711,-2.6447175,-1.239454,-1.5209409,0.2814869
84,0.11817098,-0.019648943,"('inferior', 'superior')",0.6337632,0.4940208,0.3759671,0.2371859,0.1387812
83,0.11467366,0.06009914,"('powerless', 'powerful')",-0.9281833,-0.73628247,-0.4067548,-0.3380917,-0.0686631
26,0.104077354,0.36142105,"('hardhearted', 'benevolent')",1.4131019,0.8355364,0.7585896,0.5984787,0.1601109
20,-0.09562679,0.26047269,"('rough', 'thoughtful')",0.75290394,0.5812613,0.3286386,0.420867,-0.0922284
57,0.08643264,0.42705905,"('unimaginative', 'imaginative')",-3.3814206,-3.0427754,-1.647494,-1.3078582,-0.3396358
27,0.038327552,0.36154765,"('hardhearted', 'softhearted')",1.045396,0.9653259,0.5418618,0.6634368,-0.121575
58,0.011873409,0.14307371,"('undiscriminating', 'discriminating')",0.3601556,0.048601776,0.1860145,0.0958377,0.0901768
