,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
45,-1.7756793,-1.5043844,"('incompetent', 'competent')",-0.8050829,-0.44340718,-1.3732191,-1.1669127,-0.31591034,-0.14278035,-1.0674729,-0.8143711,-0.2531018
8,-1.6749264,-1.7995709,"('unaffectionate', 'affectionate')",-0.687678,-0.97153306,1.1124871,0.8505661,-0.18900727,-0.43854433,-0.3597811,-0.5897705,0.2299894
74,1.4322553,1.5230503,"('undedicated', 'dedicated')",0.5816293,0.77748376,0.43581456,0.47789368,-0.68616676,-0.6065749,0.4408831,0.5429631,-0.10208
75,-1.2166568,-1.1824272,"('meek', 'impulsive')",-0.4256748,-0.52579814,-1.1865616,-1.1513197,-0.8370069,-0.7936482,-0.9164751,-0.9132983,-0.0031768
55,-1.2102665,-1.0567415,"('incompetent', 'clever')",-0.823971,-0.49931154,-1.3826314,-1.1866881,0.31438506,0.55919003,-0.7756209,-0.5458878,-0.2297331
36,-1.2064439,-1.5906037,"('hostile', 'amicable')",-0.5443215,-1.1092782,0.16068491,-0.2739303,-0.98651916,-1.4817543,-0.6441499,-1.1138916,0.4697417
49,-1.1955814,-1.0892117,"('unable', 'able')",-1.3447881,-1.2647347,-1.3086777,-1.2336378,-0.601063,-0.54612446,-1.1125276,-1.0334272,-0.0791004
42,1.156792,1.0651898,"('unreliable', 'reliable')",1.3445947,1.3054097,-0.058951396,-0.23452148,-2.3577342,-2.1508543,0.0211753,-0.0036941,0.0248694
28,1.1560653,0.9888604,"('disloyal', 'loyal')",0.56393105,0.37820166,-0.16881126,-0.44401443,1.0180928,0.86778635,0.6423194,0.4477085,0.1946109
67,1.0403919,1.0708169,"('doubtful', 'determined')",0.30669123,0.46305233,0.363467,0.4228936,-0.55867857,-0.48188737,0.2879679,0.3687189,-0.080751
33,0.97396106,0.71326125,"('wrong', 'right')",0.48885405,0.25026065,1.5559417,1.4274745,-0.91951,-1.0583354,0.5248117,0.3331653,0.1916464
22,-0.96859187,-0.7535136,"('untrustworthy', 'trustworthy')",-0.62754685,-0.3295077,-1.6185919,-1.3964472,-1.1407052,-0.857943,-1.088859,-0.8343529,-0.2545061
69,0.967498,0.48699537,"('lazy', 'industrious')",1.2213771,0.6965217,1.5220155,1.2811319,-0.7556242,-0.9800038,0.7388166,0.3711613,0.3676553
29,-0.9550149,-1.0242962,"('unfair', 'fair')",-0.79837596,-0.71925294,-0.05790286,-0.020840792,-0.40190536,-0.37276578,-0.5532997,-0.5342889,-0.0190108
11,0.9164553,1.1755772,"('unhelpful', 'helpful')",-0.20295337,0.22357805,-1.0383112,-0.8496677,1.6987749,1.898639,0.3434914,0.6120316,-0.2685402
82,-0.89487076,-0.66644436,"('poor', 'rich')",-0.714189,-0.49736398,-0.27461755,-0.16768709,6.178709,6.3821344,1.0737579,1.2626598,-0.1889019
41,-0.85936457,-0.68443286,"('unforgiving', 'forgiving')",-0.70538133,-0.62588274,-0.80660576,-0.995462,-0.54228085,-0.83766633,-0.7284082,-0.785861,0.0574528
6,0.8388811,0.5426744,"('distant', 'open')",0.216737,-0.34169713,0.28596747,-0.027532138,-1.0312288,-1.415794,0.0775892,-0.3105872,0.3881764
86,-0.814987,-0.682989,"('uninfluential', 'influential')",-0.39392647,-0.21048786,0.13098696,-0.040526696,-0.3034765,-0.2340501,-0.3453507,-0.2920134,-0.0533373
43,-0.7940763,-0.47140536,"('irresponsible', 'responsible')",-1.3068794,-0.98516995,-0.96723115,-0.8001512,-0.055660587,0.11706723,-0.7809618,-0.5349148,-0.246047
66,0.7902576,0.6087603,"('inactive', 'active')",0.5030888,0.25491953,-0.14199738,-0.27581242,0.7075979,0.54267424,0.4647368,0.2826354,0.1821014
30,-0.77119464,-0.49251837,"('intolerant', 'tolerant')",-0.78480464,-0.4249717,-1.2856351,-1.0298971,-0.86870366,-0.6960476,-0.9275845,-0.6608587,-0.2667258
4,-0.7644011,-0.8183707,"('disliked', 'liked')",0.46688187,0.35238796,-0.1808295,-0.27319,-7.1724544,-7.0967484,-1.9127008,-1.9589803,0.0462795
1,-0.761149,-0.8833145,"('unfriendly', 'friendly')",-0.7237747,-1.1521472,1.4205657,0.96813935,0.47119337,0.12959018,0.1017089,-0.234433,0.3361419
15,-0.73110855,-0.957366,"('boring', 'funny')",0.19894809,0.12829779,0.030649506,0.047893606,-0.71534723,-0.765203,-0.3042145,-0.3865944,0.0823799
12,0.70391107,0.9117347,"('unsupportive', 'supportive')",0.7299022,0.976347,0.8335315,0.81504375,-2.1752055,-2.146174,0.0230349,0.1392379,-0.116203
79,0.6949173,0.44068047,"('wavering', 'unwavering')",0.63950574,0.31824863,-0.029985223,-0.22997218,-0.2233799,-0.39011532,0.2702645,0.0347104,0.2355541
81,0.6440122,0.87180007,"('submissive', 'aggressive')",-0.33199424,0.18470669,-1.015301,-0.8872807,-0.5747925,-0.15848522,-0.3195189,0.0026852,-0.3222041
37,-0.63416857,-0.5293179,"('fake', 'genuine')",-0.20291516,0.040040232,0.19241327,0.22360475,-0.22340839,-0.15540853,-0.2170197,-0.1052704,-0.1117493
60,-0.5969901,-0.1974679,"('inefficient', 'efficient')",-1.163539,-0.5408045,-0.9753407,-0.67831403,-0.5422858,-0.21601184,-0.819539,-0.4081496,-0.4113894
13,-0.5878596,-0.27099335,"('impolite', 'polite')",-1.3497155,-0.9090917,-1.0290563,-0.86099446,-0.95168173,-0.82820636,-0.9795783,-0.7173215,-0.2622568
88,0.55881435,0.5126403,"('low', 'eminent')",0.25064206,0.25459486,-0.52997506,-0.52380645,-0.50087357,-0.53316295,-0.0553481,-0.0724336,0.0170855
63,-0.5534738,-0.20239504,"('unperceptive', 'insightful')",0.11603761,0.35508406,-0.30001336,-0.20341022,0.51081717,0.593109,-0.0566581,0.135597,-0.1922551
35,-0.54082125,-0.83267343,"('corrupt', 'incorrupt')",0.32659462,-0.14521824,0.33722073,0.091900855,-1.0062926,-1.264552,-0.2208246,-0.5376357,0.3168111
