,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
73,1.4461006,1.5568714,"('helpless', 'self-reliant')",1.634004,1.6090076,1.1538324,1.051818,1.2022825,1.3340511,-3.2657557,-3.1356714,0.4340928,0.4832154,-0.0491226
40,1.4043043,1.1147683,"('stingy', 'generous')",0.49809015,0.3264544,0.1408023,-0.041689955,0.07977755,-0.12619272,-1.3740308,-1.6691011,0.1497887,-0.0791522,0.2289409
36,-1.3683084,-1.6293095,"('hostile', 'amicable')",0.30896744,0.13543443,-0.25214666,-0.41452816,-0.18768425,-0.46982634,1.191637,0.86771876,-0.061507,-0.3021022,0.2405952
16,-1.3156055,-1.3756194,"('unpopular', 'popular')",-0.013544869,-0.020440158,-0.32559323,-0.4034973,-0.5654634,-0.6049887,0.68562794,0.57627934,-0.3069159,-0.3656532,0.0587373
66,1.2788758,1.1028467,"('inactive', 'active')",0.20472611,0.112244576,-0.037627753,-0.16747679,0.353946,0.08967055,1.3562812,1.0304244,0.6312403,0.4335419,0.1976984
26,1.2468503,0.99843305,"('hardhearted', 'benevolent')",1.6016307,1.4952868,1.3412824,1.162809,2.162236,1.9835765,2.0856996,1.964893,1.6875397,1.5209996,0.1665401
77,-1.1977193,-1.1464986,"('unmotivated', 'motivated')",-1.3782729,-1.5366981,-0.40028334,-0.4558254,-1.0618197,-1.0695432,-1.4157134,-1.4117639,-1.0907617,-1.1240658,0.0333041
49,-1.1801251,-1.039725,"('unable', 'able')",-0.99791354,-0.951127,-0.42652082,-0.5125964,-1.3814665,-1.407845,-0.6999844,-0.550913,-0.9372021,-0.8924413,-0.0447608
12,1.0601664,1.1438956,"('unsupportive', 'supportive')",-0.3272199,-0.3639538,0.25643402,0.20390412,-1.026345,-1.0073713,-1.945346,-1.8609735,-0.3964621,-0.3768998,-0.0195623
29,-1.0567285,-1.1224661,"('unfair', 'fair')",-0.42941847,-0.41685015,-0.15887882,-0.16721554,-0.94934225,-0.9965409,-0.37951955,-0.5221672,-0.5947775,-0.645048,0.0502705
47,-1.0498475,-0.90508765,"('stupid', 'smart')",-0.9800153,-0.84737957,-0.07507649,-0.0023149438,0.26266578,0.3016583,5.71539,5.856467,0.7746233,0.8806686,-0.1060453
39,1.0231555,1.1522053,"('exploitative', 'cooperative')",-0.2870668,-0.30208662,-0.13386033,-0.11930697,1.1165544,1.0483767,0.26095527,0.3862287,0.3959476,0.4330834,-0.0371358
27,0.99213254,0.7884995,"('hardhearted', 'softhearted')",-0.15835473,-0.20425016,-0.14371279,-0.22669116,-0.2810168,-0.42512542,1.7773983,1.4838132,0.4372893,0.2832492,0.1540401
24,0.962474,1.0116924,"('dishonest', 'honest')",-1.1193708,-1.1693825,-0.83092356,-0.8160837,-1.0088817,-1.0925252,0.83958554,0.89432794,-0.2314233,-0.2343942,0.0029709
0,-0.9403895,-1.0708514,"('unsociable', 'sociable')",-2.3862782,-2.615284,-1.5075271,-1.6838197,-0.8181769,-1.0453365,-0.87109166,-0.92370164,-1.3046927,-1.4677987,0.163106
48,0.8628695,0.74131745,"('unintelligent', 'intelligent')",-0.5107773,-0.7006875,-0.3038975,-0.4515952,-1.2716422,-1.4903829,0.24383059,0.26491272,-0.1959234,-0.3272871,0.1313637
51,0.85572386,0.7428804,"('uneducated', 'educated')",-0.6378321,-0.9532671,-0.82254237,-1.0368223,-0.3305493,-0.44789118,0.3313465,0.17848128,-0.1207707,-0.3033238,0.1825531
78,-0.8313254,-0.81076956,"('nonresilient', 'resilient')",-0.79057825,-0.9196637,0.05249146,-0.089807026,-0.4703085,-0.5428123,0.19668728,0.1387871,-0.3686067,-0.4448531,0.0762464
42,0.8090735,0.84678096,"('unreliable', 'reliable')",-1.1531229,-1.125904,-0.83197796,-0.89841926,-0.057945564,0.13769615,-3.218635,-3.0149992,-0.8905216,-0.8109691,-0.0795525
74,0.802591,0.7470591,"('undedicated', 'dedicated')",-0.85553986,-1.1379603,-0.20032325,-0.38189495,-0.29381236,-0.26608205,0.14284307,0.078972474,-0.0808483,-0.1919811,0.1111328
28,0.7618955,0.65285516,"('disloyal', 'loyal')",-1.0193803,-1.2870164,-0.28406027,-0.4626539,-0.8558883,-1.0225158,1.1659348,1.1254882,-0.0462997,-0.1987685,0.1524688
31,-0.749116,-0.99570006,"('evil', 'good')",0.40558907,0.30462444,0.119402476,0.067479745,0.28290868,0.17373143,-0.5468614,-0.8080191,-0.0976154,-0.2515767,0.1539613
80,0.73337996,0.7017324,"('dominated', 'dominating')",0.057779133,-0.18027271,0.44788563,0.21176125,0.6448407,0.5507095,-1.6993728,-1.7117066,0.0369025,-0.0855552,0.1224577
64,0.72687715,0.7720881,"('shy', 'confident')",-0.023179509,-0.04978647,0.15153638,0.0638698,0.6534579,0.682962,-7.10243,-6.900418,-1.1187476,-1.0862569,-0.0324907
10,0.71584094,0.67972076,"('unsympathetic', 'sympathetic')",-2.7987778,-3.0873528,-1.6718696,-1.8838594,-1.8126982,-2.033847,-0.65251875,-0.653591,-1.2440047,-1.3957859,0.1517812
62,-0.71471006,-0.46489894,"('incompetent', 'brilliant')",-1.4254063,-1.3606793,-0.60400856,-0.59484684,-1.6957278,-1.4901662,-0.629128,-0.2485322,-1.0137961,-0.8318247,-0.1819714
72,0.6828884,0.7859197,"('unambitious', 'ambitious')",0.44920158,0.54350746,0.8323408,0.8903899,-0.7082101,-0.64855283,-0.9905015,-0.7658882,0.0531438,0.1610752,-0.1079314
1,-0.6771497,-0.9029753,"('unfriendly', 'friendly')",-0.81923735,-0.9763482,0.23862284,0.13211823,-0.5431386,-0.789813,2.3843908,2.271707,0.1166976,-0.0530622,0.1697598
81,0.666427,0.67863417,"('submissive', 'aggressive')",-0.7147557,-0.9662504,-0.25239053,-0.40729022,-0.41208088,-0.30944285,-1.3594226,-1.2674756,-0.4144445,-0.454365,0.0399205
82,-0.66086495,-0.32890686,"('poor', 'rich')",-1.9642113,-1.7537627,-1.7209702,-1.5008429,-0.77640337,-0.5356301,6.272268,6.4015517,0.2299636,0.4564818,-0.2265182
70,0.65412605,0.7484246,"('lethargic', 'energetic')",-0.88288176,-0.9030616,-1.0273838,-0.95951307,-1.0001954,-0.7806052,0.42197114,0.54157054,-0.3668727,-0.2706369,-0.0962358
5,-0.6383834,-0.5830936,"('distant', 'outgoing')",0.6292988,0.7939474,0.5285727,0.7055348,-0.5044256,-0.27492264,-0.069190376,0.06733462,-0.0108256,0.1417601,-0.1525857
43,0.6135354,0.8748446,"('irresponsible', 'responsible')",-1.3182298,-1.2033837,-0.6210282,-0.48403925,-1.1524941,-0.97626734,0.2694272,0.544843,-0.4417579,-0.2488005,-0.1929574
18,0.61253315,0.42002386,"('disagreeable', 'welcoming')",-0.17762022,-0.28680754,-1.1683153,-1.2907964,-0.3487899,-0.5737194,-0.19225873,-0.33976373,-0.2548902,-0.4142127,0.1593225
34,-0.6093582,-0.5432397,"('mean', 'honorable')",-1.0737529,-0.8967442,-1.0330676,-0.91559553,-0.5878284,-0.40123516,6.156123,6.207535,0.5704232,0.6901441,-0.1197209
83,-0.6037538,-0.66727096,"('powerless', 'powerful')",0.4144629,0.27424684,1.0778649,0.8982066,-0.6204112,-0.6825869,-1.2757196,-1.3324686,-0.2015114,-0.3019746,0.1004632
45,-0.5779405,-0.5360355,"('incompetent', 'competent')",-2.7224488,-2.6555538,-1.8973404,-1.8993164,-2.2463403,-2.104138,-0.9087058,-0.8813907,-1.6705551,-1.6152868,-0.0552683
11,0.5740701,0.71808946,"('unhelpful', 'helpful')",-1.0203462,-0.9800226,-0.5397428,-0.4683519,-0.8912801,-0.6455569,1.5595815,1.8759644,-0.0635435,0.1000245,-0.163568
