,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
53,-0.5374531,-0.5811303,"('uncreative', 'creative')",-0.070161164,-0.28744125,0.7185669,0.5351855,-0.110723734,-0.28594822,1.2511511,1.2067287,0.250276,0.1174789,0.1327971
8,-0.53459764,-0.59585875,"('unaffectionate', 'affectionate')",-0.4740459,-0.53295726,-0.4534616,-0.43533054,-1.1950892,-1.3642719,1.100518,1.1544886,-0.3113352,-0.354786,0.0434508
20,0.5187437,0.4755948,"('rough', 'thoughtful')",-0.54775554,-0.5156561,-0.2354553,-0.3454077,-0.034635767,-0.08648262,1.0079223,0.92844445,0.1417639,0.0912986,0.0504653
4,-0.49767697,-0.6128151,"('disliked', 'liked')",1.0887607,1.0161961,0.765907,0.5889961,0.1002669,0.0033455417,-6.7781935,-6.8012314,-1.0641871,-1.1611017,0.0969146
88,0.4652585,0.33045697,"('low', 'eminent')",-0.5206174,-0.74964726,-0.33625087,-0.4159962,-0.39818585,-0.56451577,0.2176446,0.3312388,-0.1144302,-0.2136927,0.0992625
67,0.4419426,0.63306165,"('doubtful', 'determined')",-0.003715489,0.2731863,0.1854811,0.3573349,0.6421996,0.792537,-0.9029779,-0.72861284,0.072586,0.2655014,-0.1929154
76,0.4384336,0.6281904,"('anxious', 'daring')",-1.3856233,-1.3956836,-0.7189221,-0.67660177,-0.21733266,0.07218392,-0.67460597,-0.3601655,-0.5116101,-0.3464153,-0.1651948
22,-0.42797878,-0.58209115,"('untrustworthy', 'trustworthy')",-1.7294172,-1.8567299,-1.3779752,-1.4958707,-0.40564853,-0.4476118,-1.1596825,-1.0769069,-1.0201405,-1.0918421,0.0717016
50,0.4256797,0.4761077,"('clumsy', 'skillful')",0.054116502,0.021179162,0.29336092,0.11154924,-0.23525606,-0.19345687,0.29880288,0.44338137,0.1673408,0.1717521,-0.0044113
86,0.41575825,0.17525998,"('uninfluential', 'influential')",-0.5604131,-1.042019,0.5113168,0.23355405,-0.792971,-1.0249141,-0.10792442,-0.39609388,-0.1068467,-0.4108426,0.3039959
30,-0.40793663,-0.37476686,"('intolerant', 'tolerant')",-1.5573807,-1.5599337,-0.8374065,-0.9476873,0.04032582,0.011865407,0.7821883,0.85366637,-0.3960419,-0.4033712,0.0073293
7,0.39903352,0.53587186,"('insensitive', 'sensitive')",-0.85766757,-0.89141613,-0.29574916,-0.28491542,-1.1115228,-1.2476876,0.6598767,0.59916663,-0.2412059,-0.2577961,0.0165902
25,-0.38792711,-0.5268045,"('egoistic', 'altruistic')",0.85865176,0.65980697,1.2725585,1.1681957,1.085798,0.9031132,1.763796,1.5740691,0.9185754,0.7556761,0.1628993
58,0.38748398,0.071221165,"('undiscriminating', 'discriminating')",-0.21842113,-0.53606695,0.6272984,0.34031647,0.3310032,0.27178589,0.17738837,0.015835473,0.2609506,0.0326184,0.2283322
71,0.38727185,0.47563297,"('diffident', 'self-confident')",0.3129378,0.34912896,0.8732314,0.9436567,-0.48379564,-0.42855424,0.6555331,0.68329555,0.3490357,0.4046319,-0.0555962
57,0.38708556,0.09622594,"('unimaginative', 'imaginative')",-0.23978853,-0.6237162,0.23636986,-0.07193684,-0.9724572,-1.124254,-2.9096467,-2.9794114,-0.6996874,-0.9406185,0.2409311
3,-0.38053587,-0.42967564,"('repellent', 'pleasant')",-1.280081,-1.3737348,-0.76777375,-0.80231994,0.37402838,0.20804134,0.11783853,0.08150045,-0.3873047,-0.4632377,0.075933
23,-0.35353976,-0.12800434,"('insincere', 'sincere')",-2.409007,-2.3653238,-1.2647244,-1.182496,-2.1925592,-2.1354365,5.6404104,5.8374705,-0.115884,0.005242,-0.121126
87,-0.3446261,-0.28392446,"('unsuccessful', 'successful')",-0.8912219,-1.0031514,-0.32583648,-0.43372682,0.11026801,0.04590676,0.5460823,0.39528865,-0.1810668,-0.2559215,0.0748547
63,0.34069526,0.4421186,"('unperceptive', 'insightful')",-1.4724455,-1.4436207,-0.8033159,-0.78395414,-1.021744,-0.93202573,0.43236822,0.60407066,-0.5048883,-0.4226822,-0.0822061
13,-0.32092428,-0.07427549,"('impolite', 'polite')",-0.8703222,-0.71913654,-0.880965,-0.7059212,-0.4641549,-0.17475358,-0.76231074,-0.5316328,-0.6597354,-0.4411439,-0.2185915
41,-0.30848452,-0.5651958,"('unforgiving', 'forgiving')",-1.8205892,-1.9522928,-1.3053994,-1.4784421,-0.15021916,-0.34132716,0.13684025,-0.11137724,-0.6895704,-0.889727,0.2001566
61,-0.2752697,-0.24561892,"('illogical', 'logical')",-0.3828147,-0.46508995,0.44955018,0.40041694,-1.0951575,-1.248455,0.09698228,-0.02471428,-0.2413419,-0.3166922,0.0753503
55,0.26233628,0.014494667,"('incompetent', 'clever')",-2.2237272,-2.5189295,-1.6738714,-1.9224603,-0.6679921,-0.8439591,-0.52733415,-0.5887935,-0.9661178,-1.1719296,0.2058118
68,0.2558075,0.2730089,"('dependent', 'independent')",-1.3814244,-1.4675032,-1.5546001,-1.6519268,-1.6667815,-1.8987758,-0.7063486,-0.87042296,-1.0106694,-1.1231239,0.1124545
38,0.25272983,0.34620383,"('untruthful', 'truthful')",-0.43902323,-0.41240266,0.15648869,0.14336368,-1.2477702,-1.2062696,-0.05552467,0.15677214,-0.2666199,-0.1944665,-0.0721534
46,-0.23720883,-0.33240536,"('uncompetitive', 'competitive')",-1.4581008,-1.7412785,-1.1918918,-1.4095805,-0.86278737,-0.9909671,-1.2455189,-1.264884,-0.9991014,-1.1478231,0.1487217
69,0.21980199,0.29865283,"('lazy', 'industrious')",1.6203974,1.68902,1.1308863,1.1851199,1.6601298,1.7265412,-0.2843009,-0.3906315,0.869383,0.9017405,-0.0323575
21,0.2108817,0.22474335,"('immoral', 'moral')",-1.250712,-1.6371356,-0.407395,-0.6492256,-0.70221746,-0.871421,-1.2117491,-1.2483103,-0.6722383,-0.8362698,0.1640315
65,0.20797682,0.16402796,"('insecure', 'secure')",-1.6081736,-1.7183969,-0.51416826,-0.6152175,-0.27436572,-0.35659045,-0.8649726,-0.65765315,-0.6107407,-0.636766,0.0260253
32,0.20180252,0.35182112,"('unkind', 'kind')",-1.4127611,-1.4544107,-0.6110873,-0.5141711,-0.5091461,-0.55090535,0.76816046,0.9049994,-0.3126063,-0.2525333,-0.060073
6,-0.2007909,-0.19872865,"('distant', 'open')",0.28168163,0.38532892,0.04077004,0.13542935,-0.80512923,-0.7584433,0.8376741,0.8711275,0.0308411,0.0869428,-0.0561017
60,-0.19875208,0.02697933,"('inefficient', 'efficient')",-1.0335718,-1.0727277,-0.49682754,-0.4677313,-1.2282333,-1.1300374,-0.6980628,-0.3335182,-0.7310895,-0.5954071,-0.1356824
52,0.16284755,-0.16083458,"('irrational', 'rational')",0.4022019,0.16932175,0.47415757,0.23480785,-0.7154265,-1.0090384,0.64145213,0.4167334,0.1930465,-0.069802,0.2628485
2,0.16127473,0.19468634,"('unlikable', 'likable')",-0.09921365,-0.06767139,-0.004832506,-0.076687336,0.8900994,0.81832397,0.5998709,0.7151795,0.3094398,0.3167662,-0.0073264
17,-0.1346242,-0.14090309,"('nasty', 'nice')",-0.4050978,-0.48534036,-0.6551728,-0.83381575,-0.007960014,-0.050093073,-0.6573634,-0.7485587,-0.3720436,-0.4517422,0.0796986
85,-0.12559004,-0.37684697,"('insignificant', 'prestigious')",0.39755088,0.16391295,1.1643519,0.93154687,0.40682673,0.2184175,1.3807335,1.216379,0.6447746,0.4306819,0.2140927
44,-0.12507269,0.070368916,"('prejudiced', 'unprejudiced')",0.17732675,0.42323834,-0.720252,-0.5339027,-0.18312314,0.14716083,-1.3908086,-1.1112671,-0.4483859,-0.2008803,-0.2475056
54,-0.124691725,-0.12939024,"('incapable', 'capable')",-1.0900799,-1.0551447,0.020740137,-0.01975131,-1.1980137,-1.1335411,1.1273363,1.2746418,-0.2529418,-0.2126371,-0.0403047
84,0.12412174,0.12212386,"('inferior', 'superior')",0.36919117,0.3474027,0.58106,0.60105836,0.7486747,0.7172133,0.8249765,0.7569304,0.5296048,0.5089457,0.0206591
9,-0.11832186,-0.009673996,"('unaffectionate', 'caring')",-0.8627826,-0.9389087,0.0652073,0.070272304,-1.2017184,-1.3398783,1.6064857,1.6758827,-0.102226,-0.1084612,0.0062352
59,-0.11026634,0.027036816,"('foolish', 'wise')",0.9566941,1.0394865,1.2580262,1.2686595,0.23229909,0.16930157,0.85877466,0.8874366,0.6391056,0.6783842,-0.0392786
33,-0.09073748,-0.20845884,"('wrong', 'right')",1.2024484,1.0839642,1.5093491,1.4561378,0.6317328,0.46366104,-0.041739356,-0.29399985,0.6422107,0.5002608,0.1419499
15,-0.09001061,-0.11020436,"('boring', 'funny')",0.46328765,0.44904912,-0.2504412,-0.28455973,0.108271755,0.025291339,0.39878976,0.35113126,0.1259795,0.0861415,0.039838
79,0.065111674,0.07147606,"('wavering', 'unwavering')",0.37132356,0.34220982,-0.026585631,0.020255774,-1.0852952,-1.0574495,0.2612879,0.2484185,-0.0828315,-0.0750179,-0.0078136
75,-0.04004526,0.03754134,"('meek', 'impulsive')",0.7564305,0.9146522,0.25191098,0.3253157,-0.009545632,0.22432885,-0.310754,-0.2263909,0.1295993,0.2550894,-0.1254901
14,-0.03868013,0.055283662,"('antisocial', 'social')",-0.6100363,-0.54489744,-0.09463874,-0.072217494,0.049743775,0.13234937,-0.92659116,-0.93279237,-0.3240405,-0.2724548,-0.0515857
19,0.02099122,-0.0014414135,"('inhospitable', 'hospitable')",0.18943675,0.18906587,-0.08167634,-0.14011934,-0.5383267,-0.5643268,0.15389872,0.065876335,-0.0511353,-0.0901891,0.0390538
56,0.020280257,0.42473415,"('impractical', 'practical')",-0.27146876,-0.1884709,-0.083228186,0.028311484,-0.8152,-0.5346614,-0.6423444,-0.43163067,-0.3583922,-0.1403435,-0.2180487
37,0.015126656,0.19232503,"('fake', 'genuine')",-0.15166347,-0.094096884,0.057218257,-0.020677129,-0.7627487,-0.78074664,0.2991974,0.4016937,-0.108574,-0.0603004,-0.0482736
35,-0.0012535546,0.1628377,"('corrupt', 'incorrupt')",1.1285352,1.2868937,0.04295168,0.16315573,0.19117095,0.30493748,0.5920437,0.45615757,0.3906896,0.4747964,-0.0841068
