,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
16,-0.6602926,-0.25847107,"('unpopular', 'popular')",-1.1097842,-0.6613482,-0.021917447,0.22430554,-0.5973314,-0.2318379,-0.3654935
54,-0.6364989,-0.34237996,"('incapable', 'capable')",-0.5401775,-0.2676695,0.9243074,1.1820829,-0.084123,0.1906778,-0.2748008
66,-0.6303489,-0.87097806,"('inactive', 'active')",-1.0565882,-0.9012394,0.4927481,0.26767296,-0.398063,-0.5015148,0.1034518
72,-0.62960726,-0.94526094,"('unambitious', 'ambitious')",-0.30077124,-0.43510717,-0.6062056,-0.46454796,-0.5121947,-0.614972,0.1027773
40,0.62734485,0.13499871,"('stingy', 'generous')",0.6186027,0.4393518,-1.3392029,-1.7588785,-0.0310851,-0.3948427,0.3637576
10,-0.61586064,-1.1469091,"('unsympathetic', 'sympathetic')",-0.55176157,-1.150165,-0.30507988,-0.5223044,-0.4909007,-0.9397928,0.4488921
18,-0.6156414,-0.16451561,"('disagreeable', 'welcoming')",-0.25562853,0.10832043,-0.3823682,-0.36600515,-0.4178794,-0.1407334,-0.277146
35,0.6062589,0.9833062,"('corrupt', 'incorrupt')",-0.621238,-0.1819726,-0.016798502,-0.042225778,-0.0105925,0.253036,-0.2636285
59,0.594941,0.57957196,"('foolish', 'wise')",-0.3485205,-0.35047626,0.0463533,0.25431138,0.0975913,0.1611357,-0.0635444
15,0.5807106,0.4929266,"('boring', 'funny')",0.2536559,0.14557928,0.298051,0.20367882,0.3774725,0.2807282,0.0967443
4,-0.5482534,-0.29181558,"('disliked', 'liked')",-0.27042675,0.07645697,-6.646301,-6.7310743,-2.488327,-2.3154777,-0.1728493
12,0.5456787,0.6043734,"('unsupportive', 'supportive')",0.18847686,0.2562534,-1.4865195,-1.498041,-0.250788,-0.2124714,-0.0383166
25,-0.53137386,-0.0010097921,"('egoistic', 'altruistic')",0.4036284,0.7473637,1.7348347,1.8907303,0.5356964,0.879028,-0.3433316
24,0.5052841,0.443487,"('dishonest', 'honest')",0.3519844,0.053328484,0.86526793,0.82985383,0.5741788,0.4422231,0.1319557
21,0.498521,0.36293006,"('immoral', 'moral')",0.46872318,0.15036553,-0.6671576,-0.7217485,0.1000289,-0.0694843,0.1695132
50,0.4888192,0.44818467,"('clumsy', 'skillful')",-0.41261524,-0.36731046,0.090581425,0.20092972,0.0555951,0.0939346,-0.0383395
74,0.4850433,0.50048786,"('undedicated', 'dedicated')",0.37999475,0.4159777,0.52819806,0.4035944,0.4644121,0.44002,0.0243921
65,-0.4770651,-1.0620584,"('insecure', 'secure')",-0.024845943,-0.5642282,-0.14140937,-0.15792845,-0.2144401,-0.5947384,0.3802983
45,-0.47528774,-1.2762702,"('incompetent', 'competent')",0.35277337,-0.07330837,-0.42666435,-0.8211152,-0.1830596,-0.7235645,0.5405049
62,-0.44268727,-0.75196344,"('incompetent', 'brilliant')",0.1941355,-0.038781077,-0.21111324,-0.14209875,-0.1532217,-0.3109478,0.1577261
84,0.4181232,0.14009984,"('inferior', 'superior')",-0.02762111,-0.17991024,0.6586786,0.6612492,0.3497269,0.2071463,0.1425806
13,0.41075376,0.02108989,"('impolite', 'polite')",1.0017852,0.8099745,-0.6718192,-0.62607324,0.2469066,0.0683304,0.1785762
31,-0.40784556,-0.05005946,"('evil', 'good')",-0.21040557,0.25742945,-0.8386292,-1.0240542,-0.4856268,-0.2722281,-0.2133987
32,0.39049816,0.52094245,"('unkind', 'kind')",0.12067324,0.08076416,1.3850019,1.4503441,0.6320577,0.6840169,-0.0519592
42,0.36035746,0.3762397,"('unreliable', 'reliable')",0.015076444,-0.024847269,-3.1302593,-3.0912778,-0.9182751,-0.9132951,-0.00498
60,-0.36010933,-0.45120558,"('inefficient', 'efficient')",1.4992943,1.1788642,0.18499285,0.31337264,0.4413926,0.3470104,0.0943822
61,-0.35259238,-0.2654667,"('illogical', 'logical')",0.06473339,-0.024134152,0.25873187,0.25693148,-0.009709,-0.0108898,0.0011808
52,0.33981848,0.3120278,"('irrational', 'rational')",-0.47997114,-0.6027621,-0.11411024,-0.049497046,-0.0847543,-0.1134104,0.0286561
1,-0.33351403,-0.006699195,"('unfriendly', 'friendly')",0.6287794,0.7028663,2.1863897,2.2635992,0.8272184,0.9865888,-0.1593704
6,-0.33086288,0.35245964,"('distant', 'open')",-0.6568724,-0.25836384,0.25660604,0.41360724,-0.2437097,0.1692344,-0.4129441
85,0.33011374,0.9706356,"('insignificant', 'prestigious')",0.2832884,0.89247006,0.57964146,0.7737719,0.3976812,0.8789592,-0.481278
2,0.32607338,0.43322492,"('unlikable', 'likable')",0.55149686,0.568413,0.44198593,0.48368827,0.4398521,0.4951087,-0.0552566
63,-0.32256952,-0.6026308,"('unperceptive', 'insightful')",0.63583875,0.44017276,0.99285656,0.92900795,0.4353753,0.2555166,0.1798587
81,-0.31894854,-1.0451446,"('submissive', 'aggressive')",-0.30757043,-0.8447724,-0.6844002,-0.8246164,-0.4369731,-0.9048444,0.4678713
29,-0.31632888,-0.06401689,"('unfair', 'fair')",-0.5407322,-0.50176597,-0.23413834,-0.46626174,-0.3637331,-0.3440149,-0.0197182
41,-0.30537537,-0.09515999,"('unforgiving', 'forgiving')",0.5958299,0.6257999,0.2019646,-0.05017276,0.1641397,0.1601557,0.003984
19,-0.3002624,0.2312876,"('inhospitable', 'hospitable')",-0.5661298,-0.083760634,-0.12482028,-0.030327257,-0.3304042,0.0390666,-0.3694708
44,0.2940448,0.61569667,"('prejudiced', 'unprejudiced')",0.32312977,0.67428845,-1.3260156,-1.1979166,-0.2362803,0.0306895,-0.2669698
20,-0.29057688,-0.28811577,"('rough', 'thoughtful')",0.16737777,0.29597747,1.2802383,1.177015,0.3856797,0.3949589,-0.0092792
22,0.2847033,-0.17465967,"('untrustworthy', 'trustworthy')",0.55673,0.044200152,-0.8882124,-1.2766421,-0.015593,-0.4690339,0.4534409
75,-0.2766695,-0.1425142,"('meek', 'impulsive')",-0.6005622,-0.29224005,-0.55202085,-0.60243165,-0.4764175,-0.3457286,-0.1306889
14,-0.26168936,-0.9185826,"('antisocial', 'social')",0.1236911,-0.3588877,-0.6599192,-1.0574334,-0.2659725,-0.7783012,0.5123287
9,0.24581695,0.4083655,"('unaffectionate', 'caring')",0.120447725,0.18420874,1.3133744,1.3900758,0.5598797,0.6608833,-0.1010036
51,-0.23763257,-0.7512837,"('uneducated', 'educated')",-0.24225704,-0.56017715,0.8101856,0.6314588,0.1100987,-0.2266673,0.336766
83,-0.23483175,-0.37692246,"('powerless', 'powerful')",-0.22111969,-0.3637707,-1.2462687,-1.4244279,-0.5674067,-0.721707,0.1543003
27,0.21796766,0.10990605,"('hardhearted', 'softhearted')",0.40158266,0.31632897,1.7780148,1.4679186,0.7991884,0.6313845,0.1678039
28,0.21773696,-0.106620476,"('disloyal', 'loyal')",0.09890596,-0.19184749,1.0747654,0.9464852,0.4638028,0.2160058,0.247797
70,0.20721695,-0.20578745,"('lethargic', 'energetic')",0.094095565,-0.31145763,0.796209,0.5641132,0.3658405,0.0156227,0.3502178
78,-0.1946754,0.032095827,"('nonresilient', 'resilient')",0.10603517,0.15302125,0.28528857,0.4162495,0.0655494,0.2004555,-0.1349061
11,0.17449921,-0.087877676,"('unhelpful', 'helpful')",0.24951467,0.11908626,1.8348107,1.79439,0.7529415,0.6085329,0.1444086
88,-0.16182485,-0.0090837795,"('low', 'eminent')",-0.3662345,-0.34834227,0.6658398,0.7207152,0.0459268,0.1210964,-0.0751696
55,-0.15855893,-0.6176684,"('incompetent', 'clever')",0.39651725,-0.019522578,0.17795192,-0.069805525,0.1386367,-0.2356655,0.3743022
17,-0.14357115,0.26339328,"('nasty', 'nice')",0.11169313,0.31164056,-0.65083635,-0.54302573,-0.2275714,0.0106694,-0.2382408
48,0.14180055,0.02238122,"('unintelligent', 'intelligent')",0.28104955,0.03972032,0.9103221,0.9697646,0.4443907,0.3439554,0.1004353
7,0.13918297,-0.14512318,"('insensitive', 'sensitive')",0.35366136,0.07013881,1.1391424,0.8410073,0.5439956,0.255341,0.2886546
64,0.1358091,-0.16054696,"('shy', 'confident')",0.010197155,-0.30077195,-6.7951226,-6.8330016,-2.2163722,-2.4314402,0.215068
46,-0.13332236,-0.39691886,"('uncompetitive', 'competitive')",0.5759689,0.08579375,-0.7973995,-0.8307725,-0.118251,-0.3806326,0.2623816
71,0.12998044,0.6242578,"('diffident', 'self-confident')",0.7421265,1.301858,0.68282753,0.81156784,0.5183115,0.9125612,-0.3942497
79,-0.10180643,0.2316991,"('wavering', 'unwavering')",-1.2631024,-0.8554101,-0.10129672,0.0632666,-0.4887352,-0.1868148,-0.3019204
38,0.09066923,0.21815878,"('untruthful', 'truthful')",0.37090963,0.43763587,-0.1936797,0.05064799,0.0892997,0.2354809,-0.1461812
43,0.08314952,-0.3270226,"('irresponsible', 'responsible')",0.5546746,0.14527743,0.53953546,0.4869654,0.3924532,0.1017401,0.2907131
23,0.062157206,-0.10806008,"('insincere', 'sincere')",0.3769026,0.09511548,6.3154016,6.419928,2.2514871,2.1356611,0.115826
87,0.054360807,-0.5967883,"('unsuccessful', 'successful')",0.10655698,-0.010270447,0.16023672,0.24273722,0.1070515,-0.1214405,0.228492
76,0.043499894,-0.13548785,"('anxious', 'daring')",0.020426394,-0.21309744,0.23778608,0.28221416,0.1005708,-0.0221237,0.1226945
30,0.036472656,-0.4575659,"('intolerant', 'tolerant')",0.10139922,-0.36537912,0.85276324,0.6879565,0.3302117,-0.0449962,0.3752079
47,0.035963465,-0.22077322,"('stupid', 'smart')",0.4308887,0.3199309,5.562264,5.643864,2.0097054,1.9143407,0.0953647
56,-0.032521576,-0.08240555,"('impractical', 'practical')",0.4729095,0.22000265,-0.09179448,-0.074736774,0.1161978,0.0209534,0.0952444
69,0.016521633,0.4727088,"('lazy', 'industrious')",0.80456734,1.3603046,-0.74388707,-0.69010335,0.025734,0.38097,-0.355236
80,0.0031157285,-0.8804517,"('dominated', 'dominating')",0.30693865,-0.22068426,-1.3081567,-1.458824,-0.3327008,-0.85332,0.5206192
