,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
88,-1.2382064,-1.4240907,"('low', 'eminent')",-1.6311768,-1.5991156,-0.6207623,-0.78124744,-1.1144614,-1.2274618,0.18198267,0.17435637,-0.8845249,-0.9715118,0.0869869
56,-1.2209778,-0.8814448,"('impractical', 'practical')",-0.73830384,-0.44180968,1.1166209,1.109648,-0.16195942,-0.122835696,-0.79232216,-0.57589936,-0.3593885,-0.1824683,-0.1769202
23,-1.2139598,-1.1167785,"('insincere', 'sincere')",-0.6236714,-0.6040174,0.57433224,0.50356317,-0.6109727,-0.75805956,5.77995,5.799103,0.7811357,0.7647621,0.0163736
49,-1.2054193,-1.1227195,"('unable', 'able')",-1.5155054,-1.3189063,-0.870345,-0.8605758,-1.1045473,-1.3253919,-0.5173314,-0.74981546,-1.0426297,-1.0754818,0.0328521
6,1.1989797,0.8041404,"('distant', 'open')",0.40293765,0.15329224,0.110141575,0.009719685,-0.47930142,-0.8266723,0.990469,0.6566695,0.4446453,0.1594299,0.2852154
68,-1.1975578,-1.2469721,"('dependent', 'independent')",-1.4015372,-1.4043357,-1.7314984,-1.8527623,-1.6825963,-2.0530603,-0.74068177,-1.0949788,-1.3507742,-1.5304219,0.1796477
32,-1.1919914,-1.1656511,"('unkind', 'kind')",-0.99737567,-1.0863273,0.38422593,0.04132412,0.0870931,-0.22415826,1.0057908,1.2237773,-0.1424514,-0.2422071,0.0997557
82,-1.1482073,-1.0000956,"('poor', 'rich')",-0.51046115,-0.35160175,0.4189863,0.35692742,0.75164914,0.73874384,6.5861874,6.609548,1.2196308,1.2707044,-0.0510736
48,-1.1366426,-1.1530919,"('unintelligent', 'intelligent')",-1.5420641,-1.4496087,-0.44089323,-0.555498,-0.91029644,-1.1689101,0.15296888,0.107847184,-0.7753855,-0.8438523,0.0684668
76,-1.0934795,-0.9123706,"('anxious', 'daring')",-0.28475827,-0.3067921,-0.13236497,-0.20466924,0.71382326,0.4888783,-0.1523053,0.14898044,-0.189817,-0.1571946,-0.0326224
45,-1.0796309,-0.7179908,"('incompetent', 'competent')",-0.4544848,-0.008269649,0.31255317,0.47631037,0.41497618,0.44533044,-0.4236764,-0.28149632,-0.2460526,-0.0172232,-0.2288294
47,-1.0662034,-0.95179075,"('stupid', 'smart')",-0.6381847,-0.5230965,0.3265677,0.3429722,0.8378853,0.99458104,5.5698943,5.7115726,1.0059918,1.1148478,-0.108856
63,-1.0125887,-0.9427307,"('unperceptive', 'insightful')",0.54660535,0.80370474,0.9607007,0.81094545,0.23298328,-0.09606078,0.8534282,0.65298074,0.3162258,0.2457679,0.0704579
7,-0.8839271,-0.761767,"('insensitive', 'sensitive')",-0.2997493,-0.15450779,0.34782422,0.24566978,-0.100542106,-0.34924862,0.6565895,0.57366145,-0.055961,-0.0892384,0.0332774
20,-0.88133836,-0.9575825,"('rough', 'thoughtful')",-1.1574651,-1.1951102,-0.8009199,-0.81879926,-0.31299523,-0.4771009,0.59086895,0.5659131,-0.51237,-0.576536,0.064166
14,-0.855903,-0.72544914,"('antisocial', 'social')",-0.9727917,-0.71750134,0.14566225,0.21340616,-0.058940273,0.16401249,-1.3306344,-1.048995,-0.6145214,-0.4229053,-0.1916161
72,-0.8448525,-0.83737576,"('unambitious', 'ambitious')",-1.1253119,-1.0838865,-0.43887016,-0.45952976,-1.2660458,-1.1142714,-1.3095098,-1.1152999,-0.996918,-0.9220727,-0.0748453
83,-0.8387293,-0.9128461,"('powerless', 'powerful')",-0.8055053,-0.5927823,0.5292926,0.6372889,-1.1407213,-1.1167336,-1.2339665,-1.3539464,-0.6979259,-0.6678039,-0.030122
57,-0.83111453,-0.6142693,"('unimaginative', 'imaginative')",-0.9205136,-0.38713306,0.13580137,0.20275572,-0.5038587,-0.43383878,-3.0416021,-2.8868165,-1.0322576,-0.8238604,-0.2083972
3,-0.82110566,-0.5930683,"('repellent', 'pleasant')",-0.0951,0.050117098,-0.3250551,-0.25385836,0.7189836,0.64172393,0.1898163,0.0046581887,-0.0664922,-0.0300855,-0.0364067
62,-0.80022186,-0.4380784,"('incompetent', 'brilliant')",-0.18370238,0.05955097,-0.2261783,-0.1058096,-0.7390112,-0.7811499,-0.5212672,-0.38418937,-0.4940762,-0.3299353,-0.1641409
31,0.7832922,0.57246965,"('evil', 'good')",-0.034765784,0.0012164237,-0.82816637,-0.63068634,-0.117316335,-0.002115352,-0.9130384,-1.073525,-0.2219989,-0.2265281,0.0045292
69,0.7685159,0.46333855,"('lazy', 'industrious')",0.63761926,0.57757616,0.57948303,0.5326661,1.3376368,1.3091595,-0.22392416,-0.40728396,0.6198662,0.4950913,0.1247749
25,0.7605514,0.3307231,"('egoistic', 'altruistic')",-0.04333158,-0.26887992,1.2363914,0.9190597,0.6852622,0.2056315,1.6234356,1.198032,0.8524618,0.4769133,0.3755485
75,0.75419974,0.86547834,"('meek', 'impulsive')",1.1441078,1.4286216,-0.29834747,0.08467037,-0.29936373,0.089153185,-0.40688682,-0.3419315,0.1787419,0.4251984,-0.2464565
59,0.7443409,0.5501803,"('foolish', 'wise')",0.9602998,0.8200885,1.6350693,1.4167491,0.8982511,0.6558436,0.6919261,0.53975254,0.9859774,0.7965228,0.1894546
22,-0.7136558,-0.61042666,"('untrustworthy', 'trustworthy')",0.24455321,0.34889764,-0.5831037,-0.6049519,0.49432382,0.5135398,-1.5217464,-1.4881843,-0.4159258,-0.3682251,-0.0477007
84,0.7083242,0.58149093,"('inferior', 'superior')",0.2204866,0.14991206,0.90732867,0.8795974,1.1519015,0.946265,0.47242293,0.35510182,0.6920928,0.5824734,0.1096194
4,0.6993024,0.74819434,"('disliked', 'liked')",0.38056415,0.64332265,0.06718655,0.19434391,-0.20225042,-0.12117769,-6.553543,-6.5898356,-1.1217481,-1.0250305,-0.0967176
13,-0.68952733,-0.35593042,"('impolite', 'polite')",-0.9854185,-0.8501655,-0.420079,-0.5131673,-0.34959966,-0.24300621,-0.6935628,-0.5581633,-0.6276374,-0.5040866,-0.1235508
58,-0.6665801,-0.5969677,"('undiscriminating', 'discriminating')",-1.0695843,-0.55696154,0.6669456,0.8134356,1.1094818,1.1470402,-0.017159194,-0.14220572,0.0046208,0.1328682,-0.1282474
79,0.6606258,0.46484166,"('wavering', 'unwavering')",-0.005115443,0.106911786,0.033390753,0.066310845,-0.5601199,-0.6122572,0.77381057,0.7318779,0.1805184,0.151537,0.0289814
77,-0.6580551,-0.55118066,"('unmotivated', 'motivated')",0.30844852,0.4994255,-0.007785961,-0.04299732,-0.26493266,-0.5799587,-0.84462136,-1.231002,-0.2933893,-0.3811426,0.0877533
50,-0.63401043,-0.70726883,"('clumsy', 'skillful')",-0.12162398,-0.11676507,0.3587921,0.15998897,0.6251522,0.3611694,0.9079861,0.7449439,0.2272592,0.0884137,0.1388455
78,-0.609615,-0.41238013,"('nonresilient', 'resilient')",0.28528804,0.6392735,0.43622977,0.45203543,0.741366,0.48895285,0.876663,0.66235673,0.3459864,0.3660477,-0.0200613
36,0.604593,0.36463168,"('hostile', 'amicable')",-0.51186156,-0.40136448,-0.6137353,-0.51903933,-0.2179806,-0.14069998,1.2230886,0.98866093,0.0968208,0.0584378,0.038383
9,0.5451423,0.44021606,"('unaffectionate', 'caring')",0.084014826,0.06768119,1.6182792,1.276464,-0.16494715,-0.69722426,1.7161839,1.5492868,0.7597346,0.5272848,0.2324498
1,0.527762,0.27588817,"('unfriendly', 'friendly')",-0.3055244,-0.26172686,1.3386245,1.050595,0.2391998,-0.14605305,2.142953,1.8834621,0.7886029,0.5604331,0.2281698
18,0.49941367,0.31776553,"('disagreeable', 'welcoming')",0.16795503,-0.07716897,-0.20331228,-0.38486457,-0.6338633,-0.83359206,-0.5633198,-0.86610365,-0.1466253,-0.3687927,0.2221674
29,0.49700147,0.23059765,"('unfair', 'fair')",0.62701905,0.4935122,0.17432272,0.10528906,0.10932176,-0.107844464,-0.1832972,-0.28323218,0.2448736,0.0876645,0.1572091
17,0.4193121,0.5476837,"('nasty', 'nice')",-0.2113063,-0.058954276,-0.26291522,-0.12965941,-0.42414215,-0.48368064,-1.0765536,-0.96401453,-0.311121,-0.217725,-0.093396
61,0.41928884,0.5213081,"('illogical', 'logical')",-0.5734155,-0.548539,0.3392303,0.21926317,-0.13218153,-0.419552,0.11242282,0.051628772,0.033069,-0.0351782,0.0682472
2,-0.40456277,-0.60918283,"('unlikable', 'likable')",-0.39710283,-0.54409534,-0.078482196,-0.18106283,0.93457735,0.77552885,0.6229673,0.6032734,0.1354794,0.0088923,0.1265871
26,0.40199563,0.28705806,"('hardhearted', 'benevolent')",-1.0484391,-0.8255403,1.2191073,1.1983204,1.7076658,1.747153,1.3861767,1.6013699,0.7333013,0.8016722,-0.0683709
19,-0.37610638,-0.67246264,"('inhospitable', 'hospitable')",-0.80291766,-0.84516877,-0.9911861,-1.1217583,-1.2622707,-1.4971651,-0.011110991,-0.2749185,-0.6887184,-0.8822947,0.1935763
64,-0.35922068,-0.315827,"('shy', 'confident')",-0.37247723,-0.43707666,-0.20095663,-0.33229727,0.5733814,0.30949405,-6.783257,-6.728426,-1.428506,-1.5008266,0.0723206
40,0.35614255,0.05939744,"('stingy', 'generous')",0.6818913,0.5095217,0.8079424,0.5179595,0.5174499,0.1973034,-1.8014667,-2.0206263,0.1123919,-0.1472888,0.2596807
87,-0.33208045,-0.25682977,"('unsuccessful', 'successful')",-0.3539527,-0.14369985,0.78011066,0.7586965,1.028299,1.1622643,0.6425431,0.64176863,0.3529839,0.43244,-0.0794561
38,-0.33024848,-0.35216206,"('untruthful', 'truthful')",0.15472841,0.15645783,0.14612624,-0.00015870854,-0.76868606,-0.95356375,0.13354206,0.014901968,-0.1329076,-0.2269049,0.0939973
66,-0.3279698,-0.43622965,"('inactive', 'active')",-0.31127822,-0.16315085,0.3961986,0.31077242,0.55437165,0.30728006,1.7523994,1.3371369,0.4127443,0.2711618,0.1415825
53,-0.32580572,-0.20457193,"('uncreative', 'creative')",-0.70024586,-0.50671095,2.3010287,2.0659022,0.7548413,0.37637034,1.6457567,1.53153,0.7351151,0.652504,0.0826111
42,0.32117832,0.2663359,"('unreliable', 'reliable')",0.35980612,0.392959,0.79363203,0.6378997,0.9726346,0.8442525,-2.7115176,-2.7255766,-0.0528533,-0.1168259,0.0639726
39,0.29503527,0.28901237,"('exploitative', 'cooperative')",-0.4488454,-0.5615428,0.067978546,-0.29258993,0.30681092,-0.12168145,-0.14364238,-0.06152469,0.0154674,-0.1496653,0.1651327
41,-0.25960848,-0.37168548,"('unforgiving', 'forgiving')",-0.1594496,-0.046374213,0.1705503,0.18406667,0.21079811,0.26667663,-0.3389409,-0.36474872,-0.0753301,-0.066413,-0.0089171
44,0.24226342,0.31491238,"('prejudiced', 'unprejudiced')",-0.10575096,-0.17278555,-0.98167914,-0.8984592,-0.66022015,-0.47216868,-1.5950868,-1.2971361,-0.6200947,-0.5051274,-0.1149673
28,-0.23491988,-0.25279737,"('disloyal', 'loyal')",0.14036772,0.23160297,0.8537117,0.71433955,0.0038303789,-0.16439962,1.6747988,1.6604247,0.4875577,0.4378341,0.0497236
30,-0.2084407,-0.09708333,"('intolerant', 'tolerant')",-0.40243128,-0.29606187,0.14244905,0.21412766,-0.028123796,0.022585664,0.2522643,0.48170283,-0.0488565,0.0650542,-0.1139107
16,-0.20378703,-0.032919988,"('unpopular', 'popular')",0.22289503,0.40922996,0.26920125,0.5212375,0.23441944,0.2683773,1.1190997,1.0121822,0.3283657,0.4356214,-0.1072557
27,0.18696117,-0.06887026,"('hardhearted', 'softhearted')",-0.1547158,-0.41992846,-0.3742955,-0.6641432,-0.23628385,-0.7205789,1.693163,1.383365,0.2229658,-0.0980312,0.320997
37,-0.18495162,-0.3748927,"('fake', 'genuine')",-0.32576904,-0.50372314,-0.36311406,-0.7289346,-0.68996185,-0.9843594,0.48867327,0.45821366,-0.2150247,-0.4267393,0.2117146
67,-0.15595786,-0.5227766,"('doubtful', 'determined')",0.10976868,-0.42159635,0.4744255,0.31931454,0.45027208,0.28710523,-0.45664558,-0.30440885,0.0843726,-0.1284724,0.212845
24,-0.11782041,-0.3106164,"('dishonest', 'honest')",-0.39094865,-0.6376153,0.02969598,-0.3221383,-0.348965,-0.71948624,0.9470524,0.9697981,0.0238029,-0.2040116,0.2278145
54,-0.099367395,-0.19179302,"('incapable', 'capable')",0.05824366,-0.0509637,0.39312682,0.14319691,-0.6039766,-0.9881928,1.0266513,0.9012998,0.1549356,-0.0372906,0.1922262
8,0.06644742,-0.12646738,"('unaffectionate', 'affectionate')",-0.2691272,-0.40482375,1.005902,0.72919345,-0.7499824,-1.0898163,0.9216412,0.8720847,0.1949762,-0.0039659,0.1989421
74,-0.065019324,-0.13294911,"('undedicated', 'dedicated')",0.18266341,0.16772525,-0.4463504,-0.58704084,-0.35228688,-0.74797904,0.21999696,0.014877647,-0.0921992,-0.2570732,0.164874
12,0.03727633,0.12235932,"('unsupportive', 'supportive')",0.47962508,0.5888093,1.2106761,1.0185168,-0.51364756,-0.80560714,-2.0283298,-2.192103,-0.16288,-0.2536049,0.0907249
15,0.03102908,0.033774376,"('boring', 'funny')",-0.58342147,-0.36663532,-0.021478517,0.13093679,0.051403053,0.17584544,0.20800349,0.41411158,-0.0628929,0.0776066,-0.1404995
80,-0.026407272,0.07186073,"('dominated', 'dominating')",-0.03476978,0.07160877,0.054033145,-0.038603388,0.7139284,0.72568005,-1.4922019,-1.448955,-0.1570835,-0.1236818,-0.0334017
71,-0.004740298,-0.0042709894,"('diffident', 'self-confident')",1.1588708,1.1014256,1.8644298,1.726845,-0.34310365,-0.5567408,0.43187335,0.38268408,0.621466,0.5299886,0.0914774
