,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
75,-2.6555688,-2.6813905,"('meek', 'impulsive')",0.16857883,0.17800021,-0.41117412,-0.4424934,-0.9660547,-0.9819613,0.0159066
39,2.5324442,2.654961,"('exploitative', 'cooperative')",-0.0765744,-0.052081753,0.16949135,0.23441634,0.8751204,0.9457652,-0.0706448
60,2.34628,2.756092,"('inefficient', 'efficient')",1.7070198,1.7549225,0.623973,0.64958674,1.5590909,1.7202004,-0.1611095
24,2.2245777,2.4202557,"('dishonest', 'honest')",0.42472398,0.53154373,0.6347264,0.8204061,1.094676,1.2574018,-0.1627258
31,-2.222156,-2.4456584,"('evil', 'good')",-1.105177,-1.0044975,-1.4896488,-1.5475508,-1.6056606,-1.6659023,0.0602417
21,2.1155596,2.3425572,"('immoral', 'moral')",1.1809165,1.2184947,-0.23029315,-0.16255987,1.022061,1.1328306,-0.1107696
69,-1.97342,-2.0565014,"('lazy', 'industrious')",0.93457836,0.88589966,-0.8579969,-0.86905783,-0.6322796,-0.6798865,0.0476069
6,-1.9421518,-2.09865,"('distant', 'open')",-0.4752467,-0.3177002,-0.95268434,-0.85292083,-1.123361,-1.089757,-0.033604
12,1.9365231,2.1991687,"('unsupportive', 'supportive')",0.57186866,0.73177934,-1.7413965,-1.6183145,0.2556651,0.4375445,-0.1818794
74,1.9219579,2.084989,"('undedicated', 'dedicated')",-0.4424816,-0.34406614,-0.90528923,-0.71339697,0.1913957,0.3425086,-0.1511129
65,1.9178482,2.0151377,"('insecure', 'secure')",0.284864,0.16059521,0.4034401,0.43087563,0.8687174,0.8688695,-0.0001521
13,1.8437518,1.8730825,"('impolite', 'polite')",-0.035089232,-0.15588182,-0.112087674,-0.29250804,0.5655249,0.4748976,0.0906273
30,1.8212461,1.9961059,"('intolerant', 'tolerant')",0.8045713,0.83479697,0.61232066,0.6363442,1.0793793,1.155749,-0.0763697
16,-1.7700078,-2.0243335,"('unpopular', 'popular')",-0.049495853,-0.118513405,0.2451531,0.095785365,-0.5247835,-0.6823538,0.1575703
10,1.7438011,2.2059731,"('unsympathetic', 'sympathetic')",-0.7705216,-0.69104105,-0.40935743,-0.22850415,0.187974,0.4288093,-0.2408353
72,1.7016302,1.7641714,"('unambitious', 'ambitious')",1.0219263,1.0617665,0.0011589371,-0.0962426,0.9082385,0.9098984,-0.0016599
23,1.6847352,1.7736127,"('insincere', 'sincere')",-0.29777235,-0.33760902,5.6510015,5.6734195,2.3459881,2.3698077,-0.0238196
76,1.6663249,1.9413137,"('anxious', 'daring')",-0.22005476,-0.17838234,0.15454465,0.24722797,0.5336049,0.6700531,-0.1364482
43,1.6548661,2.0162191,"('irresponsible', 'responsible')",0.6304642,0.7943478,0.52967924,0.6594612,0.9383365,1.1566761,-0.2183396
80,1.6531758,1.9344575,"('dominated', 'dominating')",0.32195216,0.31309283,0.0673663,0.16717434,0.6808314,0.8049083,-0.1240769
7,1.596496,1.932814,"('insensitive', 'sensitive')",0.82529473,0.9352561,0.4879301,0.7686626,0.9699069,1.2122442,-0.2423373
55,1.5893965,2.1588774,"('incompetent', 'clever')",-0.31596968,-0.2541412,0.40271214,0.55798674,0.558713,0.8209076,-0.2621946
56,1.5864372,1.880431,"('impractical', 'practical')",0.83690315,0.9539261,-0.17203662,-0.05146875,0.7504346,0.9276295,-0.1771949
36,-1.5766124,-2.1645977,"('hostile', 'amicable')",-0.85672677,-0.9267305,-0.9238008,-1.0373957,-1.1190467,-1.3762414,0.2571947
35,-1.559688,-1.9185655,"('corrupt', 'incorrupt')",-0.76543856,-0.84284323,-1.2524569,-1.225912,-1.1925279,-1.329107,0.1365791
32,1.4827738,1.6131053,"('unkind', 'kind')",-0.17642757,-0.082147025,0.9380568,1.0282876,0.7481343,0.853082,-0.1049477
61,1.4418957,1.3721429,"('illogical', 'logical')",0.97519135,0.92775106,0.37081224,0.4665893,0.9292998,0.922161,0.0071388
70,1.4166342,1.7227463,"('lethargic', 'energetic')",0.07185237,0.27835742,0.35786152,0.6304206,0.6154493,0.8771748,-0.2617255
62,1.4089931,1.6832786,"('incompetent', 'brilliant')",0.6445094,0.67498976,1.0154526,1.0860598,1.0229851,1.1481094,-0.1251243
46,1.3428899,1.6842896,"('uncompetitive', 'competitive')",0.03554543,0.11270027,-0.5140121,-0.5514968,0.2881411,0.4151643,-0.1270232
5,-1.25701,-1.4734232,"('distant', 'outgoing')",-0.0017240942,0.10856643,-0.59836745,-0.58982265,-0.6190339,-0.6515598,0.0325259
51,1.2566179,1.2188948,"('uneducated', 'educated')",-0.11009112,-0.16679993,0.4370123,0.29033965,0.5278464,0.4474782,0.0803682
71,1.2389144,1.17077,"('diffident', 'self-confident')",1.2608143,1.3771125,0.34174183,0.50201386,0.9471568,1.0166322,-0.0694754
14,1.2106957,1.3603988,"('antisocial', 'social')",0.81530106,0.75959986,-0.03376724,-0.059881456,0.6640765,0.6867057,-0.0226292
37,1.1735938,1.3519834,"('fake', 'genuine')",-0.094061464,0.039171547,-0.051709235,0.13130622,0.3426077,0.5074871,-0.1648794
81,1.0917991,1.4549165,"('submissive', 'aggressive')",1.6178623,1.4952655,0.06715049,0.021066993,0.925604,0.9904163,-0.0648123
26,1.0826952,1.0548118,"('hardhearted', 'benevolent')",0.49694765,0.7348098,1.075954,1.1754966,0.8851989,0.9883727,-0.1031738
4,-1.0210319,-1.2454991,"('disliked', 'liked')",0.6933126,0.7468291,-6.481823,-6.5497117,-2.2698474,-2.3494606,0.0796132
79,-1.0192614,-1.2352524,"('wavering', 'unwavering')",-0.66657245,-0.64383817,-0.6146319,-0.6529482,-0.7668219,-0.8440129,0.077191
44,-1.0107679,-1.086642,"('prejudiced', 'unprejudiced')",-0.36183387,-0.45097497,-1.3916107,-1.3306597,-0.9214042,-0.9560922,0.034688
85,-0.99970806,-1.3443247,"('insignificant', 'prestigious')",0.15742014,0.2507825,-0.9362711,-0.7915902,-0.592853,-0.6283775,0.0355245
29,-0.98420495,-1.1604028,"('unfair', 'fair')",-0.5071621,-0.49532825,-0.3597845,-0.35113558,-0.6170505,-0.6689555,0.051905
86,0.9768522,1.3302414,"('uninfluential', 'influential')",0.38751677,0.5567027,-0.502583,-0.39839622,0.287262,0.4961826,-0.2089206
9,0.95621896,0.9533498,"('unaffectionate', 'caring')",0.23429583,0.3633115,0.8779169,1.1123922,0.6894772,0.8096845,-0.1202073
52,-0.94378024,-1.394976,"('irrational', 'rational')",-0.46721447,-0.60931826,-0.45308486,-0.5394589,-0.6213599,-0.8479177,0.2265578
64,0.9112695,1.1751009,"('shy', 'confident')",0.9155922,0.84485245,-5.4799023,-5.5219207,-1.2176802,-1.1673225,-0.0503577
