,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
33,0.41189438,0.39071995,"('wrong', 'right')",-0.5452891,-0.48069626,-0.6933533,-0.7471233,-0.2755827,-0.2790332,0.0034505
17,-0.3842346,-0.394859,"('nasty', 'nice')",-0.8930375,-1.0245339,-0.49855763,-0.6174553,-0.5919433,-0.6789494,0.0870061
83,-0.3356143,-0.34912753,"('powerless', 'powerful')",0.015090488,0.16139817,-0.97983986,-0.93680966,-0.4334546,-0.3748463,-0.0586083
13,-0.33157542,-0.19204625,"('impolite', 'polite')",-0.0031370372,0.08044525,-0.35183588,-0.3738644,-0.2288495,-0.1618218,-0.0670277
81,0.32436296,0.20501447,"('submissive', 'aggressive')",1.9545557,1.847515,-0.4625097,-0.3875237,0.6054697,0.5550019,0.0504678
75,0.25343913,0.42456952,"('meek', 'impulsive')",-1.221804,-1.1215634,-0.64548105,-0.55902296,-0.5379486,-0.4186723,-0.1192763
50,0.24991484,0.36721113,"('clumsy', 'skillful')",-0.4342433,-0.2384907,0.055366755,0.14308473,-0.0429872,0.0906017,-0.1335889
76,0.24370678,0.3379861,"('anxious', 'daring')",0.8697721,0.962587,0.24252221,0.36707082,0.4520004,0.5558813,-0.1038809
21,0.22724271,0.30621356,"('immoral', 'moral')",0.8956085,0.841252,-0.48976964,-0.5925895,0.2110272,0.1849587,0.0260685
43,-0.22148106,-0.13832878,"('irresponsible', 'responsible')",0.98529595,1.0427135,0.66150314,0.75125045,0.475106,0.5518784,-0.0767724
58,-0.22138661,-0.1902419,"('undiscriminating', 'discriminating')",0.93736917,0.8637789,0.38216847,0.24747968,0.3660503,0.3070056,0.0590447
71,0.20189707,-0.08188893,"('diffident', 'self-confident')",-0.10004728,-0.16528246,0.6004805,0.45225248,0.2341101,0.0683604,0.1657497
84,0.19965895,0.25018814,"('inferior', 'superior')",0.18664591,0.25774777,0.7859246,0.88428485,0.3907432,0.4640736,-0.0733304
64,0.18428625,1.0199845e-05,"('shy', 'confident')",1.2325314,1.1128718,-6.132738,-6.1269035,-1.5719735,-1.6713405,0.099367
24,-0.17953311,-0.18594688,"('dishonest', 'honest')",-0.26506272,-0.19448811,0.6299488,0.7217068,0.0617843,0.1137573,-0.051973
74,-0.17277598,0.071890265,"('undedicated', 'dedicated')",1.1467978,1.3284922,0.43098968,0.59018826,0.4683371,0.6635236,-0.1951865
65,-0.1559749,-0.3643583,"('insecure', 'secure')",1.1753271,1.0384544,-0.17000744,-0.24927215,0.2831149,0.141608,0.1415069
15,0.1504058,0.017811563,"('boring', 'funny')",-0.9934554,-1.124349,0.4295722,0.2899527,-0.1378258,-0.2721949,0.1343691
25,0.14866729,0.10910871,"('egoistic', 'altruistic')",-0.2032872,-0.25303265,1.6011436,1.5211488,0.5155079,0.459075,0.0564329
42,0.139993,0.20178294,"('unreliable', 'reliable')",0.999319,1.1134396,-2.7790403,-2.7614136,-0.5465761,-0.4820637,-0.0645124
70,0.12616298,0.21679065,"('lethargic', 'energetic')",0.9611282,0.9415375,0.772842,0.8244578,0.6200444,0.6609286,-0.0408842
7,0.12303385,0.10799374,"('insensitive', 'sensitive')",0.4386693,0.38264745,1.0302275,0.9568476,0.5306435,0.4824963,0.0481472
56,-0.11735006,0.11579789,"('impractical', 'practical')",0.78563124,1.0150139,-0.010579864,0.21783236,0.2192338,0.449548,-0.2303142
14,0.113126844,0.057960045,"('antisocial', 'social')",1.7417222,1.8330003,-0.377313,-0.46768817,0.492512,0.474424,0.018088
55,0.11281786,0.032657884,"('incompetent', 'clever')",1.4406633,1.3102522,0.19734922,0.17203993,0.5836101,0.5049833,0.0786268
68,0.106909014,-0.080211565,"('dependent', 'independent')",-0.08658756,-0.22738558,-0.5502421,-0.669076,-0.1766402,-0.3255577,0.1489175
34,-0.09826343,-0.025697544,"('mean', 'honorable')",0.10987255,0.24867988,6.011984,6.0215816,2.0078643,2.0815214,-0.0736571
49,-0.09635551,-0.24515097,"('unable', 'able')",-0.6475268,-0.65183866,-0.2434412,-0.25276968,-0.3291078,-0.3832531,0.0541453
22,0.09462941,-0.041762665,"('untrustworthy', 'trustworthy')",1.1389568,0.99466074,-0.71556973,-0.8011727,0.1726722,0.0505751,0.1220971
48,0.072846964,-0.1368163,"('unintelligent', 'intelligent')",0.30029818,0.081615925,0.6309247,0.55806434,0.3346899,0.1676213,0.1670686
40,0.045665298,0.0052890405,"('stingy', 'generous')",0.7821084,0.7064914,-1.2005969,-1.3137945,-0.1242744,-0.2006714,0.076397
26,0.032269776,-0.023664586,"('hardhearted', 'benevolent')",0.9153632,0.99093425,1.7423472,1.7832412,0.8966601,0.9168369,-0.0201768
47,0.02652556,0.06345484,"('stupid', 'smart')",0.8679575,0.98121864,5.380713,5.4421954,2.091732,2.1622896,-0.0705576
62,-0.024520189,0.040361594,"('incompetent', 'brilliant')",0.98556733,1.0698705,0.0069495803,0.17345184,0.3226656,0.4278947,-0.1052291
27,0.0031969147,0.026501643,"('hardhearted', 'softhearted')",-0.20707971,-0.28576595,1.3985463,1.2501158,0.3982212,0.3302838,0.0679374
