,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.5074798,-1.4904575,"('unfriendly', 'friendly')",-0.57488954,-0.5891006,1.8584667,1.7891847,-0.0746342,-0.0967911,0.0221569
19,-1.3776724,-1.0416982,"('inhospitable', 'hospitable')",-1.988241,-1.8442037,-0.1601792,-0.14408989,-1.1753642,-1.0099973,-0.1653669
86,-1.3656276,-1.4415973,"('uninfluential', 'influential')",0.15403664,0.013121493,0.09767319,-0.049538493,-0.3713059,-0.4926714,0.1213655
79,-1.2754208,-1.1057134,"('wavering', 'unwavering')",-2.3031714,-2.144013,-0.09468463,-0.10529643,-1.2244256,-1.1183409,-0.1060847
53,-1.2297548,-1.1626889,"('uncreative', 'creative')",-0.25744045,-0.23731785,1.048384,1.0075556,-0.1462704,-0.130817,-0.0154534
0,-1.1979592,-1.3674566,"('unsociable', 'sociable')",0.5842679,0.39466506,-0.38624522,-0.53795063,-0.3333122,-0.5035807,0.1702685
9,-1.1570884,-1.0453682,"('unaffectionate', 'caring')",-0.42952794,-0.4340368,1.2055626,1.1218723,-0.1270179,-0.1191775,-0.0078404
10,-1.1542947,-1.0318369,"('unsympathetic', 'sympathetic')",0.32412633,0.23336536,-0.19637907,-0.18044129,-0.3421825,-0.3263043,-0.0158782
31,-1.1532762,-1.268211,"('evil', 'good')",-1.5265912,-1.5990453,-0.93395305,-1.09603,-1.2046068,-1.3210954,0.1164886
82,-1.1513736,-0.77633315,"('poor', 'rich')",-0.16014153,0.16794741,5.6933227,5.8388033,1.4606024,1.7434726,-0.2828702
6,-1.0067024,-0.93627816,"('distant', 'open')",-2.1920798,-2.1142561,0.16952619,0.15906468,-1.009752,-0.9638232,-0.0459288
52,-0.9922844,-1.1466571,"('irrational', 'rational')",-1.2488916,-1.333819,0.20803085,0.012154282,-0.6777151,-0.8227739,0.1450588
73,0.97801733,1.1402755,"('helpless', 'self-reliant')",-0.13113356,0.034760464,-3.1746824,-3.1035516,-0.7759329,-0.6428386,-0.1330943
38,-0.9555873,-0.73349607,"('untruthful', 'truthful')",-1.2800809,-1.1517932,-0.21607396,-0.010767318,-0.8172474,-0.6320189,-0.1852285
72,-0.9422638,-0.8804694,"('unambitious', 'ambitious')",0.54452485,0.5892972,-0.9127779,-0.7955231,-0.4368389,-0.3622318,-0.0746071
16,-0.91170925,-0.8162532,"('unpopular', 'popular')",-0.49131444,-0.4623447,0.35444218,0.2881701,-0.3495272,-0.3301426,-0.0193846
67,0.9100112,1.006071,"('doubtful', 'determined')",0.2723957,0.49596292,-0.7740888,-0.51978093,0.136106,0.3274177,-0.1913117
8,-0.89738506,-0.82932365,"('unaffectionate', 'affectionate')",-0.48576647,-0.49896207,0.791923,0.71953315,-0.1970762,-0.2029175,0.0058413
5,-0.8946197,-0.77386,"('distant', 'outgoing')",-2.0245914,-1.8804033,-0.45249838,-0.42606574,-1.1239032,-1.0267763,-0.0971269
77,-0.89240354,-1.0381769,"('unmotivated', 'motivated')",0.43747804,0.32795873,-1.2822757,-1.4181834,-0.5790671,-0.7094673,0.1304002
57,-0.8833704,-1.0041474,"('unimaginative', 'imaginative')",-0.075995654,-0.36862165,-2.2534094,-2.3795974,-1.0709252,-1.2507888,0.1798636
63,-0.8802945,-0.7244616,"('unperceptive', 'insightful')",1.4263344,1.3916934,1.1293207,1.1520503,0.5584536,0.6064274,-0.0479738
69,0.8676044,0.78661,"('lazy', 'industrious')",0.07251796,0.08364306,-0.6872721,-0.78718454,0.0842834,0.0276895,0.0565939
85,-0.82468295,-0.97408366,"('insignificant', 'prestigious')",-1.0724854,-1.0981238,0.56323665,0.46018413,-0.4446439,-0.5373411,0.0926972
51,-0.82142025,-0.75351846,"('uneducated', 'educated')",0.696131,0.6156022,0.8199012,0.7556989,0.2315373,0.2059276,0.0256097
37,0.8169414,1.0424844,"('fake', 'genuine')",0.07162944,0.12694114,0.46642947,0.46110433,0.4516668,0.54351,-0.0918432
36,-0.81153184,-0.75970966,"('hostile', 'amicable')",-1.9451189,-1.8459183,0.28196934,0.079558164,-0.8248938,-0.8420233,0.0171295
39,0.7942964,0.56070924,"('exploitative', 'cooperative')",1.8953246,1.7341052,0.2207683,0.12885077,0.9701297,0.8078884,0.1622413
45,-0.75075674,-0.6907606,"('incompetent', 'competent')",0.3189968,0.34227124,-0.43609065,-0.45242244,-0.2892835,-0.2669706,-0.0223129
61,-0.7505983,-0.7341173,"('illogical', 'logical')",-0.34107128,-0.39436084,0.29620284,0.23340781,-0.2651556,-0.2983568,0.0332012
35,0.7327128,0.8326496,"('corrupt', 'incorrupt')",-1.9664323,-1.9001592,-0.3049792,-0.34174308,-0.5128996,-0.4697509,-0.0431487
29,-0.72052485,-0.8789938,"('unfair', 'fair')",-0.46065104,-0.5084491,-0.3323872,-0.46221858,-0.5045211,-0.6165538,0.1120327
23,-0.7169565,-0.7008146,"('insincere', 'sincere')",0.5016264,0.5044333,5.6608157,5.628877,1.8151619,1.810832,0.0043299
30,0.7012862,0.68431604,"('intolerant', 'tolerant')",0.8801197,0.771422,1.1177237,1.2430745,0.8997099,0.8996042,0.0001057
59,0.68902135,0.6434314,"('foolish', 'wise')",-1.1831288,-1.2162012,0.35127217,0.33635193,-0.0476118,-0.0788059,0.0311941
78,-0.67377526,-0.66402656,"('nonresilient', 'resilient')",0.8272283,0.82426405,0.24591227,0.1846661,0.1331218,0.1149679,0.0181539
4,-0.6426317,-0.6108351,"('disliked', 'liked')",-0.72382873,-0.7101998,-6.2872787,-6.261146,-2.5512463,-2.5273937,-0.0238526
32,-0.6340278,-0.5696242,"('unkind', 'kind')",0.7338052,0.70416695,1.0552123,1.077889,0.3849966,0.4041439,-0.0191473
28,-0.6066901,-0.69017315,"('disloyal', 'loyal')",-0.16409494,-0.12729947,0.95099777,0.9973203,0.0600709,0.0599492,0.0001217
44,0.5846163,0.46624714,"('prejudiced', 'unprejudiced')",-0.2701266,-0.26769418,-1.383627,-1.4088349,-0.3563791,-0.4034273,0.0470482
46,-0.5590118,-0.43061775,"('uncompetitive', 'competitive')",1.8061268,1.7920585,-0.5185138,-0.4286421,0.2428671,0.3109329,-0.0680658
20,0.5466221,0.47257537,"('rough', 'thoughtful')",1.4377581,1.4308039,1.2471681,1.1491498,1.0771828,1.0175096,0.0596732
87,-0.538203,-0.4867854,"('unsuccessful', 'successful')",0.9430433,0.9302485,0.8322384,0.72960675,0.4123596,0.3910233,0.0213363
2,0.53062654,0.7087533,"('unlikable', 'likable')",1.6261433,1.8157151,0.7387679,0.9017333,0.9651792,1.1420673,-0.1768881
3,-0.52040356,-0.53233653,"('repellent', 'pleasant')",1.1588496,1.064934,0.30477014,0.15990002,0.3144054,0.2308325,0.0835729
60,0.50829035,0.5214397,"('inefficient', 'efficient')",1.8005219,1.8254701,-0.047519073,0.097847894,0.7537644,0.8149192,-0.0611548
54,-0.5022761,-0.5150155,"('incapable', 'capable')",-0.36428267,-0.2137754,0.9573853,1.0288488,0.0302755,0.1000193,-0.0697438
66,-0.49815184,-0.3368731,"('inactive', 'active')",0.23101299,0.25740317,1.0245912,0.8755974,0.2524841,0.2653758,-0.0128917
18,-0.48597133,-0.6537313,"('disagreeable', 'welcoming')",-0.3818256,-0.42777762,-0.28395018,-0.42576978,-0.3839157,-0.5024262,0.1185105
41,-0.4774026,-0.32164937,"('unforgiving', 'forgiving')",0.69473565,0.6692778,0.365241,0.25204793,0.1941913,0.1998921,-0.0057008
12,-0.43858138,-0.35582107,"('unsupportive', 'supportive')",0.7187492,0.7938809,-1.3399048,-1.2828597,-0.3532457,-0.2816,-0.0716457
88,-0.43667445,-0.64237404,"('low', 'eminent')",-0.9007133,-0.98143184,0.3287101,0.34166235,-0.3362259,-0.4273812,0.0911553
11,-0.43589887,-0.4104254,"('unhelpful', 'helpful')",-0.109180786,-0.16579843,1.8373356,1.9427713,0.430752,0.4555158,-0.0247638
80,0.42276764,0.36639902,"('dominated', 'dominating')",1.3299805,1.2173262,-1.0745431,-1.1397598,0.2260683,0.1479885,0.0780798
