,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
69,2.3342204,2.2817614,"('lazy', 'industrious')",3.1060576,3.0988436,1.1635058,1.0893894,-0.31822354,-0.54235816,1.57139,1.481909,0.089481
85,2.1975348,2.044092,"('insignificant', 'prestigious')",2.6103067,2.1924815,-0.08997704,-0.4941001,0.6053803,0.070098534,1.330811,0.9531429,0.3776681
35,1.830658,1.9136152,"('corrupt', 'incorrupt')",2.1067283,2.1187794,-0.28650278,-0.0052726343,-0.5517058,-0.65790915,0.7747944,0.8423031,-0.0675087
73,1.7816718,2.0249813,"('helpless', 'self-reliant')",1.3354908,1.680458,0.5463627,0.7198789,-2.8597972,-2.9599235,0.200932,0.3663486,-0.1654166
24,-1.710154,-1.5339087,"('dishonest', 'honest')",-2.1732342,-2.1084194,-1.190157,-1.2100313,0.86099505,1.0650269,-1.0531375,-0.9468333,-0.1063042
57,-1.546607,-1.6987499,"('unimaginative', 'imaginative')",-2.044649,-2.1207972,-0.9468736,-1.0148029,-1.1186734,-1.4456486,-1.4142007,-1.5699997,0.155799
14,-1.4831271,-1.6072186,"('antisocial', 'social')",-1.6053393,-1.6005347,-0.1755308,-0.15286416,-0.955926,-0.5881599,-1.0549809,-0.9871943,-0.0677866
65,-1.4658875,-1.5994661,"('insecure', 'secure')",-1.7582458,-1.7754489,-5.8133155e-05,-0.14135198,-0.39605737,-0.08404185,-0.9050623,-0.9000772,-0.0049851
45,-1.4657769,-1.6001067,"('incompetent', 'competent')",-2.3202016,-2.3164833,-0.586198,-0.7723989,0.11470194,0.030058399,-1.0643687,-1.1647326,0.1003639
3,-1.4057082,-1.6247395,"('repellent', 'pleasant')",-2.547353,-2.670905,0.059263892,-0.18704596,-0.011235282,-0.15719873,-0.9762581,-1.1599724,0.1837143
