,cincinnati_male,cincinnati_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,2.7796946,3.2195907,"('inefficient', 'efficient')",-0.47977835,-0.41346017,0.63833565,0.6453831,0.9794173,1.1505045,-0.1710872
63,2.2079976,2.1232464,"('unperceptive', 'insightful')",1.3032448,1.1283981,1.2367094,0.9401514,1.5826505,1.3972653,0.1853852
23,2.1143284,2.182279,"('insincere', 'sincere')",0.18686062,0.10382184,5.9624686,5.715607,2.7545525,2.667236,0.0873165
36,-2.0783477,-2.2568927,"('hostile', 'amicable')",0.41989478,0.4820152,-1.7807604,-1.5725132,-1.1464044,-1.1157969,-0.0306075
70,1.8478382,2.1703377,"('lethargic', 'energetic')",0.000441283,0.032407925,1.4920459,1.3916274,1.1134418,1.1981244,-0.0846826
10,1.8357736,2.2997591,"('unsympathetic', 'sympathetic')",-1.2566595,-1.1391332,0.58231735,0.66939306,0.3871438,0.6100063,-0.2228625
16,-1.7850341,-1.9125773,"('unpopular', 'popular')",-0.19636801,-0.32160068,-0.1332439,-0.22156343,-0.704882,-0.8185805,0.1136985
43,1.7551148,1.999125,"('irresponsible', 'responsible')",0.38689473,0.5055351,0.7673787,0.8276276,0.969796,1.1107626,-0.1409666
32,1.7521569,1.8983669,"('unkind', 'kind')",-0.21128725,-0.23545264,0.66378194,0.7113005,0.7348839,0.7914049,-0.056521
35,-1.7363145,-2.1103485,"('corrupt', 'incorrupt')",-0.44925508,-0.46257237,-1.9630991,-2.015429,-1.3828896,-1.5294499,0.1465603
56,1.6484212,1.6801168,"('impractical', 'practical')",0.4447639,0.32703626,0.18451294,-0.113826364,0.7592326,0.6311089,0.1281237
71,1.5806662,1.5125663,"('diffident', 'self-confident')",1.7750355,1.8353367,0.2041559,0.07162611,1.1866192,1.1398431,0.0467761
11,1.5026476,1.386902,"('unhelpful', 'helpful')",0.12338514,0.047667067,2.4710207,2.252671,1.3656845,1.22908,0.1366045
24,1.5005347,1.7488027,"('dishonest', 'honest')",-0.09020977,0.091193326,0.6318351,0.7245729,0.68072,0.8548563,-0.1741363
31,-1.4976083,-1.8733841,"('evil', 'good')",-0.1595027,-0.13130945,-2.4958897,-2.569065,-1.3843336,-1.5245862,0.1402526
39,1.4062799,1.5700073,"('exploitative', 'cooperative')",0.5893006,0.74448764,0.39113733,0.4130626,0.7955726,0.9091859,-0.1136133
17,-1.3945392,-1.3818511,"('nasty', 'nice')",-0.2939932,-0.26515692,-0.82752216,-0.7809827,-0.8386849,-0.8093302,-0.0293547
74,1.3653092,1.4760463,"('undedicated', 'dedicated')",0.40641636,0.47326064,-0.2382232,-0.26584542,0.5111675,0.5611538,-0.0499863
51,1.3474408,1.5897813,"('uneducated', 'educated')",-0.25468856,-0.31769115,0.5782248,0.5442857,0.5569923,0.6054587,-0.0484664
7,1.3429766,1.6001852,"('insensitive', 'sensitive')",0.32859847,0.4959074,0.9368003,1.0263618,0.8694584,1.0408181,-0.1713597
12,1.3173668,1.4872272,"('unsupportive', 'supportive')",1.3919928,1.3840501,-1.8366756,-1.8618267,0.2908947,0.3364836,-0.0455889
52,-1.235854,-1.5893092,"('irrational', 'rational')",0.50828916,0.45519024,-1.2432214,-1.3555342,-0.6569288,-0.8298844,0.1729556
8,-1.1909658,-1.2667849,"('unaffectionate', 'affectionate')",0.30292577,0.32062134,-0.6744487,-0.6636914,-0.5208296,-0.5366183,0.0157887
14,1.1860069,1.7149364,"('antisocial', 'social')",1.5374874,1.5384059,0.41762796,0.42858103,1.0470408,1.2273077,-0.1802669
30,1.1689533,1.4806361,"('intolerant', 'tolerant')",0.2525627,0.3729789,0.13161916,0.30048084,0.5177117,0.718032,-0.2003203
4,-1.1432196,-1.5717064,"('disliked', 'liked')",0.3531939,0.25071186,-7.144099,-7.176885,-2.6447083,-2.8326267,0.1879184
62,1.0710335,1.2770399,"('incompetent', 'brilliant')",0.44177973,0.35236913,1.0384477,0.7849716,0.8504203,0.8047935,0.0456268
27,1.0463946,1.1146469,"('hardhearted', 'softhearted')",-0.67635965,-0.5618339,0.05754079,0.17156099,0.1425252,0.241458,-0.0989328
13,1.0268625,1.4095773,"('impolite', 'polite')",0.024564842,-0.01500172,-0.011627361,-0.05158303,0.3466,0.4476641,-0.1010641
26,1.0141321,0.938373,"('hardhearted', 'benevolent')",1.460763,1.5682778,0.9224895,1.1179789,1.1324615,1.20821,-0.0757485
40,1.0044442,1.0389549,"('stingy', 'generous')",1.1714033,1.134679,-2.2072425,-2.2302744,-0.010465,-0.0188802,0.0084152
55,1.0020238,1.4662358,"('incompetent', 'clever')",-1.1815739,-1.0939996,1.2325585,1.2423954,0.3510028,0.5382105,-0.1872077
21,0.98083705,1.4409715,"('immoral', 'moral')",0.7687236,0.88157356,0.72400737,0.75849354,0.8245227,1.0270128,-0.2024901
72,0.9795625,1.2387059,"('unambitious', 'ambitious')",-0.036657162,0.015679441,-0.6922859,-0.6732456,0.0835398,0.1937132,-0.1101734
75,-0.9582772,-1.3378503,"('meek', 'impulsive')",0.36473423,0.27827972,-0.674205,-0.71132106,-0.4225827,-0.5902972,0.1677145
85,-0.88321567,-1.2671813,"('insignificant', 'prestigious')",1.7581475,1.8390058,-1.5840584,-1.5257387,-0.2363755,-0.3179714,0.0815959
9,0.86569184,0.7882843,"('unaffectionate', 'caring')",1.4222988,1.3550452,0.39507574,0.3877267,0.8943555,0.8436855,0.05067
65,0.85606503,1.2047718,"('insecure', 'secure')",-0.89884245,-0.8824353,0.9203719,0.8512353,0.2925315,0.3911906,-0.0986591
67,0.8471815,0.87297887,"('doubtful', 'determined')",0.26981187,0.37222263,-0.26694462,-0.38733333,0.2833496,0.285956,-0.0026064
38,0.84696865,0.6056279,"('untruthful', 'truthful')",1.0904007,0.94976485,-0.23352218,-0.3713743,0.5679491,0.3946728,0.1732763
50,-0.80943114,-0.91341245,"('clumsy', 'skillful')",0.7024257,0.5995861,0.18246415,0.07091416,0.0251529,-0.0809707,0.1061236
79,-0.8020048,-1.1882508,"('wavering', 'unwavering')",0.4565364,0.28830808,-0.4202429,-0.6270433,-0.2552371,-0.5089953,0.2537582
76,0.79726833,1.1772537,"('anxious', 'daring')",-0.12513195,-0.18045104,0.91213936,0.9136905,0.5280919,0.636831,-0.1087391
42,0.7967956,0.78306955,"('unreliable', 'reliable')",1.1800001,1.1484483,-1.3890108,-1.3096734,0.1959283,0.2072815,-0.0113532
86,0.7843886,1.0116997,"('uninfluential', 'influential')",-0.35810897,-0.3334102,0.15031521,0.028813193,0.1921983,0.2357009,-0.0435026
49,-0.7613726,-0.7265448,"('unable', 'able')",-1.3256978,-1.3693155,-0.5392549,-0.6032606,-0.8754418,-0.8997069,0.0242651
81,0.74692917,1.1560634,"('submissive', 'aggressive')",0.6289515,0.6006015,0.567824,0.5110012,0.6479016,0.7558888,-0.1079872
46,0.7446171,1.057272,"('uncompetitive', 'competitive')",0.38365597,0.4076684,0.62953156,0.56550336,0.5859349,0.6768146,-0.0908797
41,0.72627854,0.95604575,"('unforgiving', 'forgiving')",0.5524335,0.58541244,-1.003095,-0.85251915,0.0918723,0.2296463,-0.137774
22,0.6857574,0.9138069,"('untrustworthy', 'trustworthy')",-0.6293692,-0.5450666,-0.13404566,-0.06695805,-0.0258858,0.1005941,-0.1264799
37,0.68550646,0.71340066,"('fake', 'genuine')",-0.6786376,-0.6463439,-0.30707127,-0.37662697,-0.1000675,-0.1031901,0.0031226
80,0.6500472,0.9719675,"('dominated', 'dominating')",-0.39416647,-0.3968616,1.0631592,0.9069607,0.43968,0.4940222,-0.0543422
47,0.6362004,0.760963,"('stupid', 'smart')",0.7335722,0.8681715,4.857522,4.6327214,2.075765,2.0872854,-0.0115204
69,-0.6227707,-0.869233,"('lazy', 'industrious')",1.4571443,1.4562566,-1.6740272,-1.7141675,-0.2798846,-0.3757146,0.09583
68,0.6016024,0.54866195,"('dependent', 'independent')",-2.0001628,-2.156626,-0.63453996,-0.7819513,-0.6777002,-0.7966385,0.1189383
2,0.5939769,0.94565123,"('unlikable', 'likable')",2.5180619,2.6814137,0.4790489,0.62548643,1.1970293,1.4175172,-0.2204879
45,0.56773114,0.49710673,"('incompetent', 'competent')",-0.9266594,-0.91553986,0.17765458,-0.06587443,-0.0604246,-0.1614359,0.1010113
0,0.5552158,1.0159111,"('unsociable', 'sociable')",-0.42398673,-0.44882566,0.17878078,0.1917108,0.1033366,0.2529321,-0.1495955
44,-0.5150907,-0.55210805,"('prejudiced', 'unprejudiced')",-0.30365503,-0.2739668,-1.3262973,-1.2079808,-0.7150143,-0.6780186,-0.0369957
20,0.49904692,0.56614476,"('rough', 'thoughtful')",-0.13082185,-0.08262515,0.31109008,0.3368616,0.2264384,0.2734604,-0.047022
78,-0.49269012,-0.40745854,"('nonresilient', 'resilient')",0.9246684,0.75330204,0.72099954,0.55494,0.3843259,0.3002612,0.0840647
1,0.44697702,0.2467206,"('unfriendly', 'friendly')",1.214098,1.2166505,0.26194742,0.31926012,0.6410075,0.5942104,0.0467971
61,-0.4467678,-0.36658862,"('illogical', 'logical')",1.1610218,1.055012,0.7830928,0.6750442,0.4991156,0.4544892,0.0446264
19,-0.40292555,-0.4083599,"('inhospitable', 'hospitable')",-0.20690139,-0.029887721,-1.0205653,-1.0214114,-0.5434641,-0.486553,-0.0569111
25,-0.2955894,-0.4139119,"('egoistic', 'altruistic')",0.3429207,0.1784358,0.70937115,0.57461756,0.2522341,0.1130472,0.1391869
84,-0.29477823,-0.45694223,"('inferior', 'superior')",0.37465662,0.26396087,0.88314164,0.74745107,0.3210067,0.1848232,0.1361835
33,-0.28341827,-0.39517972,"('wrong', 'right')",1.5629157,1.6362929,-1.2278651,-1.1613008,0.0172108,0.0266041,-0.0093933
59,-0.2581149,-0.66981596,"('foolish', 'wise')",1.2510651,1.289454,-1.0865757,-1.1382895,-0.0312085,-0.1728838,0.1416753
15,-0.24468876,-0.25967252,"('boring', 'funny')",0.15448478,0.24262491,-0.85849327,-0.92957634,-0.3162324,-0.3155413,-0.0006911
34,-0.24262239,-0.03086904,"('mean', 'honorable')",0.38935527,0.33851844,5.259126,5.078257,1.801953,1.7953022,0.0066508
28,0.2379249,0.17762889,"('disloyal', 'loyal')",-0.058121268,-0.21638149,1.1741595,1.0415202,0.451321,0.3342559,0.1170651
48,-0.22890405,-0.11332372,"('unintelligent', 'intelligent')",-0.9196987,-0.90337414,0.50843537,0.60747004,-0.2133891,-0.1364093,-0.0769798
88,0.22204441,0.20272209,"('low', 'eminent')",-0.93859893,-0.8681332,-0.49632198,-0.4889909,-0.4042922,-0.3848007,-0.0194915
64,-0.19853587,-0.10133797,"('shy', 'confident')",0.49922642,0.52300787,-5.041192,-4.8295484,-1.5801671,-1.4692928,-0.1108743
5,-0.19258448,-0.44158736,"('distant', 'outgoing')",1.0393858,1.0431198,-1.5497938,-1.5511835,-0.2343309,-0.3165503,0.0822194
29,0.18382247,0.009595569,"('unfair', 'fair')",0.08049515,0.033693317,-0.50788695,-0.42578083,-0.0811898,-0.1274973,0.0463075
53,0.16161525,0.056599475,"('uncreative', 'creative')",0.91208553,0.88015354,-0.12298566,-0.1045813,0.316905,0.2773906,0.0395144
82,0.16091129,0.20110397,"('poor', 'rich')",-0.6691879,-0.8136316,6.208311,5.9951124,1.9000115,1.7941949,0.1058166
18,0.15170935,0.511147,"('disagreeable', 'welcoming')",-0.3813979,-0.30932808,-1.1043605,-0.89635164,-0.444683,-0.2315109,-0.2131721
77,-0.123118065,0.048965603,"('unmotivated', 'motivated')",1.2238362,1.1604315,0.08895829,-0.02301513,0.3965588,0.3954606,0.0010982
6,0.12183881,-0.16953537,"('distant', 'open')",0.42970502,0.44093302,-1.8331053,-1.7262876,-0.4271872,-0.4849633,0.0577761
73,0.10696012,-0.14554837,"('helpless', 'self-reliant')",1.4518814,1.3215367,-3.3221202,-3.3374,-0.5877596,-0.7204706,0.132711
3,0.07771233,0.35973886,"('repellent', 'pleasant')",-0.5040364,-0.57073754,1.3222824,1.4105736,0.2986528,0.3998583,-0.1012055
58,0.06945738,0.08588332,"('undiscriminating', 'discriminating')",1.375554,1.3895645,0.17988698,0.12892854,0.5416328,0.5347921,0.0068407
66,0.0499887,0.13382262,"('inactive', 'active')",1.5864551,1.5857891,0.86358166,0.89604163,0.8333418,0.8718844,-0.0385426
83,0.047683436,0.024305783,"('powerless', 'powerful')",1.4362773,1.3089861,-0.17785932,-0.1826692,0.4353671,0.3835409,0.0518262
87,-0.03633301,0.17943588,"('unsuccessful', 'successful')",1.052072,1.0506084,1.2474191,0.9786708,0.7543861,0.7362383,0.0181478
54,-0.0063965097,0.14743133,"('incapable', 'capable')",1.1645261,1.1854272,0.12022938,0.0920596,0.4261196,0.4749727,-0.0488531
57,0.0034771971,0.0843683,"('unimaginative', 'imaginative')",-0.13055553,-0.20759533,-2.7880874,-2.726523,-0.9717219,-0.9499167,-0.0218052
