,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
26,2.4061668,2.2401624,"('hardhearted', 'benevolent')",4.326742,4.059794,1.4932594,1.7549406,2.7420562,2.6849658,0.0570904
39,1.8886709,1.8103164,"('exploitative', 'cooperative')",-0.26203188,-0.30135542,0.40215325,0.35915944,0.6762641,0.6227068,0.0535573
71,1.3615105,1.2185708,"('diffident', 'self-confident')",0.8189744,0.5668729,0.23574404,0.30149627,0.8054096,0.6956467,0.1097629
76,-1.287197,-1.1332864,"('anxious', 'daring')",-1.7494259,-1.4909128,0.20339154,0.17021582,-0.9444105,-0.8179944,-0.1264161
49,-1.2058442,-1.2962368,"('unable', 'able')",-0.7074421,-0.6972995,-0.49360207,-0.52817094,-0.8022961,-0.840569,0.0382729
40,1.1803048,1.1914244,"('stingy', 'generous')",0.6492197,0.69063526,-1.7736429,-1.5955987,0.0186272,0.095487,-0.0768598
44,-1.1503824,-1.3491809,"('prejudiced', 'unprejudiced')",-0.73923343,-0.83719826,-1.7001626,-1.5938766,-1.1965928,-1.2600853,0.0634925
82,-1.0890055,-0.92035985,"('poor', 'rich')",-0.45599118,-0.19642276,6.17134,6.260152,1.5421144,1.7144564,-0.172342
13,-1.068233,-0.613655,"('impolite', 'polite')",-1.2320039,-0.7072618,-0.4381057,-0.26804188,-0.9127809,-0.5296529,-0.383128
12,1.047066,1.1050916,"('unsupportive', 'supportive')",0.26519254,0.24508339,-1.5823686,-1.4953249,-0.0900367,-0.0483833,-0.0416534
88,0.9766411,0.6902785,"('low', 'eminent')",0.54388386,0.350981,0.4944054,0.46758285,0.6716434,0.5029474,0.168696
58,0.9618989,0.6769746,"('undiscriminating', 'discriminating')",1.0529436,0.91604763,0.28174812,0.17705932,0.7655302,0.5900272,0.175503
45,-0.93776286,-0.93475825,"('incompetent', 'competent')",-0.820669,-0.74699646,-0.11841889,-0.25381276,-0.6256169,-0.6451892,0.0195723
60,-0.8931735,-0.85789096,"('inefficient', 'efficient')",-1.0253648,-0.6292746,-0.08435329,-0.083145484,-0.6676305,-0.523437,-0.1441935
73,0.8836801,1.0627042,"('helpless', 'self-reliant')",0.55675054,0.6456604,-3.4555638,-3.3251123,-0.671711,-0.5389159,-0.1327951
55,-0.8615849,-0.87832767,"('incompetent', 'clever')",-0.67576826,-0.5705671,0.20625234,0.083954886,-0.4437003,-0.4549799,0.0112796
61,-0.8531886,-0.7766101,"('illogical', 'logical')",-0.56932116,-0.3303514,0.25365788,0.09846576,-0.3896173,-0.3361652,-0.0534521
16,-0.81592846,-0.7591051,"('unpopular', 'popular')",-0.75402147,-0.5234582,-0.32748848,-0.11839494,-0.6324794,-0.4669861,-0.1654933
59,0.81288683,0.893102,"('foolish', 'wise')",0.62870437,0.3096442,-0.26242584,-0.0052683405,0.3930551,0.3991593,-0.0061042
0,-0.8091101,-0.7750388,"('unsociable', 'sociable')",-1.381432,-1.2714971,-0.47706074,-0.54319966,-0.889201,-0.8632452,-0.0259558
72,0.8029777,0.8524315,"('unambitious', 'ambitious')",0.26209253,0.405675,-0.6669199,-0.5260635,0.1327168,0.2440143,-0.1112975
43,-0.7768472,-0.6593201,"('irresponsible', 'responsible')",-0.87764335,-0.78142655,0.4817706,0.47398406,-0.3909066,-0.3222542,-0.0686524
3,-0.7461246,-0.59357285,"('repellent', 'pleasant')",-1.562433,-1.4652522,0.5189773,0.43097174,-0.5965267,-0.5426178,-0.0539089
19,0.7402398,0.82183146,"('inhospitable', 'hospitable')",-0.34365523,-0.28046468,0.09158506,0.21711312,0.1627232,0.2528267,-0.0901035
20,-0.713328,-0.8437439,"('rough', 'thoughtful')",-0.8885875,-0.7815093,1.0260997,1.0369965,-0.1919386,-0.1960856,0.004147
67,0.71221524,1.0660008,"('doubtful', 'determined')",-0.79304194,-0.6598849,-0.81765234,-0.7768453,-0.299493,-0.1235765,-0.1759165
