,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
25,-0.4863357,-0.12788025,"('egoistic', 'altruistic')",-0.66929585,-0.48643473,-0.66362035,-0.4004839,0.7430621,0.9671216,-0.2690474,-0.0119193,-0.2571281
15,0.47367728,0.54567385,"('boring', 'funny')",0.45788813,0.47491795,0.18663198,0.2683146,-0.3574957,-0.295996,0.1901754,0.2482276,-0.0580522
30,0.46358123,0.61224127,"('intolerant', 'tolerant')",0.39799792,0.06660351,0.32137704,0.40378878,1.7191875,1.5440235,0.7255359,0.6566643,0.0688716
86,-0.46234512,-0.33280754,"('uninfluential', 'influential')",-0.3946983,-0.4224531,-2.5085754,-2.2658026,-0.45878443,-0.4627688,-0.9561008,-0.870958,-0.0851428
13,-0.41089723,-0.49822682,"('impolite', 'polite')",0.7101188,0.50397575,0.44737628,0.336329,1.3891224,1.0766901,0.5339301,0.354692,0.1792381
48,-0.39981103,-0.39233175,"('unintelligent', 'intelligent')",0.04490055,-0.16289306,-1.1709434,-1.1254282,-0.074834734,-0.07264775,-0.4001721,-0.4383252,0.0381531
42,0.37139177,0.7674545,"('unreliable', 'reliable')",0.7949924,0.6054803,1.0398357,1.118217,-1.8277769,-1.8920187,0.0946108,0.1497833,-0.0551725
8,-0.36800256,-0.015687792,"('unaffectionate', 'affectionate')",-1.0014346,-0.94979995,-2.7825274,-2.492079,-0.46655554,-0.24963975,-1.1546301,-0.9268016,-0.2278285
4,-0.30693287,-0.31789887,"('disliked', 'liked')",-0.7841367,-0.680596,-0.3190375,-0.37707728,-6.118966,-6.3329363,-1.8822683,-1.9271271,0.0448588
53,0.2941887,0.62827176,"('uncreative', 'creative')",-0.8974282,-0.7923,-1.6070544,-1.2774565,0.7871998,0.95833355,-0.3557735,-0.1207878,-0.2349857
52,-0.28821808,0.045681767,"('irrational', 'rational')",-0.16841234,-0.103343315,-0.9388075,-0.88857096,-0.55068785,-0.3929215,-0.4865314,-0.3347885,-0.1517429
50,-0.2751512,0.060788766,"('clumsy', 'skillful')",0.056076452,0.29297155,0.7434478,0.73870736,0.083808176,0.26343673,0.1520453,0.3389761,-0.1869308
12,-0.25712383,0.10175897,"('unsupportive', 'supportive')",0.252192,0.32651877,-0.5628579,-0.35008985,-0.61589956,-0.76783025,-0.2959223,-0.1724106,-0.1235117
38,0.23063552,0.8767083,"('untruthful', 'truthful')",0.31385675,0.6013648,-0.7483807,-0.3982326,0.98725605,0.99681467,0.1958419,0.5191638,-0.3233219
75,0.2140726,0.14864515,"('meek', 'impulsive')",-0.31735557,-0.10067752,0.6167079,0.6834607,-1.1610316,-0.9621813,-0.1619017,-0.0576883,-0.1042134
35,-0.19897665,-0.24054314,"('corrupt', 'incorrupt')",-1.4765382,-1.3161486,0.17207654,0.16737767,-1.3345942,-1.1396751,-0.7095081,-0.6322473,-0.0772608
9,0.19556871,0.6436355,"('unaffectionate', 'caring')",-0.34529096,-0.28678894,-2.29701,-1.9665695,1.0908293,1.2435067,-0.3389758,-0.0915541,-0.2474217
11,-0.18699014,0.17838302,"('unhelpful', 'helpful')",0.8920654,0.99883884,-0.07386728,0.13861182,3.4742782,3.3280025,1.0263716,1.160959,-0.1345874
29,-0.15894797,-0.061305724,"('unfair', 'fair')",-0.19440046,-0.1764734,-0.10986614,-0.1552021,-0.8502246,-0.8169302,-0.3283598,-0.3024778,-0.025882
62,-0.13984168,0.19187196,"('incompetent', 'brilliant')",-0.20961054,-0.10730348,0.23178925,0.5120425,0.8450782,0.97562784,0.1818538,0.3930597,-0.2112059
20,-0.13642763,-0.24549702,"('rough', 'thoughtful')",-0.093906656,-0.20666754,0.5536076,0.42373958,0.91904956,0.8198734,0.3105807,0.1978621,0.1127186
1,-0.13297085,0.31250754,"('unfriendly', 'friendly')",-0.4966029,-0.4287223,-1.9327185,-1.524039,1.0313234,1.2897263,-0.3827422,-0.0876319,-0.2951103
6,0.109319374,0.5719923,"('distant', 'open')",-0.6546751,-0.4569161,-1.4473172,-1.1573206,-0.7800485,-0.4889905,-0.6931803,-0.3828087,-0.3103716
23,-0.10777487,0.22236182,"('insincere', 'sincere')",0.9258213,0.9298503,-0.6775057,-0.5150662,6.633022,6.607436,1.6933906,1.8111455,-0.1177549
72,0.105016716,0.10686426,"('unambitious', 'ambitious')",-0.50630563,-0.6483938,-0.5604679,-0.49277982,-0.14517188,-0.27753347,-0.2767322,-0.3279607,0.0512285
26,0.10449517,0.51453716,"('hardhearted', 'benevolent')",-0.28630674,-0.26061642,-0.23142214,-0.1448954,0.4511832,0.5596075,0.0094874,0.1671582,-0.1576708
2,0.09958223,0.33023903,"('unlikable', 'likable')",-0.16253248,0.030485649,1.344904,1.4315199,1.3814007,1.4545093,0.6658386,0.8116884,-0.1458498
16,0.08652782,0.09163392,"('unpopular', 'popular')",-0.4997779,-0.33749512,-0.2530193,-0.2757415,0.3721568,0.6562036,-0.0735282,0.0336502,-0.1071784
44,-0.082219735,-0.35170728,"('prejudiced', 'unprejudiced')",-0.20903006,-0.3414181,1.4779052,1.2849046,-0.8296019,-0.7434358,0.0892633,-0.0379141,0.1271774
19,-0.07163669,0.09187023,"('inhospitable', 'hospitable')",-0.878059,-0.6899296,-1.7514412,-1.4992799,-0.99542224,-0.83440024,-0.9241399,-0.7329348,-0.1912051
68,-0.06622084,-0.36729407,"('dependent', 'independent')",-0.57323056,-0.65807307,-0.19645649,-0.43667266,-1.0004561,-1.119229,-0.459091,-0.6453172,0.1862262
46,0.053600542,-0.02624803,"('uncompetitive', 'competitive')",0.939715,0.95761913,-0.88807034,-0.77550584,0.89502794,0.76520437,0.2500683,0.2302674,0.0198009
43,0.050852492,0.3275683,"('irresponsible', 'responsible')",0.440157,0.20998012,-0.34473807,-0.24100165,1.6711786,1.402213,0.4543625,0.4246899,0.0296726
47,-0.04871498,0.24367218,"('stupid', 'smart')",0.7219263,0.56501913,0.47872344,0.4711833,5.3625994,5.384648,1.6286335,1.6661305,-0.037497
60,-0.04852315,0.196351,"('inefficient', 'efficient')",1.4731427,1.2732459,0.11503875,0.20258948,1.8552547,1.7040664,0.8487282,0.8440632,0.004665
79,0.04752489,0.26985353,"('wavering', 'unwavering')",-0.5020779,-0.2914089,-0.6114429,-0.5054035,-0.5972308,-0.5018882,-0.4158067,-0.2572118,-0.1585949
61,-0.021129701,0.117038846,"('illogical', 'logical')",-0.16812819,-0.15041338,-0.55194557,-0.40973067,0.35364938,0.33505106,-0.0968885,-0.0270135,-0.069875
37,0.01778597,0.08290914,"('fake', 'genuine')",-0.5756015,-0.79291564,-0.6029303,-0.6495909,-0.11841129,-0.33056945,-0.3197893,-0.4225417,0.1027524
76,-0.011572957,-0.083127156,"('anxious', 'daring')",-0.075378716,-0.26687494,0.8927986,0.6714011,1.1372646,0.78894264,0.4857779,0.2775854,0.2081925
21,0.009014532,-0.02970987,"('immoral', 'moral')",0.7969768,0.6405132,0.3806124,0.39761123,0.42354533,0.28781027,0.4025373,0.3240562,0.0784811
63,-0.0037291609,0.4107262,"('unperceptive', 'insightful')",0.3804154,0.54413635,-0.37028214,-0.19133969,1.5341672,1.3756151,0.3851428,0.5347845,-0.1496417
