,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.766761,-1.8202186,"('unfriendly', 'friendly')",2.10292,1.7838633,0.4095093,0.2543765,1.7233266,1.7568119,0.6172488,0.4937083,0.1235405
48,-1.5193937,-1.6597911,"('unintelligent', 'intelligent')",-1.4882119,-1.639211,-0.7281528,-0.84605056,0.16547266,-0.004667201,-0.8925714,-1.03743,0.1448586
88,-1.4081799,-1.5369273,"('low', 'eminent')",-1.1005225,-1.2381928,-1.3849626,-1.4990482,-0.0018640943,-0.033865586,-0.9738823,-1.0770085,0.1031262
6,-1.2087069,-1.0662786,"('distant', 'open')",0.80144,0.88033473,-0.9647819,-1.0248176,0.35289064,0.5911693,-0.2547895,-0.154898,-0.0998915
28,-1.1942946,-1.2768893,"('disloyal', 'loyal')",-0.08420191,-0.1233094,-0.08594699,-0.14465228,1.095305,1.0596659,-0.0672846,-0.1212963,0.0540117
38,-1.1719966,-0.89924645,"('untruthful', 'truthful')",0.6410583,0.82194877,-0.7876459,-0.6487042,-0.3817317,-0.07961927,-0.425079,-0.2014053,-0.2236737
31,-1.153047,-1.2167865,"('evil', 'good')",0.5365009,0.36216807,-0.98483515,-1.1318327,-0.83452994,-0.9116717,-0.6089778,-0.7245307,0.1155529
43,-1.1475261,-1.1020795,"('irresponsible', 'responsible')",-0.13367973,0.04674956,0.34333193,0.3562594,0.7072998,0.6748623,-0.0576435,-0.006052,-0.0515915
45,-1.0989304,-1.1806836,"('incompetent', 'competent')",-1.4101881,-1.1849934,-0.6870082,-0.6631838,-0.42401743,-0.5645465,-0.905036,-0.8983518,-0.0066842
40,-1.0178903,-0.9662544,"('stingy', 'generous')",1.8011533,1.6051791,0.91292983,0.9109971,-1.6413769,-1.7499063,0.013704,-0.0499961,0.0637001
24,-0.98987323,-0.9236726,"('dishonest', 'honest')",-0.597451,-0.4452483,-1.2165562,-1.2255824,0.6576898,0.74400353,-0.5365476,-0.462625,-0.0739226
29,-0.9652431,-1.0487664,"('unfair', 'fair')",0.056746505,0.14251326,-0.15819937,-0.124928564,-0.35607854,-0.48894703,-0.3556936,-0.3800322,0.0243386
69,0.9568037,0.9183965,"('lazy', 'industrious')",1.7416523,1.7803947,0.7686239,0.76874757,-0.8460607,-0.8058393,0.6552547,0.6654248,-0.0101701
59,-0.92143387,-0.7776044,"('foolish', 'wise')",1.6136142,1.4977164,-0.95041436,-1.0089436,0.10782619,0.39601156,-0.037602,0.026795,-0.064397
26,-0.8796129,-0.9934714,"('hardhearted', 'benevolent')",2.215294,1.9025644,0.9714052,0.82009476,1.5636152,1.3988888,0.9676753,0.7820191,0.1856562
86,-0.87478375,-0.9827704,"('uninfluential', 'influential')",-0.9519213,-1.0545224,0.14296143,0.042414583,0.1598326,-0.20875466,-0.3809777,-0.5509082,0.1699305
52,-0.86789733,-0.82959473,"('irrational', 'rational')",1.3606017,1.233755,-0.9256344,-0.9351519,-0.08670089,0.04102179,-0.1299077,-0.1224925,-0.0074152
66,0.8207694,0.6435146,"('inactive', 'active')",2.0348463,1.744546,2.1758971,1.9860501,1.2035222,0.8626671,1.5587587,1.3091944,0.2495643
37,0.7716544,0.6071144,"('fake', 'genuine')",-0.6226802,-0.8004693,0.1149315,-0.01073906,0.75472164,0.76286685,0.2546569,0.1396932,0.1149637
10,-0.76719743,-1.115178,"('unsympathetic', 'sympathetic')",-1.8408935,-2.0648706,-0.40282437,-0.62458575,0.057361946,-0.26288185,-0.7383884,-1.016879,0.2784906
3,-0.7574069,-0.7612411,"('repellent', 'pleasant')",-0.9695141,-1.0479636,0.86553377,0.86900365,0.40876845,0.31879163,-0.1131547,-0.1553524,0.0421977
7,0.7549688,0.50831956,"('insensitive', 'sensitive')",0.12372802,-0.07762455,0.6376341,0.43604174,1.5327061,1.239518,0.7622592,0.5265637,0.2356955
65,-0.73990273,-0.7064374,"('insecure', 'secure')",-1.219064,-1.3098634,0.27314538,0.24117704,-0.23053205,-0.3049696,-0.4790883,-0.5200233,0.040935
44,-0.73985106,-0.6715056,"('prejudiced', 'unprejudiced')",-0.74121195,-0.4891978,-0.66550595,-0.47327864,-1.7347667,-1.5170447,-0.9703339,-0.7877567,-0.1825772
46,0.7327774,0.47914925,"('uncompetitive', 'competitive')",-0.34310734,-0.4924888,1.53667,1.5112654,-0.65345025,-0.96363604,0.3182225,0.1335725,0.18465
87,0.72636205,0.61108994,"('unsuccessful', 'successful')",1.3048939,1.1531222,1.5920684,1.4601938,0.8973713,0.7581136,1.1301739,0.9956298,0.1345441
11,-0.7199443,-0.59355503,"('unhelpful', 'helpful')",-0.86293393,-0.5844165,-0.7069134,-0.5466268,1.6097177,1.8200625,-0.1700185,0.023866,-0.1938845
30,-0.71731704,-0.60048103,"('intolerant', 'tolerant')",-0.39814737,-0.26296106,-0.4990013,-0.4283869,0.8080894,0.83350515,-0.2015941,-0.114581,-0.0870131
32,-0.71418166,-0.8379687,"('unkind', 'kind')",-0.3061291,-0.40828514,0.55621874,0.4779634,0.99213237,0.93402207,0.1320101,0.0414329,0.0905772
50,0.70685756,0.84275943,"('clumsy', 'skillful')",0.81969285,0.8785594,0.4292599,0.42863542,0.07419258,0.22944203,0.5075007,0.5948491,-0.0873484
15,-0.69356054,-0.90392226,"('boring', 'funny')",0.29042983,0.2885701,-0.794905,-1.0269437,0.39861414,0.43323183,-0.1998554,-0.302266,0.1024106
83,-0.68323094,-0.62005365,"('powerless', 'powerful')",0.95561606,0.9134599,0.006140694,0.03996034,-0.9275142,-1.0910501,-0.1622471,-0.1894209,0.0271738
57,-0.6470665,-0.95148695,"('unimaginative', 'imaginative')",-0.4460643,-0.673602,-0.35525304,-0.49841225,-2.7659917,-3.0530436,-1.0535939,-1.2941363,0.2405424
4,-0.63693035,-0.46366355,"('disliked', 'liked')",0.3426627,0.5301211,-0.2539563,-0.105363175,-7.2407866,-7.136439,-1.9472526,-1.7938361,-0.1534165
62,-0.63640416,-0.4502361,"('incompetent', 'brilliant')",-0.67812186,-0.29276812,0.056264713,0.18117084,-0.09175906,0.15573946,-0.3375051,-0.1015235,-0.2359816
75,0.63287175,0.8906389,"('meek', 'impulsive')",0.16355938,0.3669845,-0.49117777,-0.31114605,-0.6596466,-0.51612633,-0.0885983,0.1075878,-0.1961861
68,-0.60675466,-0.6757005,"('dependent', 'independent')",-1.7044681,-1.8756505,-0.12791686,-0.27888674,-0.5708035,-0.71324956,-0.7524858,-0.8858719,0.1333861
49,-0.60184413,-0.7058101,"('unable', 'able')",-1.4293625,-1.2625549,-0.7407687,-0.7564378,-0.34618542,-0.13202384,-0.7795402,-0.7142066,-0.0653336
78,0.59921104,0.23773326,"('nonresilient', 'resilient')",1.4385446,1.3861952,2.1367598,2.136813,0.41206503,0.22844656,1.1466452,0.9972969,0.1493483
47,-0.59597796,-0.5561466,"('stupid', 'smart')",0.28251892,0.5136908,0.13805245,0.37506768,5.6534758,5.9375944,1.3695173,1.5675516,-0.1980343
85,-0.59542304,-0.6967714,"('insignificant', 'prestigious')",2.739621,2.5143209,0.4162327,0.380144,0.19399741,0.24818659,0.688607,0.61147,0.077137
73,0.58407974,1.0202131,"('helpless', 'self-reliant')",1.3444767,1.4105189,-0.00031326152,0.11128555,-3.4289796,-3.33501,-0.3751841,-0.1982481,-0.176936
33,0.5809895,0.47600713,"('wrong', 'right')",2.1084251,1.928454,0.40815464,0.23756337,-0.49552393,-0.49691066,0.6505113,0.5362785,0.1142328
39,0.579199,0.57684124,"('exploitative', 'cooperative')",0.6105743,0.74612576,1.2460004,1.1280738,0.36917987,0.3218544,0.7012385,0.6932238,0.0080147
41,-0.57519466,-0.53353065,"('unforgiving', 'forgiving')",0.7280973,0.74315625,0.37518305,0.39353496,0.09463553,-0.013652504,0.1556803,0.147377,0.0083033
14,-0.5735023,-0.5267043,"('antisocial', 'social')",1.0813497,1.2907746,1.0977823,1.2989601,-0.36742726,-0.4795283,0.3095506,0.3958755,-0.0863249
61,-0.55863523,-0.76211596,"('illogical', 'logical')",1.2181196,1.076219,0.13428655,0.002413921,0.49191955,0.26667643,0.3214226,0.1457983,0.1756243
72,-0.53581977,-0.2731244,"('unambitious', 'ambitious')",0.22794783,0.25068426,0.3002085,0.3705948,-0.6181109,-0.43829378,-0.1564436,-0.0225348,-0.1339088
63,-0.5346218,-0.5844089,"('unperceptive', 'insightful')",1.0317258,0.8269679,2.0830612,2.0343,1.2127557,1.0883958,0.9482302,0.8413137,0.1069165
82,-0.50365156,-0.5026556,"('poor', 'rich')",-1.1425791,-0.6925302,-0.84825706,-0.5208204,6.1601315,6.4776144,0.9164109,1.190402,-0.2739911
9,-0.49647218,-0.526474,"('unaffectionate', 'caring')",1.6464212,1.5543026,0.5364672,0.4097862,1.4188346,1.4776255,0.7763127,0.7288101,0.0475026
84,0.49038008,0.31042558,"('inferior', 'superior')",0.52756786,0.54112434,0.5905527,0.6300649,0.64759165,0.74055904,0.5640231,0.5555435,0.0084796
23,-0.48036748,-0.4988645,"('insincere', 'sincere')",-0.34125966,-0.18274105,-0.12558179,-0.16852121,6.1536717,6.3625407,1.3016157,1.3781035,-0.0764878
5,-0.47619137,-0.25691342,"('distant', 'outgoing')",1.2634712,1.5437628,-0.7412662,-0.6646212,-0.332391,0.015124971,-0.0715943,0.1593383,-0.2309326
0,-0.46408585,-0.75514454,"('unsociable', 'sociable')",-0.49945286,-0.60516614,0.24851297,0.109646454,-0.5248299,-0.7343458,-0.3099639,-0.4962525,0.1862886
27,-0.45048058,-0.76315933,"('hardhearted', 'softhearted')",-0.1561076,-0.4642148,-0.030816242,-0.3359956,1.6450258,1.4149708,0.2519054,-0.0370997,0.2890051
20,-0.44905493,-0.8246638,"('rough', 'thoughtful')",0.07677157,-0.025414724,0.9449057,0.9364178,1.2015216,0.9167075,0.443536,0.2507617,0.1927743
18,-0.43088937,-0.21224724,"('disagreeable', 'welcoming')",-0.15077887,-0.10340245,-0.5568453,-0.48601544,-0.34906366,-0.23555656,-0.3718943,-0.2593054,-0.1125889
55,-0.4081677,-0.54298973,"('incompetent', 'clever')",-1.7787024,-1.7587821,0.18698752,0.11321859,0.029701367,-0.2109771,-0.4925453,-0.5998826,0.1073373
36,-0.3969456,-0.6719315,"('hostile', 'amicable')",1.6786385,1.4936368,-0.7800767,-0.91478616,0.23119766,0.13627943,0.1832035,0.0107997,0.1724038
64,0.34432042,0.41718215,"('shy', 'confident')",0.44296417,0.31871474,1.237651,1.2706039,-6.9388885,-6.9632854,-1.2284882,-1.2391962,0.010708
76,-0.3441307,-0.37145415,"('anxious', 'daring')",-1.0568532,-1.0061117,0.5511344,0.71144676,0.01499692,0.067996606,-0.2087131,-0.1495306,-0.0591825
80,0.33903086,0.20426697,"('dominated', 'dominating')",-0.8056589,-1.0559072,1.8892169,1.7352488,-0.79106313,-1.0390774,0.1578814,-0.0388672,0.1967486
8,-0.3347937,-0.27178758,"('unaffectionate', 'affectionate')",0.9947065,0.98687446,0.34361202,0.25569016,0.88604957,1.027738,0.4723936,0.4996288,-0.0272352
16,-0.3247711,-0.34909934,"('unpopular', 'popular')",-0.027962737,0.19794491,-0.26975957,-0.013468988,0.070866615,0.28289866,-0.1379067,0.0295688,-0.1674755
54,-0.3187402,-0.3454393,"('incapable', 'capable')",1.5574448,1.3947408,0.36870095,0.2052106,1.1145186,1.378365,0.6804811,0.6582193,0.0222618
74,0.27503914,0.36999613,"('undedicated', 'dedicated')",0.46477497,0.5420794,1.0166657,0.94828093,0.39446047,0.18531816,0.537735,0.5114186,0.0263164
81,-0.25825736,-0.22119322,"('submissive', 'aggressive')",-0.7217916,-0.7230148,1.1421089,1.2032597,-0.89795417,-0.97355056,-0.1839736,-0.1786247,-0.0053489
35,0.25492004,0.25988248,"('corrupt', 'incorrupt')",0.28275743,0.47334084,-0.9431062,-0.7632503,-0.21900374,-0.14108287,-0.1561081,-0.0427775,-0.1133306
60,-0.25161427,-0.11666268,"('inefficient', 'efficient')",-1.5165511,-1.1636053,0.44454864,0.53724355,-0.057714187,0.0031648614,-0.3453327,-0.1849649,-0.1603678
58,0.24220264,0.09310326,"('undiscriminating', 'discriminating')",1.8856435,1.4488238,1.2173935,1.0249918,0.30795598,0.08658621,0.9132989,0.6633763,0.2499226
2,-0.23049912,0.079628736,"('unlikable', 'likable')",2.2907016,2.4606266,1.4123894,1.513537,0.3199465,0.4639121,0.9481346,1.1294261,-0.1812915
12,0.20728317,0.23627502,"('unsupportive', 'supportive')",1.2912714,1.2463635,1.3765434,1.2977401,-1.5706295,-1.6320518,0.3261171,0.2870817,0.0390354
71,0.2069083,0.23002191,"('diffident', 'self-confident')",2.2307546,2.2689364,0.8530142,0.8214363,0.67170596,0.66653067,0.9905958,0.9967313,-0.0061355
19,-0.20652813,-0.26978055,"('inhospitable', 'hospitable')",0.041802227,-0.018890716,-1.1006844,-1.3113099,-0.024193177,-0.0424003,-0.3224009,-0.4105954,0.0881945
22,-0.18464321,-0.25487694,"('untrustworthy', 'trustworthy')",-0.7305242,-0.74180114,0.77640605,0.78893614,-0.7232663,-0.8198915,-0.2155069,-0.2569084,0.0414015
79,-0.1846304,-0.15865254,"('wavering', 'unwavering')",0.5057228,0.5663997,-0.768681,-0.9151271,-0.16188025,-0.1623378,-0.1523672,-0.1674294,0.0150622
13,0.1711228,0.16988893,"('impolite', 'polite')",-0.6596177,-0.630276,-0.13079666,-0.0666613,-0.14331146,-0.1349648,-0.1906508,-0.1655033,-0.0251475
70,-0.1647195,-0.2305811,"('lethargic', 'energetic')",-0.80012727,-0.7069468,0.6491911,0.7176747,1.0110235,0.944283,0.173842,0.1811074,-0.0072654
51,-0.16226701,-0.20595415,"('uneducated', 'educated')",-0.6756752,-0.71784896,0.5637714,0.45150614,0.6641064,0.5363663,0.0974839,0.0160173,0.0814666
34,-0.14572468,-0.15558974,"('mean', 'honorable')",0.1476069,0.3137258,0.16208415,0.28896937,6.2025056,6.3988376,1.5916179,1.7114857,-0.1198678
53,0.12033352,-0.00022292882,"('uncreative', 'creative')",1.2621278,1.1051899,0.19035819,0.19126648,1.0921491,1.0825037,0.6662421,0.5946842,0.0715579
77,0.08670248,-0.073247135,"('unmotivated', 'motivated')",0.7181869,0.6442904,1.0783792,1.0419879,-1.1084074,-1.23442,0.1937153,0.0946528,0.0990625
25,0.0578246,-0.056607787,"('egoistic', 'altruistic')",1.0396687,0.871025,0.53055227,0.4746195,1.7188658,1.6964163,0.8367279,0.7463633,0.0903646
42,-0.054241635,0.06109342,"('unreliable', 'reliable')",0.4998919,0.5455081,1.1587137,1.3171748,-3.0347235,-2.966021,-0.3575899,-0.2605612,-0.0970287
56,0.040629223,0.059647102,"('impractical', 'practical')",-0.8760858,-0.5580676,-0.15451491,-0.0017056987,-0.56987196,-0.5769263,-0.3899609,-0.2692631,-0.1206978
21,0.01874661,-0.16692364,"('immoral', 'moral')",-0.2941165,-0.47535625,0.16716139,0.036508717,-0.63747895,-0.9681496,-0.1864219,-0.3934802,0.2070583
17,0.0062986016,-0.1962128,"('nasty', 'nice')",-0.49549758,-0.34205198,-1.2263145,-1.2006278,-0.66318256,-0.70890576,-0.594674,-0.6119496,0.0172756
67,0.0010956265,0.28601596,"('doubtful', 'determined')",-0.15069471,0.017310841,0.36843532,0.438367,-0.8955342,-0.75656694,-0.1691745,-0.0037183,-0.1654562
