,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
85,0.71650076,0.9269462,"('insignificant', 'prestigious')",2.5849967,2.5418518,-0.6680662,-0.6722987,0.8778104,0.9321664,-0.054356
57,-0.6858226,-1.076613,"('unimaginative', 'imaginative')",-0.7435704,-0.8455733,-3.615168,-3.6408057,-1.6815205,-1.8543307,0.1728102
73,0.67131144,0.664217,"('helpless', 'self-reliant')",0.94612247,0.9140406,-3.7950797,-3.763553,-0.7258819,-0.7284318,0.0025499
72,0.6633726,0.63858867,"('unambitious', 'ambitious')",-0.36224982,-0.43845832,-0.5483928,-0.5412815,-0.0824233,-0.1137171,0.0312938
58,-0.64791816,-0.8557533,"('undiscriminating', 'discriminating')",-0.72132146,-0.71051,-0.17505687,-0.22677119,-0.5147655,-0.5976782,0.0829127
12,0.6154087,0.37725478,"('unsupportive', 'supportive')",1.3714842,1.3078899,-2.0142004,-1.9763064,-0.0091025,-0.0970539,0.0879514
65,-0.57906216,-0.66601783,"('insecure', 'secure')",-1.33459,-1.3304,0.26021153,0.26353252,-0.5511469,-0.5776284,0.0264815
48,-0.5776119,-0.8203156,"('unintelligent', 'intelligent')",0.46848387,0.3560638,-0.30654892,-0.2910677,-0.138559,-0.2517732,0.1132142
28,-0.5718537,-0.7558727,"('disloyal', 'loyal')",0.795178,0.66386354,1.1402855,0.90615535,0.4545366,0.2713821,0.1831545
11,-0.5666367,-0.9178852,"('unhelpful', 'helpful')",-0.35953555,-0.48954153,2.05229,2.0695126,0.3753726,0.2206953,0.1546773
24,0.5639472,0.44568145,"('dishonest', 'honest')",0.93339235,0.87425506,0.8895137,0.76829404,0.7956177,0.6960769,0.0995408
62,-0.5405495,-0.64847225,"('incompetent', 'brilliant')",-0.1460163,-0.13367075,-0.22256811,-0.066869274,-0.3030446,-0.2830041,-0.0200405
69,0.5371706,0.9130794,"('lazy', 'industrious')",1.2695056,1.448936,-0.9668803,-0.968509,0.2799319,0.4645021,-0.1845702
32,0.5368066,0.40896842,"('unkind', 'kind')",0.63410985,0.55561364,1.2689033,1.2803141,0.8132733,0.7482987,0.0649746
16,-0.53395414,-0.38612476,"('unpopular', 'popular')",-0.48717588,-0.43571576,0.08222492,0.09441745,-0.3129684,-0.2424744,-0.070494
20,-0.49444047,-0.47686738,"('rough', 'thoughtful')",-0.599616,-0.62414324,0.30307648,0.38347992,-0.26366,-0.2391769,-0.0244831
87,0.47294593,0.3535207,"('unsuccessful', 'successful')",0.00022011995,-0.13612337,0.25699052,0.18246073,0.2433855,0.133286,0.1100995
15,0.4711114,0.575574,"('boring', 'funny')",1.6964973,1.780878,0.23863123,0.31121927,0.80208,0.8892237,-0.0871437
56,0.45688158,0.30781364,"('impractical', 'practical')",0.28915727,0.31783003,-1.028382,-1.010467,-0.0941144,-0.1282745,0.0341601
31,-0.41191605,-0.21624668,"('evil', 'good')",0.65957505,0.7514237,-1.2635658,-1.197799,-0.3386356,-0.220874,-0.1177616
52,0.39402294,0.4513916,"('irrational', 'rational')",1.2998686,1.1910845,-0.41032636,-0.45064873,0.4278551,0.3972758,0.0305793
60,0.37128118,0.19277921,"('inefficient', 'efficient')",-0.8175533,-0.7881921,0.052887138,0.121083304,-0.1311283,-0.1581098,0.0269815
0,-0.36583078,-0.6829913,"('unsociable', 'sociable')",-0.352328,-0.44699985,-0.20448089,-0.25978485,-0.3075466,-0.4632587,0.1557121
36,0.36312717,0.51886266,"('hostile', 'amicable')",1.1844424,1.2072989,-0.39246154,-0.3887385,0.385036,0.4458077,-0.0607717
80,0.35347843,0.15503643,"('dominated', 'dominating')",-0.3912522,-0.46583194,-0.41144198,-0.44440052,-0.1497386,-0.251732,0.1019934
83,-0.34744683,-0.37922424,"('powerless', 'powerful')",-0.6918604,-0.7391968,-1.5337313,-1.5148653,-0.8576795,-0.8777622,0.0200827
63,0.32357693,-0.072238624,"('unperceptive', 'insightful')",-0.08141794,-0.2319549,0.20327312,0.27662915,0.1484774,-0.0091881,0.1576655
5,0.32166708,0.6621664,"('distant', 'outgoing')",1.7726548,1.9488043,-0.9753599,-0.90579695,0.3729873,0.5683912,-0.1954039
64,-0.30790383,-0.25797334,"('shy', 'confident')",-0.7805121,-0.82336587,-6.5748954,-6.536361,-2.554437,-2.5392335,-0.0152035
40,0.29889107,0.22008249,"('stingy', 'generous')",0.5843106,0.48351297,-2.4074118,-2.4270158,-0.5080701,-0.5744735,0.0664034
14,-0.26813328,-0.26102075,"('antisocial', 'social')",-1.0100392,-0.83321327,-0.08693981,-0.11851807,-0.4550374,-0.4042507,-0.0507867
4,-0.25596178,-0.04531376,"('disliked', 'liked')",0.52091575,0.6953212,-7.789886,-7.7747097,-2.5083106,-2.3749008,-0.1334098
54,0.25454628,0.16751604,"('incapable', 'capable')",1.1258929,0.9430292,0.97810256,0.8621007,0.7861806,0.6575487,0.1286319
27,-0.24448948,-0.2923225,"('hardhearted', 'softhearted')",0.28548235,0.15642959,0.7851037,0.78948027,0.2753655,0.2178624,0.0575031
61,0.24164686,0.15332559,"('illogical', 'logical')",0.47679037,0.46441603,-0.092461616,-0.16161019,0.2086585,0.1520438,0.0566147
35,-0.24126197,0.07133721,"('corrupt', 'incorrupt')",0.7632001,0.8539386,-0.86966115,-0.82827437,-0.1159077,0.0323338,-0.1482415
78,0.2407512,-0.037829187,"('nonresilient', 'resilient')",0.552169,0.35574067,-0.19000056,-0.2560654,0.2009732,0.0206154,0.1803578
22,0.23846607,-0.038805626,"('untrustworthy', 'trustworthy')",-0.5754009,-0.6971315,-0.8079144,-0.87538993,-0.3816164,-0.537109,0.1554926
23,0.2212817,-0.08095395,"('insincere', 'sincere')",0.040292382,-0.06570586,6.568689,6.5615635,2.2767544,2.1383012,0.1384532
43,-0.2137141,-0.40921104,"('irresponsible', 'responsible')",-0.35340896,-0.45262694,0.46263954,0.48003328,-0.0348278,-0.1272682,0.0924404
77,0.20516229,0.07350479,"('unmotivated', 'motivated')",0.30852738,0.17111546,-1.0225711,-1.1241884,-0.1696271,-0.2931894,0.1235623
42,-0.2030364,-0.08774245,"('unreliable', 'reliable')",-0.47232476,-0.3559039,-3.6228302,-3.4417646,-1.4327304,-1.295137,-0.1375934
41,0.20162247,-0.01195807,"('unforgiving', 'forgiving')",0.00063599646,0.1571719,0.26562873,0.25124872,0.1559624,0.1321542,0.0238082
46,0.19482519,-0.35838032,"('uncompetitive', 'competitive')",-0.95781547,-1.210198,-0.6909889,-0.8194246,-0.4846598,-0.796001,0.3113412
47,-0.1607814,-0.082279265,"('stupid', 'smart')",0.016985208,0.06626796,5.1132183,5.2754154,1.6564741,1.7531347,-0.0966606
13,0.14534503,0.00587485,"('impolite', 'polite')",-0.22352521,-0.12917876,-0.11953002,-0.055146914,-0.0659034,-0.0594836,-0.0064198
79,-0.14232169,-0.11591999,"('wavering', 'unwavering')",1.1141431,1.0795475,-0.46604142,-0.49057359,0.1685933,0.1576846,0.0109087
70,-0.13549182,-0.452477,"('lethargic', 'energetic')",-0.7526931,-0.827113,0.31637648,0.30320197,-0.1906028,-0.3254627,0.1348599
50,-0.13433635,-0.20168197,"('clumsy', 'skillful')",-0.047082238,-0.18125825,0.112493046,0.15048464,-0.0229752,-0.0774852,0.05451
7,-0.13314876,-0.2484196,"('insensitive', 'sensitive')",-0.27953225,-0.27129203,0.35383618,0.26692122,-0.0196149,-0.0842635,0.0646486
19,-0.12110767,-0.03732449,"('inhospitable', 'hospitable')",0.55453277,0.5758044,-0.31512684,-0.21220163,0.0394328,0.1087594,-0.0693266
18,-0.09525552,-0.01510343,"('disagreeable', 'welcoming')",0.37420663,0.46513894,-0.56974506,-0.6136578,-0.0969313,-0.0545408,-0.0423905
37,0.07397268,-0.102685705,"('fake', 'genuine')",-0.077010065,-0.15539086,0.30434445,0.2407864,0.1004357,-0.0057634,0.1061991
2,-0.061888106,0.033688027,"('unlikable', 'likable')",0.24603625,0.30215538,0.5847388,0.6536539,0.2562956,0.3298324,-0.0735368
51,-0.06122714,-0.3786445,"('uneducated', 'educated')",-0.76847064,-0.7771284,0.52931684,0.5344308,-0.100127,-0.207114,0.106987
21,0.03506138,-0.1942084,"('immoral', 'moral')",-0.14962532,-0.27756047,-0.5864675,-0.6927091,-0.2336771,-0.3881593,0.1544822
38,-0.016178418,-0.08212625,"('untruthful', 'truthful')",0.5497067,0.5575768,0.032048672,0.050494906,0.1885256,0.1753151,0.0132105
6,-0.013558373,0.3122778,"('distant', 'open')",1.5224981,1.6643088,-0.60656947,-0.5449633,0.3007901,0.4772077,-0.1764176
88,-0.009315041,-0.0033635003,"('low', 'eminent')",0.20702566,0.12016149,-0.48479265,-0.4228417,-0.095694,-0.1020146,0.0063206
