,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
10,-2.6806893,-2.5873415,"('unsympathetic', 'sympathetic')",-2.055053,-2.1167703,-1.8932701,-2.0111015,-1.6521697,-1.8840294,-0.19252953,-0.20007497,-1.6947424,-1.7598637,0.0651213
57,-2.6103587,-2.4696991,"('unimaginative', 'imaginative')",-1.3601681,-1.40785,-1.9053142,-1.7722499,-1.1057414,-1.210207,-3.3868563,-3.2888255,-2.0736877,-2.0297665,-0.0439212
0,-2.4485388,-2.2818997,"('unsociable', 'sociable')",-0.81251776,-0.7658472,-0.4193743,-0.3311093,-0.4918284,-0.6009277,-0.01897421,0.1386339,-0.8382466,-0.76823,-0.0700166
45,-2.3334332,-2.2291374,"('incompetent', 'competent')",-2.1875908,-2.3989596,-0.78039145,-0.7444456,-1.6319318,-1.946172,-0.6713409,-0.6192633,-1.5209376,-1.5875957,0.0666581
35,2.28923,2.3805697,"('corrupt', 'incorrupt')",1.615905,1.6461986,1.0420446,1.180082,0.90914893,1.0909529,-0.2881729,-0.08519222,1.1136312,1.2425221,-0.1288909
86,-2.2591598,-2.1945114,"('uninfluential', 'influential')",-0.055907276,-0.27126905,-1.2783768,-1.1729568,-0.7637073,-1.1074624,-0.22691995,-0.308871,-0.9168142,-1.0110141,0.0941999
48,-2.2148583,-2.3357434,"('unintelligent', 'intelligent')",-1.3515894,-1.6205812,-1.5322692,-1.6797428,-1.8632498,-2.2073421,-0.27620432,-0.33830696,-1.4476341,-1.6363434,0.1887093
60,-2.172426,-1.8794987,"('inefficient', 'efficient')",-1.6935382,-1.6361012,-0.6485177,-0.7917991,-1.8050786,-1.9737769,-0.40168738,-0.35571134,-1.3442495,-1.3273775,-0.016872
69,2.0826578,2.1523895,"('lazy', 'industrious')",1.839512,1.9238725,1.6971632,1.6506146,1.9868674,2.184487,-0.32038158,-0.25968087,1.4571637,1.5303366,-0.0731729
65,-2.038229,-1.888269,"('insecure', 'secure')",-2.3739371,-2.2531753,-0.4652229,-0.68750495,-2.1191547,-2.199788,-0.1627422,-0.25594914,-1.4318572,-1.4569372,0.02508
46,-1.9652909,-2.0001366,"('uncompetitive', 'competitive')",-1.1549901,-1.1962491,-1.0888473,-1.1227903,-1.4163582,-1.5107423,-0.716086,-0.57844764,-1.2683145,-1.2816732,0.0133587
14,-1.9156278,-1.483876,"('antisocial', 'social')",-1.2368467,-1.0608346,0.29067546,0.37769017,-0.49968413,-0.513933,-0.31975433,-0.17647278,-0.7362475,-0.5714852,-0.1647623
55,-1.8840159,-1.943242,"('incompetent', 'clever')",-2.4023585,-2.4808424,-0.5146329,-0.7331534,-2.7706985,-3.0219855,-0.06026954,-0.20542654,-1.526395,-1.6769299,0.1505349
41,-1.8302953,-1.8679774,"('unforgiving', 'forgiving')",-1.4427905,-1.7266694,-0.66032666,-0.6185204,-1.2983242,-1.6219653,-0.10854152,-0.06921583,-1.0680556,-1.1808697,0.1128141
58,-1.7811213,-1.701381,"('undiscriminating', 'discriminating')",0.5551749,0.3085195,-1.2161229,-1.1050327,0.50168836,0.3180353,-0.11839493,0.040019967,-0.4117552,-0.4279678,0.0162126
61,-1.7008855,-1.689228,"('illogical', 'logical')",0.5026688,0.50966036,0.21222878,0.07152271,-0.1503319,-0.21538992,-0.45024493,-0.26618943,-0.3173129,-0.3179249,0.000612
1,-1.6716212,-1.9099971,"('unfriendly', 'friendly')",1.2269802,0.98235977,-0.59217227,-0.5274138,0.6532815,0.29857573,1.3487217,1.3788342,0.193038,0.0444718,0.1485662
73,1.6286834,1.5055835,"('helpless', 'self-reliant')",2.1988475,2.1141508,0.86124986,0.7804388,1.4978191,1.4863853,-3.3455186,-3.4399781,0.5682162,0.4893161,0.0789001
43,-1.6091933,-1.6293275,"('irresponsible', 'responsible')",-1.0331537,-1.1323942,-1.0678614,-1.1988368,-1.4862871,-1.7360151,0.024824806,0.08491558,-1.0343342,-1.1223315,0.0879973
82,-1.5970287,-1.2226202,"('poor', 'rich')",-1.2867718,-1.1452203,0.28978956,0.4455665,-1.7386954,-1.6231638,5.958555,6.3287716,0.3251698,0.5566668,-0.231497
27,-1.5414579,-1.5654812,"('hardhearted', 'softhearted')",-0.76016295,-0.82238877,-1.3925668,-1.5100942,-1.0074848,-1.0790812,0.45879123,0.35162538,-0.8485763,-0.9250839,0.0765076
53,-1.5369736,-1.468756,"('uncreative', 'creative')",0.44630775,0.531916,-0.12570696,-0.19876301,-0.34561095,-0.2902849,0.6181236,0.6816032,-0.188772,-0.1488569,-0.0399151
79,1.5287495,1.5014884,"('wavering', 'unwavering')",1.3595508,1.2087727,0.6767999,0.786887,1.1542718,1.2239697,-0.08469663,0.07723282,0.926935,0.9596702,-0.0327352
7,-1.502356,-1.2743827,"('insensitive', 'sensitive')",-0.8972341,-0.8024251,-0.06440818,-0.015731614,-1.1187294,-1.102444,-0.2802637,-0.124679625,-0.7725983,-0.6639326,-0.1086657
22,-1.4729505,-1.5536159,"('untrustworthy', 'trustworthy')",-2.4331272,-2.5274348,0.4802232,0.5207567,-2.4855168,-2.676921,-1.1271425,-0.996571,-1.4077027,-1.4467572,0.0390545
78,-1.4408424,-1.6073153,"('nonresilient', 'resilient')",0.5539212,0.50493616,-0.75022936,-0.86486197,0.7783257,0.70836633,0.2871856,0.33250538,-0.1143278,-0.1852739,0.0709461
70,-1.4383773,-1.0098614,"('lethargic', 'energetic')",-1.409241,-1.3685491,-0.77078736,-0.7176464,-1.6503477,-1.6922951,0.01538428,0.19536687,-1.0506738,-0.918597,-0.1320768
3,-1.3660086,-1.4806229,"('repellent', 'pleasant')",-1.2886099,-1.1941226,-0.7006763,-0.86354536,-0.74497086,-0.6785037,0.5138658,0.49068484,-0.7172799,-0.7452219,0.027942
21,-1.342002,-1.2410283,"('immoral', 'moral')",-0.4844091,-0.40848598,-0.19853248,-0.4018978,-0.7320486,-0.86206955,-0.54086185,-0.49840742,-0.6595708,-0.6823778,0.022807
75,1.3262239,1.0924354,"('meek', 'impulsive')",-0.09047598,-0.36671454,-0.01864342,-0.05601471,0.4530114,0.49720803,-0.13897961,-0.071262024,0.3062273,0.2191304,0.0870969
62,-1.2957486,-1.0391504,"('incompetent', 'brilliant')",-1.6607016,-1.7332113,-1.4276611,-1.4331453,-1.9593148,-2.1494393,-0.46006233,-0.39500254,-1.3606977,-1.3499898,-0.0107079
85,1.280266,1.4243758,"('insignificant', 'prestigious')",2.2651827,2.226287,0.45835716,0.66247416,2.8030903,3.0401819,-0.14110965,0.0145742,1.3331573,1.4735786,-0.1404213
63,-1.2614137,-1.1768249,"('unperceptive', 'insightful')",0.44809595,0.34912398,0.3466647,0.31565213,-0.07694447,-0.29051906,0.31721634,0.41346508,-0.0452762,-0.0778206,0.0325444
30,-1.2587856,-0.8689431,"('intolerant', 'tolerant')",-1.0888722,-0.8494728,-0.8498079,-0.7336322,-0.74073327,-0.6253814,0.23605143,0.369335,-0.7404295,-0.541619,-0.1988105
28,-1.2048982,-0.9626807,"('disloyal', 'loyal')",0.030724775,0.024853908,-0.30392998,-0.0708047,-0.6428989,-0.7746149,0.7517218,0.7591636,-0.2738561,-0.2048165,-0.0690396
51,-1.1575378,-0.70834976,"('uneducated', 'educated')",-1.2043469,-1.3147799,0.9267426,0.98701733,-1.0602498,-1.0800754,0.5376039,0.6534443,-0.3915576,-0.2925487,-0.0990089
8,-1.1340462,-1.2381995,"('unaffectionate', 'affectionate')",0.6900913,0.5045289,-0.8352535,-0.8487698,0.95303476,0.8268044,0.28774494,0.09832856,-0.0076857,-0.1314615,0.1237758
49,-1.1090045,-0.9948636,"('unable', 'able')",-1.2983136,-1.1548524,-1.2330997,-1.1532335,-1.1816621,-1.0341984,-0.9682908,-0.64897597,-1.1580741,-0.9972247,-0.1608494
23,-1.0673671,-0.78879815,"('insincere', 'sincere')",-0.58483696,-0.4853472,-1.339856,-1.3103731,-0.57167226,-0.58233434,5.3528986,5.504481,0.3578332,0.4675256,-0.1096924
59,1.0660312,1.1977922,"('foolish', 'wise')",1.8012043,1.8259734,1.6424288,1.6821307,1.371005,1.5114446,0.07823464,0.13047126,1.1917809,1.2695624,-0.0777815
77,-1.0341088,-1.0236771,"('unmotivated', 'motivated')",-1.2221756,-1.3142402,-0.797316,-0.9097527,-0.82251954,-0.9707654,-0.9420452,-0.864329,-0.963633,-1.0165529,0.0529199
20,-1.0091546,-0.97012115,"('rough', 'thoughtful')",-1.8441578,-1.8920703,-0.31933036,-0.46538413,-1.6040808,-1.6818563,0.31386364,0.27506787,-0.892572,-0.9468728,0.0543008
66,1.0044104,0.8939428,"('inactive', 'active')",0.46188456,0.3831506,1.3238152,1.2367003,0.8989089,0.92875063,1.1334896,1.1799026,0.9645018,0.9244894,0.0400124
33,0.9841658,0.85827917,"('wrong', 'right')",1.5719824,1.5616473,0.59414506,0.51365495,1.3689224,1.3397152,-0.7057181,-0.7167202,0.7626995,0.7113153,0.0513842
67,0.9687758,1.192437,"('doubtful', 'determined')",1.0938581,1.1392387,0.45521054,0.43550763,1.1291482,1.228337,0.21732053,0.25006008,0.7728626,0.8491161,-0.0762535
72,-0.94679654,-0.9852072,"('unambitious', 'ambitious')",-0.75728166,-0.986256,-0.69994557,-0.92388386,-0.7843781,-1.0810415,-0.6799203,-0.85117257,-0.7736644,-0.9655122,0.1918478
11,-0.9359485,-0.68331766,"('unhelpful', 'helpful')",0.109975405,0.23394796,-0.8088248,-0.62270916,0.77540994,0.9407686,2.194037,2.4484706,0.2669298,0.4634321,-0.1965023
12,-0.92947465,-1.0379834,"('unsupportive', 'supportive')",0.5346636,0.332393,0.00091780815,-0.06247636,1.0504587,0.7854656,-1.9003686,-2.035622,-0.2487606,-0.4036446,0.154884
81,-0.9255597,-0.6621051,"('submissive', 'aggressive')",-1.4272043,-1.3348571,-0.5928012,-0.6876056,-1.1851323,-1.1885766,-0.5883974,-0.579159,-0.943819,-0.8904608,-0.0533582
26,-0.85472894,-0.77908766,"('hardhearted', 'benevolent')",0.80768853,0.8539021,1.5377141,1.6811744,0.4844219,0.32903692,1.832496,1.760771,0.7615184,0.7691594,-0.007641
5,0.8258582,0.7984674,"('distant', 'outgoing')",2.5978057,2.485862,0.5645698,0.5467417,1.6217557,1.666047,-0.34106314,-0.25943524,1.0537852,1.0475366,0.0062486
47,-0.7457803,-0.77061224,"('stupid', 'smart')",-0.03318728,0.07222792,0.5620703,0.41970897,-0.13474321,-0.16193648,5.025848,5.181388,0.9348415,0.9481552,-0.0133137
40,-0.7331769,-0.822091,"('stingy', 'generous')",-0.26140004,-0.51930416,-0.58569115,-0.7058806,-0.66766214,-0.9705191,-2.602539,-2.9560432,-0.9700939,-1.1947676,0.2246737
56,-0.7271375,-0.45748135,"('impractical', 'practical')",0.5391691,0.6772978,-0.6793476,-0.6662696,0.11148173,0.15844724,-0.37213516,-0.085681096,-0.2255939,-0.0747374,-0.1508565
50,0.72675455,0.94113344,"('clumsy', 'skillful')",0.5233145,0.6218121,1.7954592,1.7819443,0.8503836,1.041763,0.4127545,0.5295498,0.8617332,0.9832405,-0.1215073
13,-0.7138027,-0.58123827,"('impolite', 'polite')",-1.5330839,-1.458317,-0.9248628,-1.01107,-1.2399073,-1.1781458,-0.1437755,-0.13840906,-0.9110865,-0.8734361,-0.0376504
9,-0.6863194,-0.7511394,"('unaffectionate', 'caring')",1.1209012,0.938226,-0.8998862,-1.0152436,1.2885524,1.0920895,0.81749,0.6301242,0.3281476,0.1788113,0.1493363
18,-0.6722865,-0.4346287,"('disagreeable', 'welcoming')",-2.0568113,-1.9450566,1.1591747,1.2319926,-1.1096162,-0.9248753,-1.0252314,-0.8389411,-0.7409541,-0.5823018,-0.1586523
76,-0.6643662,-0.48849624,"('anxious', 'daring')",-2.0841906,-1.987668,0.30625772,0.2066662,-1.4577705,-1.4071069,0.096372485,0.2725886,-0.7607394,-0.6808033,-0.0799361
44,0.66090214,0.5446842,"('prejudiced', 'unprejudiced')",-1.8485695,-1.8397158,-0.34566632,-0.4165723,-1.1059375,-1.0297458,-1.5888622,-1.6287137,-0.8456266,-0.8740127,0.0283861
32,-0.65225923,-0.3665263,"('unkind', 'kind')",-0.24418803,-0.15042247,0.22826831,0.09808907,-1.0872002,-1.1816303,0.86954683,0.8008128,-0.1771665,-0.1599354,-0.0172311
84,0.6516357,0.6355854,"('inferior', 'superior')",0.9603603,0.8578834,0.634267,0.54102826,0.7429131,0.60831213,0.84830296,0.90328234,0.7674958,0.7092183,0.0582775
68,-0.6202615,-0.48410156,"('dependent', 'independent')",-1.5469148,-1.6147908,-0.46027377,-0.68714136,-1.5049491,-1.497464,-1.5491694,-1.4026982,-1.1363137,-1.1372392,0.0009255
71,0.60081375,0.7298099,"('diffident', 'self-confident')",2.4597018,2.554037,0.15600213,0.18250066,1.865359,1.9032478,0.14483267,0.22196421,1.0453418,1.118312,-0.0729702
24,-0.59604913,-0.38576812,"('dishonest', 'honest')",-0.62775695,-0.6934968,-0.52724946,-0.48533323,-0.88816375,-1.081928,0.34394598,0.30996326,-0.4590547,-0.4673126,0.0082579
16,0.5743721,0.52924454,"('unpopular', 'popular')",0.9156405,0.9539679,0.45364138,0.47849345,0.7405579,0.8537505,0.5072714,0.6941312,0.6382967,0.7019175,-0.0636208
25,0.5490383,0.5359313,"('egoistic', 'altruistic')",0.6200572,0.6127013,0.6966744,0.6253643,0.38925165,0.29885614,1.7325523,1.591007,0.7975148,0.732772,0.0647428
52,0.54710644,0.26862267,"('irrational', 'rational')",1.0098987,0.81638134,0.71911514,0.7766015,1.1404707,1.0480195,-0.5264169,-0.4356218,0.5780348,0.4948007,0.0832341
29,-0.52513754,-0.5834645,"('unfair', 'fair')",0.5393105,0.3620835,0.7102809,0.73617816,-0.17944005,-0.3302022,-0.86506927,-0.79508215,-0.0640111,-0.1220974,0.0580863
37,-0.5051394,-0.26698062,"('fake', 'genuine')",-0.24595097,-0.1988847,-0.38618574,-0.2708814,-1.0200492,-1.0616156,-0.24796748,-0.2577105,-0.4810585,-0.4112145,-0.069844
36,0.49546486,0.24423322,"('hostile', 'amicable')",1.3973426,1.1752086,0.18321499,0.07830438,0.5837914,0.50892144,0.173469,0.09328553,0.5666566,0.4199906,0.146666
74,-0.44258162,-0.38798267,"('undedicated', 'dedicated')",0.7216326,0.5482321,0.5201289,0.4350946,0.18906918,-0.034703348,-0.18189952,-0.1019233,0.1612699,0.0917435,0.0695264
42,-0.4094715,-0.08675391,"('unreliable', 'reliable')",-0.38711575,-0.26516777,1.2204871,1.216981,-0.10389485,-0.001573544,-2.645048,-2.5648012,-0.4650086,-0.3402631,-0.1247455
34,-0.40898803,-0.2358535,"('mean', 'honorable')",-0.24563615,-0.15959239,-1.2005457,-1.25541,0.30602998,0.37538135,5.1064005,5.3061147,0.7114522,0.806128,-0.0946758
15,0.3838338,0.73611265,"('boring', 'funny')",0.882903,1.0559396,0.40900937,0.741536,-0.08992453,0.099127635,0.23929584,0.5643193,0.3650235,0.6394071,-0.2743836
87,0.3792721,0.78732306,"('unsuccessful', 'successful')",0.6760644,0.9025574,0.7452039,0.81624615,0.8737901,1.1010988,0.53085655,0.907999,0.6410374,0.9030448,-0.2620074
4,0.37531412,0.5083797,"('disliked', 'liked')",0.80095726,0.7364371,0.39815596,0.5934265,0.7230038,0.7063666,-6.517729,-6.500848,-0.8440596,-0.7912476,-0.052812
83,-0.36147362,-0.4780159,"('powerless', 'powerful')",1.0653238,0.9019458,-0.24545024,-0.3686946,0.5328499,0.524861,-0.8860395,-1.0975071,0.0210421,-0.1034822,0.1245243
54,-0.31579837,-0.17779759,"('incapable', 'capable')",0.5969397,0.6350194,0.19039516,0.33416474,0.17742941,0.22777972,0.65259856,0.9470266,0.2603129,0.3932386,-0.1329257
6,0.29377887,0.096786365,"('distant', 'open')",2.192526,2.0204723,0.71924764,0.58039457,1.32021,1.2282795,-0.2082524,-0.20084624,0.863502,0.7450172,0.1184848
80,-0.25522754,-0.1303385,"('dominated', 'dominating')",-0.83276236,-0.7062362,0.0050822496,0.13234721,-0.8029458,-0.7919712,-0.4089998,-0.22965077,-0.4589706,-0.3451699,-0.1138007
17,0.2510042,0.4772634,"('nasty', 'nice')",-0.1849344,-0.13897155,-0.78260237,-0.6106742,0.19380419,0.39500704,-0.16396722,0.049125075,-0.1373391,0.0343499,-0.171689
2,-0.22069938,0.21041948,"('unlikable', 'likable')",-0.9507623,-0.88741136,1.4723475,1.5709842,-0.61621773,-0.48710436,0.79508543,1.0209975,0.0959507,0.2855771,-0.1896264
39,-0.1251545,0.15263674,"('exploitative', 'cooperative')",-0.26717398,-0.1795345,0.022424743,0.05897576,-1.1140229,-1.1122229,-0.013046201,0.08166464,-0.2993945,-0.1996961,-0.0996984
88,-0.05834323,0.87342155,"('low', 'eminent')",-0.07557619,0.15608707,0.09009466,0.79020196,-0.49802294,-0.05861544,-0.13699093,0.44359785,-0.1357677,0.4409386,-0.5767063
38,0.038273238,-0.13702756,"('untruthful', 'truthful')",1.1810405,0.9621403,-0.18727976,-0.22043332,1.2357079,1.1367409,0.17975855,0.17178386,0.4895,0.3826408,0.1068592
31,0.031044604,-0.16555995,"('evil', 'good')",1.173107,0.9318718,-0.11495392,-0.08680424,0.9301764,0.8033124,-1.2013249,-1.2233536,0.1636098,0.0518933,0.1117165
64,0.02742641,0.06893934,"('shy', 'confident')",-0.54590786,-0.56643426,1.2066922,1.1311237,-0.8506849,-0.8922158,-6.029631,-6.0348444,-1.2384211,-1.2586863,0.0202652
19,-0.014983151,0.24946225,"('inhospitable', 'hospitable')",0.8225756,0.84303695,-0.58730525,-0.41658467,0.2518488,0.46385023,-0.22959146,0.078631476,0.0485089,0.2436793,-0.1951704
