,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,male-female
85,0.86741656,1.0726498,"('insignificant', 'prestigious')",2.9711561,3.2085557,1.6196523,1.7500181,1.8194084,2.0104079,-0.1909995
78,-0.8585319,-0.6508385,"('nonresilient', 'resilient')",-1.3547449,-1.3419458,-0.6435298,-0.48405588,-0.9522689,-0.8256133,-0.1266556
62,0.8414493,0.8345503,"('incompetent', 'brilliant')",-1.8842176,-2.0442383,0.48492718,0.7080265,-0.185947,-0.1672205,-0.0187265
0,-0.8387786,-1.226383,"('unsociable', 'sociable')",-2.9485595,-3.3215966,-0.42031252,-0.56869245,-1.4025502,-1.7055572,0.303007
87,0.8171637,0.83383894,"('unsuccessful', 'successful')",1.3754684,1.3995981,1.62826,1.630982,1.2736308,1.2881397,-0.0145089
33,0.7934446,0.9453591,"('wrong', 'right')",1.0319784,1.191866,1.3599849,1.4161586,1.0618026,1.1844613,-0.1226587
52,0.76217395,0.65251577,"('irrational', 'rational')",1.1012756,1.2276042,-0.03384775,-0.118435234,0.6098673,0.5872282,0.0226391
6,0.7399531,1.0844787,"('distant', 'open')",1.4206557,1.8544434,0.46320805,0.66697514,0.8746056,1.2019658,-0.3273602
18,-0.7167423,-0.7910181,"('disagreeable', 'welcoming')",0.4689539,0.38079023,-0.6008295,-0.5443268,-0.2828726,-0.3181849,0.0353123
49,-0.69732285,-0.5435017,"('unable', 'able')",-0.9544992,-0.9003492,-0.723983,-0.6163043,-0.791935,-0.6867184,-0.1052166
47,-0.68617886,-0.6655265,"('stupid', 'smart')",-1.3235289,-1.4966806,-0.56732905,-0.5778178,-0.8590123,-0.9133417,0.0543294
22,-0.64347756,-0.9075817,"('untrustworthy', 'trustworthy')",-0.43823364,-0.6990287,-1.0190821,-0.99659324,-0.7002645,-0.8677345,0.16747
83,0.6293769,0.62806886,"('powerless', 'powerful')",-0.28866404,-0.41496333,0.558231,0.6043153,0.2996479,0.2724736,0.0271743
20,-0.60456717,-0.7445538,"('rough', 'thoughtful')",-0.8157231,-1.0130421,-0.17429829,-0.15035117,-0.5315295,-0.6359824,0.1044529
38,-0.60029745,-0.4963218,"('untruthful', 'truthful')",-1.1949227,-1.1632764,0.052873768,0.064981945,-0.5807821,-0.5315388,-0.0492433
61,0.57527256,0.4624956,"('illogical', 'logical')",-1.0198967,-1.0587369,0.6098104,0.61002576,0.0550621,0.0045948,0.0504673
8,-0.5592524,-0.49467397,"('unaffectionate', 'affectionate')",0.048617676,0.12100482,-0.58741784,-0.37197688,-0.3660175,-0.2485487,-0.1174688
13,-0.52937746,-0.5984311,"('impolite', 'polite')",-1.8826799,-2.0008154,0.3647051,0.29762462,-0.6824508,-0.7672073,0.0847565
26,-0.51400375,-0.90141904,"('hardhearted', 'benevolent')",1.3670733,1.0984042,-0.6088972,-0.6012702,0.0813908,-0.1347617,0.2161525
44,0.5021446,0.6584415,"('prejudiced', 'unprejudiced')",0.36854517,0.5525911,0.44910407,0.62267154,0.4399313,0.6112347,-0.1713034
81,-0.5005935,-0.7614982,"('submissive', 'aggressive')",-1.8365848,-2.123982,-0.6377238,-0.7460826,-0.9916341,-1.2105209,0.2188868
32,-0.48945525,-0.5020436,"('unkind', 'kind')",-0.42674363,-0.44967538,-0.66767573,-0.4824949,-0.5279582,-0.4780713,-0.0498869
39,0.48647016,0.5542358,"('exploitative', 'cooperative')",-0.57848924,-0.6737928,0.43792847,0.53693956,0.1153031,0.1391275,-0.0238244
41,-0.4815518,-0.99555975,"('unforgiving', 'forgiving')",-1.6473693,-1.9853398,-0.3359404,-0.4406662,-0.8216205,-1.1405219,0.3189014
80,0.47789204,0.17930906,"('dominated', 'dominating')",-1.2215116,-1.7010014,-0.09679143,-0.38446727,-0.280137,-0.6353865,0.3552495
76,0.44700438,0.2990943,"('anxious', 'daring')",0.20947814,-0.070576966,0.16048126,0.19997907,0.2723213,0.1428321,0.1294892
69,0.43041897,0.61674523,"('lazy', 'industrious')",1.5753459,1.7941732,1.4396611,1.5429275,1.1484753,1.3179487,-0.1694734
67,0.41123444,0.49464658,"('doubtful', 'determined')",-0.530779,-0.5782185,0.4024053,0.4330632,0.0942869,0.1164971,-0.0222102
58,0.40029028,-0.045906335,"('undiscriminating', 'discriminating')",0.3297138,-0.13527434,0.25064498,0.0781519,0.326883,-0.0343429,0.3612259
25,-0.39614314,-0.42630747,"('egoistic', 'altruistic')",0.15906459,0.27863216,0.35487798,0.3900557,0.0392665,0.0807935,-0.041527
16,0.39099702,0.38865978,"('unpopular', 'popular')",1.0946825,1.3168223,0.27577025,0.24815291,0.5871499,0.6512117,-0.0640618
60,0.38591188,0.43297035,"('inefficient', 'efficient')",-2.3526573,-2.7406359,0.0499005,0.19617319,-0.6389483,-0.7038308,0.0648825
46,-0.36000884,-0.4231949,"('uncompetitive', 'competitive')",-1.7497066,-1.9279834,-0.57479024,-0.3284485,-0.8948352,-0.8932089,-0.0016263
12,0.34801474,0.36126837,"('unsupportive', 'supportive')",-1.0245547,-1.0554419,0.58974516,0.74901706,-0.0289316,0.0182812,-0.0472128
17,-0.33861,-0.41364193,"('nasty', 'nice')",-0.19719067,-0.29062364,0.7107445,0.59095174,0.0583146,-0.0377713,0.0960859
48,-0.31434196,-0.6536299,"('unintelligent', 'intelligent')",-2.1250587,-2.5191116,-1.4501044,-1.513102,-1.2965016,-1.5619478,0.2654462
11,-0.30951223,-0.32056156,"('unhelpful', 'helpful')",-2.4119127,-2.6068158,-0.96052194,-0.9004236,-1.2273156,-1.2759337,0.0486181
54,-0.30315167,-0.029295903,"('incapable', 'capable')",0.2900737,0.6417084,0.7412365,1.0424292,0.2427195,0.5516139,-0.3088944
77,-0.30251044,-0.29585397,"('unmotivated', 'motivated')",-0.654597,-0.7529997,0.21029311,0.29880977,-0.2489381,-0.2500146,0.0010765
66,0.29567677,0.30947375,"('inactive', 'active')",1.6329193,1.7111502,0.73709816,0.63814044,0.8885647,0.8862548,0.0023099
35,-0.2936608,-0.20738134,"('corrupt', 'incorrupt')",1.3168807,1.5162051,0.33195108,0.2652064,0.4517237,0.5246767,-0.072953
75,0.2864527,0.4859379,"('meek', 'impulsive')",0.81853044,1.3037728,0.3820052,0.56968814,0.4956628,0.7864663,-0.2908035
14,-0.26586786,-0.7964184,"('antisocial', 'social')",-1.4889851,-2.0373924,-0.41954207,-0.6208902,-0.7247984,-1.151567,0.4267686
72,-0.26272202,-0.12321594,"('unambitious', 'ambitious')",-0.8703924,-0.6997662,-0.1533084,0.007914877,-0.4288076,-0.2716891,-0.1571185
30,-0.24509898,-0.5692674,"('intolerant', 'tolerant')",-1.9669436,-2.4257247,-0.5948689,-0.6951883,-0.9356372,-1.2300602,0.294423
70,-0.24449685,-0.32130387,"('lethargic', 'energetic')",-1.1792781,-1.5530611,-0.78837097,-0.72706723,-0.7373819,-0.8671441,0.1297622
31,-0.24003644,-0.4080619,"('evil', 'good')",1.7729741,1.9328246,0.7395179,0.5092248,0.7574852,0.6779958,0.0794894
7,-0.23550513,-0.41539666,"('insensitive', 'sensitive')",-1.8353565,-2.2886043,-0.8570382,-0.83824795,-0.9759666,-1.1807497,0.2047831
74,-0.22427794,-0.29115704,"('undedicated', 'dedicated')",-0.42898604,-0.56973666,-0.4051605,-0.37784082,-0.3528082,-0.4129115,0.0601033
24,-0.20826128,-0.5395729,"('dishonest', 'honest')",-1.1461233,-1.4290785,-0.81975085,-0.8344758,-0.7247118,-0.9343757,0.2096639
71,-0.19687104,-0.030489175,"('diffident', 'self-confident')",0.13407086,0.19096544,1.0837288,1.1783131,0.3403095,0.4462632,-0.1059537
21,0.1917134,0.065958194,"('immoral', 'moral')",-0.957555,-1.2270628,-0.49536195,-0.3652757,-0.4204012,-0.5087935,0.0883923
51,-0.18502113,-0.23354848,"('uneducated', 'educated')",-0.3371973,-0.49370396,-0.04357118,-0.20527911,-0.1885965,-0.3108438,0.1222473
45,0.18380569,-0.32374418,"('incompetent', 'competent')",-2.3243601,-2.8372338,-0.4642058,-0.5647576,-0.8682534,-1.2419118,0.3736584
29,-0.17579867,-0.26591802,"('unfair', 'fair')",0.12832847,0.15895694,-0.9344232,-1.0337516,-0.3272978,-0.3802376,0.0529398
40,-0.1654126,-0.5826879,"('stingy', 'generous')",-0.9218784,-1.3107588,0.0770242,0.0069161095,-0.3367556,-0.6288435,0.2920879
84,-0.14681965,-0.07711889,"('inferior', 'superior')",-0.17371574,-0.12503001,-0.17431785,-0.15193108,-0.1649511,-0.1180267,-0.0469244
37,0.14478767,0.12512109,"('fake', 'genuine')",-0.87960726,-1.0348934,-0.030006483,-0.039066784,-0.254942,-0.3162797,0.0613377
5,0.14276959,0.45952478,"('distant', 'outgoing')",0.9741335,1.4132581,0.5375222,0.74940526,0.5514751,0.8740627,-0.3225876
50,0.14034149,0.29476365,"('clumsy', 'skillful')",0.76924527,1.0052578,0.5162445,0.5248399,0.4752771,0.6082871,-0.13301
4,-0.14027108,-0.31806245,"('disliked', 'liked')",0.7577016,0.8546146,0.9012941,0.7841305,0.5062416,0.4402276,0.066014
3,0.12380389,0.011422556,"('repellent', 'pleasant')",-1.4650034,-1.3464437,-0.5045284,-0.5554476,-0.6152426,-0.6301562,0.0149136
68,0.11817765,0.2863842,"('dependent', 'independent')",-1.2542776,-1.1399593,-0.79039454,-0.91106826,-0.6421648,-0.5882145,-0.0539503
63,-0.10401159,-0.10436371,"('unperceptive', 'insightful')",-0.6261784,-0.8488879,-0.10378525,-0.067760125,-0.2779917,-0.3403372,0.0623455
27,-0.098532215,-0.046064984,"('hardhearted', 'softhearted')",-1.3618098,-1.3543057,-0.23696685,-0.27512056,-0.5657696,-0.5584971,-0.0072725
55,-0.09654135,-0.52810246,"('incompetent', 'clever')",-1.6123673,-2.1980407,-1.1741525,-1.2738067,-0.9610204,-1.3333166,0.3722962
19,0.075958356,0.22530647,"('inhospitable', 'hospitable')",0.49244434,0.7608533,-0.09329342,0.011844516,0.1583698,0.3326681,-0.1742983
65,-0.049317434,-0.09586555,"('insecure', 'secure')",-1.3827815,-1.8131611,-0.7494171,-0.8148076,-0.7271721,-0.9079448,0.1807727
56,-0.02827391,0.14948794,"('impractical', 'practical')",-2.0383732,-2.1181417,-0.10002295,0.1753032,-0.7222234,-0.5977835,-0.1244399
43,0.027415179,0.07152623,"('irresponsible', 'responsible')",-2.3346555,-2.6088622,-0.35651162,-0.117733985,-0.8879173,-0.8850233,-0.002894
9,0.024899408,0.1760733,"('unaffectionate', 'caring')",-0.5691898,-0.5493655,-0.098660335,0.143873,-0.2143169,-0.0764731,-0.1378438
59,0.024801888,0.39484823,"('foolish', 'wise')",1.0708219,1.4278308,0.0987912,0.1735281,0.3981383,0.6654024,-0.2672641
79,-0.017046645,0.254366,"('wavering', 'unwavering')",1.17052,1.5119425,0.18510604,0.341542,0.4461931,0.7026169,-0.2564238
34,0.015802994,0.17900886,"('mean', 'honorable')",-0.69912744,-0.6650303,0.18913035,0.29188573,-0.1647314,-0.0647119,-0.1000195
36,0.014884343,-0.04228653,"('hostile', 'amicable')",0.77731335,1.0216454,0.3457099,0.24147643,0.3793025,0.4069451,-0.0276426
88,0.007826198,-0.10761334,"('low', 'eminent')",-0.16581956,-0.14217879,-0.72457063,-0.72687626,-0.294188,-0.3255561,0.0313681
