,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
10,-3.6258144,-3.7765348,"('unsympathetic', 'sympathetic')",-3.138926,-3.33076,-3.1071448,-3.127427,0.2137452,-0.18316862,-2.414535,-2.6044726,0.1899376
57,-3.037898,-3.2327464,"('unimaginative', 'imaginative')",-1.8420218,-2.1942952,-1.9113877,-1.8850479,-3.1276164,-3.291369,-2.4797311,-2.6508646,0.1711335
48,-2.865697,-2.9564054,"('unintelligent', 'intelligent')",-2.091885,-2.4052074,-1.632916,-1.7244228,0.08921341,-0.0015475564,-1.6253211,-1.7718958,0.1465747
60,-2.510337,-2.4616551,"('inefficient', 'efficient')",-2.781058,-2.9709394,-1.7194406,-1.6524411,-0.07180764,0.10705224,-1.7706609,-1.7444957,-0.0261652
30,-2.4083595,-2.3857071,"('intolerant', 'tolerant')",-2.9816287,-3.0059507,-1.5022391,-1.3739872,0.24537729,0.30572304,-1.6617125,-1.6149805,-0.046732
55,-2.320221,-2.581763,"('incompetent', 'clever')",-1.6547493,-2.0298953,-1.2884325,-1.3881286,0.5255176,0.31331307,-1.1844714,-1.4216185,0.2371471
21,-2.3141198,-2.22597,"('immoral', 'moral')",-1.886685,-1.8464035,-2.2195468,-2.0931766,-0.964261,-1.1250156,-1.8461531,-1.8226415,-0.0235116
85,2.304083,2.949595,"('insignificant', 'prestigious')",2.584207,2.8206575,2.6644392,3.2901773,-0.35913342,0.09382419,1.7983991,2.2885635,-0.4901644
14,-2.2853596,-2.330196,"('antisocial', 'social')",-0.950426,-1.2482911,-0.6962191,-0.764315,-0.08680655,-0.53461254,-1.0047028,-1.2193537,0.2146509
7,-2.2751796,-2.201289,"('insensitive', 'sensitive')",-2.1736913,-2.2692807,-2.0707936,-1.9351113,0.42262813,0.14262073,-1.5242591,-1.565765,0.0415059
70,-2.2739127,-2.4108994,"('lethargic', 'energetic')",-1.7527761,-1.9137894,-2.0984826,-2.020944,0.41945705,0.095613495,-1.4264286,-1.5625049,0.1360763
0,-2.2684543,-2.2798057,"('unsociable', 'sociable')",-1.3719134,-1.5896677,-0.6589582,-0.83301204,0.20847729,-0.07975395,-1.0227121,-1.1955599,0.1728478
81,-2.2574253,-2.3841834,"('submissive', 'aggressive')",-1.5255582,-1.6738061,-1.791832,-1.8866425,-0.5376332,-0.8994032,-1.5281122,-1.7110088,0.1828966
69,2.2283075,2.8846478,"('lazy', 'industrious')",2.90147,3.1439726,1.757453,2.0181675,-0.6164522,-0.24063072,1.5676945,1.9515394,-0.3838449
86,-2.2170064,-2.3069675,"('uninfluential', 'influential')",-1.5283086,-1.8311331,-0.63724154,-0.6542728,-0.08362638,-0.2585156,-1.1165457,-1.2627223,0.1461766
28,-2.1022718,-2.1929758,"('disloyal', 'loyal')",-1.3396326,-1.7176455,-1.2426331,-1.4694217,0.8766661,0.6276092,-0.951968,-1.1881084,0.2361404
23,-2.096981,-2.3154082,"('insincere', 'sincere')",-2.790695,-2.7807987,-1.2644429,-1.2843609,5.756839,5.4766474,-0.0988201,-0.22598,0.1271599
3,-2.0417328,-2.0063217,"('repellent', 'pleasant')",-0.5148064,-0.60964465,-0.95700353,-1.0776166,0.4259893,0.24542952,-0.7718883,-0.8620384,0.0901501
5,2.0175328,2.4038177,"('distant', 'outgoing')",1.7139957,1.7953689,2.4940853,2.7162366,-0.028873399,-0.028801098,1.549185,1.7216555,-0.1724705
43,-2.0166924,-2.0012023,"('irresponsible', 'responsible')",-3.4900901,-3.3674557,-1.4887931,-1.2449827,0.7509474,0.7178039,-1.5611571,-1.4739592,-0.0871979
65,-1.989043,-2.3026366,"('insecure', 'secure')",-1.5814319,-1.7986772,-2.0595982,-2.1453724,-0.025822327,-0.16519038,-1.4139738,-1.6029691,0.1889953
11,-1.9354097,-2.147237,"('unhelpful', 'helpful')",-2.4606714,-2.6932588,-1.1122231,-1.2811117,2.1501825,2.0156958,-0.8395304,-1.0264781,0.1869477
13,-1.9289889,-1.9459109,"('impolite', 'polite')",-2.684353,-2.634629,-1.1994512,-1.3838058,0.39229771,0.13467517,-1.355124,-1.4574176,0.1022936
6,1.8983698,2.3380752,"('distant', 'open')",1.7795517,1.8678335,2.3916218,2.5766904,0.24244413,0.29425442,1.5779969,1.7692134,-0.1912165
73,1.8033735,2.0951607,"('helpless', 'self-reliant')",0.70781887,0.81882626,0.16652328,0.5052333,-3.5475147,-3.3417275,-0.2174498,0.0193732,-0.236823
45,-1.7920818,-2.1041365,"('incompetent', 'competent')",-1.852847,-2.4260764,-1.9963088,-2.1025755,-0.13214833,-0.5402778,-1.4433465,-1.7932667,0.3499202
35,1.7891908,2.0405436,"('corrupt', 'incorrupt')",2.073646,2.242277,1.0123605,0.970233,-0.3867524,-0.34457505,1.1221112,1.2271197,-0.1050085
62,-1.7806942,-1.9370723,"('incompetent', 'brilliant')",-2.6829116,-2.8590143,-0.8820953,-0.79199356,-0.053422447,-0.08284436,-1.3497809,-1.417731,0.0679501
79,1.7068051,1.9034913,"('wavering', 'unwavering')",2.0455709,2.0498896,1.0237834,1.2137022,-0.30545783,-0.4014027,1.1176753,1.1914201,-0.0737448
41,-1.6695735,-1.2528975,"('unforgiving', 'forgiving')",-2.1913903,-2.102064,-1.1744871,-0.7372916,0.18217874,0.10372309,-1.2133181,-0.9971324,-0.2161857
75,1.6279354,1.6679361,"('meek', 'impulsive')",0.5119697,0.54827356,0.1829312,0.5211022,-0.43939567,-0.5099825,0.4708601,0.5568323,-0.0859722
82,-1.571609,-1.7871801,"('poor', 'rich')",-1.0894212,-1.3830837,-1.5498952,-1.5205997,6.214091,5.67086,0.5007913,0.2449991,0.2557922
24,-1.4015441,-1.2656591,"('dishonest', 'honest')",-2.8181508,-2.8485503,-0.9738366,-0.7035774,0.7127063,0.49454474,-1.1202064,-1.0808105,-0.0393959
66,1.3900245,1.5452107,"('inactive', 'active')",1.9415762,2.0729878,1.4256114,1.6433831,1.1531409,1.1022477,1.4775883,1.5909573,-0.113369
53,-1.3678757,-1.2545505,"('uncreative', 'creative')",0.27920634,0.2932405,0.16741952,0.5453633,0.98631454,1.1255778,0.0162662,0.1774078,-0.1611416
84,1.3638185,1.2164215,"('inferior', 'superior')",1.0239587,0.96116084,0.41147807,0.3391258,0.8202726,0.7253272,0.904882,0.8105088,0.0943732
46,-1.337428,-1.7967302,"('uncompetitive', 'competitive')",-1.186058,-1.4435222,-1.2299403,-1.2546371,-0.5017072,-0.82820415,-1.0637834,-1.3307735,0.2669901
27,-1.332684,-1.3620995,"('hardhearted', 'softhearted')",-1.8535404,-1.9555464,-0.8833113,-1.0886309,0.9302223,0.6736117,-0.7848284,-0.9331663,0.1483379
