,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
72,1.0089855,1.1658105,"('unambitious', 'ambitious')",-1.0347712,-0.92096,-0.9988549,-0.8301674,-0.3415469,-0.1951057,-0.1464412
85,1.0025779,0.5712088,"('insignificant', 'prestigious')",1.0604038,0.8057065,0.31298345,0.04235425,0.7919884,0.4730898,0.3188986
22,-0.9722616,-0.84378844,"('untrustworthy', 'trustworthy')",-1.0818397,-1.0470525,-0.821096,-0.70496845,-0.9583991,-0.8652698,-0.0931293
31,-0.92308676,-1.1511265,"('evil', 'good')",0.4934336,0.23209623,-1.3395933,-1.3536762,-0.5897488,-0.7575688,0.16782
42,0.9059725,0.78772175,"('unreliable', 'reliable')",0.6665697,0.5515294,-2.6604187,-2.647721,-0.3626255,-0.4361566,0.0735311
38,0.8999216,0.91412187,"('untruthful', 'truthful')",-0.0009100083,0.044306755,0.17134842,0.40401235,0.3567867,0.454147,-0.0973603
25,-0.88417727,-1.0599916,"('egoistic', 'altruistic')",0.79974514,0.760298,1.2637361,1.1043837,0.3931013,0.26823,0.1248713
28,0.8811298,0.7002746,"('disloyal', 'loyal')",-1.0009601,-0.95587647,0.7762396,0.79768217,0.2188031,0.1806934,0.0381097
3,-0.87853104,-0.8644705,"('repellent', 'pleasant')",-0.28563043,-0.24619293,0.19704053,0.01552948,-0.3223736,-0.3650446,0.042671
67,0.86931324,1.0005507,"('doubtful', 'determined')",0.048582144,0.04421278,-0.6509613,-0.54345894,0.088978,0.1671015,-0.0781235
27,0.83370316,0.40072638,"('hardhearted', 'softhearted')",0.06998763,-0.1654086,1.498849,1.3904243,0.8008466,0.541914,0.2589326
7,0.8287245,0.75346786,"('insensitive', 'sensitive')",-0.108804405,-0.11559973,0.9402177,0.87196755,0.5533793,0.5032786,0.0501007
80,0.82301044,0.95237213,"('dominated', 'dominating')",-0.06408305,0.040292624,-0.6664994,-0.7710832,0.0308093,0.0738605,-0.0430512
52,-0.81374156,-0.9582096,"('irrational', 'rational')",-0.24463636,-0.37310377,-0.50486386,-0.63396096,-0.5210806,-0.6550914,0.1340108
33,0.8062047,0.5940145,"('wrong', 'right')",1.2993467,1.246965,-0.76531833,-0.8189231,0.4467443,0.3406855,0.1060588
57,-0.7984185,-1.0039575,"('unimaginative', 'imaginative')",-0.29989246,-0.3194127,-2.776814,-2.9573781,-1.2917083,-1.4269161,0.1352078
5,0.78441685,0.61332333,"('distant', 'outgoing')",0.9351454,0.8132989,-0.16046922,0.059854567,0.5196977,0.4954922,0.0242055
2,0.76324224,0.48379895,"('unlikable', 'likable')",1.2999167,1.1614066,0.6622196,0.5699024,0.9084595,0.7383693,0.1700902
59,0.6585015,0.5149592,"('foolish', 'wise')",-0.15017183,-0.31877407,0.4033494,0.46849254,0.303893,0.2215592,0.0823338
55,-0.61900514,-0.43847758,"('incompetent', 'clever')",-1.6230141,-1.3732746,0.2704136,0.094388485,-0.6572018,-0.5724545,-0.0847473
21,-0.6072209,-0.71384615,"('immoral', 'moral')",-0.6974863,-0.60371673,-0.4469394,-0.53542787,-0.5838822,-0.6176635,0.0337813
13,0.6029263,0.793235,"('impolite', 'polite')",-0.049744733,0.1382348,0.21918382,0.34284985,0.2574551,0.4247732,-0.1673181
18,-0.59592617,-0.9023257,"('disagreeable', 'welcoming')",-0.38109902,-0.52848804,-0.6427975,-0.6429979,-0.5399409,-0.6912706,0.1513297
70,0.56229734,0.6317688,"('lethargic', 'energetic')",-0.97859275,-0.8479009,1.0475653,1.1610563,0.2104233,0.3149747,-0.1045514
76,0.55066115,0.752447,"('anxious', 'daring')",0.3139826,0.4661659,0.6963651,0.8717352,0.5203363,0.6967827,-0.1764464
6,0.54914737,0.29655755,"('distant', 'open')",0.8342425,0.629974,0.47647214,0.57975435,0.619954,0.5020953,0.1178587
68,-0.5323954,-0.5292536,"('dependent', 'independent')",-1.4988997,-1.4330313,-0.17502184,-0.08818509,-0.735439,-0.68349,-0.051949
51,0.5284052,0.48614043,"('uneducated', 'educated')",-1.1179702,-1.0278597,0.936747,0.8741466,0.1157273,0.1108091,0.0049182
37,0.49479872,0.45069095,"('fake', 'genuine')",-1.0527493,-1.0895886,0.47501096,0.51263756,-0.0276465,-0.0420867,0.0144402
10,0.48837036,0.40871638,"('unsympathetic', 'sympathetic')",-1.7707185,-1.7291137,0.18820247,0.17359272,-0.3647152,-0.3822682,0.017553
62,0.442424,0.5629439,"('incompetent', 'brilliant')",-0.1886007,0.052089673,0.5671342,0.8229747,0.2736525,0.4793361,-0.2056836
50,0.44159377,0.21422723,"('clumsy', 'skillful')",0.6306574,0.45198822,0.66596454,0.6427181,0.5794052,0.4363112,0.143094
15,0.4274841,0.40422714,"('boring', 'funny')",1.122231,1.0617216,0.5016661,0.6788429,0.6837937,0.7149305,-0.0311368
58,0.40495658,0.26466328,"('undiscriminating', 'discriminating')",1.0539519,0.9104326,0.08937027,-0.0774407,0.5160929,0.365885,0.1502079
17,-0.40401906,-0.23767313,"('nasty', 'nice')",0.7147174,0.80489445,-0.8419037,-0.839515,-0.1770685,-0.0907646,-0.0863039
87,0.40200928,0.45536602,"('unsuccessful', 'successful')",1.1293557,1.2230428,0.96798116,0.92226166,0.8331153,0.8668902,-0.0337749
35,0.39318144,0.3937201,"('corrupt', 'incorrupt')",0.98751605,0.92265034,-0.51092094,-0.3999177,0.2899255,0.3054843,-0.0155588
32,0.38673547,0.31128263,"('unkind', 'kind')",0.25136414,0.31216633,1.3338195,1.3584808,0.6573064,0.6606433,-0.0033369
40,0.37872565,0.23927845,"('stingy', 'generous')",0.88605493,0.8870274,-1.6693645,-1.9165488,-0.1348613,-0.2634143,0.128553
14,-0.36415365,-0.0071512014,"('antisocial', 'social')",-0.6259104,-0.34129226,-0.7427528,-0.7269777,-0.5776056,-0.3584737,-0.2191319
8,0.35874665,0.024000391,"('unaffectionate', 'affectionate')",-0.56490856,-0.72559017,0.6121323,0.627062,0.1353235,-0.0248426,0.1601661
47,-0.3506304,-0.22062762,"('stupid', 'smart')",0.008061966,0.14332251,6.079934,6.4924235,1.9124552,2.1383727,-0.2259175
46,-0.32040894,-0.43017775,"('uncompetitive', 'competitive')",-0.02753716,0.10829695,-0.39262143,-0.4664418,-0.2468559,-0.2627742,0.0159183
77,-0.30978787,-0.5274493,"('unmotivated', 'motivated')",0.9128754,0.91845226,-0.9603288,-1.0313009,-0.1190804,-0.2134326,0.0943522
78,0.2934371,0.030944262,"('nonresilient', 'resilient')",1.1972132,1.1909404,0.95577174,1.0634956,0.815474,0.7617935,0.0536805
45,-0.26175886,-0.16072224,"('incompetent', 'competent')",-1.3143381,-1.270281,-0.04555366,-0.18368079,-0.5405502,-0.538228,-0.0023222
53,-0.2537798,-0.5309774,"('uncreative', 'creative')",0.73331785,0.63577354,1.0176744,1.0130109,0.4990708,0.3726023,0.1264685
49,0.24684122,0.3497718,"('unable', 'able')",-0.3831438,-0.21417549,0.0854481,0.34073195,-0.0169515,0.1587761,-0.1757276
65,0.23155554,0.39904243,"('insecure', 'secure')",-0.4206839,-0.35388267,-0.20520294,-0.14167793,-0.1314438,-0.0321727,-0.0992711
34,0.21936919,0.098365635,"('mean', 'honorable')",0.41885716,0.41888395,6.4422207,6.6508384,2.3601491,2.3893627,-0.0292136
11,0.20094779,0.23353237,"('unhelpful', 'helpful')",-1.1038536,-0.91100615,2.2296345,2.438683,0.4422429,0.5870697,-0.1448268
19,0.19690202,0.097142026,"('inhospitable', 'hospitable')",-0.4796247,-0.68159246,-0.112826034,-0.052776784,-0.1318496,-0.2124091,0.0805595
48,0.19014114,0.20139664,"('unintelligent', 'intelligent')",-1.1036886,-0.94567776,0.80264133,0.77060276,-0.0369687,0.0087739,-0.0457426
60,-0.1862135,0.11347935,"('inefficient', 'efficient')",-0.3745695,-0.053428635,0.40526825,0.59323466,-0.0518383,0.2177618,-0.2696001
20,0.17119206,0.17459895,"('rough', 'thoughtful')",0.25670394,0.23110476,1.125352,0.9458409,0.5177493,0.4505149,0.0672344
4,-0.13293728,-0.15719754,"('disliked', 'liked')",0.46802026,0.36787853,-6.762811,-6.9860005,-2.1425761,-2.2584399,0.1158638
1,-0.119118854,-0.5042242,"('unfriendly', 'friendly')",0.44570163,0.26060364,1.9379287,1.7897427,0.7548372,0.5153741,0.2394631
86,-0.086447634,-0.2958727,"('uninfluential', 'influential')",-1.1389636,-1.1487081,0.3601456,0.044140857,-0.2884219,-0.4668133,0.1783914
69,0.08285016,-0.17083018,"('lazy', 'industrious')",2.0585945,1.9208027,-0.6616143,-0.73363787,0.4932768,0.3387783,0.1544985
29,-0.07370645,0.16524485,"('unfair', 'fair')",-0.07773304,-0.062286623,-0.4683774,-0.5471135,-0.2066056,-0.1480517,-0.0585539
64,-0.07257831,-0.043458086,"('shy', 'confident')",-0.8658784,-0.7724514,-6.820328,-6.9942727,-2.5862616,-2.603394,0.0171324
0,0.06252691,0.10826296,"('unsociable', 'sociable')",-0.09282916,0.022038229,-0.08243014,-0.18794599,-0.0375775,-0.0192149,-0.0183626
41,-0.061878793,-0.23610105,"('unforgiving', 'forgiving')",0.5442662,0.4364067,-0.28869286,-0.4032303,0.0645649,-0.0676416,0.1322065
88,0.049188334,-0.09663476,"('low', 'eminent')",-1.2051846,-1.1890471,0.40445364,0.425917,-0.2505142,-0.2865883,0.0360741
36,0.022299614,-0.3929699,"('hostile', 'amicable')",1.7931082,1.4493256,-0.14292628,-0.24128242,0.5574938,0.2716911,0.2858027
61,0.0050828084,0.073345624,"('illogical', 'logical')",0.314927,0.38337487,0.30242217,0.2777406,0.2074773,0.2448204,-0.0373431
