,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
51,-0.50097835,-0.3921352,"('uneducated', 'educated')",-1.5609614,-1.7535185,0.79947597,0.75624025,-0.4208213,-0.4631378,0.0423165
34,0.47076654,0.47837192,"('mean', 'honorable')",0.6590622,0.76910925,5.7353735,5.9160423,2.2884007,2.3878412,-0.0994405
16,-0.46189094,-0.44451666,"('unpopular', 'popular')",-0.30123156,-0.04810669,0.64956427,0.62688404,-0.0378527,0.0447536,-0.0826063
47,0.45506823,0.48636508,"('stupid', 'smart')",-0.19889167,-0.18074688,4.849575,4.823452,1.7019172,1.7096901,-0.0077729
31,0.44296497,0.2563388,"('evil', 'good')",1.3566011,1.3154391,-1.3241951,-1.4989479,0.158457,0.0242767,0.1341803
72,0.43758655,0.40211436,"('unambitious', 'ambitious')",-0.63619536,-0.641662,-0.9267459,-0.94575095,-0.3751183,-0.3950995,0.0199812
76,-0.43426204,-0.26416343,"('anxious', 'daring')",-0.83515614,-0.81316644,0.47596604,0.5740395,-0.2644841,-0.1677635,-0.0967206
50,-0.42113584,-0.45250162,"('clumsy', 'skillful')",0.13094139,0.25698686,0.31454724,0.19185072,0.0081176,-0.0012213,0.0093389
52,0.4160919,0.1600391,"('irrational', 'rational')",1.070194,1.0270005,-0.36130288,-0.5254146,0.3749944,0.2205417,0.1544527
1,0.41049364,0.16274442,"('unfriendly', 'friendly')",1.8205479,1.5085849,1.581844,1.3561534,1.2709619,1.0091608,0.2618011
32,0.39919806,0.29527518,"('unkind', 'kind')",-0.1413009,-0.17841858,0.81376666,0.774532,0.3572213,0.2971296,0.0600917
67,0.38711596,0.52079225,"('doubtful', 'determined')",-0.8024479,-0.5045346,-0.8194995,-0.7092875,-0.4116105,-0.23101,-0.1806005
58,0.38525042,0.19706498,"('undiscriminating', 'discriminating')",0.88279855,0.7967959,0.35181195,0.328304,0.5399536,0.4407216,0.099232
66,0.37784964,0.2627532,"('inactive', 'active')",0.023134768,0.0068137795,1.3245982,1.222196,0.5751942,0.4972543,0.0779399
87,0.3710374,0.54422957,"('unsuccessful', 'successful')",-0.00976816,-0.117885605,1.099292,0.8725158,0.4868538,0.4329533,0.0539005
78,0.32330778,0.23294012,"('nonresilient', 'resilient')",0.4316619,0.4577771,0.9101995,0.8541723,0.5550564,0.5149632,0.0400932
86,-0.3200862,-0.516695,"('uninfluential', 'influential')",-0.2381109,-0.5257316,0.15824285,0.002505824,-0.1333181,-0.3466403,0.2133222
80,-0.31659102,-0.31238773,"('dominated', 'dominating')",-0.5086508,-0.5775231,-0.8739705,-0.95025885,-0.5664041,-0.6133899,0.0469858
20,0.30163452,0.39387208,"('rough', 'thoughtful')",-0.48470175,-0.6321181,1.5488038,1.4900271,0.4552455,0.4172603,0.0379852
4,-0.2946778,-0.3250975,"('disliked', 'liked')",0.07271073,-0.020215863,-6.2312565,-6.4193296,-2.1510746,-2.2548811,0.1038065
40,0.26758,0.029901247,"('stingy', 'generous')",-0.1897904,-0.34597254,-1.3488339,-1.5822712,-0.4236814,-0.6327808,0.2090994
13,-0.24146426,-0.15370493,"('impolite', 'polite')",-2.0689976,-2.2190704,-0.2347306,-0.30326957,-0.8483976,-0.892015,0.0436174
37,0.23504466,0.13720284,"('fake', 'genuine')",-0.26659563,-0.31744742,0.401645,0.3362354,0.1233647,0.0519969,0.0713678
6,0.1473736,-0.06833655,"('distant', 'open')",1.0007082,0.9656899,0.29482853,0.22742951,0.4809701,0.3749276,0.1060425
30,-0.1353615,-0.1929307,"('intolerant', 'tolerant')",-0.1856114,-0.16753295,1.0022604,0.9705757,0.2270958,0.2033707,0.0237251
27,0.12927237,0.27503988,"('hardhearted', 'softhearted')",0.026877265,0.048899874,1.362467,1.1261284,0.5062056,0.4833561,0.0228495
12,0.09955708,0.077988386,"('unsupportive', 'supportive')",0.21537086,0.22978702,-1.6045194,-1.630114,-0.4298638,-0.4407795,0.0109157
38,-0.0946959,-0.13397929,"('untruthful', 'truthful')",-0.4847544,-0.47485453,-0.032543354,-0.06604616,-0.2039979,-0.22496,0.0209621
29,0.058186993,0.09567428,"('unfair', 'fair')",0.5418129,0.5157702,-0.41792628,-0.5108495,0.0606912,0.0335317,0.0271595
62,0.052046485,0.24722517,"('incompetent', 'brilliant')",-1.1410979,-1.1144242,0.16571556,0.114339456,-0.3077786,-0.2509532,-0.0568254
19,-0.043387994,-0.14996868,"('inhospitable', 'hospitable')",-0.027301248,-0.057949163,-0.11174873,-0.22860837,-0.0608127,-0.1455087,0.084696
53,0.040410377,-0.21858722,"('uncreative', 'creative')",1.4194406,1.2551439,1.0786351,0.9746401,0.846162,0.670399,0.175763
5,-0.025684088,-0.2162841,"('distant', 'outgoing')",0.544492,0.51363695,-0.36076415,-0.37343216,0.0526812,-0.0253598,0.078041
74,0.021938175,-0.08753207,"('undedicated', 'dedicated')",0.12691396,0.009129319,0.19157302,0.066029824,0.1134751,-0.0041243,0.1175994
17,-0.020730343,-0.07246801,"('nasty', 'nice')",-0.21138412,-0.39001614,-0.66980314,-0.82374996,-0.3006392,-0.4287447,0.1281055
