,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
85,2.0662217,2.1667438,"('insignificant', 'prestigious')",1.8068511,2.0394056,0.4570474,0.4979797,1.4433734,1.5680429,-0.1246695
83,2.0237532,1.9598157,"('powerless', 'powerful')",-0.08050218,-0.11362444,-0.7175565,-0.67624927,0.4085648,0.3899807,0.0185841
45,-1.7003857,-1.7099057,"('incompetent', 'competent')",-1.8876473,-2.0974007,-0.35575342,-0.63867337,-1.3145955,-1.4819932,0.1673977
46,-1.6469303,-1.6627337,"('uncompetitive', 'competitive')",-1.6342065,-1.8160526,-0.20494571,-0.27747723,-1.1620276,-1.2520878,0.0900602
36,1.5968596,1.288115,"('hostile', 'amicable')",2.090334,1.9680638,0.28467223,0.2425793,1.3239552,1.1662527,0.1577025
70,-1.5639352,-1.329771,"('lethargic', 'energetic')",-1.8798381,-1.7298791,0.7417683,0.877945,-0.9006683,-0.7272351,-0.1734332
71,1.5638922,1.6217064,"('diffident', 'self-confident')",1.3905236,1.5020323,0.60282993,0.46184054,1.1857486,1.1951931,-0.0094445
88,1.4460235,1.5794673,"('low', 'eminent')",-0.57736236,-0.56458586,0.20115513,0.20075744,0.3566054,0.405213,-0.0486076
3,-1.3689502,-1.2480794,"('repellent', 'pleasant')",-1.2868159,-1.4366508,0.30393875,0.27937484,-0.7839424,-0.8017851,0.0178427
59,1.3133733,1.3922384,"('foolish', 'wise')",1.2176383,1.4953134,0.20125258,0.13914877,0.9107547,1.0089002,-0.0981455
73,1.2306602,1.2815168,"('helpless', 'self-reliant')",0.25608498,0.38226128,-3.1326773,-3.0925007,-0.5486441,-0.4762409,-0.0724032
57,-1.2099016,-1.5183918,"('unimaginative', 'imaginative')",-1.1705139,-1.5409352,-2.3060079,-2.5139387,-1.5621411,-1.8577553,0.2956142
9,1.189975,0.9802363,"('unaffectionate', 'caring')",1.2513975,1.2079576,0.8433999,0.7925331,1.0949241,0.9935757,0.1013484
15,1.1755803,1.238411,"('boring', 'funny')",1.2923485,1.358875,0.09619711,-0.03919089,0.8547087,0.8526983,0.0020104
33,1.128532,1.0174843,"('wrong', 'right')",0.8587146,0.86975896,-0.7665879,-0.86447763,0.4068863,0.3409219,0.0659644
22,-1.0508387,-0.8895657,"('untrustworthy', 'trustworthy')",-1.0772638,-1.325546,-0.92657346,-1.1518054,-1.0182254,-1.1223057,0.1040803
10,-0.9977537,-1.2266455,"('unsympathetic', 'sympathetic')",-1.6163412,-1.7695113,-0.12944153,-0.1892776,-0.9145122,-1.0618114,0.1472992
26,0.99188495,0.7521896,"('hardhearted', 'benevolent')",1.6839001,1.440577,1.6989915,1.6652399,1.4582589,1.2860022,0.1722567
35,0.9759363,0.8307621,"('corrupt', 'incorrupt')",1.4430554,1.5454084,-0.19396725,-0.2779435,0.7416747,0.699409,0.0422657
48,0.9583653,0.96400934,"('unintelligent', 'intelligent')",0.05539746,0.13447364,0.61050594,0.55443996,0.5414229,0.5509743,-0.0095514
65,-0.9421184,-0.7643041,"('insecure', 'secure')",-0.80428284,-0.9687954,-0.09371662,-0.08485696,-0.6133726,-0.6059855,-0.0073871
69,0.93043476,0.881084,"('lazy', 'industrious')",2.2552626,2.4205792,-0.43942106,-0.41698575,0.9154255,0.9615591,-0.0461336
49,-0.92235714,-0.9295809,"('unable', 'able')",-0.18561961,-0.20263894,-0.23104171,-0.33626556,-0.4463395,-0.4894952,0.0431557
28,0.9049325,0.5790243,"('disloyal', 'loyal')",0.25582826,0.041019037,0.8633032,0.63173705,0.674688,0.4172601,0.2574279
25,0.8662617,0.8654836,"('egoistic', 'altruistic')",1.3003466,1.281271,1.5656968,1.5864166,1.2441017,1.2443903,-0.0002886
11,-0.86453384,-0.7458781,"('unhelpful', 'helpful')",-1.1285954,-1.2095181,1.6506677,1.6732805,-0.1141539,-0.0940386,-0.0201153
68,-0.8618166,-0.9212681,"('dependent', 'independent')",-0.7163775,-0.7569442,-0.06329523,-0.14079079,-0.5471631,-0.6063344,0.0591713
2,0.85534286,1.059935,"('unlikable', 'likable')",0.7660531,0.8387746,0.6177932,0.59535295,0.7463964,0.8313541,-0.0849577
61,0.8403244,0.87604105,"('illogical', 'logical')",0.38501477,0.41919857,0.4415761,0.40076628,0.5556384,0.5653353,-0.0096969
64,-0.8262323,-0.6600387,"('shy', 'confident')",-1.3948485,-1.5597124,-5.8923483,-5.753806,-2.7044764,-2.6578525,-0.0466239
55,-0.8074482,-0.639398,"('incompetent', 'clever')",-1.2042783,-1.3081622,0.17711495,0.07522297,-0.6115372,-0.6241124,0.0125752
82,-0.79981714,-0.80447906,"('poor', 'rich')",-0.7902619,-0.7917297,5.693735,5.7437277,1.3678853,1.3825064,-0.0146211
0,-0.79517406,-0.8464081,"('unsociable', 'sociable')",-0.64765465,-0.94244456,-0.4012844,-0.5150473,-0.6147044,-0.7679667,0.1532623
79,0.7865417,0.53641856,"('wavering', 'unwavering')",-0.048497677,0.11603006,0.0041529424,0.066937186,0.247399,0.2397953,0.0076037
75,-0.78213453,-0.71212316,"('meek', 'impulsive')",-0.61541295,-0.4820943,-0.7111505,-0.66481024,-0.7028993,-0.6196759,-0.0832234
39,0.7787542,0.90064627,"('exploitative', 'cooperative')",0.50640863,0.38690102,0.13692889,0.11370574,0.4740306,0.4670844,0.0069462
14,0.77279925,0.9514838,"('antisocial', 'social')",-0.98859864,-1.1551983,-0.5284858,-0.52059394,-0.2480951,-0.2414362,-0.0066589
41,-0.7429828,-1.0061023,"('unforgiving', 'forgiving')",0.1396506,-0.07968077,0.021614926,-0.17320049,-0.1939058,-0.4196612,0.2257554
44,-0.73412794,-0.5403136,"('prejudiced', 'unprejudiced')",-1.066145,-1.0018162,-1.2070339,-1.004651,-1.0024356,-0.8489269,-0.1535087
21,0.731574,0.85506374,"('immoral', 'moral')",-1.503541,-1.6993568,-0.561257,-0.6463211,-0.444408,-0.4968714,0.0524634
81,-0.7170622,-0.5068578,"('submissive', 'aggressive')",-2.0585668,-2.1384912,-0.89639604,-0.8545679,-1.2240084,-1.166639,-0.0573694
18,-0.70131993,-0.85293406,"('disagreeable', 'welcoming')",-0.2045675,-0.40878308,-0.1972022,-0.29542133,-0.3676965,-0.5190461,0.1513496
56,0.6887591,0.7461442,"('impractical', 'practical')",-0.6778812,-0.59703666,-0.13787973,-0.0899525,-0.0423339,0.0197183,-0.0620522
77,0.65865403,0.7641646,"('unmotivated', 'motivated')",-0.597945,-0.59832895,-0.6250942,-0.5087622,-0.1881284,-0.1143088,-0.0738196
43,-0.6468874,-0.6612339,"('irresponsible', 'responsible')",-1.0517682,-1.0135379,0.6587484,0.6493321,-0.3466357,-0.3418132,-0.0048225
60,-0.6437681,-0.51489204,"('inefficient', 'efficient')",-1.116962,-1.2655092,0.29414093,0.41138664,-0.488863,-0.4563382,-0.0325248
8,0.6147898,0.36834472,"('unaffectionate', 'affectionate')",1.1011822,1.0413293,0.25058132,0.18186978,0.6555177,0.5305146,0.1250031
7,0.60551924,0.6180639,"('insensitive', 'sensitive')",-0.34966403,-0.38203222,0.8474174,0.73298025,0.3677576,0.323004,0.0447536
63,-0.5683886,-0.50969666,"('unperceptive', 'insightful')",-0.6673419,-0.69551694,1.168997,1.1256202,-0.0222445,-0.0265311,0.0042866
23,-0.5629799,-0.55086297,"('insincere', 'sincere')",-0.67835873,-0.7367366,5.3072815,5.267936,1.3553143,1.3267789,0.0285354
42,0.55492157,0.66388094,"('unreliable', 'reliable')",0.013913391,0.22550666,-2.4894404,-2.4806166,-0.6402018,-0.5304097,-0.1097921
84,0.551933,0.51100147,"('inferior', 'superior')",0.15236914,0.2810478,0.8834294,1.0007803,0.5292439,0.5976099,-0.068366
54,0.52368873,0.51800334,"('incapable', 'capable')",0.35031584,0.39284876,1.1171046,1.2359968,0.6637031,0.7156163,-0.0519132
24,0.50976604,0.51684916,"('dishonest', 'honest')",-0.72480506,-0.6998677,0.6658501,0.5375739,0.1502704,0.1181851,0.0320853
