,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
10,-3.0813646,-3.1611822,"('unsympathetic', 'sympathetic')",0.0725318,0.05653835,-0.41376698,-0.55909425,-1.1408666,-1.221246,0.0803794
69,2.741144,2.7653332,"('lazy', 'industrious')",-0.21379425,-0.18438993,-0.547424,-0.51535344,0.6599752,0.68853,-0.0285548
0,-2.6572762,-2.8101957,"('unsociable', 'sociable')",-0.3713913,-0.4868783,-0.6575355,-0.8874151,-1.2287343,-1.3948298,0.1660955
43,-2.5098433,-2.4819775,"('irresponsible', 'responsible')",0.57085365,0.56649935,0.28840366,0.144532,-0.5501953,-0.5903154,0.0401201
45,-2.486771,-2.5471745,"('incompetent', 'competent')",0.054567732,0.08330746,-0.7045177,-0.8863242,-1.0455737,-1.1167304,0.0711567
55,-2.3353186,-2.5047448,"('incompetent', 'clever')",0.71013814,0.62369436,-0.0909785,-0.22591433,-0.572053,-0.7023215,0.1302685
57,-2.2900898,-2.303338,"('unimaginative', 'imaginative')",-0.5451796,-0.5219025,-2.6725297,-2.6963024,-1.835933,-1.8405143,0.0045813
35,2.1694734,2.3600185,"('corrupt', 'incorrupt')",-2.0701923,-1.8872303,-0.33673045,-0.16831696,-0.0791498,0.1014904,-0.1806402
85,2.1282036,2.296188,"('insignificant', 'prestigious')",-0.69993824,-0.6090989,0.34788907,0.46441904,0.5920515,0.7171694,-0.1251179
14,-2.0751743,-2.1755514,"('antisocial', 'social')",1.5840182,1.5220922,-0.9435265,-1.065433,-0.4782275,-0.5729641,0.0947366
13,-2.0323207,-2.1498787,"('impolite', 'polite')",0.28675345,0.21509424,0.15591857,-0.025438383,-0.5298829,-0.6534077,0.1235248
76,-2.0289452,-2.20684,"('anxious', 'daring')",0.97332996,0.85096365,0.081110336,-0.0075711664,-0.3248349,-0.4544826,0.1296477
46,-1.9497948,-2.1209884,"('uncompetitive', 'competitive')",1.2371514,1.1621641,-0.6748129,-0.7423944,-0.4624854,-0.5670729,0.1045875
36,1.9443004,1.9860457,"('hostile', 'amicable')",-1.7938241,-1.6825492,0.019516721,-0.038217764,0.0566644,0.0884262,-0.0317618
81,-1.9233617,-2.219753,"('submissive', 'aggressive')",1.6121486,1.282179,-0.5815091,-0.85612065,-0.297574,-0.5978982,0.3003242
70,-1.866109,-2.1096144,"('lethargic', 'energetic')",0.59502167,0.40789217,0.5231843,0.2676097,-0.249301,-0.4780375,0.2287365
62,-1.8447444,-1.851389,"('incompetent', 'brilliant')",1.2701906,1.3291162,0.006982848,-0.005024504,-0.1891903,-0.1757658,-0.0134245
33,1.6846117,1.6268873,"('wrong', 'right')",0.5324361,0.4833082,-0.38329172,-0.4320414,0.611252,0.5593847,0.0518673
30,-1.6775446,-1.6847827,"('intolerant', 'tolerant')",1.2944716,1.4051967,1.123883,1.1126038,0.2469367,0.2776726,-0.0307359
28,-1.6417186,-1.6226603,"('disloyal', 'loyal')",-0.97545147,-1.029153,0.98219025,0.91198987,-0.5449933,-0.5799411,0.0349478
79,1.6056697,1.6928716,"('wavering', 'unwavering')",-0.93575156,-0.8530925,0.07370221,0.100276574,0.2478735,0.3133519,-0.0654784
7,-1.5971076,-1.7473557,"('insensitive', 'sensitive')",0.44803464,0.35062835,0.85716176,0.6444212,-0.0973037,-0.2507687,0.153465
56,-1.5763485,-1.5210885,"('impractical', 'practical')",1.3781744,1.4168848,-0.17127475,-0.09235579,-0.1231496,-0.0655198,-0.0576298
21,-1.5633553,-1.7588121,"('immoral', 'moral')",1.2375393,1.1899451,-0.8104112,-0.80113643,-0.3787424,-0.4566678,0.0779254
86,-1.5036433,-1.5761818,"('uninfluential', 'influential')",0.8464333,0.76855266,-0.024889974,-0.253697,-0.2273666,-0.3537754,0.1264088
72,-1.4308109,-1.429252,"('unambitious', 'ambitious')",0.36852354,0.34809977,-0.8794918,-0.8404405,-0.6472597,-0.6405309,-0.0067288
60,-1.4096557,-1.614758,"('inefficient', 'efficient')",2.514691,2.4949102,0.1011738,-0.024739433,0.4020697,0.2851376,0.1169321
31,1.3940569,1.6272769,"('evil', 'good')",-1.4464581,-1.3502724,-1.3609308,-1.2716262,-0.4711107,-0.3315406,-0.1395701
23,-1.3870969,-1.5608369,"('insincere', 'sincere')",1.0772467,0.96893024,5.6777163,5.4146986,1.7892887,1.6075974,0.1816913
41,-1.3636701,-1.4382232,"('unforgiving', 'forgiving')",-0.46102732,-0.5128717,0.4982811,0.32124764,-0.4421388,-0.5432824,0.1011436
22,-1.2889504,-1.4353663,"('untrustworthy', 'trustworthy')",0.72773254,0.48286635,-0.8295859,-1.0185724,-0.4636013,-0.6570241,0.1934228
6,1.2526484,1.5851538,"('distant', 'open')",-1.6833433,-1.465884,-0.064716935,0.05350779,-0.1651373,0.0575925,-0.2227298
5,1.2410694,1.5643836,"('distant', 'outgoing')",-0.89814067,-0.72674155,-0.46239594,-0.28250307,-0.0398224,0.1850463,-0.2248687
73,1.2152138,1.4997652,"('helpless', 'self-reliant')",0.41977292,0.59596133,-3.0254,-2.7977858,-0.4634711,-0.2340198,-0.2294513
51,-1.2146817,-1.5035028,"('uneducated', 'educated')",0.68874884,0.40973255,0.9530764,0.7044957,0.1423812,-0.1297582,0.2721394
24,-1.2017535,-1.1566553,"('dishonest', 'honest')",0.46871537,0.5356285,0.9610316,0.9103787,0.0759978,0.0964506,-0.0204528
37,-1.1879292,-1.2073236,"('fake', 'genuine')",-0.16686004,-0.15822132,0.2229193,0.12488941,-0.37729,-0.4135518,0.0362618
59,1.187279,1.2754624,"('foolish', 'wise')",-0.57151645,-0.54489803,0.33641195,0.44132304,0.3173915,0.3906291,-0.0732376
65,-1.0962329,-1.372055,"('insecure', 'secure')",0.7328233,0.5616052,-0.15041763,-0.23196171,-0.1712757,-0.3474705,0.1761948
11,-1.0683547,-1.0674148,"('unhelpful', 'helpful')",1.1288127,1.1515576,2.3324087,2.1901631,0.7976222,0.7581019,0.0395203
50,1.0590852,0.93282676,"('clumsy', 'skillful')",-0.45065615,-0.5031948,0.16803937,0.07028682,0.2588228,0.1666396,0.0921832
47,-1.054909,-1.1303194,"('stupid', 'smart')",0.5596725,0.55888665,5.026847,4.989277,1.5105368,1.4726148,0.037922
48,-1.0511768,-1.4337279,"('unintelligent', 'intelligent')",0.6341681,0.39985615,0.72410274,0.43428794,0.1023647,-0.1998612,0.3022259
63,-0.9737154,-1.0556848,"('unperceptive', 'insightful')",1.1850141,1.1456412,1.1181597,0.92395604,0.4431528,0.3379708,0.105182
25,0.93411857,1.0286236,"('egoistic', 'altruistic')",0.39517513,0.37182415,1.5882772,1.6849539,0.9725237,1.0284672,-0.0559435
3,-0.926208,-1.0292302,"('repellent', 'pleasant')",0.89048415,0.9029416,0.04163283,0.053595968,0.0019697,-0.0242309,0.0262006
58,-0.9032396,-1.0168136,"('undiscriminating', 'discriminating')",1.6626539,1.4952669,-0.030075341,-0.29886812,0.243113,0.0598617,0.1832513
64,-0.8967273,-0.9212786,"('shy', 'confident')",0.13250679,0.044806514,-6.1358376,-6.063307,-2.3000194,-2.3132596,0.0132402
