,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
19,0.88001084,1.0502228,"('inhospitable', 'hospitable')",-0.5140377,-0.49335173,0.017741354,0.045085743,0.1279048,0.2006523,-0.0727475
80,-0.86701906,-1.0442464,"('dominated', 'dominating')",0.8640985,0.6695577,-0.69723207,-0.75784326,-0.2333842,-0.3775107,0.1441265
75,0.8184628,1.085562,"('meek', 'impulsive')",-0.57445085,-0.4809047,-0.43952376,-0.2636453,-0.0651706,0.1136707,-0.1788413
8,-0.7807547,-0.6639983,"('unaffectionate', 'affectionate')",-0.8719977,-0.8390087,0.48907933,0.472077,-0.387891,-0.3436433,-0.0442477
20,-0.74958897,-0.82942516,"('rough', 'thoughtful')",0.48547396,0.5566142,0.8332004,0.896897,0.1896951,0.2080287,-0.0183336
68,-0.7160232,-0.6867361,"('dependent', 'independent')",0.17696518,0.119321525,-0.43577147,-0.44602707,-0.3249432,-0.3378139,0.0128707
82,-0.6939391,-0.67181337,"('poor', 'rich')",1.3204737,1.3623405,5.552522,5.664316,2.0596855,2.118281,-0.0585955
87,-0.6863197,-0.7569435,"('unsuccessful', 'successful')",0.83637536,0.6495426,0.51803297,0.40323073,0.2226962,0.0986099,0.1240863
71,0.67446196,0.74495435,"('diffident', 'self-confident')",0.3743683,0.310973,0.49768177,0.42487523,0.515504,0.4936008,0.0219032
29,-0.6321895,-0.59855354,"('unfair', 'fair')",-0.4185085,-0.54842967,-0.6107557,-0.65963185,-0.5538179,-0.602205,0.0483871
42,-0.6069481,-0.74915904,"('unreliable', 'reliable')",0.6459073,0.46315342,-2.7701669,-2.9328644,-0.9104025,-1.0729567,0.1625542
53,-0.57392037,-0.43443373,"('uncreative', 'creative')",0.93591344,1.0521716,0.69676495,0.8235172,0.3529193,0.4804184,-0.1274991
74,-0.55460733,-0.5272906,"('undedicated', 'dedicated')",0.43560594,0.5969933,0.068703584,0.10168544,-0.0167659,0.0571294,-0.0738953
4,0.50198305,0.62500364,"('disliked', 'liked')",-1.2342594,-1.1696012,-5.868973,-5.758165,-2.2004164,-2.1009208,-0.0994956
27,-0.48083466,-0.6228382,"('hardhearted', 'softhearted')",-0.10431947,-0.15001431,1.2861961,1.0289402,0.2336807,0.0853626,0.1483181
78,-0.4450417,-0.52489316,"('nonresilient', 'resilient')",0.39822266,0.392478,0.23834582,0.24437274,0.0638423,0.0373192,0.0265231
17,-0.41934398,-0.43512967,"('nasty', 'nice')",-1.3495067,-1.3394006,-0.62436867,-0.58131707,-0.7977398,-0.7852825,-0.0124573
49,-0.41624495,-0.34895077,"('unable', 'able')",-0.81857425,-0.68332064,0.02338292,0.07225278,-0.4038121,-0.3200062,-0.0838059
77,-0.3843431,-0.58660686,"('unmotivated', 'motivated')",0.90690136,0.8821091,-1.3427662,-1.3542707,-0.2734026,-0.3529228,0.0795202
9,-0.37614956,-0.22774416,"('unaffectionate', 'caring')",-0.0791972,-0.05149077,1.2213893,1.1645395,0.2553475,0.2951015,-0.039754
54,-0.3727313,-0.3992292,"('incapable', 'capable')",-0.8149703,-0.94931644,1.0690054,0.95095617,-0.0395654,-0.1325298,0.0929644
12,-0.37132025,-0.38105276,"('unsupportive', 'supportive')",0.34355927,0.40910283,-1.1908718,-1.2879395,-0.4062109,-0.4199632,0.0137523
1,-0.36977497,-0.30314955,"('unfriendly', 'friendly')",0.37387204,0.33509457,1.6505703,1.5493515,0.5515558,0.5270988,0.024457
52,0.34028596,0.32538646,"('irrational', 'rational')",-0.8955333,-0.9879584,-0.5257809,-0.5852092,-0.3603427,-0.415927,0.0555843
26,-0.30666018,-0.33695304,"('hardhearted', 'benevolent')",-0.44527447,-0.47546834,1.5263239,1.3502902,0.2581298,0.1792896,0.0788402
16,0.30186036,0.31704092,"('unpopular', 'popular')",-1.2523606,-1.1684889,0.050312817,0.113993146,-0.3000625,-0.2458183,-0.0542442
44,0.2865929,0.3698926,"('prejudiced', 'unprejudiced')",-0.39404315,-0.2647222,-1.4626086,-1.2999521,-0.5233529,-0.3982606,-0.1250923
15,-0.27519873,-0.4139339,"('boring', 'funny')",-0.9572399,-1.0949147,0.046570778,-0.09300035,-0.3952893,-0.5339496,0.1386603
83,-0.25823522,-0.18436018,"('powerless', 'powerful')",0.5069006,0.58100176,-0.9575518,-1.0068119,-0.2362955,-0.2033901,-0.0329054
38,-0.22546415,-0.04800267,"('untruthful', 'truthful')",-0.21784474,-0.10000784,0.41466433,0.53555864,-0.0095482,0.1291827,-0.1387309
61,-0.20181437,-0.22580972,"('illogical', 'logical')",1.3613547,1.3365685,0.0121652745,-0.065156415,0.3905685,0.3485341,0.0420344
32,-0.18852529,-0.2509057,"('unkind', 'kind')",0.42927346,0.31979373,1.3213763,1.1238064,0.5207082,0.3975648,0.1231434
88,-0.17041072,-0.33611608,"('low', 'eminent')",-0.19519545,-0.31421387,0.19694316,-0.05812577,-0.056221,-0.2361519,0.1799309
67,-0.160675,-0.110262156,"('doubtful', 'determined')",-0.55261016,-0.48883584,-0.7821795,-0.69565654,-0.4984882,-0.4315848,-0.0669034
2,0.13301246,0.13157,"('unlikable', 'likable')",1.5469601,1.5440893,0.7575924,0.89006114,0.8125216,0.8552402,-0.0427186
34,-0.088072404,-0.11081261,"('mean', 'honorable')",0.58159924,0.60404193,5.830345,5.783962,2.1079574,2.0923971,0.0155603
66,-0.082220554,0.053768896,"('inactive', 'active')",-0.83809173,-0.8528713,0.56464005,0.5640538,-0.1185574,-0.0783496,-0.0402078
39,-0.06812639,-0.057123408,"('exploitative', 'cooperative')",0.93689907,1.1113478,0.33523685,0.28839973,0.4013365,0.4475414,-0.0462049
18,-0.028320983,-0.121831454,"('disagreeable', 'welcoming')",-0.34882292,-0.36005616,-0.0397717,-0.058227114,-0.1389719,-0.1800382,0.0410663
84,0.026842983,-0.026074812,"('inferior', 'superior')",0.07879417,0.055758066,0.759634,0.7947935,0.2884237,0.2748256,0.0135981
40,-0.013174236,-0.046715613,"('stingy', 'generous')",-0.271968,-0.19160175,-1.1304243,-1.2164502,-0.4718555,-0.4849225,0.013067
