,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
36,-2.3301277,-2.3052368,"('hostile', 'amicable')",0.45818865,0.037635118,-0.68217254,-0.81901836,0.7867818,0.68718654,-0.4418324,-0.5998584,0.158026
12,2.1045737,2.0352392,"('unsupportive', 'supportive')",0.9170206,0.9080478,1.0214356,1.0273554,-1.6908209,-1.7279862,0.5880522,0.5606641,0.0273881
70,2.0626788,1.3306091,"('lethargic', 'energetic')",0.05260088,-0.20001097,0.9143157,0.66539997,0.7513056,0.46306476,0.9452252,0.5647657,0.3804595
62,2.0617325,1.6838615,"('incompetent', 'brilliant')",-0.5797651,-0.61510265,0.6996059,0.4800986,-0.2741994,-0.20302331,0.4768435,0.3364585,0.140385
69,-2.0422897,-1.9851575,"('lazy', 'industrious')",1.0517746,1.0913676,0.4159744,0.42425892,-0.5529651,-0.5818724,-0.2818764,-0.2628509,-0.0190255
56,1.9041666,1.7690551,"('impractical', 'practical')",0.09208697,0.1769788,0.34133664,0.24739546,-0.42071944,-0.4617052,0.4792177,0.4329311,0.0462866
43,1.8473237,1.6951814,"('irresponsible', 'responsible')",0.5817503,0.54392344,0.96165425,0.87741464,0.6392084,0.64298004,1.0074841,0.9398749,0.0676092
16,-1.8285619,-1.4908037,"('unpopular', 'popular')",-0.76072294,-0.6856269,-0.55370176,-0.39624938,0.32001185,0.3384926,-0.7057437,-0.5585468,-0.1471969
35,-1.7875168,-1.6994221,"('corrupt', 'incorrupt')",-0.17110363,-0.28907916,-1.0579206,-1.0687822,0.33171016,0.28003737,-0.6712077,-0.6943115,0.0231038
14,1.7851956,1.760297,"('antisocial', 'social')",0.902029,0.9127069,1.3789349,1.2897625,-0.64766467,-0.7156209,0.8546237,0.8117864,0.0428373
30,1.7740349,1.7178328,"('intolerant', 'tolerant')",0.5229164,0.4893566,0.40725666,0.32714772,0.8073587,0.9818032,0.8778917,0.8790351,-0.0011434
76,1.7136568,1.3216816,"('anxious', 'daring')",0.3808097,0.3488685,1.2103598,1.131927,0.07986657,0.14687312,0.8461732,0.7373376,0.1088356
7,1.6670139,1.3969499,"('insensitive', 'sensitive')",0.5443992,0.432105,0.37032935,0.27625215,1.089032,0.939586,0.9176936,0.7612233,0.1564703
39,1.6510725,1.6924489,"('exploitative', 'cooperative')",-0.035623692,0.037773848,1.2944149,1.3290294,0.14705797,0.14512007,0.7642304,0.8010931,-0.0368627
31,-1.6139106,-1.4546437,"('evil', 'good')",-0.78797543,-0.9674365,-1.2624305,-1.3556128,-0.6614822,-0.717007,-1.0814497,-1.123675,0.0422253
6,-1.5874159,-1.371079,"('distant', 'open')",0.441773,0.33702654,-1.3178678,-1.3207214,0.5854625,0.62042236,-0.469512,-0.4335878,-0.0359242
5,-1.4604479,-1.2718076,"('distant', 'outgoing')",0.40142924,0.37863663,-0.9535317,-0.9832812,-0.08611137,-0.07691419,-0.5246654,-0.4883416,-0.0363238
42,1.4099854,1.4575413,"('unreliable', 'reliable')",0.9750735,0.98631513,1.6327945,1.7577773,-3.1289847,-3.1475043,0.2222171,0.2635324,-0.0413153
60,1.4011971,1.4200888,"('inefficient', 'efficient')",-0.7873414,-0.5239556,0.85063964,0.9232421,-0.50444216,-0.2681913,0.2400133,0.387796,-0.1477827
55,1.3241096,1.0270797,"('incompetent', 'clever')",-1.1665744,-1.2853451,0.36439848,0.2500531,-0.4249489,-0.39135617,0.0242462,-0.0998921,0.1241383
