,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
75,-2.35462,-2.64399,"('meek', 'impulsive')",0.3248747,0.3110047,-0.50421387,-0.5825655,-0.8446531,-0.9718503,0.1271972
39,2.327963,2.7230005,"('exploitative', 'cooperative')",-0.1865068,0.029646669,-0.09099947,0.109908104,0.6834857,0.9541851,-0.2706994
24,2.119102,2.5298645,"('dishonest', 'honest')",0.22289969,0.31408256,0.81920236,1.1088618,1.0537347,1.317603,-0.2638683
60,2.0989108,2.734363,"('inefficient', 'efficient')",1.589591,1.536059,0.721309,0.8643354,1.469937,1.7115858,-0.2416488
74,2.0366225,2.1104445,"('undedicated', 'dedicated')",-0.4735135,-0.39406472,-0.5971328,-0.15769553,0.3219921,0.5195614,-0.1975693
12,2.021407,2.1155968,"('unsupportive', 'supportive')",0.65622014,0.648447,-1.546145,-1.1771449,0.3771607,0.5289663,-0.1518056
31,-1.9636,-2.3876395,"('evil', 'good')",-0.9953,-0.8386666,-1.6952438,-1.8147936,-1.5513813,-1.6803665,0.1289852
21,1.862804,2.3508186,"('immoral', 'moral')",1.0203353,1.0160598,-0.036024686,0.25292125,0.9490383,1.2066,-0.2575617
13,1.8117121,2.2210789,"('impolite', 'polite')",-0.07347471,-0.020256639,0.029347628,0.14629501,0.589195,0.7823725,-0.1931775
43,1.7441949,1.9886975,"('irresponsible', 'responsible')",0.6793047,0.6234818,0.7792085,0.95435035,1.0675693,1.1888433,-0.121274
10,1.7110829,2.3616383,"('unsympathetic', 'sympathetic')",-0.83975166,-0.8570009,-0.019294832,0.34277648,0.2840121,0.6158047,-0.3317926
16,-1.6764424,-1.9792053,"('unpopular', 'popular')",0.10550595,-0.003840655,0.17082301,-0.15026258,-0.4667045,-0.7111028,0.2443983
6,-1.6597476,-2.0026891,"('distant', 'open')",-0.24992122,-0.24387468,-1.26258,-1.2996118,-1.0574163,-1.1820586,0.1246423
76,1.646075,2.0275805,"('anxious', 'daring')",-0.26384008,-0.3406649,0.38409072,0.5426092,0.5887752,0.743175,-0.1543998
56,1.6185817,2.0352113,"('impractical', 'practical')",0.9604256,1.0397866,0.047896355,0.38749075,0.8756345,1.1541629,-0.2785284
69,-1.5781323,-1.9563242,"('lazy', 'industrious')",0.9942125,1.0100995,-1.1712358,-1.1599852,-0.5850519,-0.7020699,0.117018
30,1.5548873,1.9835639,"('intolerant', 'tolerant')",0.6545032,0.7735852,0.6433057,0.9500018,0.9508988,1.235717,-0.2848182
72,1.5461837,1.5873271,"('unambitious', 'ambitious')",0.8310015,0.86803645,-0.40600005,-0.497506,0.6570618,0.6526192,0.0044426
65,1.5420752,1.9707493,"('insecure', 'secure')",-0.013788693,0.012145534,0.60693437,0.58374196,0.7117403,0.8555456,-0.1438053
80,1.5256258,1.7781246,"('dominated', 'dominating')",0.18781346,0.026342437,0.2750393,0.42419648,0.6628262,0.7428878,-0.0800616
23,1.4927762,1.7756851,"('insincere', 'sincere')",-0.3988292,-0.5519848,5.930463,5.130765,2.3414699,2.1181552,0.2233147
71,1.476813,1.2667718,"('diffident', 'self-confident')",1.258026,1.281311,0.41044587,0.31294534,1.0484283,0.9536761,0.0947522
7,1.4647437,2.0047722,"('insensitive', 'sensitive')",0.65725887,0.77567554,0.8048401,0.94856286,0.9756142,1.2430035,-0.2673893
36,-1.4580722,-1.967698,"('hostile', 'amicable')",-0.975151,-0.7702654,-1.1183887,-1.179602,-1.1838706,-1.3058551,0.1219845
70,1.4118614,1.7494786,"('lethargic', 'energetic')",0.19789886,0.21171519,0.7770972,1.0133744,0.7956192,0.9915228,-0.1959036
61,1.410662,1.4514208,"('illogical', 'logical')",0.8884702,0.92881554,0.6334192,0.5545092,0.9775172,0.9782485,-0.0007313
32,1.3854439,1.6033702,"('unkind', 'kind')",-0.2615133,-0.3338828,1.0975991,1.0689256,0.74051,0.779471,-0.038961
55,1.369551,2.0534484,"('incompetent', 'clever')",-0.4970635,-0.47231472,0.5876512,0.8114542,0.4867129,0.7975293,-0.3108164
35,-1.3550646,-1.9091985,"('corrupt', 'incorrupt')",-0.79303026,-0.6221389,-1.5179435,-1.5043131,-1.2220128,-1.3452169,0.1232041
62,1.2137374,1.6307197,"('incompetent', 'brilliant')",0.63505024,0.5289721,1.0204877,1.0644823,0.956425,1.0747247,-0.1182997
51,1.1873121,1.5626588,"('uneducated', 'educated')",-0.01665295,-0.106142655,0.7575599,0.82411814,0.6427397,0.7602115,-0.1174718
42,1.184559,1.2675383,"('unreliable', 'reliable')",0.17705211,0.16460809,-2.2220714,-1.5618207,-0.2868201,-0.0432248,-0.2435953
46,1.1682564,1.6158053,"('uncompetitive', 'competitive')",-0.057977542,-0.19502139,-0.17969914,0.09630734,0.3101932,0.5056971,-0.1955039
52,-1.1344426,-1.3555743,"('irrational', 'rational')",-0.53035897,-0.4040582,-0.74626833,-0.8200841,-0.80369,-0.8599056,0.0562156
63,1.1262251,1.1313052,"('unperceptive', 'insightful')",0.7268766,0.5302609,1.318327,1.381251,1.0571429,1.0142724,0.0428705
29,-1.1161205,-1.1806242,"('unfair', 'fair')",-0.5103493,-0.43891627,-0.3344675,-0.50813323,-0.6536458,-0.7092245,0.0555787
26,1.115652,1.2322623,"('hardhearted', 'benevolent')",0.38978955,0.59940237,1.0417342,1.2773482,0.8490586,1.0363375,-0.1872789
37,1.0945407,0.94508994,"('fake', 'genuine')",-0.13600379,-0.13740472,-0.0662471,-0.043639,0.2974299,0.2546821,0.0427478
64,1.0563064,1.3225523,"('shy', 'confident')",0.98502797,0.9988023,-5.459288,-4.6390886,-1.1393179,-0.772578,-0.3667399
9,1.0437328,0.8964699,"('unaffectionate', 'caring')",0.1992681,0.14344232,0.74801826,0.6975836,0.663673,0.5791653,0.0845077
5,-0.9825038,-1.4409386,"('distant', 'outgoing')",0.2914124,0.24592735,-0.80938065,-0.9314834,-0.5001574,-0.7088315,0.2086741
78,0.9723744,0.7598811,"('nonresilient', 'resilient')",0.69301987,0.47608075,0.47793075,0.33454672,0.7144417,0.5235028,0.1909389
14,0.9299655,1.7718205,"('antisocial', 'social')",0.5909312,0.87587565,0.046302937,0.3305722,0.5223999,0.9927561,-0.4703562
59,-0.9134459,-1.262968,"('foolish', 'wise')",0.8057622,0.7489922,-0.34858727,-0.5736877,-0.1520903,-0.3625545,0.2104642
44,-0.87789565,-1.2149764,"('prejudiced', 'unprejudiced')",-0.3114026,-0.42105168,-1.3463192,-1.487527,-0.8452058,-1.0411851,0.1959793
86,0.8669521,1.2875066,"('uninfluential', 'influential')",0.38344288,0.50738764,-0.2939088,0.089425094,0.3188287,0.6281064,-0.3092777
11,0.8479606,1.0336779,"('unhelpful', 'helpful')",0.23808189,0.09952308,2.5637932,2.4702523,1.2166119,1.2011511,0.0154608
73,0.8436007,0.45247307,"('helpless', 'self-reliant')",1.4356589,1.3937311,-3.5760305,-3.2630718,-0.4322569,-0.4722892,0.0400323
4,-0.7615331,-1.1290606,"('disliked', 'liked')",0.7328039,0.68290234,-6.5089207,-5.7147293,-2.1792167,-2.0536292,-0.1255875
81,0.72491187,1.5475957,"('submissive', 'aggressive')",1.4463058,1.2045999,0.18770188,0.52941394,0.7863065,1.0938698,-0.3075633
18,-0.7134013,-0.37454355,"('disagreeable', 'welcoming')",-0.8226042,-0.6588459,-0.8228896,-0.716831,-0.7862984,-0.5834068,-0.2028916
17,-0.68733895,-0.87244886,"('nasty', 'nice')",-1.0660815,-0.9086259,-0.55332774,-0.59493107,-0.7689161,-0.792002,0.0230859
58,0.6820308,0.6194473,"('undiscriminating', 'discriminating')",0.7735487,0.7802007,0.03323007,0.17720316,0.4962699,0.525617,-0.0293471
8,-0.6802774,-0.8183328,"('unaffectionate', 'affectionate')",-0.78271943,-0.79182446,-0.16339992,-0.21738957,-0.5421323,-0.6091823,0.06705
38,0.66442007,0.5139642,"('untruthful', 'truthful')",0.13557234,0.08905691,0.34757763,0.35740018,0.3825234,0.3201404,0.062383
25,-0.66157514,-0.8226959,"('egoistic', 'altruistic')",0.6005372,0.7092627,0.41529247,0.5243008,0.1180848,0.1369559,-0.0188711
3,-0.6602826,-0.21537253,"('repellent', 'pleasant')",-0.33709717,-0.32239318,0.90780336,0.9273479,-0.0298588,0.1298607,-0.1597195
48,0.6594623,0.9504764,"('unintelligent', 'intelligent')",1.2020196,1.0149374,1.0721649,0.8295245,0.9778822,0.9316461,0.0462361
85,-0.64700586,-1.2712927,"('insignificant', 'prestigious')",0.3370168,0.40333316,-0.98425174,-0.9331729,-0.4314136,-0.6003775,0.1689639
28,0.61570054,0.9381795,"('disloyal', 'loyal')",-0.36115313,-0.32767215,0.8460751,0.7349716,0.3668742,0.448493,-0.0816188
79,-0.60496503,-1.133949,"('wavering', 'unwavering')",-0.301143,-0.3073634,-0.42997354,-0.516645,-0.4453605,-0.6526525,0.207292
77,0.57290876,0.8062405,"('unmotivated', 'motivated')",0.8154834,0.7070983,-0.77188104,-0.7348646,0.2055037,0.2594914,-0.0539877
0,0.55533504,1.1116407,"('unsociable', 'sociable')",-0.48349437,-0.41868535,-0.076441064,0.07202405,-0.0015335,0.2549931,-0.2565266
49,-0.5368237,-0.4850135,"('unable', 'able')",0.3092032,0.06485631,-0.11987507,-0.45276293,-0.1158319,-0.2909734,0.1751415
84,0.5317263,0.38779917,"('inferior', 'superior')",0.3595907,0.30328453,0.85948896,0.65974116,0.583602,0.4502749,0.1333271
54,-0.4822288,-0.41318738,"('incapable', 'capable')",-0.49871185,-0.49555567,0.2956935,0.0959151,-0.2284157,-0.2709426,0.0425269
34,0.46439767,0.5840776,"('mean', 'honorable')",0.3129717,0.33425057,5.3325567,4.7487507,2.0366421,1.8890263,0.1476158
53,0.41223058,0.36394033,"('uncreative', 'creative')",0.55723345,0.5519295,0.26819727,0.25592557,0.4125538,0.3905985,0.0219553
67,-0.32284433,-0.3528844,"('doubtful', 'determined')",-0.13890183,-0.06972557,-0.386948,-0.22000034,-0.282898,-0.2142034,-0.0686946
83,0.30688944,0.4853384,"('powerless', 'powerful')",1.0171833,1.0665238,-0.98761535,-0.8654286,0.1121525,0.2288112,-0.1166587
45,0.29431182,0.46588707,"('incompetent', 'competent')",-0.7709783,-0.9016691,0.24773264,0.3195881,-0.0763113,-0.0387313,-0.03758
87,0.2904483,0.42020774,"('unsuccessful', 'successful')",0.020254463,0.025012271,0.9683312,0.92448634,0.4263447,0.4565688,-0.0302241
27,0.2608077,0.264297,"('hardhearted', 'softhearted')",0.27986804,0.24319535,0.78056407,0.6325716,0.4404133,0.3800213,0.060392
2,0.2559748,0.4690084,"('unlikable', 'likable')",1.0789168,1.1480229,0.58765036,0.92804253,0.6408473,0.848358,-0.2075107
20,0.253341,0.09851287,"('rough', 'thoughtful')",-0.1527818,-0.18384407,0.37332597,0.21151572,0.1579617,0.0420615,0.1159002
15,-0.22716995,-0.22383171,"('boring', 'funny')",-0.17451502,-0.2180582,-0.40558246,-0.4361085,-0.2690891,-0.2926661,0.023577
41,0.20600867,0.5086054,"('unforgiving', 'forgiving')",-0.6694521,-0.68378824,-0.19392456,-0.060586933,-0.2191226,-0.0785899,-0.1405327
33,-0.18802422,-0.61874384,"('wrong', 'right')",1.2234757,1.2867767,-0.8665991,-0.8556386,0.0562841,-0.0625353,0.1188194
19,-0.16266002,-0.52601653,"('inhospitable', 'hospitable')",-0.7985893,-0.7700563,-0.7557697,-0.78951627,-0.5723397,-0.6951964,0.1228567
