,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
37,0.9148344,0.98984396,"('fake', 'genuine')",0.42431417,0.67712635,0.6695743,0.8334851,-0.1639108
30,0.8842758,0.7810558,"('intolerant', 'tolerant')",0.5884099,0.7014231,0.7363428,0.7412394,-0.0048966
59,-0.87947327,-0.45581877,"('foolish', 'wise')",-0.06298768,-0.008536333,-0.4712305,-0.2321776,-0.2390529
2,0.8316026,0.4534117,"('unlikable', 'likable')",0.5052634,0.28162268,0.668433,0.3675172,0.3009158
84,0.80081904,0.8928489,"('inferior', 'superior')",1.0863283,1.1920956,0.9435737,1.0424722,-0.0988985
31,-0.7770461,-0.65371096,"('evil', 'good')",-1.4927167,-1.5113614,-1.1348814,-1.0825362,-0.0523452
14,0.76650625,0.43366352,"('antisocial', 'social')",-0.13175018,-0.38666442,0.317378,0.0234995,0.2938785
64,-0.7598811,-1.0716004,"('shy', 'confident')",-6.5287,-6.651071,-3.6442904,-3.8613358,0.2170454
36,-0.73163444,-0.46423692,"('hostile', 'amicable')",-0.6954375,-0.76999164,-0.713536,-0.6171143,-0.0964217
23,0.70697516,0.5479466,"('insincere', 'sincere')",6.542924,6.542937,3.6249495,3.5454416,0.0795079
19,-0.69740903,-0.637126,"('inhospitable', 'hospitable')",-0.5533934,-0.5470101,-0.6254013,-0.5920681,-0.0333332
69,-0.6946624,-0.397148,"('lazy', 'industrious')",-0.979398,-1.0815457,-0.8370302,-0.7393469,-0.0976833
41,0.6694061,0.66279465,"('unforgiving', 'forgiving')",-0.20961443,-0.40146524,0.2298958,0.1306647,0.0992311
21,0.660962,0.27868515,"('immoral', 'moral')",-0.15716366,-0.3079274,0.2518992,-0.0146211,0.2665203
4,-0.6102955,-0.49450624,"('disliked', 'liked')",-7.466366,-7.6929336,-4.0383306,-4.09372,0.0553894
32,0.59038925,0.41024157,"('unkind', 'kind')",0.85393935,0.8542744,0.7221643,0.632258,0.0899063
10,0.57929695,0.22380707,"('unsympathetic', 'sympathetic')",0.15305963,0.26747343,0.3661783,0.2456402,0.1205381
68,0.50674224,0.2644517,"('dependent', 'independent')",-0.26463777,-0.41459092,0.1210522,-0.0750696,0.1961218
26,0.5044978,0.49053553,"('hardhearted', 'benevolent')",1.0493228,0.9799786,0.7769103,0.7352571,0.0416532
76,0.49806046,0.12100584,"('anxious', 'daring')",0.059477735,0.096581176,0.2787691,0.1087935,0.1699756
20,0.48643208,0.4445821,"('rough', 'thoughtful')",1.0244186,0.98432887,0.7554253,0.7144555,0.0409698
15,-0.45609036,-0.47456416,"('boring', 'funny')",-0.45783105,-0.43811837,-0.4569607,-0.4563413,-0.0006194
80,0.4242891,0.32240966,"('dominated', 'dominating')",-0.41472715,-0.45076287,0.004781,-0.0641766,0.0689576
7,0.4219232,0.098414764,"('insensitive', 'sensitive')",0.4772903,0.50421077,0.4496067,0.3013128,0.1482939
25,0.4024927,0.35156545,"('egoistic', 'altruistic')",0.8553401,0.6125324,0.6289164,0.4820489,0.1468675
54,0.36948162,0.3620789,"('incapable', 'capable')",0.796303,1.0963346,0.5828923,0.7292067,-0.1463144
1,0.35143924,0.24262224,"('unfriendly', 'friendly')",0.86947626,0.84510887,0.6104578,0.5438656,0.0665922
70,0.32690993,0.025513433,"('lethargic', 'energetic')",0.7677966,0.75286436,0.5473533,0.3891889,0.1581644
81,0.31966186,0.05401426,"('submissive', 'aggressive')",-0.114713795,-0.0151279345,0.102474,0.0194432,0.0830308
82,-0.30165726,-0.40341052,"('poor', 'rich')",7.130861,7.188527,3.4146018,3.3925583,0.0220435
22,0.2848551,0.09157097,"('untrustworthy', 'trustworthy')",-1.0429727,-1.1011305,-0.3790588,-0.5047798,0.125721
27,0.28286734,0.22313361,"('hardhearted', 'softhearted')",0.8548281,0.9145432,0.5688477,0.5688384,9.3e-06
45,0.2700441,0.16468233,"('incompetent', 'competent')",0.20966387,0.11427147,0.239854,0.1394769,0.1003771
73,0.25758862,0.48096704,"('helpless', 'self-reliant')",-3.5782259,-3.5927036,-1.6603186,-1.5558683,-0.1044503
49,0.2490222,0.13208765,"('unable', 'able')",-0.025791747,0.093788706,0.1116152,0.1129382,-0.001323
53,0.22983101,-0.14948885,"('uncreative', 'creative')",0.429256,0.37278017,0.3295435,0.1116457,0.2178978
40,-0.21745558,-0.39643413,"('stingy', 'generous')",-2.1835742,-2.338065,-1.2005149,-1.3672495,0.1667346
6,-0.20151357,-0.3807424,"('distant', 'open')",-0.9338647,-0.948626,-0.5676891,-0.6646842,0.0969951
74,0.19122401,0.0764896,"('undedicated', 'dedicated')",-0.44330093,-0.46402577,-0.1260385,-0.1937681,0.0677296
34,0.18799968,0.13988164,"('mean', 'honorable')",6.232911,6.2158265,3.2104554,3.1778541,0.0326013
42,0.16925527,-0.15328965,"('unreliable', 'reliable')",-3.1693645,-3.3041196,-1.5000546,-1.7287046,0.22865
13,0.15266588,-0.07114003,"('impolite', 'polite')",-0.3656374,-0.43092573,-0.1064858,-0.2510329,0.1445471
38,0.13813305,0.2687743,"('untruthful', 'truthful')",0.24608748,0.2592399,0.1921103,0.2640071,-0.0718968
28,-0.12596756,-0.23465864,"('disloyal', 'loyal')",1.3206563,1.2965659,0.5973444,0.5309536,0.0663908
8,-0.12420097,-0.04567015,"('unaffectionate', 'affectionate')",0.18113181,0.35718077,0.0284654,0.1557553,-0.1272899
47,-0.12132776,-0.16359192,"('stupid', 'smart')",5.7889094,5.720769,2.8337908,2.7785885,0.0552023
65,0.11768979,-0.10436354,"('insecure', 'secure')",0.12035861,0.05322537,0.1190242,-0.0255691,0.1445933
5,0.11086093,-0.0986419,"('distant', 'outgoing')",-0.78558195,-0.86989194,-0.3373605,-0.4842669,0.1469064
88,0.10942578,-0.08326389,"('low', 'eminent')",-0.34843174,-0.38851863,-0.119503,-0.2358913,0.1163883
78,-0.107099324,-0.15878063,"('nonresilient', 'resilient')",0.45980522,0.44490612,0.1763529,0.1430627,0.0332902
58,0.095044255,0.11957453,"('undiscriminating', 'discriminating')",0.31861085,0.22155096,0.2068276,0.1705627,0.0362649
67,-0.07600003,0.34380382,"('doubtful', 'determined')",-0.5594405,-0.30018246,-0.3177203,0.0218107,-0.339531
3,0.07288492,-0.31648847,"('repellent', 'pleasant')",1.0211573,0.7671954,0.5470211,0.2253535,0.3216676
11,0.039490264,0.13609357,"('unhelpful', 'helpful')",2.3891773,2.3380399,1.2143338,1.2370667,-0.0227329
51,-0.038591683,-0.24681267,"('uneducated', 'educated')",0.95935297,0.8598437,0.4603806,0.3065155,0.1538651
87,0.03675271,-0.016096309,"('unsuccessful', 'successful')",1.1738179,0.9600037,0.6052853,0.4719537,0.1333316
85,-0.021362707,0.04686397,"('insignificant', 'prestigious')",-0.9425187,-1.1420163,-0.4819407,-0.5475762,0.0656355
18,0.011277594,-0.36680102,"('disagreeable', 'welcoming')",-0.5886105,-0.749443,-0.2886664,-0.558122,0.2694556
29,0.0055971695,-0.06860873,"('unfair', 'fair')",-0.46913,-0.5371671,-0.2317664,-0.3028879,0.0711215
0,0.0038631074,-0.44855365,"('unsociable', 'sociable')",-0.015498308,-0.30589792,-0.0058176,-0.3772258,0.3714082
