,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
26,2.9617968,2.8935292,"('hardhearted', 'benevolent')",2.4172611,2.3817282,1.5804472,1.7604493,2.319835,2.3452355,-0.0254005
85,2.8560987,2.9959786,"('insignificant', 'prestigious')",2.606497,2.8796349,1.9052645,2.1899743,2.4559534,2.6885293,-0.2325759
64,-2.6972492,-2.64505,"('shy', 'confident')",-0.95856655,-1.009553,-6.659309,-7.202102,-3.4383748,-3.6189016,0.1805268
45,-2.6857789,-2.3744912,"('incompetent', 'competent')",-1.8818154,-1.604404,-2.0496686,-1.8029456,-2.2057543,-1.9272803,-0.278474
65,-2.574266,-2.5511734,"('insecure', 'secure')",-1.773023,-1.836623,-2.2797918,-2.138734,-2.209027,-2.1755101,-0.0335169
22,-2.5556924,-2.386142,"('untrustworthy', 'trustworthy')",-1.9345145,-1.7593143,-2.4120355,-2.3037848,-2.3007474,-2.1497471,-0.1510003
81,-2.4902549,-2.539726,"('submissive', 'aggressive')",-1.7803193,-1.7918168,-2.680056,-2.629067,-2.3168767,-2.3202033,0.0033266
25,2.4207048,2.4788558,"('egoistic', 'altruistic')",1.8434379,1.9401395,2.1592257,2.2262034,2.1411228,2.2150663,-0.0739435
46,-2.2848864,-2.3520606,"('uncompetitive', 'competitive')",-1.5353642,-1.6530334,-1.0817727,-1.2564319,-1.6340078,-1.753842,0.1198342
71,2.2348156,2.1801085,"('diffident', 'self-confident')",0.5145693,0.7635449,0.5340153,0.80700207,1.0944667,1.2502186,-0.1557519
9,2.2318254,2.237899,"('unaffectionate', 'caring')",0.8604343,0.94790494,1.5163034,1.6950039,1.5361876,1.626936,-0.0907484
6,2.1973915,2.253196,"('distant', 'open')",1.1073426,1.3645782,0.87597,1.1088196,1.393568,1.5755313,-0.1819633
44,-2.1597443,-2.188225,"('prejudiced', 'unprejudiced')",-1.0208662,-0.98195606,-1.4060541,-1.4081848,-1.5288882,-1.5261219,-0.0027663
11,-2.137906,-2.1054564,"('unhelpful', 'helpful')",-2.3620799,-2.207473,0.48036283,0.89687055,-1.3398743,-1.1386862,-0.2011881
5,2.1087506,2.182295,"('distant', 'outgoing')",1.1624671,1.3691806,0.62400264,0.77608144,1.2984068,1.442519,-0.1441122
36,2.1085489,2.0822124,"('hostile', 'amicable')",1.2641078,1.2275105,1.5678197,1.5721043,1.6468255,1.6272758,0.0195497
70,-2.0913157,-1.9210438,"('lethargic', 'energetic')",-1.3159902,-1.2799067,-0.86662394,-0.73104465,-1.4246434,-1.3106651,-0.1139783
79,2.0890226,2.1109269,"('wavering', 'unwavering')",1.0677807,1.1058562,0.7458525,0.9123209,1.3008853,1.376368,-0.0754827
69,2.0462,2.0581162,"('lazy', 'industrious')",1.2124225,1.3647851,0.71442616,0.5916431,1.3243496,1.3381815,-0.0138319
8,2.0302248,2.0797553,"('unaffectionate', 'affectionate')",1.4454883,1.4716731,1.597842,1.794405,1.691185,1.7819444,-0.0907594
35,1.9194678,1.8488175,"('corrupt', 'incorrupt')",1.0642457,1.0775331,0.7721727,0.82574296,1.2519621,1.2506979,0.0012642
1,1.9022368,1.9641068,"('unfriendly', 'friendly')",1.7449547,1.8576663,2.2668471,2.4872322,1.9713462,2.1030018,-0.1316556
80,-1.8637654,-1.963443,"('dominated', 'dominating')",-1.3160338,-1.4526852,-1.525886,-1.6500345,-1.5685617,-1.6887209,0.1201592
33,1.8567083,1.8116907,"('wrong', 'right')",2.0998375,2.2100434,0.4129587,0.25622636,1.4565015,1.4259869,0.0305146
3,-1.7899123,-1.7562264,"('repellent', 'pleasant')",-1.073763,-1.1922802,0.5814737,0.46037507,-0.7607339,-0.8293772,0.0686433
54,1.7687979,1.6927078,"('incapable', 'capable')",1.4354312,1.6200991,1.2833278,1.4739363,1.4958523,1.5955811,-0.0997288
10,-1.6976115,-1.6629858,"('unsympathetic', 'sympathetic')",-1.7630528,-1.8335485,-1.009384,-1.064837,-1.4900161,-1.5204571,0.030441
68,-1.5624295,-1.6332225,"('dependent', 'independent')",-1.9289825,-1.917665,-1.9413711,-1.7625608,-1.8109277,-1.7711495,-0.0397782
15,1.4662383,1.523112,"('boring', 'funny')",0.7487256,0.6675862,0.18159223,0.32088965,0.798852,0.837196,-0.038344
13,-1.4619578,-1.6337729,"('impolite', 'polite')",-1.4332361,-1.5099301,-1.3759036,-1.3172493,-1.4236992,-1.4869841,0.0632849
53,1.396075,1.3113271,"('uncreative', 'creative')",1.0051866,0.9877204,1.5321413,1.4412982,1.3111343,1.2467819,0.0643524
78,1.3882892,1.4239311,"('nonresilient', 'resilient')",0.72431636,0.6501463,1.2848985,1.2896861,1.1325014,1.1212544,0.011247
60,-1.2582829,-1.2075901,"('inefficient', 'efficient')",-0.80984795,-0.8060337,-1.4888749,-1.5732212,-1.1856686,-1.195615,0.0099464
55,-1.2004982,-1.0756857,"('incompetent', 'clever')",-0.88077754,-0.8754313,-1.4775143,-1.4716849,-1.1862633,-1.140934,-0.0453293
31,1.1727265,1.4181828,"('evil', 'good')",0.77204573,1.0259678,0.53854036,0.55772567,0.8277709,1.0006255,-0.1728546
57,-1.1618648,-1.0170345,"('unimaginative', 'imaginative')",-1.1403466,-1.078202,-3.0835254,-3.314214,-1.7952455,-1.8031502,0.0079047
21,-1.13361,-1.1251696,"('immoral', 'moral')",-0.8917029,-0.8441754,-1.7516514,-1.753915,-1.2589881,-1.2410866,-0.0179015
24,-1.1265419,-1.1358738,"('dishonest', 'honest')",-0.92236197,-0.81329644,-0.86863506,-0.73985606,-0.972513,-0.8963421,-0.0761709
29,-1.0385894,-0.9364631,"('unfair', 'fair')",-0.4623561,-0.4183368,-1.2254944,-1.1510941,-0.9088133,-0.8352981,-0.0735152
0,-0.9954463,-1.135794,"('unsociable', 'sociable')",-0.33216324,-0.4317219,-0.6527491,-0.72607136,-0.6601195,-0.7645291,0.1044096
27,0.99513286,0.81010723,"('hardhearted', 'softhearted')",0.21234053,-0.006662486,0.955069,1.0172441,0.7208474,0.6068963,0.1139511
72,0.9789414,0.7850732,"('unambitious', 'ambitious')",-0.07552918,-0.2390493,-0.7407015,-1.0139092,0.0542369,-0.1559618,0.2101987
77,-0.9567596,-0.87041223,"('unmotivated', 'motivated')",-0.1900165,-0.06321538,-0.34408927,-0.6022298,-0.4969551,-0.5119525,0.0149974
12,0.9447427,0.98929787,"('unsupportive', 'supportive')",0.99881995,0.99162084,-1.3553921,-1.5233266,0.1960568,0.1525307,0.0435261
73,0.90283483,0.87526673,"('helpless', 'self-reliant')",0.24620631,0.30964118,-2.1588697,-2.4776073,-0.3366095,-0.4308998,0.0942903
7,-0.8963536,-0.824051,"('insensitive', 'sensitive')",-1.2785324,-1.1385653,-0.63848364,-0.51173335,-0.9377899,-0.8247832,-0.1130067
51,-0.878179,-1.0062966,"('uneducated', 'educated')",-0.116997406,-0.2692827,-0.40423498,-0.49395913,-0.4664705,-0.5898461,0.1233756
30,-0.8686193,-0.85919577,"('intolerant', 'tolerant')",-1.3004025,-1.2184381,-1.2073543,-1.1580831,-1.1254587,-1.0785723,-0.0468864
75,-0.85505396,-0.9364618,"('meek', 'impulsive')",0.18425968,0.24407811,0.69408953,0.6670207,0.0077651,-0.0084543,0.0162194
47,-0.8337704,-0.94189143,"('stupid', 'smart')",-0.22522002,-0.15273198,3.3099475,3.8891659,0.750319,0.9315141,-0.1811951
74,0.7886938,0.97451353,"('undedicated', 'dedicated')",0.55898064,0.63154334,-0.1608196,-0.086413555,0.3956182,0.5065478,-0.1109296
18,-0.78726095,-0.6712347,"('disagreeable', 'welcoming')",0.6044656,0.7047849,-1.3108749,-1.1916624,-0.4978901,-0.3860374,-0.1118527
43,-0.77705944,-0.79088897,"('irresponsible', 'responsible')",-0.84590584,-0.8826561,-0.33448306,-0.28564733,-0.6524828,-0.6530642,0.0005814
19,0.76270425,0.81975,"('inhospitable', 'hospitable')",-0.08186866,0.027509548,0.59241146,0.88159883,0.4244157,0.5762862,-0.1518705
50,0.7202393,0.70927715,"('clumsy', 'skillful')",1.9778848,1.7556758,1.1578534,1.1960005,1.2853258,1.2203178,0.065008
84,0.70286834,0.77495927,"('inferior', 'superior')",0.057109676,0.03992069,0.13324727,0.3655786,0.2977418,0.3934862,-0.0957444
62,-0.699728,-0.58879197,"('incompetent', 'brilliant')",-1.100712,-0.8472903,-1.0498656,-0.88229394,-0.9501019,-0.772792,-0.1773099
86,-0.6837411,-0.6571338,"('uninfluential', 'influential')",-0.95675486,-0.99769586,-1.2890755,-1.2621458,-0.9765239,-0.9723252,-0.0041987
32,0.6695353,0.4527968,"('unkind', 'kind')",-0.30366704,-0.48309898,0.19726679,0.3408193,0.1877117,0.1035057,0.084206
67,-0.57723784,-0.6292715,"('doubtful', 'determined')",-0.0679507,-0.06473184,-0.86512744,-0.979536,-0.5034387,-0.5578465,0.0544078
83,0.57314336,0.6241017,"('powerless', 'powerful')",0.124425545,0.3589441,-1.208674,-1.2177467,-0.1703684,-0.0782336,-0.0921348
40,-0.52471024,-0.6442979,"('stingy', 'generous')",-0.09342749,-0.157805,-1.7766957,-2.0718749,-0.7982779,-0.9579926,0.1597147
14,-0.50842655,-0.4440501,"('antisocial', 'social')",0.0017206604,-0.032056067,-1.5245655,-1.6303492,-0.6770905,-0.7021518,0.0250613
34,0.48715925,0.39938328,"('mean', 'honorable')",-0.2751391,0.04322648,4.5767574,5.274327,1.5962591,1.9056455,-0.3093864
61,-0.47008595,-0.39207903,"('illogical', 'logical')",-0.36395362,-0.2631455,-0.59716254,-0.47944155,-0.4770674,-0.378222,-0.0988454
82,-0.4644757,-0.5925415,"('poor', 'rich')",-0.61056906,-0.6878527,4.4394836,5.011296,1.1214797,1.2436339,-0.1221542
66,0.4618433,0.38896784,"('inactive', 'active')",1.3992968,1.4612341,1.8434734,1.9372536,1.2348711,1.2624852,-0.0276141
49,-0.44642106,-0.47671705,"('unable', 'able')",-0.71106035,-0.51163167,-1.0110972,-0.60372084,-0.7228595,-0.5306899,-0.1921696
42,-0.408781,-0.25325006,"('unreliable', 'reliable')",-0.20666574,-0.16449948,-3.0665948,-3.1623995,-1.2273472,-1.1933831,-0.0339641
48,-0.39559448,-0.40224802,"('unintelligent', 'intelligent')",-0.35806218,-0.44750112,-1.2032912,-1.0703588,-0.6523159,-0.6400359,-0.01228
41,-0.37622306,-0.2251152,"('unforgiving', 'forgiving')",-0.23419249,-0.24000521,-0.38786408,-0.50306535,-0.3327599,-0.3227286,-0.0100313
17,0.3689547,0.3627746,"('nasty', 'nice')",0.29550126,0.39426318,-0.28937694,-0.26678666,0.1250263,0.163417,-0.0383907
28,0.36750537,0.29976338,"('disloyal', 'loyal')",-0.4735257,-0.5239143,0.19591807,0.15412718,0.0299659,-0.0233412,0.0533071
16,0.32973966,0.28135717,"('unpopular', 'popular')",1.3582629,1.396805,1.3972338,1.4534742,1.0284122,1.0438788,-0.0154666
52,-0.3180906,-0.24739611,"('irrational', 'rational')",0.66485465,0.66659725,0.12338844,0.1974615,0.1567175,0.2055542,-0.0488367
58,0.3117843,0.4231602,"('undiscriminating', 'discriminating')",0.5591597,0.57151854,0.85971695,0.6756287,0.576887,0.5567691,0.0201179
39,0.30947095,0.23190704,"('exploitative', 'cooperative')",-0.24751163,-0.18609267,-0.04640322,-0.1803259,0.0051854,-0.0448372,0.0500226
87,0.3049065,0.15925094,"('unsuccessful', 'successful')",1.4420975,1.529097,0.93313,1.0241678,0.893378,0.9041719,-0.0107939
