,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
36,-1.947286,-2.0028179,"('hostile', 'amicable')",-3.826704,-2.7073321,-1.1776195,-1.0698605,-2.3172032,-1.9266701,-0.3905331
6,-1.8812033,-1.9106983,"('distant', 'open')",-1.9701513,-1.0559328,-0.95647615,-0.8899108,-1.6026103,-1.2855139,-0.3170964
46,1.8065473,1.5418808,"('uncompetitive', 'competitive')",3.4659352,2.328386,0.080306366,-0.36123055,1.784263,1.1696788,0.6145842
52,-1.7376429,-1.5814692,"('irrational', 'rational')",-2.7245793,-1.8438102,-1.2399065,-1.0108372,-1.9007095,-1.4787056,-0.4220039
56,1.6120511,1.5493896,"('impractical', 'practical')",3.4126887,2.6741593,0.5769307,0.50253505,1.8672234,1.5753613,0.2918621
31,-1.590221,-1.7033305,"('evil', 'good')",-3.013149,-2.1791077,-1.6752299,-1.5196909,-2.0928667,-1.8007097,-0.292157
70,1.5854381,1.2367516,"('lethargic', 'energetic')",2.0642648,0.9886932,1.1111909,0.8848919,1.5869646,1.0367789,0.5501857
5,-1.2895821,-1.3173947,"('distant', 'outgoing')",-1.4347892,-0.6238541,-1.1799918,-0.9471808,-1.3014544,-0.9628099,-0.3386445
1,-1.2752692,-1.5740026,"('unfriendly', 'friendly')",0.21246064,0.40300626,0.7683814,0.61582315,-0.0981424,-0.1850578,0.0869154
73,1.2459834,1.4024241,"('helpless', 'self-reliant')",0.23508163,0.68389237,-3.5430114,-3.3751419,-0.6873155,-0.4296084,-0.2577071
25,-1.2154253,-1.4482847,"('egoistic', 'altruistic')",-1.2390685,-0.90710753,0.4043025,0.42374018,-0.6833971,-0.643884,-0.0395131
8,-1.1753985,-1.4090718,"('unaffectionate', 'affectionate')",-0.97638524,-0.7183296,0.065017834,-0.16612393,-0.6955886,-0.7645084,0.0689198
42,1.1745889,1.3244929,"('unreliable', 'reliable')",1.0111157,0.6792838,-2.2203581,-2.1358712,-0.0115511,-0.0440315,0.0324804
76,1.1590273,1.2713325,"('anxious', 'daring')",1.9410219,1.1934363,0.97778875,0.72460186,1.3592793,1.0631235,0.2961558
22,1.156148,1.0672494,"('untrustworthy', 'trustworthy')",1.5253553,0.9064867,0.06225969,-0.12607405,0.9145877,0.6158873,0.2987004
37,1.1255547,1.1387235,"('fake', 'genuine')",0.26763237,0.054947086,0.09713723,0.070062615,0.4967748,0.4212444,0.0755304
18,-1.0720849,-0.7386075,"('disagreeable', 'welcoming')",-1.0166368,-0.89274204,-1.1693844,-1.1316817,-1.0860354,-0.9210104,-0.165025
48,-1.0573181,-0.93633753,"('unintelligent', 'intelligent')",0.2558759,-0.26957843,-0.508366,-0.5259848,-0.4366028,-0.5773002,0.1406974
45,1.0569339,0.9610082,"('incompetent', 'competent')",2.2593455,1.4553784,0.35581753,0.042361975,1.2240323,0.8195829,0.4044494
60,1.0460076,1.2461869,"('inefficient', 'efficient')",3.6089003,2.2908618,0.82488996,0.6326248,1.8265994,1.3898911,0.4367083
35,-1.037781,-0.9445792,"('corrupt', 'incorrupt')",-3.8570085,-2.744515,-1.4576458,-1.2041129,-2.1174785,-1.631069,-0.4864095
74,1.0335144,0.90718186,"('undedicated', 'dedicated')",1.7373203,1.2312089,0.22780794,0.09373097,0.9995476,0.7440406,0.255507
39,0.9786697,1.3311962,"('exploitative', 'cooperative')",1.5274631,1.5971373,0.77877396,1.0309104,1.094969,1.3197479,-0.2247789
27,-0.9478215,-0.8004499,"('hardhearted', 'softhearted')",-0.17788498,-0.23198989,0.24982145,0.17742543,-0.2919617,-0.2850048,-0.0069569
85,-0.9405812,-1.1022224,"('insignificant', 'prestigious')",-2.1103492,-1.0493975,-1.4243158,-1.3110723,-1.4917488,-1.1542308,-0.337518
26,-0.9311742,-0.8847597,"('hardhearted', 'benevolent')",0.70320445,0.8080232,0.82742435,0.83526695,0.1998182,0.2528435,-0.0530253
88,-0.92052156,-0.9510777,"('low', 'eminent')",1.0173746,0.520436,-0.42694888,-0.49571514,-0.1100319,-0.3087856,0.1987537
80,0.8965412,0.92434144,"('dominated', 'dominating')",2.0315957,1.2748642,0.050148778,-0.0060455212,0.9927619,0.7310534,0.2617085
63,0.83362067,0.8054334,"('unperceptive', 'insightful')",1.9507236,1.446027,0.4142946,0.51463705,1.066213,0.9220325,0.1441805
62,0.77896434,0.7863438,"('incompetent', 'brilliant')",2.9159002,2.1204104,0.5253992,0.5407746,1.4067545,1.1491763,0.2575782
19,-0.7552088,-0.883641,"('inhospitable', 'hospitable')",-1.0376757,-0.79842865,-0.8854021,-0.58386093,-0.8927622,-0.7553102,-0.137452
23,0.72403884,0.48823568,"('insincere', 'sincere')",1.9791733,1.1717867,6.0475492,5.732803,2.9169203,2.464275,0.4526453
7,0.7154105,0.6254438,"('insensitive', 'sensitive')",2.0491066,1.0892885,0.21951757,0.06854345,0.9946782,0.5944252,0.400253
16,-0.70733905,-0.6633204,"('unpopular', 'popular')",-1.68614,-1.1009128,-0.2656943,-0.049979113,-0.8863911,-0.6047374,-0.2816537
11,0.67125773,0.48416683,"('unhelpful', 'helpful')",1.4274105,0.798037,2.9745395,2.80017,1.6910693,1.3607912,0.3302781
21,0.65311384,0.8847965,"('immoral', 'moral')",1.9219345,1.1982778,-0.56296796,-0.45443556,0.6706935,0.5428796,0.1278139
30,0.64701074,0.80899405,"('intolerant', 'tolerant')",2.3351374,1.8186108,0.66733336,0.78844166,1.2164938,1.1386822,0.0778116
87,0.6377404,0.63571167,"('unsuccessful', 'successful')",2.1366239,1.6967366,0.07548472,0.20980489,0.9499497,0.8474177,0.102532
10,0.63415164,0.6085816,"('unsympathetic', 'sympathetic')",2.3444161,1.1567544,0.6357306,0.18871179,1.2047661,0.6513493,0.5534168
13,0.6233323,0.54398435,"('impolite', 'polite')",2.117993,1.2899687,0.40436307,0.25009075,1.0485628,0.6946813,0.3538815
53,-0.5975839,-0.949646,"('uncreative', 'creative')",0.7520742,0.6449707,0.6867555,0.650153,0.2804153,0.1151592,0.1652561
43,0.57166934,0.729648,"('irresponsible', 'responsible')",2.5785773,2.02868,1.0330788,0.999154,1.3944418,1.252494,0.1419478
55,0.5704449,0.5338575,"('incompetent', 'clever')",3.0413837,1.9298356,0.8558946,0.63512176,1.4892411,1.0329383,0.4563028
38,0.569391,0.39508557,"('untruthful', 'truthful')",0.095248714,0.007777106,0.18084353,0.21402147,0.2818277,0.205628,0.0761997
81,0.5509215,0.31706324,"('submissive', 'aggressive')",2.272968,0.9896938,0.004279472,-0.17155254,0.942723,0.3784015,0.5643215
64,0.54904866,0.9324148,"('shy', 'confident')",0.79284465,0.3386076,-5.0425596,-4.819367,-1.2335555,-1.1827815,-0.050774
75,0.509882,0.2581912,"('meek', 'impulsive')",-1.5767821,-1.2479633,-0.4327529,-0.34145352,-0.4998844,-0.4437419,-0.0561425
57,0.48063633,-0.0027665645,"('unimaginative', 'imaginative')",0.614144,0.004484039,-2.6958919,-2.906389,-0.5337038,-0.9682238,0.43452
84,-0.47328946,-0.23448798,"('inferior', 'superior')",-0.06446565,0.10983214,0.009872079,0.2295803,-0.175961,0.0349748,-0.2109358
9,-0.4565602,-0.6911861,"('unaffectionate', 'caring')",0.33291885,0.32258433,0.7554205,0.618098,0.2105931,0.0831654,0.1274277
12,0.44774145,0.55281264,"('unsupportive', 'supportive')",1.5568414,1.2620896,-2.0054133,-1.9385028,-0.0002768,-0.0412002,0.0409234
86,-0.44266367,-0.6431999,"('uninfluential', 'influential')",1.6900672,0.86310935,-0.32080317,-0.4310282,0.3088668,-0.0703729,0.3792397
82,0.44004855,0.05722972,"('poor', 'rich')",1.391474,0.98776984,6.284042,6.155297,2.7051881,2.4000988,0.3050893
15,-0.43874618,-0.35660943,"('boring', 'funny')",0.7426276,0.74386394,0.35052362,0.65947354,0.218135,0.3489093,-0.1307743
67,0.428057,0.92767334,"('doubtful', 'determined')",0.23589335,0.23600426,-0.06968333,0.18428549,0.198089,0.449321,-0.251232
2,0.42143792,0.43068728,"('unlikable', 'likable')",0.882653,0.725975,0.507033,0.720548,0.603708,0.6257367,-0.0220287
72,-0.3844687,-0.38984334,"('unambitious', 'ambitious')",0.38647538,-0.2047473,-0.03863831,-0.15708566,-0.0122105,-0.2505588,0.2383483
71,0.38067853,0.18419804,"('diffident', 'self-confident')",1.5276986,1.8066852,0.19415703,0.15846753,0.7008448,0.7164502,-0.0156054
58,0.3761638,0.2763883,"('undiscriminating', 'discriminating')",0.63674635,0.35683534,-0.14012465,-0.16330346,0.2909285,0.1566401,0.1342884
66,0.3538997,0.12363878,"('inactive', 'active')",-0.8521924,-0.86015177,0.16203661,0.12434827,-0.1120854,-0.2040549,0.0919695
29,-0.35067382,-0.13545564,"('unfair', 'fair')",-1.3746837,-1.156714,-1.1260076,-0.93287945,-0.950455,-0.741683,-0.208772
69,-0.33611947,-0.15276015,"('lazy', 'industrious')",-1.3146986,-0.39929354,-1.7520562,-1.3211275,-1.1342915,-0.6243937,-0.5098978
49,-0.3167737,-0.40545064,"('unable', 'able')",0.3315476,0.26211712,-0.37252676,-0.23982827,-0.119251,-0.1277206,0.0084696
