,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
14,0.30972186,0.6803363,"('antisocial', 'social')",1.948147,1.1161797,0.11095453,0.07089223,0.7896078,0.6224694,0.1671384
24,0.3096037,0.48333803,"('dishonest', 'honest')",1.010931,0.4207587,1.2717311,1.1301316,0.8640886,0.6780761,0.1860125
34,0.29114068,0.08610364,"('mean', 'honorable')",-0.12273493,-0.16405547,5.0075717,4.925317,1.7253257,1.6157883,0.1095374
40,-0.29040334,-0.17890346,"('stingy', 'generous')",-0.53924274,-0.5265849,-2.8070269,-2.7590532,-1.2122243,-1.1548472,-0.0573771
50,0.28950614,0.3365128,"('clumsy', 'skillful')",-0.4181624,-0.43155134,-0.25558677,-0.1392073,-0.128081,-0.0780819,-0.0499991
54,-0.28069764,-0.6288641,"('incapable', 'capable')",0.7019778,0.73632574,0.6828695,0.7901416,0.3680499,0.2992011,0.0688488
41,-0.26313618,-0.021143576,"('unforgiving', 'forgiving')",-0.1697397,-0.19601099,0.33658114,0.32895732,-0.0320982,0.0372676,-0.0693658
28,0.24742253,-0.24573661,"('disloyal', 'loyal')",0.1269623,-0.15344049,1.504313,1.0639799,0.6262326,0.2216009,0.4046317
32,-0.19097374,-0.20121711,"('unkind', 'kind')",1.7525152,1.1268436,1.2247329,1.1778283,0.9287581,0.7011516,0.2276065
59,-0.18310443,-0.11116776,"('foolish', 'wise')",-0.774399,-0.054647945,-0.48122033,-0.10840919,-0.4795746,-0.0914083,-0.3881663
77,-0.17913222,-0.024900258,"('unmotivated', 'motivated')",0.7784543,0.30502608,-0.9205976,-0.959079,-0.1070918,-0.2263177,0.1192259
0,-0.17351787,-0.21572854,"('unsociable', 'sociable')",2.340963,1.465537,0.21669437,-0.04014223,0.7947131,0.4032221,0.391491
78,-0.17216583,-0.47178996,"('nonresilient', 'resilient')",0.7301436,0.6310548,-0.41058227,-0.31401414,0.0491318,-0.0515831,0.1007149
47,0.17122702,0.063977376,"('stupid', 'smart')",1.8396981,1.6653186,5.335663,5.20493,2.4488627,2.3114087,0.137454
61,-0.16088839,-0.28977746,"('illogical', 'logical')",0.40540582,0.025846377,-0.28031954,-0.28089204,-0.011934,-0.1816077,0.1696737
17,-0.15720169,-0.3285079,"('nasty', 'nice')",-1.2114033,-1.1146485,-0.25198936,-0.3302836,-0.5401981,-0.5911467,0.0509486
3,0.15675664,0.031638786,"('repellent', 'pleasant')",-0.23900902,-0.6926123,0.589475,0.5401759,0.1690742,-0.0402659,0.2093401
4,0.14931993,0.07898127,"('disliked', 'liked')",-0.86986154,-0.3586855,-6.7225266,-6.5057817,-2.4810227,-2.2618286,-0.2191941
20,-0.14647472,-0.020062208,"('rough', 'thoughtful')",0.618982,0.66352344,0.15565467,0.20781283,0.2093873,0.283758,-0.0743707
33,-0.13625407,0.06904856,"('wrong', 'right')",0.16526788,0.5933228,-1.2567768,-0.97406936,-0.4092543,-0.1038993,-0.305355
79,-0.1350082,-0.31657076,"('wavering', 'unwavering')",-2.2429419,-1.5797267,-0.56797254,-0.5310343,-0.9819741,-0.8091106,-0.1728635
44,-0.087973654,0.033975612,"('prejudiced', 'unprejudiced')",-0.28085744,9.294972e-05,-0.9121427,-0.74619126,-0.4269913,-0.2373742,-0.1896171
65,-0.08605137,-0.035888627,"('insecure', 'secure')",1.5789442,0.6218053,1.1435341,0.8872047,0.878809,0.4910405,0.3877685
51,-0.035178754,-0.13543992,"('uneducated', 'educated')",0.72874963,0.0027144924,0.09739314,0.33593577,0.2636547,0.0677368,0.1959179
83,-0.02317786,-0.025097666,"('powerless', 'powerful')",1.0214043,0.9606895,-0.9111388,-0.8722431,0.0290292,0.0211162,0.007913
68,-0.0016206726,0.10710052,"('dependent', 'independent')",-0.9293929,-0.75441337,-1.8940952,-1.7361071,-0.9417029,-0.7944733,-0.1472296
