,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.449765,2.147447,"('lazy', 'industrious')",1.668994,1.6326075,1.8239007,1.9486324,-0.042228587,-0.0226871,1.4751078,1.4265,0.0486078
10,-2.1579568,-1.8861328,"('unsympathetic', 'sympathetic')",-1.7823327,-1.8026823,-1.8653256,-2.0760698,-0.15830961,-0.23987061,-1.4909811,-1.5011889,0.0102078
86,-1.9091401,-1.8001099,"('uninfluential', 'influential')",-0.51968616,-0.56078976,-1.2765528,-1.370693,0.016605645,-0.19841245,-0.9221933,-0.9825013,0.060308
3,-1.8842957,-1.7410474,"('repellent', 'pleasant')",-1.2306933,-1.2335607,-0.017664738,-0.057577237,0.11321163,-0.038284354,-0.7548605,-0.7676173,0.0127568
57,-1.8710105,-1.9154637,"('unimaginative', 'imaginative')",-0.9017936,-0.9547041,-0.6910198,-1.0341386,-2.8719034,-3.0451117,-1.5839319,-1.7373545,0.1534226
35,1.8548046,1.5417607,"('corrupt', 'incorrupt')",0.8565804,0.82127726,0.40096512,0.5282579,0.38771844,0.49561033,0.8750172,0.8467265,0.0282907
48,-1.7182065,-1.6073816,"('unintelligent', 'intelligent')",-1.0641906,-0.95901144,-1.584491,-1.6375068,0.13671327,0.059125107,-1.0575438,-1.0361937,-0.0213501
45,-1.67586,-1.5114073,"('incompetent', 'competent')",-0.12494385,-0.14275727,-0.609201,-0.8683975,-0.49138787,-0.65849537,-0.7253482,-0.7952644,0.0699162
68,-1.6613122,-1.7430614,"('dependent', 'independent')",-1.0666916,-1.1183394,-1.7927815,-1.8685362,-0.9214252,-0.9146898,-1.3605527,-1.4111567,0.050604
46,-1.6368414,-1.5141736,"('uncompetitive', 'competitive')",-1.2504641,-1.2769626,-1.0760925,-1.4684336,-0.9097899,-1.1464136,-1.218297,-1.351496,0.133199
55,-1.5802175,-1.4289205,"('incompetent', 'clever')",-0.80437076,-0.8863146,-0.39001876,-0.6460791,-0.43545866,-0.6572638,-0.8025164,-0.9046445,0.1021281
30,-1.455511,-1.4022965,"('intolerant', 'tolerant')",-0.2972039,-0.41655952,0.36886135,0.21447894,0.7226421,0.7389121,-0.1653029,-0.2163662,0.0510633
65,-1.4543236,-1.5331199,"('insecure', 'secure')",-1.2198622,-1.4664325,-0.6026399,-0.8213929,-1.0911082,-1.1696733,-1.0919834,-1.2476547,0.1556713
23,-1.3792884,-1.2770357,"('insincere', 'sincere')",-0.64871246,-0.6690104,-1.1167364,-1.279257,6.002465,5.94697,0.7144319,0.6804167,0.0340152
81,-1.3561825,-1.3026639,"('submissive', 'aggressive')",-1.5297695,-1.6687833,-1.2344741,-1.4174025,-1.3989854,-1.5362124,-1.3798529,-1.4812655,0.1014126
43,-1.3456205,-1.3094347,"('irresponsible', 'responsible')",-0.05479726,-0.16469838,-0.106173724,-0.28775018,0.73582584,0.7185689,-0.1926914,-0.2608286,0.0681372
77,-1.2905563,-1.2775434,"('unmotivated', 'motivated')",-0.35378838,-0.42833078,-0.39135662,-0.4706418,-0.5969194,-0.7989127,-0.6581552,-0.7438572,0.085702
21,-1.2753522,-1.1982034,"('immoral', 'moral')",-0.71719295,-0.84465694,-0.842352,-1.0512931,-1.3495109,-1.5253038,-1.046102,-1.1548643,0.1087623
0,-1.20148,-1.1666436,"('unsociable', 'sociable')",-0.12024147,-0.2636055,0.13897961,-0.14036062,-0.54465234,-0.74262536,-0.4318486,-0.5783088,0.1464602
66,1.1855143,0.8858374,"('inactive', 'active')",0.42725453,0.33028483,0.7097804,0.66058767,1.6358185,1.6116284,0.989592,0.8720846,0.1175074
60,-1.1844611,-1.0161009,"('inefficient', 'efficient')",-1.0977204,-1.1774958,-0.6453335,-0.8113195,-0.3806684,-0.50900745,-0.8270459,-0.8784809,0.051435
22,-1.1726503,-1.2034521,"('untrustworthy', 'trustworthy')",-0.59426343,-0.7445118,0.01599065,-0.22143902,-1.3934213,-1.499125,-0.7860861,-0.917132,0.1310459
11,-1.1511596,-1.1579716,"('unhelpful', 'helpful')",-0.8044296,-0.8851894,-0.66295743,-0.78667986,2.0752566,2.0346742,-0.1358225,-0.1987916,0.0629691
82,-1.1290894,-1.0885785,"('poor', 'rich')",-1.9326693,-1.9260359,0.029006183,-0.13119295,6.553703,6.4544134,0.8802376,0.8271515,0.0530861
72,-1.0764573,-1.010231,"('unambitious', 'ambitious')",-1.0362993,-1.0266516,-1.1008872,-1.0877442,-1.0122048,-0.9262335,-1.0564622,-1.0127151,-0.0437471
24,-1.0648732,-1.0276667,"('dishonest', 'honest')",0.34253687,0.24703147,-0.9626751,-1.0187707,0.72502,0.7652192,-0.2399978,-0.2585467,0.0185489
1,-1.0437338,-0.999634,"('unfriendly', 'friendly')",1.0726655,1.1021923,-0.1935274,-0.17861244,2.214824,2.3098824,0.512557,0.5584571,-0.0459001
8,1.0409651,1.0346807,"('unaffectionate', 'affectionate')",1.0455234,1.1830043,-0.66056377,-0.43776312,1.3221859,1.5024439,0.6870277,0.8205914,-0.1335637
70,-1.0375875,-0.9509248,"('lethargic', 'energetic')",-0.44585848,-0.55152774,-0.35105574,-0.6000168,0.82268625,0.6766334,-0.2529539,-0.356459,0.1035051
5,1.0009509,0.86453843,"('distant', 'outgoing')",1.5672503,1.6697358,-0.12606677,0.023738246,-0.021857247,0.11743407,0.6050693,0.6688616,-0.0637923
88,-0.9840794,-1.1844671,"('low', 'eminent')",-0.9573196,-1.0518106,-0.7432416,-1.0230123,0.3508625,0.23884721,-0.5834445,-0.7551106,0.1716661
53,-0.9777649,-1.0639254,"('uncreative', 'creative')",0.0024030413,-0.05092392,0.4927623,0.41774842,1.4156411,1.359562,0.2332604,0.1656153,0.0676451
6,0.9736821,0.95512956,"('distant', 'open')",1.4969232,1.6602876,-0.08463237,0.14816543,0.8739526,1.0683597,0.8149814,0.9579856,-0.1430042
64,-0.93406904,-1.0447176,"('shy', 'confident')",-0.4523719,-0.7393746,0.27038723,0.1320607,-7.234736,-7.2339497,-2.0876975,-2.2214952,0.1337977
36,0.910131,0.64328843,"('hostile', 'amicable')",1.0241014,1.0585349,0.2684303,0.3299953,0.8918863,0.9624905,0.7736372,0.7485773,0.0250599
2,0.9092639,0.72986525,"('unlikable', 'likable')",1.7180375,1.5069783,1.6249398,1.4950674,0.5284757,0.54531556,1.1951792,1.0693066,0.1258726
63,-0.8975306,-0.63905245,"('unperceptive', 'insightful')",-0.08571759,-0.15152171,-0.22549376,-0.3806144,1.2058665,1.1864865,-0.0007189,0.0038245,-0.0045434
71,0.89267856,0.72162145,"('diffident', 'self-confident')",1.8197615,1.7811543,0.08355573,0.037880365,0.57612413,0.5150189,0.84303,0.7639188,0.0791112
87,0.8805797,0.63832706,"('unsuccessful', 'successful')",1.53087,1.3008443,1.3576803,1.0039989,0.8260862,0.62500906,1.1488041,0.8920448,0.2567593
58,-0.86296517,-0.73843074,"('undiscriminating', 'discriminating')",0.2807264,0.247557,0.9382322,0.7596183,0.030931035,0.02741817,0.0967311,0.0740407,0.0226904
7,-0.8056512,-0.7091043,"('insensitive', 'sensitive')",-0.6638573,-0.6362615,-1.1724675,-1.2206204,0.9096112,0.82187295,-0.4330912,-0.4360283,0.0029371
33,0.7985706,0.78345454,"('wrong', 'right')",1.1983982,1.2102908,0.2617055,0.39104566,-0.10150535,-0.09021571,0.5392922,0.5736438,-0.0343516
79,0.78929085,0.7455898,"('wavering', 'unwavering')",-0.2003106,-0.05694585,-0.70101964,-0.7052672,0.40110487,0.48842213,0.0722664,0.1179497,-0.0456833
14,-0.784403,-0.8804607,"('antisocial', 'social')",0.275267,-0.032569103,0.6417696,0.35634977,-1.0746657,-1.2866409,-0.235508,-0.4608302,0.2253222
85,0.7717274,0.5882308,"('insignificant', 'prestigious')",1.3175056,1.3300183,0.41474363,0.5170483,1.2041174,1.3631227,0.9270235,0.949605,-0.0225815
51,-0.7513003,-0.66320795,"('uneducated', 'educated')",-0.49118334,-0.5260674,-0.13343793,-0.27150863,0.3400479,0.27394968,-0.2589684,-0.2967086,0.0377402
