,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
40,1.7223129,1.790638,"('stingy', 'generous')",0.94596434,0.9795851,-1.4110949,-1.8622013,0.4190608,0.3026739,0.1163869
26,1.6194053,1.4314306,"('hardhearted', 'benevolent')",1.5324432,1.257211,1.8894033,0.9974265,1.6804172,1.2286894,0.4517278
77,-1.431165,-1.2212,"('unmotivated', 'motivated')",-0.5260689,-0.20080718,-1.2496518,-0.86423016,-1.0689619,-0.7620791,-0.3068828
33,1.407347,1.1474557,"('wrong', 'right')",1.6645333,1.3124429,-0.40146804,-0.9168844,0.8901374,0.514338,0.3757994
9,1.3905853,1.1507514,"('unaffectionate', 'caring')",0.8896762,0.51712465,1.5477337,1.4501326,1.2759984,1.0393362,0.2366622
76,-1.3121692,-1.4421582,"('anxious', 'daring')",-1.2696449,-0.8806844,-0.5642711,0.14878044,-1.0486951,-0.7246874,-0.3240077
12,1.2990336,1.4393178,"('unsupportive', 'supportive')",-0.13715315,0.007350377,-1.6662863,-1.5741118,-0.1681353,-0.0424812,-0.1256541
20,-1.2265804,-1.1710724,"('rough', 'thoughtful')",-0.90141016,-0.6386051,0.9356404,0.79839516,-0.39745,-0.3370941,-0.0603559
7,1.2016431,1.1180882,"('insensitive', 'sensitive')",0.22459498,0.22538576,0.78579104,1.145566,0.737343,0.82968,-0.092337
49,-1.0670569,-1.0556716,"('unable', 'able')",-1.0293174,-0.9596737,-0.24506181,0.13723962,-0.7804787,-0.6260353,-0.1544434
37,1.0640373,0.88023204,"('fake', 'genuine')",0.41539702,0.44797266,0.3056174,0.51707643,0.5950173,0.6150937,-0.0200764
54,-1.0551794,-1.0782883,"('incapable', 'capable')",-1.0610467,-1.1030095,0.7629475,0.81136405,-0.4510929,-0.4566446,0.0055517
85,1.034657,0.78176504,"('insignificant', 'prestigious')",1.9026022,1.4248184,-0.17582357,-1.2449819,0.9204785,0.3205339,0.5999446
25,1.0269727,1.0628104,"('egoistic', 'altruistic')",2.0606022,1.8680313,1.6687924,1.4112569,1.5854557,1.4473662,0.1380895
74,0.9647126,0.89707637,"('undedicated', 'dedicated')",-0.5336422,-0.47989327,-0.3439037,-0.22044297,0.0290556,0.06558,-0.0365244
6,0.95599025,0.6408732,"('distant', 'open')",1.1059468,0.6259354,-0.07853586,-0.71477777,0.6611337,0.1840102,0.4771235
21,-0.88853425,-0.99391496,"('immoral', 'moral')",-0.27617568,-0.06535806,-0.5529383,0.08684446,-0.5725494,-0.3241429,-0.2484065
81,-0.81373644,-0.7683197,"('submissive', 'aggressive')",-1.4894092,-1.2788792,-0.9848149,-0.36160466,-1.0959868,-0.8029345,-0.2930523
2,0.7867145,0.57364327,"('unlikable', 'likable')",0.75934124,0.6334475,0.7347773,0.53821295,0.7602777,0.581768,0.1785097
22,-0.7857758,-0.6793166,"('untrustworthy', 'trustworthy')",-1.434527,-1.2980336,-0.9991364,-0.6139025,-1.0731464,-0.8637509,-0.2093955
13,-0.78346545,-0.7610379,"('impolite', 'polite')",-0.80523276,-0.6460039,-0.6458508,-0.048739873,-0.7448497,-0.4852606,-0.2595891
32,0.759665,0.42198902,"('unkind', 'kind')",-0.32729545,-0.49234283,0.98466516,1.0992416,0.4723449,0.3429626,0.1293823
68,-0.7526962,-0.7399185,"('dependent', 'independent')",-0.7783701,-0.80066186,-0.7619619,-0.684291,-0.7643427,-0.7416237,-0.022719
1,0.72527385,0.51511365,"('unfriendly', 'friendly')",1.0324981,0.43086246,1.8215504,1.2803302,1.1931074,0.7421021,0.4510053
56,-0.69980395,-0.44394356,"('impractical', 'practical')",-1.0304997,-0.5744061,-0.81370026,-0.086411506,-0.8480013,-0.3682537,-0.4797476
10,-0.69520175,-0.7378873,"('unsympathetic', 'sympathetic')",-1.4075257,-1.273979,-0.41125795,0.2601501,-0.8379951,-0.5839054,-0.2540897
44,-0.6919376,-0.6829224,"('prejudiced', 'unprejudiced')",-0.7242601,-0.76862746,-1.8134198,-1.6358881,-1.0765392,-1.029146,-0.0473932
62,-0.6493682,-0.2442836,"('incompetent', 'brilliant')",-1.0413918,-0.5657299,0.15460439,0.9499283,-0.5120519,0.0466383,-0.5586902
8,0.63698816,0.4794801,"('unaffectionate', 'affectionate')",0.6984667,0.2918721,1.0082418,0.6467301,0.7812322,0.4726941,0.3085381
71,0.62545824,0.7088844,"('diffident', 'self-confident')",0.95386446,0.8649752,0.31919506,0.2229799,0.6328392,0.5989465,0.0338927
59,0.6042917,0.5460513,"('foolish', 'wise')",0.2488454,-0.16409943,0.13167234,-0.28075376,0.3282698,0.0337327,0.2945371
28,0.60198826,0.48041952,"('disloyal', 'loyal')",-0.4665179,-0.5101573,1.195874,1.2952662,0.4437815,0.4218428,0.0219387
70,-0.6000989,-0.3950295,"('lethargic', 'energetic')",-0.7979036,-0.44694698,-0.055244435,0.78116137,-0.4844157,-0.0202717,-0.464144
3,-0.5925404,-0.5863996,"('repellent', 'pleasant')",-0.5522785,-0.39727017,0.8867299,1.2713537,-0.0860297,0.0958947,-0.1819244
78,-0.5762979,-0.37506682,"('nonresilient', 'resilient')",0.49603015,0.82877046,0.5590066,0.8275056,0.1595796,0.4270697,-0.2674901
84,0.5490534,0.44783878,"('inferior', 'superior')",-0.098866746,-0.2068425,0.76175714,0.6453548,0.4039812,0.2954504,0.1085308
43,-0.53922015,-0.5545691,"('irresponsible', 'responsible')",-1.7703589,-1.6851859,0.2348925,0.7049685,-0.6915622,-0.5115956,-0.1799666
