,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
56,0.71805763,0.7041132,"('impractical', 'practical')",-0.099256635,0.008768047,0.3094005,0.3564406,-0.0470401
8,-0.7049747,-0.6428019,"('unaffectionate', 'affectionate')",0.56127197,0.5916843,-0.0718514,-0.0255588,-0.0462926
55,-0.6850939,-0.8832917,"('incompetent', 'clever')",-0.014846705,-0.11222046,-0.3499703,-0.4977561,0.1477858
10,-0.66933095,-0.9988637,"('unsympathetic', 'sympathetic')",-0.12741531,-0.40342897,-0.3983731,-0.7011464,0.3027733
76,-0.65466714,-0.76280224,"('anxious', 'daring')",0.16369653,0.16377158,-0.2454853,-0.2995153,0.05403
61,0.64902365,0.5501975,"('illogical', 'logical')",0.3412838,0.22044271,0.4951537,0.3853201,0.1098336
69,0.6485211,0.8495133,"('lazy', 'industrious')",-0.8529787,-0.7313131,-0.1022288,0.0591001,-0.1613289
75,-0.6402477,-0.45167196,"('meek', 'impulsive')",-0.6910052,-0.56821793,-0.6656264,-0.5099449,-0.1556815
3,-0.6212114,-0.71696657,"('repellent', 'pleasant')",0.25248942,0.08295815,-0.184361,-0.3170042,0.1326432
63,0.6193751,0.41777635,"('unperceptive', 'insightful')",1.204197,0.9496405,0.9117861,0.6837084,0.2280777
81,-0.6065059,-0.8382301,"('submissive', 'aggressive')",-0.6145558,-0.7272634,-0.6105309,-0.7827467,0.1722158
42,0.6012547,0.4111769,"('unreliable', 'reliable')",-2.800228,-2.922098,-1.0994867,-1.2554605,0.1559738
12,0.57401717,0.3666395,"('unsupportive', 'supportive')",-1.5663372,-1.6818131,-0.49616,-0.6575868,0.1614268
66,-0.5254216,-0.5034291,"('inactive', 'active')",0.83252275,0.68193984,0.1535506,0.0892554,0.0642952
59,0.51143533,0.49696413,"('foolish', 'wise')",0.25029406,0.30000505,0.3808647,0.3984846,-0.0176199
67,0.5050141,0.5386258,"('doubtful', 'determined')",-0.7627655,-0.66075844,-0.1288757,-0.0610663,-0.0678094
65,-0.48680145,-0.70884204,"('insecure', 'secure')",-0.301435,-0.2873599,-0.3941182,-0.498101,0.1039828
5,0.48549446,0.688889,"('distant', 'outgoing')",-0.46406767,-0.3712958,0.0107134,0.1587966,-0.1480832
45,-0.48476028,-0.69718826,"('incompetent', 'competent')",-0.24141999,-0.40492994,-0.3630901,-0.5510591,0.187969
21,0.4802217,0.29327363,"('immoral', 'moral')",-0.3780421,-0.5155178,0.0510898,-0.1111221,0.1622119
80,0.46702272,0.30940893,"('dominated', 'dominating')",-0.7245078,-0.94941604,-0.1287425,-0.3200036,0.1912611
1,0.43251354,0.38012734,"('unfriendly', 'friendly')",1.9749829,1.9088272,1.2037482,1.1444772,0.059271
36,-0.42074794,-0.19848467,"('hostile', 'amicable')",0.003490854,0.12392376,-0.2086285,-0.0372805,-0.171348
74,0.41764104,0.24787948,"('undedicated', 'dedicated')",0.49799448,0.44514441,0.4578178,0.346512,0.1113058
64,-0.4058357,-0.53625745,"('shy', 'confident')",-6.43379,-6.2787633,-3.4198129,-3.4075103,-0.0123026
44,-0.402157,-0.46704254,"('prejudiced', 'unprejudiced')",-1.404218,-1.319284,-0.9031875,-0.8931633,-0.0100242
28,-0.37114698,-0.42378482,"('disloyal', 'loyal')",0.7995769,0.75384086,0.214215,0.165028,0.049187
49,0.33842555,0.32829392,"('unable', 'able')",-0.45748475,-0.48053315,-0.0595296,-0.0761196,0.01659
9,0.33814657,0.2988609,"('unaffectionate', 'caring')",1.026821,0.97602826,0.6824838,0.6374446,0.0450392
86,-0.32180023,-0.5911031,"('uninfluential', 'influential')",0.1780417,-0.049587578,-0.0718793,-0.3203453,0.248466
68,-0.32155704,-0.51423305,"('dependent', 'independent')",-0.3084892,-0.48124337,-0.3150231,-0.4977382,0.1827151
7,-0.32061172,-0.47038078,"('insensitive', 'sensitive')",0.68217945,0.47184825,0.1807839,0.0007337,0.1800502
0,0.3146822,0.039642133,"('unsociable', 'sociable')",-0.20527287,-0.37822112,0.0547047,-0.1692895,0.2239942
32,0.30793023,0.23417318,"('unkind', 'kind')",0.8090168,0.86804754,0.5584735,0.5511104,0.0073631
22,-0.30222043,-0.5146822,"('untrustworthy', 'trustworthy')",-0.9971588,-1.0071896,-0.6496896,-0.7609359,0.1112463
47,-0.2997393,-0.17987552,"('stupid', 'smart')",4.8972692,4.93337,2.2987649,2.3767474,-0.0779825
43,-0.29267836,-0.4820494,"('irresponsible', 'responsible')",0.61480284,0.64570314,0.1610622,0.0818269,0.0792353
20,-0.2913128,-0.38365102,"('rough', 'thoughtful')",1.2937944,1.2427016,0.5012408,0.4295253,0.0717155
11,0.28332818,-0.016436737,"('unhelpful', 'helpful')",1.7107223,1.54836,0.9970253,0.7659616,0.2310637
16,-0.2816885,-0.33478522,"('unpopular', 'popular')",0.50067186,0.3337125,0.1094917,-0.0005364,0.1100281
19,-0.27500257,-0.024129113,"('inhospitable', 'hospitable')",-0.029630695,0.13201025,-0.1523166,0.0539406,-0.2062572
40,-0.27376568,-0.29005402,"('stingy', 'generous')",-1.4494882,-1.5358572,-0.8616269,-0.9129556,0.0513287
78,0.2452856,-0.024074819,"('nonresilient', 'resilient')",0.30874574,0.14696541,0.2770157,0.0614453,0.2155704
62,0.23066752,0.1531355,"('incompetent', 'brilliant')",0.17706008,0.24882112,0.2038638,0.2009783,0.0028855
25,-0.19666205,-0.25572217,"('egoistic', 'altruistic')",1.5298536,1.5117487,0.6665958,0.6280133,0.0385825
58,-0.19393602,-0.3260313,"('undiscriminating', 'discriminating')",0.14669216,-0.036554873,-0.0236219,-0.1812931,0.1576712
54,0.18850745,0.27165928,"('incapable', 'capable')",1.0470667,1.2067084,0.6177871,0.7391838,-0.1213967
2,0.18033507,0.19685635,"('unlikable', 'likable')",0.49135017,0.6966708,0.3358426,0.4467636,-0.110921
48,0.17710091,-0.13814166,"('unintelligent', 'intelligent')",0.6883967,0.6257088,0.4327488,0.2437836,0.1889652
53,0.17352465,0.14223012,"('uncreative', 'creative')",0.7567617,0.65459067,0.4651432,0.3984104,0.0667328
23,-0.17144032,-0.35972124,"('insincere', 'sincere')",5.6430545,5.516082,2.7358072,2.5781803,0.1576269
24,-0.16165943,-0.18965136,"('dishonest', 'honest')",0.8225165,0.9047533,0.3304285,0.357551,-0.0271225
30,0.1415137,-0.015825294,"('intolerant', 'tolerant')",1.0946407,1.1350247,0.6180772,0.5595997,0.0584775
13,-0.13810967,-0.20892304,"('impolite', 'polite')",-0.4401602,-0.39894277,-0.2891349,-0.3039329,0.014798
88,0.12154789,0.13409914,"('low', 'eminent')",0.2227147,0.27361435,0.1721313,0.2038567,-0.0317254
27,0.12119213,-0.049475588,"('hardhearted', 'softhearted')",1.5938014,1.3213571,0.8574967,0.6359408,0.2215559
46,0.11981638,-0.14969487,"('uncompetitive', 'competitive')",-0.4987827,-0.6647987,-0.1894832,-0.4072468,0.2177636
34,0.108269334,0.091110796,"('mean', 'honorable')",5.8813148,5.862428,2.994792,2.9767694,0.0180226
50,-0.106898114,-0.09365119,"('clumsy', 'skillful')",0.1920534,0.11310173,0.0425776,0.0097253,0.0328523
77,0.09885092,-0.18890065,"('unmotivated', 'motivated')",-0.8765683,-0.9662856,-0.3888587,-0.5775931,0.1887344
41,0.09155825,-0.018884586,"('unforgiving', 'forgiving')",0.019586928,-0.11025883,0.0555726,-0.0645717,0.1201443
4,0.08925976,0.14303765,"('disliked', 'liked')",-6.4056892,-6.3354845,-3.1582148,-3.0962234,-0.0619914
6,0.07888059,0.30644208,"('distant', 'open')",0.11139584,0.1250072,0.0951382,0.2157246,-0.1205864
17,-0.076674715,0.0007939618,"('nasty', 'nice')",-0.62031376,-0.58984256,-0.3484942,-0.2945243,-0.0539699
79,-0.069225736,0.0965891,"('wavering', 'unwavering')",-0.13453758,-0.05947822,-0.1018817,0.0185554,-0.1204371
29,-0.06801781,-0.14779282,"('unfair', 'fair')",-0.5916038,-0.6609354,-0.3298108,-0.4043641,0.0745533
52,-0.057777815,0.0339064,"('irrational', 'rational')",-0.061783075,-0.027636144,-0.0597804,0.0031351,-0.0629155
26,-0.050881658,0.02841242,"('hardhearted', 'benevolent')",1.6337019,1.8334737,0.7914101,0.9309431,-0.139533
60,0.042055205,-0.122196764,"('inefficient', 'efficient')",0.17223078,0.26784408,0.107143,0.0728237,0.0343193
31,0.029773066,0.2500167,"('evil', 'good')",-0.9694569,-0.95426375,-0.4698419,-0.3521235,-0.1177184
38,0.020421065,-0.06929667,"('untruthful', 'truthful')",0.03840489,0.10823095,0.029413,0.0194671,0.0099459
83,-0.014199529,0.04679232,"('powerless', 'powerful')",-1.1486976,-1.0424365,-0.5814486,-0.4978221,-0.0836265
37,0.00872403,-0.08874326,"('fake', 'genuine')",0.4352122,0.30312762,0.2219681,0.1071922,0.1147759
