,kraft_male,kraft_female,tuple,heinz_male,heinz_female,co_male,co_female,average_male,average_female,male-female
29,-0.994973,-0.6763908,"('unfair', 'fair')",-1.2477216,-0.8882039,-1.2151451,-0.9779463,-1.1526132,-0.8475137,-0.3050995
59,0.9768563,1.0654165,"('foolish', 'wise')",1.313535,1.530447,-0.27057552,-0.13590233,0.6732719,0.819987,-0.1467151
76,-0.95574486,-1.2526202,"('anxious', 'daring')",-0.48923564,-0.9235436,0.31976363,0.0011643358,-0.3750723,-0.7249997,0.3499274
1,0.92194295,1.4449813,"('unfriendly', 'friendly')",1.8108087,2.2563477,0.9729925,1.1947894,1.235248,1.6320394,-0.3967914
30,-0.8501071,-1.1058416,"('intolerant', 'tolerant')",-0.2924735,-0.68040574,0.50634557,0.35117927,-0.2120783,-0.478356,0.2662777
48,-0.841825,-0.6370213,"('unintelligent', 'intelligent')",0.40263373,0.24790509,0.12302046,0.107872434,-0.1053903,-0.0937479,-0.0116424
84,0.82267666,1.0125481,"('inferior', 'superior')",1.108433,1.1509216,0.35919166,0.5530326,0.7634338,0.9055008,-0.142067
32,0.80274427,0.36445844,"('unkind', 'kind')",0.75368285,0.21549287,1.5680263,1.3914189,1.0414845,0.6571234,0.3843611
40,-0.80224633,0.08344722,"('stingy', 'generous')",0.014146443,0.4724418,-3.236085,-2.7037632,-1.3413949,-0.7159581,-0.6254368
27,-0.79773134,-0.5481734,"('hardhearted', 'softhearted')",-0.117583625,-0.10205364,0.076267645,0.22669354,-0.2796824,-0.1411778,-0.1385046
87,0.7883299,0.11546593,"('unsuccessful', 'successful')",0.0033099353,-0.3552552,0.44810167,0.018040597,0.4132471,-0.0739162,0.4871633
34,-0.78667945,-1.0250429,"('mean', 'honorable')",-0.12718737,-0.253171,5.2513146,5.0318785,1.4458159,1.2512215,0.1945944
28,-0.74611944,-0.7155662,"('disloyal', 'loyal')",0.6804748,0.64604914,0.98583096,0.93036115,0.3067288,0.286948,0.0197808
85,0.73067844,1.1743976,"('insignificant', 'prestigious')",2.0819235,2.7002027,-1.0527321,-0.9509037,0.5866233,0.9745656,-0.3879423
74,0.7073062,0.57917583,"('undedicated', 'dedicated')",1.0274183,0.8373359,-0.17532532,-0.2089883,0.5197997,0.4025078,0.1172919
81,-0.6699857,-1.1956192,"('submissive', 'aggressive')",-0.77728033,-1.4773927,-0.15566593,-0.42907137,-0.5343107,-1.0340277,0.499717
31,-0.6533477,-0.033786807,"('evil', 'good')",0.27667755,1.1142416,-1.7225891,-1.4792373,-0.6997531,-0.1329275,-0.5668256
72,0.64810985,0.59902245,"('unambitious', 'ambitious')",-0.47352514,-0.6121081,-0.5997166,-0.5188906,-0.1417106,-0.1773254,0.0356148
15,0.648093,0.6047559,"('boring', 'funny')",1.7150353,1.7914692,0.4868353,0.3891888,0.9499878,0.9284712,0.0215166
49,-0.59650034,-0.6350998,"('unable', 'able')",-0.015783198,-0.059294306,-0.5648372,-0.63743836,-0.3923736,-0.4439441,0.0515705
20,-0.57487696,-0.6671343,"('rough', 'thoughtful')",-0.36464322,-0.6400586,0.41098922,0.2577343,-0.176177,-0.3498195,0.1736425
26,0.5575825,0.70088387,"('hardhearted', 'benevolent')",1.5371114,1.6644874,0.93328834,1.1022893,1.0093274,1.1558868,-0.1465594
66,-0.55518544,-0.4639712,"('inactive', 'active')",0.17955585,0.32359517,0.07936282,0.18625177,-0.0987556,0.0152919,-0.1140475
60,0.5417086,0.0145139955,"('inefficient', 'efficient')",-0.31944457,-1.0747322,0.74330366,0.6580188,0.3218559,-0.1340665,0.4559224
64,-0.53668934,-0.55695504,"('shy', 'confident')",-0.6987043,-0.90117484,-5.962122,-5.663173,-2.3991718,-2.3737677,-0.0254041
8,0.50948,0.8691462,"('unaffectionate', 'affectionate')",1.6658031,2.071627,0.054248255,0.3460082,0.7431771,1.0955938,-0.3524167
18,-0.5055647,-0.2697784,"('disagreeable', 'welcoming')",0.14452346,0.281293,-1.0920475,-1.0200788,-0.4843629,-0.3361881,-0.1481748
65,-0.49399298,-1.2125623,"('insecure', 'secure')",-1.0038986,-1.7814767,0.614689,0.3017091,-0.2944009,-0.8974433,0.6030424
54,0.45777637,0.27367136,"('incapable', 'capable')",0.92004436,0.92836714,0.9918391,0.8833194,0.7898866,0.6951193,0.0947673
73,0.45344043,0.7433938,"('helpless', 'self-reliant')",0.81774956,1.0192014,-3.6924222,-3.4165199,-0.8070774,-0.5513082,-0.2557692
83,-0.4351514,-0.36972523,"('powerless', 'powerful')",-0.41862875,-0.6676101,-1.0669212,-1.0153565,-0.6402338,-0.6842306,0.0439968
44,-0.41452393,-0.605238,"('prejudiced', 'unprejudiced')",-1.2347236,-1.3000057,-1.2924817,-1.282692,-0.9805764,-1.0626452,0.0820688
36,0.4096781,0.73540425,"('hostile', 'amicable')",0.744984,1.3675212,-0.88527524,-0.8977103,0.0897956,0.4017383,-0.3119427
14,-0.40817082,-0.95472515,"('antisocial', 'social')",-0.8595935,-1.354161,-0.13206229,-0.5189911,-0.4666089,-0.9426257,0.4760168
7,-0.40262812,-0.5678446,"('insensitive', 'sensitive')",-0.3686341,-0.6877327,0.001808947,-0.043885287,-0.2564844,-0.4331542,0.1766698
2,0.4021523,-0.13245288,"('unlikable', 'likable')",0.4183496,0.12582488,0.8613365,0.71234226,0.5606128,0.2352381,0.3253747
0,-0.37472954,-0.77119535,"('unsociable', 'sociable')",-0.14513206,-0.5974933,0.22683454,0.007957392,-0.0976757,-0.4535771,0.3559014
23,0.37440297,-0.33488333,"('insincere', 'sincere')",0.23730166,-0.55449724,6.569934,6.00575,2.3938796,1.7054566,0.688423
41,-0.34822387,-0.21627578,"('unforgiving', 'forgiving')",-0.07526143,-0.040208664,0.22875828,0.13513952,-0.064909,-0.0404483,-0.0244607
70,-0.34315816,-0.6823762,"('lethargic', 'energetic')",-0.73050684,-1.2496628,0.5974132,0.31297207,-0.1587506,-0.539689,0.3809384
5,0.3412754,1.0036794,"('distant', 'outgoing')",1.5267007,2.2462542,-1.4046713,-0.847248,0.154435,0.8008952,-0.6464602
24,0.33831933,0.4064477,"('dishonest', 'honest')",0.79147935,0.7270599,0.7405648,0.97495323,0.6234545,0.7028203,-0.0793658
43,-0.30884072,-0.57106197,"('irresponsible', 'responsible')",-0.28130576,-0.84009176,0.9086045,0.7042173,0.1061527,-0.2356455,0.3417982
47,0.30462235,-0.10279298,"('stupid', 'smart')",0.35493428,-0.04819811,5.3379984,5.163387,1.9991849,1.6707986,0.3283863
62,-0.30213958,-0.7401472,"('incompetent', 'brilliant')",0.16672239,-0.39839643,0.6526611,0.46574122,0.1724146,-0.2242675,0.3966821
38,0.29779938,0.2685501,"('untruthful', 'truthful')",0.80823535,0.7638999,0.5133637,0.4136443,0.5397995,0.4820314,0.0577681
22,-0.27742776,-0.45032492,"('untrustworthy', 'trustworthy')",-0.71737176,-1.0226063,-0.82707644,-0.81220686,-0.607292,-0.7617127,0.1544207
13,0.27521485,-0.18892698,"('impolite', 'polite')",0.27174145,-0.35987747,0.35686722,0.16637284,0.3012745,-0.1274772,0.4287517
46,-0.26088145,-0.59587836,"('uncompetitive', 'competitive')",-0.8608089,-1.5647292,-0.39721844,-0.66086626,-0.506303,-0.9404913,0.4341883
19,-0.25317526,-0.03552543,"('inhospitable', 'hospitable')",0.14653221,0.5629685,-0.55193263,-0.36635262,-0.2195252,0.0536968,-0.273222
86,0.24132466,0.26481935,"('uninfluential', 'influential')",0.30841252,0.05040155,-0.4832855,-0.5508716,0.0221506,-0.0785502,0.1007008
61,0.23515193,-0.0144158825,"('illogical', 'logical')",0.39272308,0.14636411,-0.21300131,-0.1824183,0.1382912,-0.0168234,0.1551146
35,-0.23382713,0.28733006,"('corrupt', 'incorrupt')",0.5803536,1.2745184,-1.5010213,-1.1560649,-0.3848316,0.1352612,-0.5200928
12,0.2284212,0.3340126,"('unsupportive', 'supportive')",1.2292492,1.0297297,-1.9233091,-1.7388444,-0.1552129,-0.125034,-0.0301789
80,0.22304899,-0.07052612,"('dominated', 'dominating')",-0.26878956,-0.7893697,-0.22876385,-0.28686118,-0.0915015,-0.3822523,0.2907508
4,-0.21740884,0.2888671,"('disliked', 'liked')",0.5569058,1.0026864,-7.079751,-7.070823,-2.2467513,-1.9264232,-0.3203281
51,-0.21131907,-0.55772996,"('uneducated', 'educated')",-0.8317025,-1.1407325,0.6670616,0.41473183,-0.12532,-0.4279102,0.3025902
88,0.21112335,-0.0261879,"('low', 'eminent')",0.045160174,-0.15906528,-0.035064332,-0.3591546,0.0737397,-0.1814693,0.255209
82,-0.18815553,-0.6842326,"('poor', 'rich')",-1.1578282,-1.5980649,6.242614,5.6032233,1.6322101,1.1069752,0.5252349
16,-0.17806712,-0.15613611,"('unpopular', 'popular')",-0.24884304,-0.20038524,0.5725616,0.047777615,0.0485505,-0.1029146,0.1514651
37,-0.17711024,-0.14027843,"('fake', 'genuine')",-0.25271177,-0.37554315,0.051543143,0.14972045,-0.126093,-0.1220337,-0.0040593
52,0.17326728,0.44926816,"('irrational', 'rational')",0.6535361,1.1877568,-0.8238479,-0.68651927,0.0009851,0.3168352,-0.3158501
11,-0.15625528,-0.7516545,"('unhelpful', 'helpful')",0.027284287,-0.67224073,3.0519578,2.6798544,0.974329,0.4186531,0.5556759
78,-0.14284074,0.02988603,"('nonresilient', 'resilient')",0.27970582,0.20367438,0.016319154,-0.09353472,0.0510614,0.0466752,0.0043862
63,0.13780507,-0.0713152,"('unperceptive', 'insightful')",-0.1643067,-0.5142955,0.540486,0.40982673,0.1713281,-0.0585947,0.2299228
50,-0.11606582,-0.12409656,"('clumsy', 'skillful')",-0.18630484,-0.30505526,0.4333284,0.18311287,0.0436526,-0.082013,0.1256656
21,0.07350868,-0.46399856,"('immoral', 'moral')",0.13547587,-0.58046573,-0.2050792,-0.534504,0.0013018,-0.5263228,0.5276246
6,0.07260309,0.83494484,"('distant', 'open')",1.1820186,2.0297902,-1.2691305,-0.6607325,-0.0048362,0.7346675,-0.7395037
42,-0.063752964,-0.009352874,"('unreliable', 'reliable')",-0.2330484,-0.28066915,-2.8280463,-2.7420416,-1.0416159,-1.0106878,-0.0309281
77,-0.041854404,-0.04149283,"('unmotivated', 'motivated')",0.26897964,0.06616644,-0.7464998,-0.8344462,-0.1731248,-0.2699242,0.0967994
79,-0.03156282,0.14753029,"('wavering', 'unwavering')",0.8857032,1.326432,-0.40617126,-0.48952144,0.149323,0.328147,-0.178824
