,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,0.80471337,1.0877268,"('hardhearted', 'benevolent')",1.286437,1.5829009,1.0455751,1.3353138,-0.2897387
34,0.7975745,0.63985664,"('mean', 'honorable')",6.2350082,6.159162,3.5162914,3.3995094,0.116782
21,0.7937268,0.31556365,"('immoral', 'moral')",-0.38697428,-0.6993182,0.2033763,-0.1918773,0.3952536
71,0.79360783,1.0077269,"('diffident', 'self-confident')",0.39935187,0.5406986,0.5964798,0.7742127,-0.1777329
53,-0.7662371,-0.5698106,"('uncreative', 'creative')",0.69610184,0.9075058,-0.0350676,0.1688476,-0.2039152
40,-0.7646301,-0.2106821,"('stingy', 'generous')",-2.0167108,-1.5433087,-1.3906704,-0.8769954,-0.513675
22,-0.75976604,-0.8013929,"('untrustworthy', 'trustworthy')",-1.239826,-0.8809963,-0.999796,-0.8411946,-0.1586014
74,0.75815725,0.64641404,"('undedicated', 'dedicated')",0.28962475,0.5143367,0.523891,0.5803754,-0.0564844
29,-0.74299395,-0.31715092,"('unfair', 'fair')",-0.8826945,-0.4118619,-0.8128442,-0.3645064,-0.4483378
47,0.6916233,0.42782992,"('stupid', 'smart')",5.3530917,5.441612,3.0223575,2.9347208,0.0876367
63,0.6814574,0.69361,"('unperceptive', 'insightful')",1.2805216,1.4686481,0.9809895,1.0811291,-0.1001396
65,-0.6632391,-1.326391,"('insecure', 'secure')",-0.2249874,-0.32787547,-0.4441133,-0.8271332,0.3830199
72,-0.6443788,-0.7623145,"('unambitious', 'ambitious')",-0.6302202,-0.37430933,-0.6372995,-0.5683119,-0.0689876
23,0.63179153,0.14782459,"('insincere', 'sincere')",6.0844245,5.9797726,3.358108,3.0637987,0.2943093
42,0.6118064,0.47905758,"('unreliable', 'reliable')",-2.784239,-2.660278,-1.0862163,-1.0906103,0.004394
54,0.6107752,0.39787906,"('incapable', 'capable')",1.352839,1.2372582,0.9818071,0.8175687,0.1642384
3,-0.58855045,-1.1277016,"('repellent', 'pleasant')",0.5308134,-0.12087562,-0.0288685,-0.6242886,0.5954201
58,-0.58763975,-0.40203226,"('undiscriminating', 'discriminating')",-0.42769557,-0.17400998,-0.5076677,-0.2880211,-0.2196466
38,0.574565,0.49637046,"('untruthful', 'truthful')",0.8144798,0.5880184,0.6945224,0.5421944,0.152328
60,0.56929857,0.1465403,"('inefficient', 'efficient')",0.3040094,0.4653396,0.436654,0.3059399,0.1307141
2,0.53665376,0.15274583,"('unlikable', 'likable')",0.93650144,0.84684867,0.7365776,0.4997973,0.2367803
61,0.5316064,0.42585385,"('illogical', 'logical')",0.16424564,0.34952247,0.347926,0.3876882,-0.0397622
30,0.50409174,0.18493418,"('intolerant', 'tolerant')",1.0998688,1.0615555,0.8019803,0.6232448,0.1787355
37,0.4882112,0.6527958,"('fake', 'genuine')",0.32445273,0.71696335,0.406332,0.6848795,-0.2785475
76,0.48466027,-0.007341888,"('anxious', 'daring')",0.55402833,0.4059083,0.5193443,0.1992832,0.3200611
69,0.47885737,0.9602328,"('lazy', 'industrious')",-1.22306,-1.012779,-0.3721013,-0.0262731,-0.3458282
45,-0.47398582,-0.6060193,"('incompetent', 'competent')",-0.28904438,-0.07256734,-0.3815151,-0.3392933,-0.0422218
41,0.4733118,0.63949054,"('unforgiving', 'forgiving')",-0.10718315,-0.085667595,0.1830643,0.2769115,-0.0938472
43,0.47176558,0.18472143,"('irresponsible', 'responsible')",0.7662127,0.8967498,0.6189891,0.5407356,0.0782535
67,0.469491,0.46279195,"('doubtful', 'determined')",-0.279671,-0.44330406,0.09491,0.0097439,0.0851661
19,0.46829417,0.840534,"('inhospitable', 'hospitable')",0.1225417,0.28490785,0.2954179,0.5627209,-0.267303
17,-0.45791796,-0.36503756,"('nasty', 'nice')",-0.7155745,-0.65617746,-0.5867462,-0.5106075,-0.0761387
82,-0.45258167,-0.7728065,"('poor', 'rich')",6.316076,6.3317513,2.931747,2.7794724,0.1522746
15,0.45097575,0.5804534,"('boring', 'funny')",0.24347584,0.35370928,0.3472258,0.4670813,-0.1198555
28,-0.45025006,-0.30288875,"('disloyal', 'loyal')",0.8559084,1.0184964,0.2028292,0.3578038,-0.1549746
1,0.4478538,0.9812041,"('unfriendly', 'friendly')",1.4807558,1.8611261,0.9643048,1.4211651,-0.4568603
66,-0.44203332,-0.17845511,"('inactive', 'active')",0.45977208,0.63393027,0.0088694,0.2277376,-0.2188682
85,0.417378,0.7094697,"('insignificant', 'prestigious')",0.27627847,0.17156032,0.3468282,0.440515,-0.0936868
46,-0.39813858,-0.70883226,"('uncompetitive', 'competitive')",-0.26299524,-0.38584712,-0.3305669,-0.5473397,0.2167728
9,0.39321572,0.6805325,"('unaffectionate', 'caring')",0.9283042,1.4171102,0.6607599,1.0488213,-0.3880614
84,-0.39159444,-0.12763718,"('inferior', 'superior')",0.47371727,0.6962563,0.0410614,0.2843096,-0.2432482
80,0.36005384,0.15545395,"('dominated', 'dominating')",-0.8298267,-0.7987215,-0.2348864,-0.3216338,0.0867474
78,0.29950863,0.3107458,"('nonresilient', 'resilient')",0.17513855,0.3164869,0.2373236,0.3136163,-0.0762927
4,-0.27954093,0.24161117,"('disliked', 'liked')",-6.223276,-6.2648883,-3.2514086,-3.0116386,-0.23977
14,-0.26371533,-0.7860554,"('antisocial', 'social')",-1.0575984,-1.2683988,-0.6606568,-1.027227,0.3665702
36,-0.2568828,0.07901013,"('hostile', 'amicable')",-0.10258367,-0.1977909,-0.1797332,-0.0593904,-0.1203428
0,0.25593734,0.093671344,"('unsociable', 'sociable')",-0.6021005,-0.39722905,-0.1730816,-0.1517788,-0.0213028
8,-0.22101915,0.04439488,"('unaffectionate', 'affectionate')",0.5777447,0.9348329,0.1783628,0.4896139,-0.3112511
51,-0.21989192,-0.3179671,"('uneducated', 'educated')",0.8426324,1.010326,0.3113703,0.3461795,-0.0348092
83,-0.20446384,-0.20946592,"('powerless', 'powerful')",-0.8570184,-0.82364315,-0.5307411,-0.5165545,-0.0141866
5,0.20347527,0.91027635,"('distant', 'outgoing')",-0.5727531,-0.10992326,-0.1846389,0.4001766,-0.5848155
81,0.1909788,-0.5564243,"('submissive', 'aggressive')",-0.24721101,-0.60430574,-0.0281161,-0.5803651,0.552249
49,-0.17866024,-0.2662396,"('unable', 'able')",-0.19193439,0.0028586946,-0.1852973,-0.1316905,-0.0536068
10,-0.17690742,-0.43512803,"('unsympathetic', 'sympathetic')",0.0403956,0.13717726,-0.0682559,-0.1489754,0.0807195
25,0.15209588,0.28687587,"('egoistic', 'altruistic')",1.0768884,1.0781446,0.6144922,0.6825102,-0.068018
62,0.13665052,-0.25970283,"('incompetent', 'brilliant')",0.68654966,0.796149,0.4116001,0.2682231,0.143377
27,0.11843353,0.74979025,"('hardhearted', 'softhearted')",0.7585967,1.4870776,0.4385151,1.118434,-0.6799189
52,-0.118256405,-0.28125286,"('irrational', 'rational')",0.047788985,-0.18035787,-0.0352337,-0.2308054,0.1955717
20,-0.11731443,-0.0238743,"('rough', 'thoughtful')",0.9516866,1.1670955,0.4171861,0.5716106,-0.1544245
35,0.11046556,0.70332515,"('corrupt', 'incorrupt')",-0.7166787,-0.40768388,-0.3031065,0.1478206,-0.4509271
59,-0.1088842,-0.00036225468,"('foolish', 'wise')",0.08322679,0.27213284,-0.0128287,0.1358853,-0.148714
16,-0.10509087,-0.27731112,"('unpopular', 'popular')",0.5714805,0.31510022,0.2331948,0.0188946,0.2143002
6,0.10071362,0.88308096,"('distant', 'open')",0.009380672,0.51583546,0.0550471,0.6994582,-0.6444111
50,-0.09983673,-0.09479268,"('clumsy', 'skillful')",0.35065678,0.35940406,0.12541,0.1323057,-0.0068957
48,-0.09557663,-0.06762476,"('unintelligent', 'intelligent')",0.6872846,1.0233576,0.295854,0.4778664,-0.1820124
7,-0.09350468,-0.23652326,"('insensitive', 'sensitive')",0.24631903,0.58694726,0.0764072,0.175212,-0.0988048
11,0.08554973,-0.41198474,"('unhelpful', 'helpful')",2.549593,2.3791142,1.3175714,0.9835647,0.3340067
79,-0.085057296,0.05429291,"('wavering', 'unwavering')",0.0402958,-0.104483455,-0.0223807,-0.0250953,0.0027146
24,-0.078563124,0.14494982,"('dishonest', 'honest')",1.0198867,1.4334701,0.4706618,0.78921,-0.3185482
86,-0.07357048,0.2057144,"('uninfluential', 'influential')",-0.099341035,0.3424463,-0.0864558,0.2740803,-0.3605361
70,0.055663418,-0.21455239,"('lethargic', 'energetic')",0.8468274,0.8752285,0.4512454,0.3303381,0.1209073
88,-0.04272774,-0.117890805,"('low', 'eminent')",0.32931668,0.35143816,0.1432945,0.1167737,0.0265208
