,procter_male,procter_female,tuple,&_male,&_female,gamble_male,gamble_female,co_male,co_female,average_male,average_female,male-female
10,-3.7401645,-3.6601791,"('unsympathetic', 'sympathetic')",-3.6082816,-3.184,-2.9347873,-2.82329,-0.23136142,-0.16396528,-2.6286488,-2.4578586,-0.1707902
85,3.1130848,2.9275475,"('insignificant', 'prestigious')",3.1685486,2.7495463,3.4536314,3.239231,-0.12469256,-0.07142837,2.402643,2.2112241,0.1914189
57,-2.9782999,-2.9283779,"('unimaginative', 'imaginative')",-2.211717,-1.9339302,-1.6514071,-1.4782454,-3.4913912,-3.1343029,-2.5832038,-2.3687141,-0.2144897
48,-2.873512,-2.851483,"('unintelligent', 'intelligent')",-2.387047,-2.2649372,-1.506699,-1.4693987,-0.2310824,-0.42671192,-1.7495852,-1.7531328,0.0035476
69,2.8308754,2.6095378,"('lazy', 'industrious')",3.3395505,2.9786932,1.9134916,1.7744129,-0.53925604,-0.42156416,1.8861654,1.73527,0.1508954
55,-2.549638,-2.3862128,"('incompetent', 'clever')",-2.2655234,-1.8991196,-1.3252318,-1.1247196,0.29767805,0.26938578,-1.4606788,-1.2851666,-0.1755122
30,-2.5291395,-2.5255835,"('intolerant', 'tolerant')",-3.2836452,-2.977552,-1.5297285,-1.4939346,0.047927186,-0.07190731,-1.8236464,-1.7672445,-0.0564019
60,-2.498017,-2.4863565,"('inefficient', 'efficient')",-3.2490292,-2.8781745,-1.5700802,-1.4985797,0.03771667,-0.31222904,-1.8198525,-1.7938349,-0.0260176
5,2.4828541,2.3266366,"('distant', 'outgoing')",2.0029173,1.8676443,2.8557696,2.6501884,-0.11838347,-0.07525626,1.8057894,1.6923032,0.1134862
81,-2.468475,-2.4094298,"('submissive', 'aggressive')",-1.9539942,-1.7640998,-1.9472151,-1.8309247,-1.080008,-1.2904304,-1.8624231,-1.8237213,-0.0387018
6,2.372932,2.2796712,"('distant', 'open')",1.9970635,1.843776,2.6959903,2.5310566,0.22324586,0.38589492,1.8223078,1.7600996,0.0622082
14,-2.3173912,-2.2752423,"('antisocial', 'social')",-1.5010573,-1.1610723,-0.83247864,-0.7784044,-0.5530875,-0.33244354,-1.3010037,-1.1367906,-0.1642131
