,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
53,-0.98821265,-1.4113508,"('uncreative', 'creative')",0.08851753,0.2132209,-0.2632983,-0.18855312,-0.3876645,-0.4622277,0.0745632
6,-0.9706913,-1.3775885,"('distant', 'open')",0.80763346,1.0040778,-0.30105433,-0.15781125,-0.1547041,-0.1771073,0.0224032
77,-0.9492483,-0.9709899,"('unmotivated', 'motivated')",-0.2438576,-0.29899865,-0.37060186,-0.2831578,-0.5212359,-0.5177155,-0.0035204
2,0.94438744,0.46327162,"('unlikable', 'likable')",1.0687234,0.8524359,1.3465325,1.1850191,1.1198812,0.8335756,0.2863056
19,-0.92066616,-1.2346809,"('inhospitable', 'hospitable')",-0.70597374,-0.49451905,-1.2170585,-1.1054238,-0.9478995,-0.9448746,-0.0030249
45,-0.9184639,-0.6482902,"('incompetent', 'competent')",-1.9112022,-1.5248657,0.83014953,0.9610268,-0.6665055,-0.4040431,-0.2624624
10,-0.87684494,-0.8452114,"('unsympathetic', 'sympathetic')",-2.2286294,-2.068342,0.7228863,0.78642887,-0.794196,-0.7090414,-0.0851546
20,-0.8720059,-0.3937595,"('rough', 'thoughtful')",-0.3864242,-0.24157925,0.6328684,0.8288971,-0.2085206,0.0645195,-0.2730401
31,-0.8210092,-0.9549529,"('evil', 'good')",0.38214886,0.6495206,-1.7402744,-1.4785733,-0.7263783,-0.5946685,-0.1317098
63,-0.8096416,-0.73674005,"('unperceptive', 'insightful')",-0.5806111,-0.39815032,1.2748085,1.4244597,-0.0384814,0.0965231,-0.1350045
36,-0.773436,-1.0886766,"('hostile', 'amicable')",1.7188748,1.6901085,-0.5022337,-0.5599513,0.147735,0.0138269,0.1339081
72,-0.75029355,-0.7141542,"('unambitious', 'ambitious')",0.12539992,0.2616953,0.8186015,1.0239981,0.0645693,0.1905131,-0.1259438
71,-0.7298323,-0.75035924,"('diffident', 'self-confident')",1.3501027,1.477865,0.8926026,1.0769746,0.504291,0.6014934,-0.0972024
85,-0.71866393,-1.2568954,"('insignificant', 'prestigious')",2.1208715,2.1931944,-0.85697126,-0.71330595,0.1817454,0.074331,0.1074144
61,-0.69365126,-0.70422083,"('illogical', 'logical')",-0.6817339,-0.6280728,0.76308787,0.8448276,-0.2040991,-0.1624887,-0.0416104
79,-0.6710483,-0.94454557,"('wavering', 'unwavering')",1.0512793,1.1547475,-0.38857138,-0.3190747,-0.0027801,-0.0362909,0.0335108
12,-0.61226016,-0.8619904,"('unsupportive', 'supportive')",0.25114778,0.37013653,-1.4429867,-1.3431191,-0.6013664,-0.6116577,0.0102913
49,-0.58765686,-0.76136297,"('unable', 'able')",-1.4907756,-1.4014785,-0.20304611,-0.16057712,-0.7604929,-0.7744729,0.01398
42,0.57372683,0.47093758,"('unreliable', 'reliable')",0.028129488,0.23958868,-2.6061094,-2.4679418,-0.6680843,-0.5858052,-0.0822791
81,0.565554,0.28742236,"('submissive', 'aggressive')",-1.2776129,-1.6066104,0.383914,0.18315773,-0.1093816,-0.3786768,0.2692952
78,-0.55743164,-0.7614327,"('nonresilient', 'resilient')",0.690447,0.7589173,0.49624768,0.60243064,0.2097543,0.1999717,0.0097826
57,-0.55619216,-0.8357405,"('unimaginative', 'imaginative')",-0.42753673,-0.32493877,-2.5558932,-2.4049027,-1.179874,-1.1885273,0.0086533
48,-0.55122703,-0.55861163,"('unintelligent', 'intelligent')",-1.1351081,-1.0500518,0.46033576,0.59111387,-0.4086665,-0.3391832,-0.0694833
74,-0.53668296,-1.1528232,"('undedicated', 'dedicated')",-1.5420996,-1.5819188,-0.05916429,-0.1389752,-0.7126489,-0.9579058,0.2452569
18,0.53515,-0.010325126,"('disagreeable', 'welcoming')",0.482449,0.35952765,-0.75714165,-0.81677514,0.0868191,-0.1558575,0.2426766
65,0.52524066,0.25979298,"('insecure', 'secure')",-1.7063048,-1.8684481,1.2769133,1.1374879,0.0319497,-0.1570558,0.1890055
68,-0.50714815,-0.18446775,"('dependent', 'independent')",-2.289759,-2.0754733,-1.6584593,-1.4251138,-1.485122,-1.2283516,-0.2567704
27,-0.49761814,-0.26005992,"('hardhearted', 'softhearted')",-0.7005046,-0.46168342,1.1475184,1.2427012,-0.0168681,0.1736526,-0.1905207
34,-0.4698092,-0.4506411,"('mean', 'honorable')",0.06194981,-0.042603742,5.563763,5.7071133,1.7186346,1.7379562,-0.0193216
30,0.45211753,0.14079173,"('intolerant', 'tolerant')",-0.51146674,-0.8089042,1.386989,1.2054338,0.4425466,0.1791071,0.2634395
43,-0.42017245,-0.6380758,"('irresponsible', 'responsible')",-1.2036647,-1.1741676,1.642673,1.6798952,0.0062786,-0.0441161,0.0503947
73,0.4116292,0.483189,"('helpless', 'self-reliant')",1.2054492,1.2768526,-4.084088,-3.8997092,-0.8223365,-0.7132225,-0.109114
46,-0.39911777,-0.38249746,"('uncompetitive', 'competitive')",-1.5752634,-1.5784556,-0.044527393,-0.13492991,-0.6729695,-0.6986276,0.0256581
22,0.39214224,0.70587564,"('untrustworthy', 'trustworthy')",-1.152789,-0.9836633,0.09167457,0.21936394,-0.2229907,-0.0194746,-0.2035161
23,-0.3857987,-0.6882202,"('insincere', 'sincere')",-0.53569245,-0.6916964,7.58838,7.4412236,2.2222962,2.0204357,0.2018605
54,-0.38175818,-0.7156007,"('incapable', 'capable')",0.7780963,0.6859227,1.2670789,1.265786,0.5544723,0.412036,0.1424363
32,-0.35456482,-0.55160004,"('unkind', 'kind')",-0.8279942,-0.8330252,1.451514,1.4807711,0.0896517,0.0320486,0.0576031
38,-0.35198373,-0.8135774,"('untruthful', 'truthful')",0.17718054,0.1952199,0.8655019,0.9468789,0.2302329,0.1095071,0.1207258
7,-0.349117,0.037091244,"('insensitive', 'sensitive')",-0.66378284,-0.47315344,1.3396038,1.520387,0.1089013,0.3614416,-0.2525403
66,-0.34770656,-0.17512198,"('inactive', 'active')",1.1367083,1.2794528,0.6972751,0.76113456,0.4954256,0.6218218,-0.1263962
33,0.3353939,0.33114636,"('wrong', 'right')",1.389679,1.5512345,-0.61468434,-0.48463386,0.3701295,0.4659157,-0.0957862
37,-0.3231373,0.12492509,"('fake', 'genuine')",-1.1180133,-0.9541581,0.3423729,0.41195083,-0.3662592,-0.1390941,-0.2271651
24,-0.30134302,-0.07406917,"('dishonest', 'honest')",-1.1092602,-0.9718327,1.5304042,1.7080889,0.0399336,0.220729,-0.1807954
50,-0.29114968,-0.25993946,"('clumsy', 'skillful')",0.6133131,0.74215513,-0.16666026,-0.16225988,0.0518344,0.1066519,-0.0548175
82,-0.28657216,-0.22730634,"('poor', 'rich')",-1.1707697,-1.1918035,6.2477455,6.123526,1.5968011,1.5681388,0.0286623
87,-0.28583694,-0.17594238,"('unsuccessful', 'successful')",0.894351,0.93802005,0.99531937,0.9095933,0.5346111,0.5572236,-0.0226125
40,0.2692022,0.2179287,"('stingy', 'generous')",-0.000737302,0.179593,-2.8703923,-2.6398191,-0.8673092,-0.7474325,-0.1198767
11,-0.25986767,-0.52715814,"('unhelpful', 'helpful')",-0.83376175,-0.92741233,2.626513,2.581907,0.5109612,0.3757788,0.1351824
75,0.2565581,0.26476353,"('meek', 'impulsive')",0.7151065,0.8060448,-0.79969347,-0.6715924,0.0573237,0.133072,-0.0757483
59,-0.24829018,-0.2845197,"('foolish', 'wise')",1.1928428,1.2894956,0.18956679,0.21312416,0.3780398,0.4060334,-0.0279936
13,0.2473337,0.22712295,"('impolite', 'polite')",-0.90215373,-0.9383017,0.76492286,0.6752263,0.0367009,-0.0119841,0.048685
16,-0.2445381,-0.40591538,"('unpopular', 'popular')",0.66273904,0.5878893,0.089000106,0.04695329,0.169067,0.0763091,0.0927579
51,-0.24441092,-0.48439968,"('uneducated', 'educated')",-1.6793689,-1.7960916,-0.25776905,-0.27049947,-0.7271829,-0.8503303,0.1231474
84,-0.24037306,0.017318513,"('inferior', 'superior')",-1.2993367,-1.0228802,0.059366968,0.16647841,-0.4934476,-0.2796944,-0.2137532
69,-0.23943351,-0.05272353,"('lazy', 'industrious')",2.21089,2.27503,-1.778851,-1.7129949,0.0642018,0.1697704,-0.1055686
35,0.22481146,0.50936544,"('corrupt', 'incorrupt')",1.3542589,1.5516021,-1.4184016,-1.3762352,0.0535562,0.2282441,-0.1746879
60,-0.2172747,-0.25420102,"('inefficient', 'efficient')",-2.0721333,-2.047262,1.2696241,1.2229309,-0.339928,-0.3595107,0.0195827
56,-0.19155358,-0.3515516,"('impractical', 'practical')",-1.0175049,-1.0103204,0.76993155,0.77826625,-0.1463757,-0.1945352,0.0481595
4,-0.17586292,-0.18039188,"('disliked', 'liked')",0.8680003,1.0140574,-7.484151,-7.36112,-2.2640045,-2.1758183,-0.0881862
70,0.15203176,0.23591214,"('lethargic', 'energetic')",-1.4079994,-1.2928314,1.0859818,1.1899923,-0.0566619,0.0443577,-0.1010196
41,-0.14225258,-0.32475236,"('unforgiving', 'forgiving')",-0.32759708,-0.32898617,0.7551615,0.7570523,0.095104,0.0344379,0.0606661
55,-0.1415794,0.12927595,"('incompetent', 'clever')",-2.0873811,-2.0558014,0.66057503,0.6227348,-0.5227952,-0.4345969,-0.0881983
14,-0.12865338,6.954279e-05,"('antisocial', 'social')",-0.19207172,-0.4039741,0.8006264,0.6360466,0.1599671,0.0773807,0.0825864
67,0.11551291,0.29798645,"('doubtful', 'determined')",0.7541527,0.80256134,0.0069490448,-0.10489465,0.2922049,0.3318844,-0.0396795
64,0.10605259,0.5394094,"('shy', 'confident')",-0.2527047,-0.17089686,-5.492307,-5.5881042,-1.8796531,-1.7398639,-0.1397892
52,-0.10476331,-0.71252114,"('irrational', 'rational')",1.2090431,1.0175728,-0.28736693,-0.41643244,0.2723043,-0.0371269,0.3094312
47,0.09835096,0.051175296,"('stupid', 'smart')",0.35662425,0.1844489,6.3636403,6.129564,2.2728718,2.1217294,0.1511424
39,-0.08903053,-0.005533755,"('exploitative', 'cooperative')",0.11627224,0.0023958636,0.73536736,0.8288836,0.254203,0.2752486,-0.0210456
62,0.085806206,0.12864716,"('incompetent', 'brilliant')",-1.0737623,-0.9596344,1.2028487,1.2731332,0.0716309,0.147382,-0.0757511
15,0.06621811,-0.304606,"('boring', 'funny')",1.1036875,1.0049479,-0.02637516,-0.03882441,0.3811768,0.2205058,0.160671
3,-0.05342855,0.17971122,"('repellent', 'pleasant')",-0.9250692,-1.0419829,0.99949145,0.9169972,0.0069979,0.0182418,-0.0112439
17,-0.05233133,0.19004117,"('nasty', 'nice')",0.60741234,0.6889733,0.07333371,0.10085502,0.2094716,0.3266232,-0.1171516
25,0.040043667,-0.38254097,"('egoistic', 'altruistic')",0.6228216,0.46169212,0.342585,0.28786606,0.3351501,0.1223391,0.212811
21,0.038357172,-0.068069905,"('immoral', 'moral')",-0.44385952,-0.7783021,0.5014434,0.37319425,0.0319803,-0.1577259,0.1897062
80,0.03821993,0.25714475,"('dominated', 'dominating')",-1.4456242,-1.4237027,-0.42983562,-0.45695204,-0.6124133,-0.54117,-0.0712433
29,0.03655038,0.4744887,"('unfair', 'fair')",-0.6744352,-0.4250344,-0.58750504,-0.40979823,-0.4084633,-0.1201146,-0.2883487
