,vornado_male,vornado_female,tuple,realty_male,realty_female,trust_male,trust_female,average_male,average_female,male-female
86,-1.97057,-2.0061946,"('uninfluential', 'influential')",-2.732516,-2.5271451,0.135201,0.27750558,-1.5226283,-1.4186114,-0.1040169
1,-1.5966092,-2.0651321,"('unfriendly', 'friendly')",-0.210712,0.1599248,1.3295223,1.6185608,-0.1592663,-0.0955489,-0.0637174
28,-1.4500427,-1.3632048,"('disloyal', 'loyal')",-0.7596184,-0.5588812,1.1857183,1.2876223,-0.3413142,-0.2114879,-0.1298263
88,-1.4446433,-1.7328209,"('low', 'eminent')",-1.0971851,-1.1437845,-0.18881235,-0.28440434,-0.9102135,-1.0536699,0.1434564
83,-1.3036215,-1.1840674,"('powerless', 'powerful')",0.22171381,0.24812518,-0.2913806,-0.24532819,-0.4577628,-0.3937568,-0.064006
76,1.2393634,0.98290163,"('anxious', 'daring')",0.10327189,-0.13516605,0.6539322,0.4989605,0.6655225,0.4488987,0.2166238
9,-1.2342632,-1.6273466,"('unaffectionate', 'caring')",0.12206029,0.37217644,1.7903278,1.9548218,0.2260416,0.2332172,-0.0071756
0,-1.178906,-1.140628,"('unsociable', 'sociable')",-0.940217,-0.8768946,0.63741094,0.67080814,-0.493904,-0.4489048,-0.0449992
44,1.144611,1.4784871,"('prejudiced', 'unprejudiced')",0.6219178,0.3104399,-0.9579269,-1.1278224,0.269534,0.2203682,0.0491658
26,-1.1198744,-1.2103559,"('hardhearted', 'benevolent')",1.3683175,1.5636548,1.7823554,1.9276947,0.6769328,0.7603312,-0.0833984
5,-1.0953643,-1.29834,"('distant', 'outgoing')",0.70730597,0.83393514,-0.8630759,-0.746872,-0.4170448,-0.4037589,-0.0132859
58,-1.0922934,-1.1588771,"('undiscriminating', 'discriminating')",-0.64430815,-0.22985058,-0.5754979,-0.26384255,-0.7706998,-0.5508567,-0.2198431
8,-1.0906534,-1.5614737,"('unaffectionate', 'affectionate')",0.098327495,0.23962186,0.823909,0.90880615,-0.056139,-0.1376819,0.0815429
