,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.3313391,-2.2783313,"('unfriendly', 'friendly')",1.2939095,1.2796121,-0.1684913,-0.1256254,2.1887536,2.0583308,0.2457082,0.2334965,0.0122117
53,-1.6815599,-1.628153,"('uncreative', 'creative')",-0.7164787,-0.6027207,-0.29214534,-0.032213926,1.1463596,1.1204631,-0.3859561,-0.2856561,-0.1003
8,-1.5735186,-1.5614524,"('unaffectionate', 'affectionate')",0.4100327,0.4099906,-0.22373003,-0.46829468,1.0645763,1.064516,-0.08066,-0.1388101,0.0581501
57,-1.3584127,-1.5589631,"('unimaginative', 'imaginative')",-0.32215548,-0.43226728,-0.30006915,-0.4174435,-2.4701045,-2.64189,-1.1126854,-1.262641,0.1499556
58,-1.3571695,-1.3961875,"('undiscriminating', 'discriminating')",-0.9662572,-1.0743188,0.5211373,0.4585962,0.20464247,-0.0038594157,-0.3994117,-0.5039424,0.1045307
25,-1.2475784,-1.1505641,"('egoistic', 'altruistic')",0.2926761,0.32207873,1.1286634,1.1397243,1.7575817,1.8600849,0.4828357,0.5428309,-0.0599952
36,-1.2219752,-1.160007,"('hostile', 'amicable')",0.043192428,-0.036852118,-0.43412745,-0.5988361,0.82536095,0.62819123,-0.1968873,-0.291876,0.0949887
0,-1.1463318,-1.3610928,"('unsociable', 'sociable')",-0.15442099,-0.27000394,-0.948923,-0.8956643,-0.55618024,-0.5708443,-0.701464,-0.7744013,0.0729373
5,-1.1377556,-0.9660346,"('distant', 'outgoing')",0.4762029,0.70312434,-0.5579945,-0.373746,-0.23713851,-0.14814423,-0.3641714,-0.1962001,-0.1679713
80,1.1016738,0.9073113,"('dominated', 'dominating')",-0.81855756,-0.8964618,0.37078148,0.35441726,-1.5399451,-1.5279564,-0.2215118,-0.2906724,0.0691606
39,1.100495,0.9799497,"('exploitative', 'cooperative')",0.22810715,0.25509143,0.12520412,0.029426273,0.012240891,0.022565303,0.3665118,0.3217582,0.0447536
86,-1.085967,-1.2663513,"('uninfluential', 'influential')",0.021590814,-0.15140347,-0.70926106,-0.638283,-0.47893497,-0.48890027,-0.563143,-0.6362345,0.0730915
6,-1.0658747,-0.89086056,"('distant', 'open')",0.72504574,0.93333167,-0.66313535,-0.52189887,0.73663807,0.73372185,-0.0668316,0.0635735,-0.1304051
16,-1.0281819,-0.95877737,"('unpopular', 'popular')",-0.18606511,-0.2032434,-0.9982382,-0.84982747,0.36128098,0.39429557,-0.4628011,-0.4043882,-0.0584129
31,-1.0246434,-0.9552218,"('evil', 'good')",-0.07375082,-0.14782572,-0.61078304,-0.8241497,-0.5221277,-0.62215745,-0.5578262,-0.6373386,0.0795124
2,0.96212184,0.9659702,"('unlikable', 'likable')",1.2877187,1.4186258,1.6814339,1.9196821,0.6353968,0.8686785,1.1416678,1.2932392,-0.1515714
42,0.934441,0.9584919,"('unreliable', 'reliable')",1.2314786,1.3676541,1.3105068,1.6473539,-2.633684,-2.4069927,0.2106856,0.3916268,-0.1809412
73,0.9171052,1.1226319,"('helpless', 'self-reliant')",0.73625445,0.79472125,0.6121377,0.61626565,-3.183029,-3.1322172,-0.2293829,-0.1496496,-0.0797333
78,-0.86218244,-0.8179365,"('nonresilient', 'resilient')",0.82982135,0.93916816,-0.2577804,-0.13074765,0.024124546,-0.004746288,-0.0665042,-0.0035656,-0.0629386
9,-0.85951614,-0.9241589,"('unaffectionate', 'caring')",1.2790201,1.288114,0.2501628,0.01893419,1.5029873,1.5352013,0.5431635,0.4795226,0.0636409
56,0.8360801,0.75451255,"('impractical', 'practical')",0.7494247,0.80159634,-0.22546756,0.03315939,-0.52962834,-0.3955112,0.2076022,0.2984393,-0.0908371
68,-0.8353143,-0.7141775,"('dependent', 'independent')",-1.3199896,-1.3446639,-0.9016509,-0.85545963,-0.7451677,-0.7229967,-0.9505306,-0.9093244,-0.0412062
4,-0.8278984,-0.92935646,"('disliked', 'liked')",0.73301274,0.6711874,0.7490723,0.54886097,-5.992525,-6.1423655,-1.3345846,-1.4629184,0.1283338
76,0.80988914,0.67951804,"('anxious', 'daring')",-0.93043363,-0.8003508,0.28102827,0.5026348,-0.042844243,0.13732119,0.0294099,0.1297808,-0.1003709
82,-0.80694133,-0.75949764,"('poor', 'rich')",-0.4342127,-0.27509588,0.26432225,0.62390524,5.941457,6.295555,1.2411562,1.4712167,-0.2300605
29,-0.80242616,-0.7660381,"('unfair', 'fair')",-0.17971769,-0.12529132,-0.61988723,-0.57021284,-0.43477672,-0.57286847,-0.5092019,-0.5086027,-0.0005992
28,-0.7474328,-0.91473204,"('disloyal', 'loyal')",0.19996832,0.062194206,0.009133704,-0.051055253,1.3171896,1.313031,0.1947147,0.1023595,0.0923552
50,0.7439239,0.779099,"('clumsy', 'skillful')",0.7435806,0.85292405,0.045941167,0.3526475,0.20479631,0.38894433,0.4345605,0.5934038,-0.1588433
18,-0.69968647,-0.6873854,"('disagreeable', 'welcoming')",-0.19422212,-0.21512301,0.2520145,0.4002499,-0.100640155,-0.068732284,-0.1856336,-0.1427477,-0.0428859
10,-0.6701915,-0.9505565,"('unsympathetic', 'sympathetic')",-0.49635074,-0.49636585,-1.0183446,-0.99071544,-0.21823384,-0.22100587,-0.6007802,-0.6646609,0.0638807
48,-0.6342457,-0.7317895,"('unintelligent', 'intelligent')",0.26957408,0.20041786,-0.6779247,-0.78654927,0.22423865,0.20251176,-0.2045894,-0.2788523,0.0742629
52,-0.6246995,-0.5609174,"('irrational', 'rational')",0.23062742,0.121651754,-0.73301923,-0.8098541,0.0973565,0.02845157,-0.2574337,-0.305167,0.0477333
43,0.6110254,0.46680808,"('irresponsible', 'responsible')",1.0918826,1.2046058,-0.7410857,-0.6540438,0.37945074,0.46094394,0.3353183,0.3695785,-0.0342602
40,-0.6064939,-0.70270056,"('stingy', 'generous')",0.53556794,0.5117865,0.46816328,0.3047471,-1.1742345,-1.2877737,-0.1942493,-0.2934852,0.0992359
27,-0.5977649,-0.58208096,"('hardhearted', 'softhearted')",0.6412708,0.76616544,0.24821645,0.3178332,1.7296304,1.5775872,0.5053382,0.5198762,-0.014538
60,0.5956614,0.5984383,"('inefficient', 'efficient')",-0.3509586,-0.16035475,-0.3388999,0.091341525,-0.45408604,-0.22539923,-0.1370708,0.0760065,-0.2130773
30,0.5846245,0.48298788,"('intolerant', 'tolerant')",0.23480028,0.29217497,1.0702295,1.0974107,0.97754604,1.0802615,0.7168001,0.7382088,-0.0214087
12,0.5604321,0.4390359,"('unsupportive', 'supportive')",2.3668535,2.3774993,0.09615034,0.098327324,-1.6158956,-1.6148901,0.3518851,0.3249931,0.026892
17,-0.5465181,-0.58609146,"('nasty', 'nice')",-0.3695794,-0.3719973,-0.5961567,-0.7066921,-0.3548521,-0.41522583,-0.4667766,-0.5200016,0.053225
13,0.5033866,0.4327554,"('impolite', 'polite')",0.24253237,0.34007823,-0.4595371,-0.12235887,-0.3772644,-0.3521718,-0.0227206,0.0745757,-0.0972963
67,0.48703417,0.54908526,"('doubtful', 'determined')",-0.19450964,-0.16801023,0.3941817,0.61041176,-1.0001742,-0.81361896,-0.078367,0.044467,-0.122834
38,-0.48421386,-0.50695145,"('untruthful', 'truthful')",0.62407327,0.7092969,-0.73588526,-0.6083883,-0.024511207,0.076246426,-0.1551343,-0.0824491,-0.0726852
32,0.4829849,0.33807692,"('unkind', 'kind')",1.7369342,1.7969514,0.48882988,0.54402936,1.1583871,1.2597194,0.966784,0.9846942,-0.0179102
54,-0.47971278,-0.3673725,"('incapable', 'capable')",0.4526007,0.5103361,0.26574433,0.45845667,1.1034693,1.3518583,0.3355254,0.4883196,-0.1527942
37,0.47606894,0.40376884,"('fake', 'genuine')",0.4082983,0.28696036,0.24936594,0.20424107,0.7686068,0.7831163,0.475585,0.4195216,0.0560634
75,-0.47430697,-0.28084174,"('meek', 'impulsive')",0.3350418,0.3806165,0.204777,0.19875067,-0.34334487,-0.28860417,-0.0694583,0.0024803,-0.0719386
14,0.45372504,0.15205005,"('antisocial', 'social')",-0.048773818,-0.11056076,1.1478504,1.2119396,-0.7970992,-0.6727217,0.1889256,0.1451768,0.0437488
62,0.4417321,0.3796747,"('incompetent', 'brilliant')",-0.3850264,-0.2389456,0.01786071,0.24151197,-0.40519744,-0.1076249,-0.0826578,0.068654,-0.1513118
70,0.4316038,0.3106107,"('lethargic', 'energetic')",-0.18927108,-0.12029684,0.8045147,0.8768115,0.6667991,0.80097777,0.4284117,0.4670258,-0.0386141
46,-0.38444632,-0.5264056,"('uncompetitive', 'competitive')",-0.22156471,-0.19266123,0.300287,0.3006844,-0.68410116,-0.84000033,-0.2474563,-0.3145957,0.0671394
44,0.3804481,0.30947316,"('prejudiced', 'unprejudiced')",-0.7251025,-0.6157376,0.048748657,-0.086498685,-1.2683324,-1.1431566,-0.3910595,-0.3839799,-0.0070796
59,0.37067416,0.4316429,"('foolish', 'wise')",1.9092402,1.8738093,0.21664369,0.17231625,0.48949596,0.57831687,0.7465135,0.7640214,-0.0175079
35,-0.36251676,-0.2694397,"('corrupt', 'incorrupt')",-0.6631304,-0.54919416,-0.28038922,-0.3972537,0.30895317,0.23509696,-0.2492708,-0.2451977,-0.0040731
85,-0.3575084,-0.39541084,"('insignificant', 'prestigious')",1.7414404,1.6619422,0.7771639,0.5702026,1.3390479,1.245377,0.8750359,0.7705277,0.1045082
83,-0.35490468,-0.39751977,"('powerless', 'powerful')",0.26959354,0.21943182,0.48695144,0.43813828,-0.9927259,-0.9523004,-0.1477714,-0.1730625,0.0252911
49,-0.35284007,-0.33147383,"('unable', 'able')",-0.14610824,-0.17104405,-0.5667747,-0.49996158,-0.46201128,-0.18568239,-0.3819336,-0.2970405,-0.0848931
22,-0.3273497,-0.39720106,"('untrustworthy', 'trustworthy')",0.042095467,-0.0180299,-0.067674935,0.05519055,-1.0187771,-0.9356513,-0.3429266,-0.3239229,-0.0190037
84,-0.31126633,-0.24855596,"('inferior', 'superior')",0.9485893,0.9880929,0.080801085,0.25752237,0.8666196,0.8662481,0.3961859,0.4658269,-0.069641
81,0.2996059,0.24527602,"('submissive', 'aggressive')",-0.27008086,-0.23933116,0.1406806,0.2704909,-1.2886021,-1.0779738,-0.2795991,-0.2003845,-0.0792146
7,0.29099518,0.088510014,"('insensitive', 'sensitive')",-0.23758882,-0.21597071,0.04444079,0.08554028,0.8233379,0.7468699,0.2302963,0.1762374,0.0540589
87,0.28686517,0.116950765,"('unsuccessful', 'successful')",-0.10134479,-0.09984602,0.32019645,0.40193316,0.3223858,0.32006454,0.2070256,0.1847756,0.02225
72,-0.28375998,-0.27033263,"('unambitious', 'ambitious')",0.49101728,0.5116588,-0.18179588,-0.24168661,-1.2336732,-1.0069646,-0.3020529,-0.2518313,-0.0502216
47,0.28336114,0.2893474,"('stupid', 'smart')",1.2788526,1.4134431,-0.005358845,0.34180695,5.431514,5.787649,1.7470921,1.9580617,-0.2109696
34,0.27639207,0.34674367,"('mean', 'honorable')",0.6378577,0.71396875,-0.39029044,-0.18639337,6.200897,6.321567,1.6812141,1.7989715,-0.1177574
88,-0.25038528,-0.418956,"('low', 'eminent')",-0.06349949,-0.1317315,0.12822074,0.15100637,0.37277725,0.40183952,0.0467783,0.0005396,0.0462387
55,-0.245968,-0.42703202,"('incompetent', 'clever')",-1.2025772,-1.2762309,-0.4607313,-0.3948366,-0.26041782,-0.23983267,-0.5424236,-0.584483,0.0420594
64,0.22877616,0.06805994,"('shy', 'confident')",-0.24131235,-0.22685386,0.71842664,0.7909475,-6.972417,-6.8708735,-1.5666316,-1.55968,-0.0069516
69,0.22292295,0.28354,"('lazy', 'industrious')",0.57177883,0.7315079,0.6579594,0.60568506,-0.34211096,-0.3748368,0.2776376,0.3114741,-0.0338365
24,0.22154853,0.031541504,"('dishonest', 'honest')",0.6836784,0.66455203,-0.75124156,-0.7442524,0.69488007,0.7197056,0.2122164,0.1678867,0.0443297
65,0.21705747,0.11635916,"('insecure', 'secure')",-1.0657797,-1.1190374,-0.033892017,0.12285509,-0.61345017,-0.38983768,-0.3740161,-0.3174152,-0.0566009
66,-0.2160208,-0.3273398,"('inactive', 'active')",-0.2780618,-0.14581564,0.8720877,0.8347196,1.2728357,1.2010423,0.4127102,0.3906516,0.0220586
19,-0.20169069,-0.07232879,"('inhospitable', 'hospitable')",0.43944958,0.5022664,-0.3221519,-0.20451182,0.1923022,0.22282104,0.0269773,0.1120617,-0.0850844
45,-0.19042681,-0.47192162,"('incompetent', 'competent')",0.11456997,0.12196072,-0.2679286,-0.28839493,-0.40009224,-0.41925928,-0.1859694,-0.2644038,0.0784344
20,-0.1895608,-0.16383326,"('rough', 'thoughtful')",-0.5365021,-0.5605569,-0.43893093,-0.2933813,1.2438487,1.1317934,0.0197137,0.0285055,-0.0087918
63,0.18531965,0.04119053,"('unperceptive', 'insightful')",0.4375959,0.38993847,0.76233345,0.8948192,0.8365195,0.88518375,0.5554421,0.552783,0.0026591
51,-0.15685745,-0.20228152,"('uneducated', 'educated')",-0.0057055876,-0.023680195,0.39476687,0.44334584,0.17633805,0.17631878,0.1021355,0.0984257,0.0037098
15,-0.14151683,-0.20380558,"('boring', 'funny')",0.4698801,0.3740059,-0.50382423,-0.5844036,0.40696144,0.37534237,0.0578751,-0.0097152,0.0675903
21,0.10914868,-0.036852665,"('immoral', 'moral')",0.7609177,0.6776196,-0.19765148,-0.048297405,-0.96840227,-0.8895462,-0.0739968,-0.0742692,0.0002724
77,-0.10781251,-0.076643385,"('unmotivated', 'motivated')",-0.31361866,-0.33531892,0.24479687,0.45804024,-1.398736,-1.3485526,-0.3938426,-0.3256187,-0.0682239
61,-0.09926933,-0.23846439,"('illogical', 'logical')",-0.24291576,-0.24807121,-0.32967466,-0.26737362,0.20701438,0.07936442,-0.1162113,-0.1686362,0.0524249
11,0.09589129,0.1335065,"('unhelpful', 'helpful')",-0.21595407,-0.18756555,-0.8463639,-0.70414186,1.7184907,1.7106777,0.188016,0.2381192,-0.0501032
33,0.09564377,0.070739746,"('wrong', 'right')",0.86290944,0.77469987,0.56580895,0.5453712,-0.5963964,-0.7149919,0.2319914,0.1689547,0.0630367
3,-0.09392371,-0.2033213,"('repellent', 'pleasant')",-1.1736397,-1.1446636,-0.043006077,0.0622556,0.14217818,0.14935067,-0.2920978,-0.2840947,-0.0080031
26,-0.08305071,-0.25768095,"('hardhearted', 'benevolent')",2.0723128,2.0400343,2.170243,2.0481968,2.1577525,2.0375164,1.5793144,1.4670167,0.1122977
23,-0.050536133,-0.20428869,"('insincere', 'sincere')",-0.020588104,-0.07108273,-0.7141479,-0.6041696,5.6892705,5.823617,1.2259996,1.236019,-0.0100194
79,-0.048618518,-0.02977248,"('wavering', 'unwavering')",0.55053496,0.61342925,-0.6011705,-0.5388506,0.13884804,0.18557149,0.0098985,0.0575944,-0.0476959
71,0.027318044,0.03313234,"('diffident', 'self-confident')",2.6812918,2.6689003,1.2340777,1.1599644,0.84857684,0.9199763,1.1978161,1.1954933,0.0023228
74,0.009677967,-0.025287503,"('undedicated', 'dedicated')",0.75535125,0.78149736,-0.16174379,0.11800633,0.23503438,0.28189424,0.2095799,0.2890276,-0.0794477
41,-0.007059632,-0.26044482,"('unforgiving', 'forgiving')",0.65167975,0.50085485,0.2625877,0.025489405,0.40416822,0.19796336,0.327844,0.1159657,0.2118783
