,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.8047547,-1.456652,"('unsympathetic', 'sympathetic')",-0.44968465,-0.21704999,0.045430254,0.012713961,-0.7363364,-0.5536627,-0.1826737
39,1.6955014,2.0922225,"('exploitative', 'cooperative')",1.7712044,2.0467825,-0.108711585,0.06011398,1.1193314,1.3997062,-0.2803748
69,1.5328587,1.6852432,"('lazy', 'industrious')",0.2096233,0.18641923,-0.75166994,-0.61794275,0.3302707,0.4179066,-0.0876359
85,1.4930513,1.6439805,"('insignificant', 'prestigious')",-0.4079965,-0.3064248,-0.1405005,-0.07364128,0.3148514,0.4213048,-0.1064534
23,-1.3682121,-1.2884283,"('insincere', 'sincere')",0.9671169,1.2146105,5.5055995,5.27543,1.7015014,1.7338708,-0.0323694
3,-1.3557384,-1.2724494,"('repellent', 'pleasant')",0.90601665,1.0617809,0.021898944,0.10755733,-0.1426076,-0.0343704,-0.1082372
35,1.337784,1.4599912,"('corrupt', 'incorrupt')",-0.933424,-1.0277532,-0.5895986,-0.48922712,-0.0617462,-0.0189964,-0.0427498
73,1.3302467,1.4104469,"('helpless', 'self-reliant')",-0.28407067,-0.38421842,-3.2774515,-3.2364414,-0.7437585,-0.7367376,-0.0070209
82,-1.3221583,-1.1755954,"('poor', 'rich')",-0.20732686,-0.16168258,6.4288177,6.3329396,1.6331108,1.6652206,-0.0321098
55,-1.2689834,-1.0726694,"('incompetent', 'clever')",0.65197873,0.7555817,0.20170516,0.1753124,-0.1384332,-0.0472584,-0.0911748
57,-1.2589539,-1.00609,"('unimaginative', 'imaginative')",-0.49430025,-0.38626578,-2.3047123,-2.1956224,-1.3526554,-1.1959928,-0.1566626
46,-1.2329737,-1.0929253,"('uncompetitive', 'competitive')",1.3650277,1.684579,0.029378414,0.21507564,0.0538108,0.2689098,-0.215099
45,-1.2167524,-1.0213624,"('incompetent', 'competent')",-0.09610422,0.10872701,-0.023855848,-0.09741632,-0.4455708,-0.3366839,-0.1088869
33,1.1142575,1.1950601,"('wrong', 'right')",-0.2140472,-0.25371245,-0.8208779,-0.88265395,0.0264441,0.0195646,0.0068795
81,-1.1131716,-1.0944464,"('submissive', 'aggressive')",0.6419015,0.6182157,0.13682589,0.19005397,-0.1114814,-0.0953923,-0.0160891
13,-1.1092418,-1.1926026,"('impolite', 'polite')",0.22089614,0.2005333,0.15892926,0.15060462,-0.2431388,-0.2804883,0.0373495
86,-1.074212,-0.9698149,"('uninfluential', 'influential')",-0.06115709,0.007590294,0.060534954,0.039560586,-0.358278,-0.3075547,-0.0507233
59,1.055002,1.1226293,"('foolish', 'wise')",-0.5833376,-0.49635744,-0.034869313,-0.086005084,0.1455984,0.1800889,-0.0344905
84,1.0549684,1.2669235,"('inferior', 'superior')",0.4829561,0.51568705,0.9336182,1.013479,0.8238476,0.9320299,-0.1081823
21,-1.0369622,-0.808892,"('immoral', 'moral')",0.8825874,1.0528349,-0.6489298,-0.46227685,-0.2677682,-0.072778,-0.1949902
43,-1.0065135,-0.713838,"('irresponsible', 'responsible')",-0.7151079,-0.516994,0.26534688,0.3903275,-0.4854248,-0.2801682,-0.2052566
70,-0.9708969,-0.9175051,"('lethargic', 'energetic')",-0.19329605,-0.030048076,1.0769004,1.1586198,-0.0290975,0.0703555,-0.099453
26,0.96705323,1.1609343,"('hardhearted', 'benevolent')",-0.08974557,-0.06293726,1.0609493,0.97174597,0.6460857,0.6899144,-0.0438287
51,-0.9608637,-0.9488203,"('uneducated', 'educated')",0.10075888,0.10980768,0.7965666,0.86385393,-0.0211794,0.0082804,-0.0294598
53,-0.8750373,-0.4393958,"('uncreative', 'creative')",0.2533933,0.42413285,0.96961844,1.0224007,0.1159915,0.3357126,-0.2197211
71,0.8373543,1.1818023,"('diffident', 'self-confident')",0.580559,0.7320944,0.32407832,0.3478915,0.5806639,0.7539294,-0.1732655
77,-0.8184537,-0.6379379,"('unmotivated', 'motivated')",0.7710106,0.8270943,-0.8751931,-0.7701975,-0.3075454,-0.1936804,-0.113865
0,-0.78311676,-0.6809551,"('unsociable', 'sociable')",0.51055515,0.51486546,-0.28012046,-0.3331436,-0.1842273,-0.1664111,-0.0178162
63,-0.7546712,-0.7249287,"('unperceptive', 'insightful')",0.97229075,1.1258143,1.4357308,1.3554453,0.5511168,0.5854437,-0.0343269
65,-0.73893845,-0.69814825,"('insecure', 'secure')",0.8785875,0.92932826,0.019474952,0.07340819,0.0530413,0.1015294,-0.0484881
83,0.7185936,0.8662019,"('powerless', 'powerful')",0.14626965,0.19281144,-0.71406996,-0.6871916,0.0502644,0.1239406,-0.0736762
7,-0.71323806,-0.3781212,"('insensitive', 'sensitive')",0.41010427,0.6587223,0.38772967,0.37840703,0.0281986,0.2196694,-0.1914708
58,0.69744134,0.7491166,"('undiscriminating', 'discriminating')",0.5319027,0.48012704,0.052963324,-0.009244876,0.4274358,0.4066662,0.0207696
19,-0.6943126,-0.4875692,"('inhospitable', 'hospitable')",-1.5331906,-1.4588321,-0.21133739,-0.11245594,-0.8129469,-0.6862857,-0.1266612
79,-0.6732565,-0.63641655,"('wavering', 'unwavering')",-1.9278238,-1.7443131,-0.08360878,-0.024427045,-0.8948964,-0.8017189,-0.0931775
78,-0.66757625,-0.6171786,"('nonresilient', 'resilient')",1.7993612,1.8504834,0.44687986,0.37974223,0.5262216,0.5376823,-0.0114607
38,-0.6278303,-0.64482474,"('untruthful', 'truthful')",-0.3949385,-0.2851963,0.15864718,0.17048714,-0.2880406,-0.253178,-0.0348626
64,-0.5790478,-0.44365013,"('shy', 'confident')",0.25760758,0.3084839,-5.9954762,-5.5804563,-2.1056388,-1.9052075,-0.2004313
87,0.5736063,0.73839194,"('unsuccessful', 'successful')",1.1068838,1.2708056,0.8972523,0.91585785,0.8592474,0.9750184,-0.115771
29,0.5672107,0.6253627,"('unfair', 'fair')",-0.26441225,-0.2216493,-0.7847661,-0.6831524,-0.1606559,-0.0931463,-0.0675096
61,0.53752035,0.93587965,"('illogical', 'logical')",1.0863042,1.125386,-0.012470394,0.064811245,0.5371181,0.7086923,-0.1715742
52,0.48225325,0.56317693,"('irrational', 'rational')",-0.8045048,-0.80611783,-0.5447663,-0.64123726,-0.289006,-0.2947261,0.0057201
4,0.47811076,0.45725676,"('disliked', 'liked')",-0.9904429,-1.010725,-5.8161697,-5.536009,-2.1095006,-2.0298257,-0.0796749
5,0.45841157,0.6305044,"('distant', 'outgoing')",-1.3179777,-1.2557704,-0.60632235,-0.5681715,-0.4886295,-0.3978125,-0.090817
67,0.4438036,0.5743786,"('doubtful', 'determined')",0.4329046,0.44508645,-0.3913967,-0.17747879,0.1617705,0.2806621,-0.1188916
28,-0.44375852,-0.12926543,"('disloyal', 'loyal')",-0.039929155,0.096293576,1.081132,0.97961885,0.1991481,0.315549,-0.1164009
2,0.44095224,0.714625,"('unlikable', 'likable')",0.69783306,0.7756386,0.54715216,0.8157177,0.5619792,0.7686604,-0.2066812
56,-0.43929452,-0.2480386,"('impractical', 'practical')",0.84192574,1.0065941,0.42093116,0.6833883,0.2745208,0.4806479,-0.2061271
36,0.43219402,0.46439263,"('hostile', 'amicable')",-2.0258727,-2.1201837,-0.22421964,-0.28524974,-0.6059661,-0.6470136,0.0410475
8,-0.43205023,-0.5278878,"('unaffectionate', 'affectionate')",-1.387408,-1.465709,0.018843858,-0.22852018,-0.6002048,-0.7407056,0.1405008
72,-0.43092328,-0.38753593,"('unambitious', 'ambitious')",-1.1017987,-1.1055812,-0.92256784,-1.0586011,-0.8184299,-0.8505727,0.0321428
9,-0.3801934,-0.13703588,"('unaffectionate', 'caring')",-0.6407034,-0.5899397,0.81077313,0.6024848,-0.0700412,-0.0414969,-0.0285443
40,0.37757722,0.6064299,"('stingy', 'generous')",0.14799838,0.21670985,-1.4443632,-1.4523548,-0.3062626,-0.2097384,-0.0965242
41,-0.3734406,-0.36366367,"('unforgiving', 'forgiving')",-0.6283247,-0.6292605,0.22250997,0.25836048,-0.2597518,-0.2448546,-0.0148972
48,-0.35414076,-0.27802753,"('unintelligent', 'intelligent')",0.67475945,0.4267218,0.76875323,0.51999325,0.363124,0.2228958,0.1402282
76,-0.33328077,-0.16571048,"('anxious', 'daring')",-0.32523134,-0.14847422,0.7465759,0.9122732,0.0293546,0.1993628,-0.1700082
15,0.33170944,0.2368527,"('boring', 'funny')",-1.0390064,-1.1107017,0.3745781,0.46113437,-0.1109063,-0.1375715,0.0266652
42,0.32961452,0.8189836,"('unreliable', 'reliable')",-1.1075174,-0.83077776,-2.7643306,-2.556628,-1.1807445,-0.8561407,-0.3246038
11,-0.3255037,-0.25119096,"('unhelpful', 'helpful')",1.0155574,1.2042223,2.3687007,2.3060665,1.0195848,1.0863659,-0.0667811
66,-0.32342434,-0.23234746,"('inactive', 'active')",-1.04962,-1.0059705,0.807081,0.7875589,-0.1886545,-0.150253,-0.0384015
74,0.29686183,0.61837506,"('undedicated', 'dedicated')",0.5504597,0.87363636,0.25583726,0.36860198,0.3677196,0.6202044,-0.2524848
37,-0.288354,-0.23771413,"('fake', 'genuine')",-0.3314173,-0.3409568,0.34509608,0.30998498,-0.0915584,-0.089562,-0.0019964
16,0.28824568,0.24602725,"('unpopular', 'popular')",-0.147087,-0.05067624,0.5076864,0.5116089,0.2162817,0.2356533,-0.0193716
6,0.2815927,0.43929824,"('distant', 'open')",-2.0086584,-1.9258482,-0.11039154,-0.15589306,-0.6124857,-0.547481,-0.0650047
