,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
85,1.4161551,1.307988,"('insignificant', 'prestigious')",0.2895282,0.54043573,0.8528416,0.9242119,-0.0713703
82,-1.3333504,-1.0439407,"('poor', 'rich')",5.825098,6.090834,2.2458739,2.5234468,-0.2775729
14,-1.2266338,-1.039024,"('antisocial', 'social')",-0.94796705,-1.0072519,-1.0873004,-1.0231379,-0.0641625
33,1.222754,0.89286923,"('wrong', 'right')",-0.6539816,-0.78376245,0.2843862,0.0545534,0.2298328
57,-1.1488197,-1.2890152,"('unimaginative', 'imaginative')",-2.6075115,-2.8877413,-1.8781656,-2.0883782,0.2102126
39,1.1371714,1.0706273,"('exploitative', 'cooperative')",-0.037892867,0.12261524,0.5496393,0.5966213,-0.046982
84,1.0945785,1.099702,"('inferior', 'superior')",0.8819383,0.8627053,0.9882584,0.9812037,0.0070547
18,-1.0327425,-1.0568299,"('disagreeable', 'welcoming')",-0.40061194,-0.3498143,-0.7166772,-0.7033221,-0.0133551
70,-0.9718669,-0.76879925,"('lethargic', 'energetic')",0.8263349,0.8027884,-0.072766,0.0169946,-0.0897606
73,0.9282076,0.9160831,"('helpless', 'self-reliant')",-3.2083812,-2.9877899,-1.1400868,-1.0358534,-0.1042334
15,0.9086341,1.0254916,"('boring', 'funny')",0.30295098,0.60318214,0.6057925,0.8143369,-0.2085444
76,-0.8846796,-0.5622791,"('anxious', 'daring')",0.15521161,0.44922093,-0.364734,-0.0565291,-0.3082049
71,0.88136244,0.82561195,"('diffident', 'self-confident')",0.3685038,0.25193992,0.6249331,0.5387759,0.0861572
69,0.8776205,0.75223845,"('lazy', 'industrious')",-0.77190775,-0.8229205,0.0528564,-0.035341,0.0881974
87,0.85666645,0.95154256,"('unsuccessful', 'successful')",0.853339,0.83134013,0.8550028,0.8914413,-0.0364385
55,-0.8550898,-0.72901183,"('incompetent', 'clever')",-0.0964197,-0.18867892,-0.4757547,-0.4588454,-0.0169093
72,-0.83443135,-0.7873586,"('unambitious', 'ambitious')",-1.1165456,-1.0545323,-0.9754884,-0.9209454,-0.054543
10,-0.80934966,-0.7822217,"('unsympathetic', 'sympathetic')",-0.0129224695,-0.33776638,-0.4111361,-0.559994,0.1488579
35,-0.79312336,-0.85144246,"('corrupt', 'incorrupt')",-0.6037722,-0.3255903,-0.6984478,-0.5885164,-0.1099314
81,-0.77417415,-0.501458,"('submissive', 'aggressive')",-0.41868436,-0.41740745,-0.5964292,-0.4594327,-0.1369965
56,0.7515087,1.0086607,"('impractical', 'practical')",0.36211827,0.4090294,0.5568135,0.708845,-0.1520315
65,-0.71307427,-0.5639784,"('insecure', 'secure')",-0.15846509,-0.19591725,-0.4357697,-0.3799478,-0.0558219
61,0.69871134,0.64079523,"('illogical', 'logical')",0.38114867,0.26443812,0.53993,0.4526167,0.0873133
44,-0.6890177,-0.4826409,"('prejudiced', 'unprejudiced')",-1.4072069,-1.0740718,-1.0481123,-0.7783563,-0.269756
8,-0.68880147,-0.82164276,"('unaffectionate', 'affectionate')",0.12528886,0.2048812,-0.2817563,-0.3083808,0.0266245
5,0.6853125,0.59703964,"('distant', 'outgoing')",-0.51922405,-0.43010557,0.0830442,0.083467,-0.0004228
12,0.6625836,0.6102413,"('unsupportive', 'supportive')",-1.5235405,-1.7963998,-0.4304785,-0.5930793,0.1626008
1,0.6601343,0.29847598,"('unfriendly', 'friendly')",1.6340045,1.5061787,1.1470695,0.9023274,0.2447421
