,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-0.65807384,-0.6837532,"('uneducated', 'educated')",1.082861,0.87377065,0.2123936,0.0950087,0.1173849
3,-0.654923,-0.55509853,"('repellent', 'pleasant')",0.22249779,0.14674251,-0.2162126,-0.204178,-0.0120346
75,-0.6108902,-0.511456,"('meek', 'impulsive')",-0.6699024,-0.4989054,-0.6403963,-0.5051807,-0.1352156
7,-0.5785341,-0.4841324,"('insensitive', 'sensitive')",0.5485265,0.3976781,-0.0150038,-0.0432272,0.0282234
64,-0.577955,-0.6010321,"('shy', 'confident')",-6.2178416,-6.3253355,-3.3978982,-3.4631839,0.0652857
22,-0.57771516,-0.5587554,"('untrustworthy', 'trustworthy')",-1.0355333,-1.0933042,-0.8066242,-0.8260298,0.0194056
63,0.54732174,0.60130936,"('unperceptive', 'insightful')",1.343836,1.0525976,0.9455788,0.8269535,0.1186253
74,0.5472295,0.4993229,"('undedicated', 'dedicated')",0.37096652,0.23983446,0.459098,0.3695787,0.0895193
59,0.53915304,0.5626531,"('foolish', 'wise')",0.30073377,0.48757645,0.4199434,0.5251148,-0.1051714
67,0.5245377,0.5911736,"('doubtful', 'determined')",-0.67508686,-0.43862998,-0.0752746,0.0762718,-0.1515464
45,-0.52396137,-0.45934874,"('incompetent', 'competent')",-0.27249312,-0.5190121,-0.3982272,-0.4891804,0.0909532
66,-0.52015114,-0.6460349,"('inactive', 'active')",0.67683494,0.48381728,0.0783419,-0.0811088,0.1594507
49,0.46868062,0.59965605,"('unable', 'able')",-0.2939075,-0.21963574,0.0873866,0.1900102,-0.1026236
43,-0.45530128,-0.38031378,"('irresponsible', 'responsible')",0.68600065,0.71548796,0.1153497,0.1675871,-0.0522374
20,-0.44129646,-0.46143937,"('rough', 'thoughtful')",1.2241628,1.1654667,0.3914332,0.3520136,0.0394196
42,0.4160706,0.5275655,"('unreliable', 'reliable')",-2.8363905,-2.711119,-1.2101599,-1.0917767,-0.1183832
9,0.41324574,0.25594062,"('unaffectionate', 'caring')",0.9512157,0.81294084,0.6822307,0.5344408,0.1477899
6,0.37708965,0.23319155,"('distant', 'open')",-0.14804074,-0.08464159,0.1145245,0.074275,0.0402495
0,0.3549357,0.19392705,"('unsociable', 'sociable')",-0.25511336,-0.595932,0.0499112,-0.2010025,0.2509137
21,0.34491885,0.5150495,"('immoral', 'moral')",-0.3298298,-0.30251336,0.0075445,0.1062681,-0.0987236
68,-0.34470573,-0.45562792,"('dependent', 'independent')",-0.17591026,-0.31111974,-0.260308,-0.3833738,0.1230658
53,0.34407717,0.24575736,"('uncreative', 'creative')",0.61097413,0.5609623,0.4775257,0.4033598,0.0741659
47,-0.30918175,-0.06262629,"('stupid', 'smart')",4.993241,5.222975,2.3420296,2.5801742,-0.2381446
11,0.30655253,0.4256879,"('unhelpful', 'helpful')",2.3148704,2.223265,1.3107114,1.3244765,-0.0137651
28,-0.29423723,-0.4637569,"('disloyal', 'loyal')",0.7167562,0.49869835,0.2112595,0.0174707,0.1937888
31,0.2924703,0.12507257,"('evil', 'good')",-1.345367,-1.2859256,-0.5264483,-0.5804265,0.0539782
48,0.2842866,0.055097878,"('unintelligent', 'intelligent')",0.9068958,0.6205417,0.5955912,0.3378198,0.2577714
16,-0.27480984,-0.1467793,"('unpopular', 'popular')",0.49940354,0.4758844,0.1122968,0.1645526,-0.0522558
80,0.2584215,0.3441203,"('dominated', 'dominating')",-0.72370315,-0.7467866,-0.2326408,-0.2013332,-0.0313076
32,0.25279438,0.35264367,"('unkind', 'kind')",1.1219715,1.0131488,0.6873829,0.6828963,0.0044866
4,0.24858934,0.20420314,"('disliked', 'liked')",-6.353718,-6.4741535,-3.0525641,-3.1349752,0.0824111
40,-0.24416192,-0.49018118,"('stingy', 'generous')",-1.8725435,-2.1788416,-1.0583527,-1.3345114,0.2761587
54,0.24110694,0.54123944,"('incapable', 'capable')",0.9632884,1.3985548,0.6021977,0.9698972,-0.3676995
34,0.23473163,0.15080655,"('mean', 'honorable')",6.128055,6.0441456,3.1813934,3.097476,0.0839174
2,0.22303446,0.43342572,"('unlikable', 'likable')",0.5834264,0.86806905,0.4032304,0.6507474,-0.247517
23,-0.21767193,-0.046312727,"('insincere', 'sincere')",5.8580976,5.9513574,2.8202128,2.9525223,-0.1323095
13,-0.21274331,-0.20555916,"('impolite', 'polite')",-0.034685038,-0.31872937,-0.1237142,-0.2621443,0.1384301
36,-0.21014,-0.36053428,"('hostile', 'amicable')",-0.23764743,-0.2077735,-0.2238937,-0.2841539,0.0602602
30,0.19962409,0.4372279,"('intolerant', 'tolerant')",1.3349656,1.4021376,0.7672948,0.9196827,-0.1523879
38,0.19607198,0.14307542,"('untruthful', 'truthful')",0.51320916,0.5460877,0.3546406,0.3445815,0.0100591
77,0.16181305,0.12505114,"('unmotivated', 'motivated')",-0.68712777,-0.80889595,-0.2626573,-0.3419224,0.0792651
86,-0.16075292,-0.3943184,"('uninfluential', 'influential')",0.15407817,-0.34877634,-0.0033374,-0.3715474,0.36821
26,0.15258557,0.04038039,"('hardhearted', 'benevolent')",1.3278707,1.219661,0.7402282,0.6300207,0.1102075
88,0.14962402,0.4825787,"('low', 'eminent')",0.35838845,0.7387643,0.2540062,0.6106715,-0.3566653
41,0.14526802,0.030728258,"('unforgiving', 'forgiving')",0.114561394,-0.2967258,0.1299147,-0.1329988,0.2629135
17,-0.14409585,-0.13933301,"('nasty', 'nice')",-0.47422087,-0.4984564,-0.3091584,-0.3188947,0.0097363
27,0.14378479,-0.029937273,"('hardhearted', 'softhearted')",1.4470296,1.2338033,0.7954072,0.601933,0.1934742
46,0.1357418,0.11892329,"('uncompetitive', 'competitive')",-0.371638,-0.6784634,-0.1179481,-0.27977,0.1618219
78,0.12852806,0.022323564,"('nonresilient', 'resilient')",0.25639755,0.04009542,0.1924628,0.0312095,0.1612533
52,0.12563568,0.022404462,"('irrational', 'rational')",-0.37008405,-0.19605334,-0.1222242,-0.0868244,-0.0353998
25,-0.104414344,-0.16328134,"('egoistic', 'altruistic')",1.1398222,1.3696795,0.517704,0.6031991,-0.0854951
19,-0.10356198,-0.1029695,"('inhospitable', 'hospitable')",-0.020351946,-0.032879584,-0.061957,-0.0679245,0.0059675
37,-0.1020354,-0.26105887,"('fake', 'genuine')",0.3416344,0.4162985,0.1197995,0.0776198,0.0421797
62,0.09502685,0.46660075,"('incompetent', 'brilliant')",0.43834916,0.5796503,0.266688,0.5231255,-0.2564375
50,-0.075594924,-0.048213374,"('clumsy', 'skillful')",0.35033578,0.37316552,0.1373704,0.1624761,-0.0251057
60,-0.06195913,0.083231606,"('inefficient', 'efficient')",0.60611296,0.50656,0.2720769,0.2948958,-0.0228189
24,-0.060089797,-0.16299343,"('dishonest', 'honest')",1.0071034,0.99405223,0.4735068,0.4155294,0.0579774
79,-0.05178573,-0.04296066,"('wavering', 'unwavering')",-0.23691994,-0.071021646,-0.1443528,-0.0569912,-0.0873616
29,-0.04320226,-0.14213687,"('unfair', 'fair')",-0.66374284,-0.69967175,-0.3534726,-0.4209043,0.0674317
83,0.042427078,0.044173967,"('powerless', 'powerful')",-1.0494006,-1.0962979,-0.5034868,-0.526062,0.0225752
58,-0.022853449,-0.18830721,"('undiscriminating', 'discriminating')",0.026211565,-0.25301436,0.0016791,-0.2206608,0.2223399
