,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
30,-1.1849972,-0.9940199,"('intolerant', 'tolerant')",0.5987083,0.75556386,-0.2931445,-0.119228,-0.1739165
60,-1.1821682,-0.9069146,"('inefficient', 'efficient')",0.21419145,0.80742806,-0.4839884,-0.0497433,-0.4342451
22,-1.1710116,-0.7072863,"('untrustworthy', 'trustworthy')",-1.0811471,-0.43057743,-1.1260793,-0.5689319,-0.5571474
73,1.145245,1.0526162,"('helpless', 'self-reliant')",-2.9687245,-3.3325565,-0.9117398,-1.1399701,0.2282303
46,-1.0908601,-0.65278715,"('uncompetitive', 'competitive')",-0.5471719,0.03444705,-0.819016,-0.30917,-0.509846
21,-1.0346873,-0.850118,"('immoral', 'moral')",-0.21890119,0.42802948,-0.6267942,-0.2110443,-0.4157499
18,-1.0332384,-1.2432796,"('disagreeable', 'welcoming')",-0.78686535,-0.86954564,-0.9100519,-1.0564126,0.1463607
25,1.0011674,0.5818163,"('egoistic', 'altruistic')",1.3055006,0.6470621,1.153334,0.6144392,0.5388948
1,-1.0011504,-1.6332756,"('unfriendly', 'friendly')",0.93867695,0.48236904,-0.0312367,-0.5754533,0.5442166
72,-0.9723953,-0.84623146,"('unambitious', 'ambitious')",-0.3558918,0.06585074,-0.6641436,-0.3901904,-0.2739532
9,-0.95900303,-1.3305147,"('unaffectionate', 'caring')",0.7763252,0.6556776,-0.0913389,-0.3374185,0.2460796
41,-0.8884932,-0.7573637,"('unforgiving', 'forgiving')",-0.38087946,-0.3015789,-0.6346864,-0.5294713,-0.1052151
70,-0.8871105,-0.39458957,"('lethargic', 'energetic')",0.29873848,0.974691,-0.294186,0.2900507,-0.5842367
62,-0.8289531,-0.42715815,"('incompetent', 'brilliant')",1.0289894,1.5320168,0.1000182,0.5524293,-0.4524111
16,0.81326866,0.35727537,"('unpopular', 'popular')",0.3339639,0.07850881,0.5736163,0.2178921,0.3557242
44,0.80225587,0.9663727,"('prejudiced', 'unprejudiced')",-1.4293121,-1.5429863,-0.3135281,-0.2883068,-0.0252213
77,-0.7888972,-1.0086637,"('unmotivated', 'motivated')",-0.70208865,-0.59961486,-0.7454929,-0.8041393,0.0586464
47,-0.78168386,-0.47912621,"('stupid', 'smart')",4.6824145,5.4912972,1.9503653,2.5060854,-0.5557201
27,-0.758442,-0.8180351,"('hardhearted', 'softhearted')",0.78102934,0.7109025,0.0112937,-0.0535663,0.06486
8,-0.7570872,-1.115728,"('unaffectionate', 'affectionate')",0.09664276,-0.21362352,-0.3302222,-0.6646758,0.3344536
53,-0.7547201,-0.9103669,"('uncreative', 'creative')",0.35459274,0.21748126,-0.2000637,-0.3464428,0.1463791
74,-0.7541844,-0.59478796,"('undedicated', 'dedicated')",-0.37663272,-0.32166654,-0.5654086,-0.4582272,-0.1071814
32,-0.74982285,-0.7073798,"('unkind', 'kind')",0.17629413,0.5421309,-0.2867644,-0.0826245,-0.2041399
65,-0.7483759,-0.19885203,"('insecure', 'secure')",-0.24257089,0.5936967,-0.4954734,0.1974223,-0.6928957
51,-0.7373541,-0.6618462,"('uneducated', 'educated')",0.6004953,0.6035768,-0.0684294,-0.0291347,-0.0392947
33,0.71712524,0.16989736,"('wrong', 'right')",-0.42672044,-0.94084346,0.1452024,-0.385473,0.5306754
36,0.71496,0.111066,"('hostile', 'amicable')",-0.715807,-1.4110397,-0.0004235,-0.6499869,0.6495634
3,-0.7130321,-0.42474246,"('repellent', 'pleasant')",0.6052836,1.0908158,-0.0538743,0.3330367,-0.386911
87,0.6901411,0.9148378,"('unsuccessful', 'successful')",1.5491316,1.601673,1.1196363,1.2582554,-0.1386191
34,-0.63544965,-0.7903574,"('mean', 'honorable')",4.842994,5.3045363,2.1037722,2.2570894,-0.1533172
42,0.63417,0.93953884,"('unreliable', 'reliable')",-2.6059432,-2.4733646,-0.9858866,-0.7669129,-0.2189737
38,-0.6316824,-0.7480527,"('untruthful', 'truthful')",-0.28452137,-0.4403051,-0.4581019,-0.5941789,0.136077
12,-0.6264421,-0.5866177,"('unsupportive', 'supportive')",-1.6821818,-1.6827539,-1.1543119,-1.1346858,-0.0196261
14,-0.5887917,0.12986305,"('antisocial', 'social')",0.09252726,0.66896456,-0.2481322,0.3994138,-0.647546
50,0.5875487,0.47760895,"('clumsy', 'skillful')",-0.09453716,-0.15647103,0.2465058,0.160569,0.0859368
7,-0.5693568,-0.15528132,"('insensitive', 'sensitive')",0.3896682,1.1106824,-0.0898443,0.4777005,-0.5675448
4,0.55662286,0.64951676,"('disliked', 'liked')",-6.3358655,-7.379868,-2.8896213,-3.3651757,0.4755544
40,0.539405,0.610743,"('stingy', 'generous')",-1.8893154,-2.0988257,-0.6749552,-0.7440413,0.0690861
56,-0.5037643,-0.15404864,"('impractical', 'practical')",-0.17341633,0.3561433,-0.3385903,0.1010473,-0.4396376
19,-0.4902067,-0.772217,"('inhospitable', 'hospitable')",-0.47862953,-0.9050271,-0.4844181,-0.838622,0.3542039
15,0.485936,0.4500879,"('boring', 'funny')",0.015297628,0.036600545,0.2506168,0.2433442,0.0072726
66,0.4810725,0.2753711,"('inactive', 'active')",0.60594785,0.32023376,0.5435102,0.2978024,0.2457078
54,-0.48030892,-0.7918606,"('incapable', 'capable')",0.6137576,0.6708506,0.0667243,-0.060505,0.1272293
2,0.46076357,0.36834663,"('unlikable', 'likable')",0.6979175,0.5403817,0.5793406,0.4543642,0.1249764
82,-0.44190237,-0.28354108,"('poor', 'rich')",5.796538,6.5719795,2.6773179,3.1442192,-0.4669013
49,-0.43487713,-0.34572133,"('unable', 'able')",-0.30389026,-0.007434394,-0.3693837,-0.1765779,-0.1928058
39,0.41782463,0.47127616,"('exploitative', 'cooperative')",0.20490037,0.35915083,0.3113625,0.4152135,-0.103851
29,0.4034961,0.49826962,"('unfair', 'fair')",-0.4295445,-0.33842292,-0.0130242,0.0799233,-0.0929475
88,-0.38532424,-0.67134607,"('low', 'eminent')",-0.54621744,-0.61529374,-0.4657708,-0.6433199,0.1775491
68,-0.3475465,-0.5039741,"('dependent', 'independent')",-0.58032256,-0.5645884,-0.4639345,-0.5342813,0.0703468
31,0.32663512,-0.2260551,"('evil', 'good')",-1.0714931,-1.8228788,-0.372429,-1.024467,0.652038
67,0.32189232,0.2963038,"('doubtful', 'determined')",-0.29111263,-0.29171187,0.0153898,0.002296,0.0130938
63,-0.3216588,-0.17652318,"('unperceptive', 'insightful')",0.85749674,1.0097485,0.267919,0.4166126,-0.1486936
5,-0.31368616,-0.72362965,"('distant', 'outgoing')",-0.7887444,-1.2850342,-0.5512153,-1.0043319,0.4531166
37,0.30197424,0.4813699,"('fake', 'genuine')",-0.048003554,0.10414719,0.1269853,0.2927586,-0.1657733
71,0.24716932,-0.021933533,"('diffident', 'self-confident')",0.5034735,0.45155072,0.3753214,0.2148086,0.1605128
83,0.23812868,0.03716568,"('powerless', 'powerful')",-0.6599363,-0.73520374,-0.2109038,-0.349019,0.1381152
75,0.23586811,0.27298388,"('meek', 'impulsive')",-0.6017097,-0.7941399,-0.1829208,-0.260578,0.0776572
26,-0.23068018,-0.40121508,"('hardhearted', 'benevolent')",1.4330376,1.2367547,0.6011787,0.4177698,0.1834089
48,0.22599646,0.14504793,"('unintelligent', 'intelligent')",1.0433077,1.3349324,0.6346521,0.7399902,-0.1053381
17,-0.20267667,-0.08276165,"('nasty', 'nice')",-0.6252794,-0.5838773,-0.413978,-0.3333195,-0.0806585
20,0.19474418,0.45618898,"('rough', 'thoughtful')",0.735328,0.9164307,0.4650361,0.6863098,-0.2212737
64,0.16785017,0.3541807,"('shy', 'confident')",-5.6587663,-5.927945,-2.7454581,-2.7868822,0.0414241
6,-0.14737171,-0.6125203,"('distant', 'open')",-0.9223995,-1.4290828,-0.5348856,-1.0208015,0.4859159
59,0.13800867,-0.1588316,"('foolish', 'wise')",-0.16464652,-0.44658402,-0.0133189,-0.3027078,0.2893889
78,0.10466173,0.040312834,"('nonresilient', 'resilient')",0.4675879,0.5263443,0.2861248,0.2833286,0.0027962
79,0.07829121,-0.11817765,"('wavering', 'unwavering')",-0.50709236,-0.72988683,-0.2144006,-0.4240322,0.2096316
80,0.05576236,0.6998243,"('dominated', 'dominating')",-0.17025633,0.30027282,-0.057247,0.5000485,-0.5572955
58,0.038988348,0.09575434,"('undiscriminating', 'discriminating')",0.06018944,0.0022779778,0.0495889,0.0490162,0.0005727
76,-0.027304351,0.64821965,"('anxious', 'daring')",0.027385384,0.64427024,4.05e-05,0.6462449,-0.6462044
52,0.019482233,-0.5328736,"('irrational', 'rational')",-0.3341439,-0.95374876,-0.1573308,-0.7433112,0.5859804
61,0.0040935827,-0.082007386,"('illogical', 'logical')",0.7310604,0.76553017,0.367577,0.3417614,0.0258156
