,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.5359035,-2.258583,"('unfriendly', 'friendly')",-1.0901853,-1.3390298,-0.43244305,0.018458858,-1.0702233,-1.0918256,1.1671879,1.1775752,-0.7923134,-0.6986809,-0.0936325
6,-1.7369483,-1.1833261,"('distant', 'open')",-0.19016133,-0.017159099,0.32804438,0.26733202,-1.2462132,-0.9135628,-0.39874634,-0.52749115,-0.6488049,-0.4748414,-0.1739635
52,-1.6335237,-1.4224886,"('irrational', 'rational')",-1.1430482,-1.1959504,-0.19414064,-0.34544998,-0.93285084,-0.8735576,-0.28605148,-0.45511806,-0.837923,-0.8585129,0.0205899
53,-1.5455885,-1.4038397,"('uncreative', 'creative')",-0.80618745,-0.6984679,0.35645556,0.37455213,-1.1019253,-1.2980218,0.71089023,0.6729613,-0.4772711,-0.4705632,-0.0067079
31,-1.5454446,-1.002824,"('evil', 'good')",-0.41360098,-0.48600578,-0.21942128,-0.25585842,-1.1004359,-0.8846525,-1.1059978,-1.2742814,-0.8769802,-0.7807244,-0.0962558
36,-1.5276166,-1.1208061,"('hostile', 'amicable')",-1.6096097,-1.5280046,-0.18895985,-0.16365501,-1.6230845,-1.3833176,-0.26715317,-0.3852224,-1.0432848,-0.9162012,-0.1270836
80,1.5027413,0.97289586,"('dominated', 'dominating')",0.45697242,0.45194325,-0.07774933,-0.16823968,-0.005664207,-0.18440259,-0.820059,-0.6812514,0.2112482,0.0781891,0.1330591
28,-1.3846313,-1.1378644,"('disloyal', 'loyal')",-0.4254227,-0.34014082,-0.66343296,-0.37462264,-0.3539003,-0.43528765,0.70400286,0.8887092,-0.4246769,-0.2798413,-0.1448356
25,-1.3577648,-1.1946962,"('egoistic', 'altruistic')",-0.9539904,-1.0630728,0.18520766,0.093371905,-0.016868062,-0.14165902,1.1010813,1.072011,-0.2084669,-0.2468091,0.0383422
18,-1.3274606,-1.0867219,"('disagreeable', 'welcoming')",-1.4887812,-1.4637389,0.16235799,0.10084396,-0.2211676,-0.20130543,-1.1983953,-1.2329715,-0.8146893,-0.7767788,-0.0379105
85,-1.3046598,-1.0261813,"('insignificant', 'prestigious')",-0.7125686,-0.8734371,0.90340537,1.1755413,-0.60666835,-0.32712412,-0.7867755,-0.67479646,-0.5014534,-0.3451995,-0.1562539
23,-1.1728238,-0.809315,"('insincere', 'sincere')",0.05591271,0.13898829,-1.2735456,-0.6839914,0.17936505,0.024981266,5.3285003,5.7265882,0.6234818,0.8794502,-0.2559684
75,1.1719682,1.3466564,"('meek', 'impulsive')",-0.75907755,-0.6066514,0.6146647,0.7317858,-0.62739617,-0.3732087,-0.41282493,-0.2960675,-0.0025331,0.1605029,-0.163036
5,-1.1405256,-0.45807844,"('distant', 'outgoing')",0.15852246,0.3834502,0.32834885,0.42041597,-0.84759474,-0.40861186,-0.56951886,-0.5180145,-0.4141536,-0.1161677,-0.2979859
50,1.1182083,0.7083831,"('clumsy', 'skillful')",-0.13288863,-0.2528029,1.5155462,1.3120878,0.10556869,-0.14930393,0.17219377,0.082499154,0.5557257,0.3401726,0.2155531
87,1.092663,1.1019571,"('unsuccessful', 'successful')",0.12728137,0.34988156,1.6376822,1.6954962,1.3053975,1.1533952,0.5887429,0.6444834,0.9503533,0.9890427,-0.0386894
41,-1.0812422,-0.59300554,"('unforgiving', 'forgiving')",-1.2062106,-1.1969901,-0.44579616,-0.13035923,-0.30158445,-0.41556874,0.16906518,0.33585888,-0.5731536,-0.400013,-0.1731406
88,-1.075827,-1.0233394,"('low', 'eminent')",-1.1658174,-1.1908518,-0.23905195,0.31291258,-0.7035465,-0.7547231,-0.7400026,-0.27800554,-0.7848491,-0.5868014,-0.1980477
24,-1.0725698,-0.7093825,"('dishonest', 'honest')",-0.063019246,-0.07874212,-0.8321855,-0.4521255,-0.24976102,-0.13945012,0.5508923,0.66987616,-0.3333287,-0.1419648,-0.1913639
32,-1.0468124,-0.65612406,"('unkind', 'kind')",0.2673052,0.04307062,-0.23100725,0.13782844,0.2183142,0.05923819,0.9599298,1.2622237,0.0335459,0.1692474,-0.1357015
34,-1.0223064,-0.8410912,"('mean', 'honorable')",-0.51681983,-0.6034675,-0.36692518,-0.20506284,0.46488687,0.3305059,5.376426,5.3135557,0.7870523,0.798888,-0.0118357
27,-0.9915467,-0.96909744,"('hardhearted', 'softhearted')",0.26191425,-0.092998914,-1.1142321,-1.3285923,-0.24319424,-0.6980364,0.54564756,0.2846257,-0.3082822,-0.5608199,0.2525377
81,0.9706392,0.7502452,"('submissive', 'aggressive')",0.2972694,0.09776139,0.2148921,0.18314172,0.38074422,0.10188381,-0.78298736,-0.5999206,0.2161115,0.1066223,0.1094892
19,-0.91999537,-0.35793078,"('inhospitable', 'hospitable')",-0.009308804,0.17533894,-0.4603467,-0.33632797,-1.1648228,-0.7772672,-0.74887735,-0.58855987,-0.6606702,-0.3769494,-0.2837208
9,-0.88086194,-0.51447225,"('unaffectionate', 'caring')",0.4067458,0.30498073,-0.20979393,0.040515814,-0.12924889,-0.17811938,1.1149455,1.1409053,0.0603573,0.158762,-0.0984047
61,-0.8739138,-0.50938267,"('illogical', 'logical')",-0.68621546,-0.62539774,-0.121959984,-0.06718637,-0.073597066,-0.047930654,0.10789135,0.06542809,-0.329559,-0.2368938,-0.0926652
29,-0.8564073,-0.6148295,"('unfair', 'fair')",0.24411342,0.34060183,0.011446059,0.087359786,-1.5482142,-1.3603553,-0.9252099,-0.9842154,-0.6148543,-0.5062877,-0.1085666
3,-0.8436521,-0.85193527,"('repellent', 'pleasant')",-0.4138918,-0.54682916,-0.5165464,-0.68233776,0.43729973,-0.013908722,0.52192175,0.46727344,-0.1629738,-0.3255475,0.1625737
49,-0.84091806,-0.7524416,"('unable', 'able')",-0.82084143,-0.5658974,-0.9197762,-0.7369878,-1.407411,-1.2968942,-0.8278638,-0.51155174,-0.9633621,-0.7727546,-0.1906075
57,-0.82965153,-0.75065196,"('unimaginative', 'imaginative')",-0.3650643,-0.33940035,-0.40408218,-0.22043647,-0.7796278,-1.1234615,-3.1572783,-2.948918,-1.1071408,-1.0765738,-0.030567
40,-0.8053997,-0.56232107,"('stingy', 'generous')",-0.44474667,-0.560347,-0.99161094,-0.83425546,-0.10975234,-0.17202815,-2.4858282,-2.493476,-0.9674676,-0.9244855,-0.0429821
47,-0.8008095,-0.5607658,"('stupid', 'smart')",-0.15596974,-0.056017898,0.33782613,0.5460064,0.9701633,0.826386,5.280187,5.3116846,1.1262794,1.2134586,-0.0871792
69,0.7625616,0.89536256,"('lazy', 'industrious')",0.5717703,0.6005319,1.09917,0.78850347,0.19463342,0.42801005,-0.81623936,-1.06196,0.3623792,0.3300896,0.0322896
16,-0.73746794,-0.66530263,"('unpopular', 'popular')",0.47713277,0.13739258,0.44524848,0.3148109,-0.004327379,-0.11646174,0.3064384,0.30684018,0.0974049,-0.0045441,0.101949
79,-0.72890407,-0.43636626,"('wavering', 'unwavering')",-1.3052369,-1.0438507,0.48445725,0.5928039,-0.9492692,-0.61054355,-0.76498187,-0.614745,-0.6527869,-0.4225403,-0.2302466
67,0.6905954,0.6694941,"('doubtful', 'determined')",0.8918491,0.9564834,1.1098807,1.0296894,0.88461465,0.9898796,0.0790273,0.1448191,0.7311934,0.7580731,-0.0268797
26,-0.6764668,-0.49521115,"('hardhearted', 'benevolent')",1.1276642,1.0786346,1.7218709,1.8331393,0.5252982,0.51261705,1.4568877,1.481088,0.8310509,0.8820536,-0.0510027
39,-0.6762224,-0.54272246,"('exploitative', 'cooperative')",-0.71988237,-0.614291,-0.5223499,-0.32260275,0.1486274,0.27939904,0.118286565,0.29987347,-0.3303081,-0.1800687,-0.1502394
68,-0.61790395,-0.59908366,"('dependent', 'independent')",-1.7525824,-1.8474741,-1.1946803,-1.5519476,-0.8532207,-1.0469711,-1.744763,-1.778032,-1.2326301,-1.3647017,0.1320716
46,0.6162259,0.082663454,"('uncompetitive', 'competitive')",0.41746914,0.1211412,-0.30656338,-0.06801079,0.5499573,-0.19599913,-0.6112187,-0.5661807,0.133174,-0.1252772,0.2584512
4,-0.6141623,-0.14244004,"('disliked', 'liked')",-0.45240715,-0.13826057,0.8110738,0.9422729,-0.05953221,0.23882973,-6.5443573,-6.2945843,-1.371877,-1.0788364,-0.2930406
73,0.6122096,1.0672512,"('helpless', 'self-reliant')",0.51730025,0.7299407,-0.03210173,0.20809437,-0.21045238,0.13968898,-3.5239196,-3.4441898,-0.5273928,-0.2598429,-0.2675499
