,national_male,national_female,tuple,city_male,city_female,corp_male,corp_female,average_male,average_female,male-female
78,-0.94737566,-0.7017943,"('nonresilient', 'resilient')",-0.2600022,-0.11487524,0.10951924,0.15316181,-0.3659529,-0.2211693,-0.1447836
1,-0.94473743,-1.0127286,"('unfriendly', 'friendly')",-1.6593615,-1.6332746,1.2294601,0.9043274,-0.4582129,-0.5805586,0.1223457
84,0.9392,1.065853,"('inferior', 'superior')",-0.9646069,-0.9487187,0.12881938,0.1976264,0.0344708,0.1049202,-0.0704494
81,0.92873496,1.5546856,"('submissive', 'aggressive')",2.1772735,2.1197186,0.015309148,0.80057585,1.0404392,1.49166,-0.4512208
16,-0.9261806,-0.9644868,"('unpopular', 'popular')",-1.1058261,-1.1102991,-0.041446812,-0.37732366,-0.6911512,-0.8173699,0.1262187
57,-0.909349,-0.6999564,"('unimaginative', 'imaginative')",0.5909994,0.6366792,-3.2324264,-2.9116175,-1.183592,-0.9916316,-0.1919604
4,-0.89570713,-0.99517494,"('disliked', 'liked')",-0.87166476,-0.707998,-8.155746,-8.200957,-3.3077062,-3.3013767,-0.0063295
5,-0.8954273,-1.0184108,"('distant', 'outgoing')",-1.7057238,-1.442393,-0.7401842,-1.1761652,-1.1137784,-1.212323,0.0985446
71,0.885572,1.0476203,"('diffident', 'self-confident')",0.8603618,0.92472094,0.5024797,0.49541467,0.7494712,0.8225853,-0.0731141
30,0.8835965,1.0909404,"('intolerant', 'tolerant')",1.9344184,1.9059103,0.9383784,1.261239,1.2521311,1.4193632,-0.1672321
82,-0.87994564,-0.6556024,"('poor', 'rich')",-0.25806597,-0.34648335,6.773488,6.950916,1.8784922,1.9829434,-0.1044512
74,0.8434135,1.0905874,"('undedicated', 'dedicated')",0.93452585,0.906422,-0.6819845,-0.47237587,0.3653183,0.5082112,-0.1428929
2,0.7566044,0.80415,"('unlikable', 'likable')",1.1349136,1.2090123,0.36761352,0.5021192,0.7530438,0.8384271,-0.0853833
27,-0.74808776,-0.84635216,"('hardhearted', 'softhearted')",-0.8361422,-0.81878203,1.0597062,0.93281746,-0.1748412,-0.2441056,0.0692644
18,0.7311121,0.7743406,"('disagreeable', 'welcoming')",0.45068982,0.42310598,-0.5013887,-0.5289406,0.2268044,0.2228353,0.0039691
0,0.6887231,1.010643,"('unsociable', 'sociable')",1.279234,1.1875962,-0.029587515,0.44593874,0.6461232,0.8813927,-0.2352695
22,0.66608703,0.7035998,"('untrustworthy', 'trustworthy')",1.1982862,1.0727952,-0.7253935,-0.44493175,0.3796599,0.4438211,-0.0641612
61,0.66549766,0.8816725,"('illogical', 'logical')",-0.1460151,-0.12499005,0.658316,0.6889344,0.3925995,0.4818723,-0.0892728
66,-0.65959704,-0.84761363,"('inactive', 'active')",-1.0619781,-1.0151573,0.026841804,-0.23816244,-0.5649111,-0.7003112,0.1354001
85,-0.6484962,-1.2585338,"('insignificant', 'prestigious')",-1.8497236,-1.9486655,-1.3546616,-2.0822985,-1.2842938,-1.763166,0.4788722
87,0.64548445,0.7320518,"('unsuccessful', 'successful')",0.58997697,0.46332934,0.5145911,0.6633216,0.5833509,0.6195676,-0.0362167
76,0.61576617,0.85765964,"('anxious', 'daring')",1.9768109,1.8593978,0.5993915,1.106739,1.0639895,1.2745988,-0.2106093
10,0.60382694,1.0955514,"('unsympathetic', 'sympathetic')",0.56308514,0.48698062,0.071741484,0.7330912,0.4128845,0.7718743,-0.3589898
33,0.5985786,0.5178834,"('wrong', 'right')",-0.29337853,-0.26431847,-0.5913633,-1.0295417,-0.0953878,-0.2586589,0.1632711
15,-0.59547645,-0.7530433,"('boring', 'funny')",0.026294108,-0.036158547,0.053579543,-0.12684366,-0.1718676,-0.3053485,0.1334809
79,-0.5851018,-0.77671033,"('wavering', 'unwavering')",-1.7633063,-1.5862329,-0.6671514,-0.9972651,-1.0051865,-1.1200694,0.1148829
40,0.56201196,0.49903238,"('stingy', 'generous')",0.20717531,0.06892339,-2.3604255,-2.4690268,-0.5304128,-0.6336904,0.1032776
44,0.5077025,0.17289613,"('prejudiced', 'unprejudiced')",-0.036869995,-0.12336616,-1.2145461,-1.3343399,-0.2479045,-0.4282699,0.1803654
51,0.49469432,1.0178312,"('uneducated', 'educated')",1.0879334,1.1633313,0.7567341,1.2285135,0.7797873,1.1365586,-0.3567713
73,0.48282176,0.1819439,"('helpless', 'self-reliant')",-0.09766872,-0.17672755,-3.8697305,-3.96169,-1.1615258,-1.3188245,0.1572987
34,-0.4766804,-0.47773957,"('mean', 'honorable')",0.2920005,0.27385563,5.586554,5.6424837,1.8006247,1.8128665,-0.0122418
83,0.44742668,0.64345455,"('powerless', 'powerful')",0.5783181,0.64309216,-0.73373306,-0.49401736,0.0973372,0.2641764,-0.1668392
46,0.44446027,0.74866635,"('uncompetitive', 'competitive')",1.9276813,1.7459662,-0.8663263,-0.20464489,0.5019384,0.7633292,-0.2613908
88,0.4211869,0.5582247,"('low', 'eminent')",-0.45548397,-0.5666025,-0.2025945,-0.041246403,-0.0789639,-0.0165414,-0.0624225
41,0.41608012,0.64016134,"('unforgiving', 'forgiving')",0.43684945,0.5241931,-0.25477812,-0.16717196,0.1993838,0.3323942,-0.1330104
49,-0.40736213,-0.47539523,"('unable', 'able')",-0.49573758,-0.48919952,0.0661909,0.33758134,-0.2789696,-0.2090045,-0.0699651
59,0.39594486,0.04542239,"('foolish', 'wise')",-0.7871187,-0.78742045,-0.11021172,-0.54470843,-0.1671285,-0.4289021,0.2617736
55,0.38080868,0.741808,"('incompetent', 'clever')",1.8781017,1.755078,0.806178,1.4522632,1.0216961,1.316383,-0.2946869
69,-0.33896068,-0.6715763,"('lazy', 'industrious')",-1.3216637,-1.2178582,-1.2673804,-1.9402367,-0.9760016,-1.2765571,0.3005555
68,0.3302508,0.18864056,"('dependent', 'independent')",0.19762999,0.15792319,-0.8179491,-0.7137825,-0.0966894,-0.1224062,0.0257168
37,-0.31895548,-0.2732174,"('fake', 'genuine')",-0.50467664,-0.41851774,0.13387662,0.27244467,-0.2299185,-0.1397635,-0.090155
77,-0.29990262,0.06370074,"('unmotivated', 'motivated')",0.03552895,0.20006865,-0.8403698,-0.71323514,-0.3682478,-0.1498219,-0.2184259
64,0.29962227,0.44024292,"('shy', 'confident')",0.6633268,0.82603097,-6.754419,-6.4278855,-1.9304899,-1.7205372,-0.2099527
58,-0.2863038,-0.30981308,"('undiscriminating', 'discriminating')",0.2021541,0.13481098,-0.2965191,-0.19582906,-0.1268896,-0.1236104,-0.0032792
72,0.27971658,0.29933098,"('unambitious', 'ambitious')",1.5568675,1.6578338,0.1065699,0.34142402,0.647718,0.7661963,-0.1184783
17,-0.2232104,-0.26602402,"('nasty', 'nice')",0.06870127,0.15874547,-0.1592477,-0.32503694,-0.1045856,-0.1441052,0.0395196
86,-0.1909842,0.18069358,"('uninfluential', 'influential')",0.011935446,0.021188766,-0.22038102,0.21497054,-0.1331433,0.138951,-0.2720943
3,-0.17404896,0.03139661,"('repellent', 'pleasant')",0.44814757,0.40997413,0.7965143,1.0048995,0.356871,0.4820901,-0.1252191
47,0.17191623,0.42801172,"('stupid', 'smart')",0.5836523,0.60244066,5.8990574,5.9063745,2.2182086,2.3122756,-0.094067
54,-0.156545,-0.10130064,"('incapable', 'capable')",-1.088387,-0.98250705,0.65394443,0.6762723,-0.1969959,-0.1358451,-0.0611508
9,0.1356171,0.095942646,"('unaffectionate', 'caring')",-0.8249872,-0.8099615,1.1848031,1.1970716,0.1651444,0.1610176,0.0041268
29,0.12811482,0.015450601,"('unfair', 'fair')",-0.14052719,-0.059293553,-0.13711658,-0.24133933,-0.049843,-0.0950608,0.0452178
20,0.10985118,0.1485841,"('rough', 'thoughtful')",0.02189384,-0.011122018,0.62871146,0.58342135,0.2534855,0.2402945,0.013191
45,0.007131949,0.203491,"('incompetent', 'competent')",0.76901096,0.67671394,-0.15614061,0.14160812,0.2066674,0.3406043,-0.1339369
