,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
24,-1.2437477,-1.5296351,"('dishonest', 'honest')",0.2931746,0.095806554,-0.4752865,-0.7169142,0.2416277
51,-1.2414886,-1.267481,"('uneducated', 'educated')",0.15226084,0.3276155,-0.5446138,-0.4699327,-0.0746811
22,-1.2406218,-1.6775014,"('untrustworthy', 'trustworthy')",-1.0934097,-1.0235547,-1.1670158,-1.350528,0.1835122
70,-1.1573098,-1.5398813,"('lethargic', 'energetic')",0.019004323,0.24050033,-0.5691527,-0.6496905,0.0805378
44,1.145745,0.9812414,"('prejudiced', 'unprejudiced')",-1.3568187,-1.2353772,-0.1055368,-0.1270679,0.0215311
62,-1.1241826,-1.652756,"('incompetent', 'brilliant')",0.41016224,0.54365546,-0.3570102,-0.5545503,0.1975401
1,-1.1218594,-1.0648146,"('unfriendly', 'friendly')",1.346585,0.77807623,0.1123628,-0.1433692,0.255732
21,-1.0924029,-1.3899201,"('immoral', 'moral')",-0.3534627,-0.17149964,-0.7229328,-0.7807099,0.0577771
56,-1.0907984,-1.4157656,"('impractical', 'practical')",-0.7313414,-0.43792352,-0.9110699,-0.9268446,0.0157747
74,-1.0754626,-1.1387714,"('undedicated', 'dedicated')",-0.3679051,-0.27443445,-0.7216839,-0.7066029,-0.015081
9,-1.00514,-1.0256075,"('unaffectionate', 'caring')",0.97730845,0.64849365,-0.0139157,-0.1885569,0.1746412
12,-0.9817928,-0.93727547,"('unsupportive', 'supportive')",-1.9819249,-1.6518338,-1.4818588,-1.2945546,-0.1873042
38,-0.97901446,-1.1247153,"('untruthful', 'truthful')",-0.59034085,-0.7572263,-0.7846776,-0.9409708,0.1562932
53,-0.9696818,-0.88764024,"('uncreative', 'creative')",0.36514372,0.1695559,-0.302269,-0.3590422,0.0567732
36,0.9592218,1.3836958,"('hostile', 'amicable')",-0.05970816,-0.58503926,0.4497568,0.3993283,0.0504285
41,-0.95473164,-1.0532464,"('unforgiving', 'forgiving')",-0.11366695,-0.0027313195,-0.5341993,-0.5279889,-0.0062104
77,-0.88150555,-1.0580393,"('unmotivated', 'motivated')",-1.1197393,-1.0566893,-1.0006224,-1.0573642,0.0567418
32,-0.8795196,-0.9675952,"('unkind', 'kind')",0.2940554,0.2669682,-0.2927321,-0.3503135,0.0575814
63,-0.8227393,-0.9546666,"('unperceptive', 'insightful')",0.39164582,0.58647114,-0.2155467,-0.1840977,-0.031449
18,-0.8171202,-0.93270594,"('disagreeable', 'welcoming')",-0.4253604,-0.46770293,-0.6212403,-0.7002044,0.0789641
16,0.80283594,1.0369195,"('unpopular', 'popular')",0.42335212,0.10511951,0.613094,0.5710195,0.0420745
19,-0.8009975,-0.5081375,"('inhospitable', 'hospitable')",-0.64372754,-0.7494891,-0.7223625,-0.6288133,-0.0935492
3,-0.7427963,-0.9153219,"('repellent', 'pleasant')",0.7155006,0.6583183,-0.0136479,-0.1285018,0.1148539
7,-0.715254,-0.70311624,"('insensitive', 'sensitive')",0.3128877,0.6122274,-0.2011832,-0.0454444,-0.1557388
33,0.69455856,1.0121818,"('wrong', 'right')",-0.59483016,-0.6381396,0.0498642,0.1870211,-0.1371569
14,-0.6692557,-1.1225281,"('antisocial', 'social')",0.06938363,0.325661,-0.299936,-0.3984335,0.0984975
72,-0.6381528,-1.32057,"('unambitious', 'ambitious')",-0.16032577,-0.39539734,-0.3992393,-0.8579836,0.4587443
2,0.59358186,0.3795706,"('unlikable', 'likable')",0.80827683,0.6868014,0.7009293,0.533186,0.1677433
34,-0.5890792,-0.8178164,"('mean', 'honorable')",5.2134557,4.9103894,2.3121881,2.0462866,0.2659015
50,0.5838133,0.682095,"('clumsy', 'skillful')",0.106710255,-0.17458588,0.3452618,0.2537546,0.0915072
80,-0.5760864,-0.32632855,"('dominated', 'dominating')",-0.95021266,-0.18545446,-0.7631495,-0.2558915,-0.507258
65,-0.56970304,-1.1791376,"('insecure', 'secure')",-0.23461118,-0.167725,-0.4021571,-0.6734313,0.2712742
39,0.5525251,0.46553513,"('exploitative', 'cooperative')",0.22626579,0.5042126,0.3893954,0.4848739,-0.0954785
59,0.5461905,0.78935164,"('foolish', 'wise')",0.33433312,-0.07917325,0.4402618,0.3550892,0.0851726
8,-0.5086976,-0.74055076,"('unaffectionate', 'affectionate')",0.62393624,0.22644511,0.0576193,-0.2570528,0.3146721
20,0.4869672,0.13295333,"('rough', 'thoughtful')",1.0474982,0.86247987,0.7672327,0.4977166,0.2695161
40,0.47776023,0.68970406,"('stingy', 'generous')",-1.7854497,-1.5230306,-0.6538448,-0.4166633,-0.2371815
88,-0.47650704,-0.29975605,"('low', 'eminent')",-0.3919877,-0.36605707,-0.4342474,-0.3329065,-0.1013409
47,-0.46511906,-0.7311513,"('stupid', 'smart')",5.208015,4.8554587,2.371448,2.0621538,0.3092942
29,0.446795,0.38584453,"('unfair', 'fair')",-0.20838247,-0.39676088,0.1192063,-0.0054582,0.1246645
87,0.42482987,0.35269585,"('unsuccessful', 'successful')",1.0765353,1.1553141,0.7506826,0.754005,-0.0033224
42,0.42385235,0.21784969,"('unreliable', 'reliable')",-3.1346443,-2.9299052,-1.3553959,-1.3560277,0.0006318
67,0.42270255,0.21010423,"('doubtful', 'determined')",-0.47306466,-0.4280758,-0.0251811,-0.1089858,0.0838047
82,-0.3932448,-0.8719965,"('poor', 'rich')",6.1650333,5.512394,2.8858943,2.3201988,0.5656955
49,-0.39188454,-0.54107624,"('unable', 'able')",-0.19791433,-0.34712183,-0.2948994,-0.444099,0.1491996
27,-0.36148843,-0.6619372,"('hardhearted', 'softhearted')",1.214564,0.8221739,0.4265378,0.0801184,0.3464194
26,-0.35097575,-0.16728275,"('hardhearted', 'benevolent')",1.758797,1.7696471,0.7039106,0.8011822,-0.0972716
54,-0.3409527,-0.51715887,"('incapable', 'capable')",0.8668615,0.5190815,0.2629544,0.0009613,0.2619931
75,0.329742,0.28742963,"('meek', 'impulsive')",-0.68165284,-0.76216793,-0.1759554,-0.2373691,0.0614137
52,0.30532077,0.54178816,"('irrational', 'rational')",0.17673215,-0.4152275,0.2410265,0.0632803,0.1777462
31,0.30436602,0.89208716,"('evil', 'good')",-0.58737546,-0.78149986,-0.1415047,0.0552936,-0.1967983
66,0.2818253,0.46656126,"('inactive', 'active')",0.52299786,0.44770217,0.4024116,0.4571317,-0.0547201
5,-0.28151718,0.19078907,"('distant', 'outgoing')",-0.648531,-0.90290016,-0.4650241,-0.3560556,-0.1089685
6,-0.27565017,0.15261513,"('distant', 'open')",-0.6039529,-0.91163504,-0.4398015,-0.37951,-0.0602915
68,-0.2444385,-0.5336218,"('dependent', 'independent')",-0.566662,-0.59228534,-0.4055502,-0.5629536,0.1574034
71,0.24301443,0.48397252,"('diffident', 'self-confident')",0.46051103,0.6784002,0.3517627,0.5811864,-0.2294237
37,0.23753083,0.027483076,"('fake', 'genuine')",0.02302482,-0.1023088,0.1302778,-0.0374129,0.1676907
48,0.23295535,-0.03867213,"('unintelligent', 'intelligent')",1.0076815,1.1106914,0.6203184,0.5360097,0.0843087
17,-0.23103087,0.011013277,"('nasty', 'nice')",-0.6564264,-0.6109798,-0.4437287,-0.2999833,-0.1437454
61,-0.22136042,-0.033688217,"('illogical', 'logical')",0.5086503,0.71216285,0.1436449,0.3392373,-0.1955924
15,0.21997483,0.43987706,"('boring', 'funny')",0.045397967,-0.03257818,0.1326864,0.2036494,-0.070963
64,0.17867029,0.22645059,"('shy', 'confident')",-6.1466703,-5.65454,-2.984,-2.7140448,-0.2699552
4,0.15940411,0.7943175,"('disliked', 'liked')",-6.9132214,-6.5001063,-3.3769085,-2.8528943,-0.5240142
58,-0.13790427,-0.20059448,"('undiscriminating', 'discriminating')",0.10252285,-0.013717324,-0.0176907,-0.1071559,0.0894652
79,-0.13085814,0.34783483,"('wavering', 'unwavering')",-0.52961713,-0.5714473,-0.3302376,-0.1118062,-0.2184314
83,0.0967032,0.1929849,"('powerless', 'powerful')",-0.83310306,-0.60922515,-0.3681999,-0.2081201,-0.1600798
76,0.089052096,-0.6577392,"('anxious', 'daring')",-0.23350841,-0.15384778,-0.0722282,-0.4057935,0.3335653
78,-0.07557954,0.12589635,"('nonresilient', 'resilient')",0.28556755,0.4164873,0.104994,0.2711918,-0.1661978
