,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
28,-0.63542557,-1.0178065,"('disloyal', 'loyal')",-1.1092732,-1.4081937,1.3556075,1.3898627,-0.1296971,-0.3453792,0.2156821
74,-0.601015,-0.7523036,"('undedicated', 'dedicated')",-0.6968675,-0.89823115,-0.16818006,-0.011578385,-0.4886876,-0.5540377,0.0653501
81,-0.5903678,-0.49395645,"('submissive', 'aggressive')",-0.91313535,-1.0178357,-0.21311595,0.33847243,-0.5722063,-0.3911066,-0.1810997
53,-0.583846,-0.864994,"('uncreative', 'creative')",-1.0634218,-1.2084366,0.84847623,0.5153763,-0.2662639,-0.5193514,0.2530875
38,-0.565452,-0.85028595,"('untruthful', 'truthful')",-0.92824346,-1.1534219,-0.32702035,-0.17632239,-0.6069053,-0.7266768,0.1197715
67,0.5620682,0.5462044,"('doubtful', 'determined')",1.6088593,1.5187101,-0.44835356,-0.014813571,0.5741913,0.6833669,-0.1091756
64,-0.55710185,-0.024262369,"('shy', 'confident')",-0.19941898,0.022420518,-6.149935,-5.683387,-2.3021518,-1.8950763,-0.4070755
80,-0.504353,-0.20111522,"('dominated', 'dominating')",-0.45966536,-0.34678304,-0.47221094,-0.18352896,-0.4787431,-0.2438091,-0.234934
29,-0.4837842,-0.6618132,"('unfair', 'fair')",0.038584094,-0.084236756,-0.28454906,-0.48339215,-0.2432497,-0.409814,0.1665643
52,0.47698608,0.39599735,"('irrational', 'rational')",-0.03339017,0.03258498,-0.46724385,-0.8533269,-0.0078826,-0.1415815,0.1336989
34,-0.45193908,-0.4509288,"('mean', 'honorable')",-1.3484699,-1.0731633,5.6485257,5.702689,1.2827056,1.3928657,-0.1101601
1,-0.4433165,-1.0989755,"('unfriendly', 'friendly')",-1.3090494,-1.7083309,0.7520263,0.4945206,-0.3334465,-0.7709285,0.437482
84,0.4389168,0.57479125,"('inferior', 'superior')",0.6587963,0.6165874,1.4664887,1.2392956,0.8547339,0.8102247,0.0445092
36,0.43094638,0.5855064,"('hostile', 'amicable')",0.6076543,0.8812757,-0.6514249,-1.0052518,0.1290586,0.1538434,-0.0247848
40,-0.39943975,-0.5358514,"('stingy', 'generous')",-0.64708096,-0.76752055,-2.060241,-2.0884428,-1.0355872,-1.1306049,0.0950177
73,0.39900163,0.4168849,"('helpless', 'self-reliant')",1.3171306,1.3399389,-3.3682775,-3.7840402,-0.5507151,-0.6757388,0.1250237
49,-0.3837916,-0.36184457,"('unable', 'able')",-0.44040662,-0.40594882,0.20052418,-0.01639944,-0.2078913,-0.2613976,0.0535063
31,0.38170186,0.46188888,"('evil', 'good')",0.63534266,0.661236,-1.8518523,-2.2122264,-0.2782693,-0.3630339,0.0847646
19,-0.37106344,-0.09323261,"('inhospitable', 'hospitable')",-0.2023359,0.07138788,-0.6432793,-1.1676041,-0.4055595,-0.3964829,-0.0090766
17,-0.31827638,0.2005001,"('nasty', 'nice')",-0.6398688,-0.20160055,-0.80562156,-0.9439539,-0.5879223,-0.3150181,-0.2729042
88,-0.30922607,-0.2699173,"('low', 'eminent')",-0.47468215,-0.45482603,-0.5142416,-0.15591541,-0.4327166,-0.2935529,-0.1391637
68,-0.30744037,-0.15873338,"('dependent', 'independent')",-0.07035196,0.12555291,-0.49121585,-0.55950785,-0.2896694,-0.1975628,-0.0921066
72,-0.3063639,-0.8041437,"('unambitious', 'ambitious')",-0.8257617,-1.1269493,-0.14840865,-0.66751397,-0.4268448,-0.8662024,0.4393576
24,-0.29252216,-0.5919936,"('dishonest', 'honest')",-2.3014944,-2.450622,0.7866554,0.7798419,-0.6024537,-0.7542579,0.1518042
61,-0.2625237,-0.043498453,"('illogical', 'logical')",-1.3517587,-1.1297488,0.68812215,0.8437828,-0.3087201,-0.1098215,-0.1988986
87,-0.25579038,0.00026464462,"('unsuccessful', 'successful')",-0.16533384,0.16116855,0.9671373,0.5408372,0.1820044,0.2340901,-0.0520857
58,-0.25089172,-0.7097717,"('undiscriminating', 'discriminating')",-1.2022381,-1.522185,0.026459169,0.055869862,-0.4755569,-0.7253623,0.2498054
50,-0.245603,-0.4227434,"('clumsy', 'skillful')",0.7509165,0.53767854,0.68254626,0.22008431,0.3959533,0.1116731,0.2842802
18,-0.23858023,-0.021369196,"('disagreeable', 'welcoming')",-1.1776574,-0.96820945,-0.94343615,-0.96437675,-0.7865579,-0.6513185,-0.1352394
44,0.22963998,0.6422587,"('prejudiced', 'unprejudiced')",0.7007934,0.94634396,-1.5122895,-1.3917443,-0.193952,0.0656195,-0.2595715
8,0.19775257,0.023577817,"('unaffectionate', 'affectionate')",-0.96181566,-1.0650816,0.2648656,0.057398498,-0.1663992,-0.3280351,0.1616359
54,0.1909702,0.22927862,"('incapable', 'capable')",0.63769686,0.6661866,0.86940163,0.38002408,0.5660229,0.4251631,0.1408598
16,0.17873444,0.3044253,"('unpopular', 'popular')",-0.06843631,0.044891395,-0.06999053,-0.27045482,0.0134359,0.0262873,-0.0128514
79,0.15499726,0.1449663,"('wavering', 'unwavering')",0.78346485,0.9094409,-0.5648154,-0.91118616,0.1245489,0.0477403,0.0768086
26,-0.14925759,-0.2994308,"('hardhearted', 'benevolent')",-0.23934522,-0.30360478,1.0003102,1.1959544,0.2039025,0.1976396,0.0062629
6,0.12550302,0.079121776,"('distant', 'open')",0.25180513,0.16090807,-1.2633367,-1.6164347,-0.2953428,-0.4588016,0.1634588
48,-0.11453326,-0.40961456,"('unintelligent', 'intelligent')",-1.7368257,-2.0244954,1.2006944,1.3120714,-0.2168882,-0.3740128,0.1571246
4,-0.114214756,0.00900062,"('disliked', 'liked')",0.69960773,0.78131396,-7.3679223,-7.1370683,-2.2608431,-2.1155845,-0.1452586
9,-0.1120853,-0.33226657,"('unaffectionate', 'caring')",-0.9881087,-1.1814722,1.0651186,0.78481907,-0.0116918,-0.2429732,0.2312814
5,0.1090813,0.275264,"('distant', 'outgoing')",0.63986355,0.7038746,-1.2241102,-1.5123975,-0.1583885,-0.177753,0.0193645
37,-0.060968738,0.04238971,"('fake', 'genuine')",-0.4611338,-0.28992176,0.35478354,0.39127842,-0.055773,0.0479155,-0.1036885
66,0.054035977,0.31950283,"('inactive', 'active')",0.297836,0.6389337,0.12952523,0.00088558346,0.1604657,0.3197741,-0.1593084
83,0.053398702,0.1500266,"('powerless', 'powerful')",0.43832853,0.4848094,-0.738762,-0.6009523,-0.0823449,0.0112946,-0.0936395
39,-0.04483064,0.14061083,"('exploitative', 'cooperative')",-0.6107353,-0.48160228,0.504057,0.36531624,-0.050503,0.0081083,-0.0586113
2,0.042378373,0.23669498,"('unlikable', 'likable')",-0.30728456,-0.20584272,0.3929223,0.54567605,0.042672,0.1921761,-0.1495041
