,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
13,3.3741214,3.349825,"('impolite', 'polite')",0.79934466,0.9286562,-0.5872013,-0.6030615,1.1954216,1.2251399,-0.0297183
65,3.3280683,3.0370314,"('insecure', 'secure')",0.5805041,0.2818114,-0.6018692,-0.9140666,1.1022344,0.8015921,0.3006423
69,-3.3227043,-3.0929248,"('lazy', 'industrious')",-0.71209794,-0.5243389,1.3461211,1.7823825,-0.8962271,-0.6116271,-0.2846
70,3.2162325,2.9102464,"('lethargic', 'energetic')",1.2986349,0.9822383,-0.8679872,-1.2432349,1.2156267,0.8830833,0.3325434
45,3.0811217,2.7181695,"('incompetent', 'competent')",1.1461482,0.81705874,-1.236369,-1.5375793,0.996967,0.665883,0.331084
76,2.9405565,2.7277794,"('anxious', 'daring')",1.5005757,1.4067096,-0.116823606,-0.27246422,1.4414361,1.2873416,0.1540945
0,2.8031473,2.5596936,"('unsociable', 'sociable')",-0.07003677,-0.0488348,-0.43153033,-0.5600047,0.7671934,0.6502847,0.1169087
63,2.6771924,2.4978023,"('unperceptive', 'insightful')",0.8410625,0.78607094,0.29110512,0.23404466,1.2697867,1.1726392,0.0971475
52,-2.5058963,-2.3701026,"('irrational', 'rational')",-0.9401854,-0.57224464,0.14518012,0.49678788,-1.1003005,-0.8151865,-0.285114
25,-2.4597428,-2.1494374,"('egoistic', 'altruistic')",-1.1512454,-0.77049166,1.0480198,1.2530642,-0.8543228,-0.5556216,-0.2987012
39,2.4346673,2.258348,"('exploitative', 'cooperative')",1.7779799,1.9169512,0.6001342,0.68684596,1.6042606,1.620715,-0.0164544
74,2.3661482,2.271478,"('undedicated', 'dedicated')",1.8894197,1.8420986,0.07371032,-0.02557622,1.4430928,1.3626668,0.080426
4,-2.3472598,-2.226258,"('disliked', 'liked')",0.16605492,0.018422961,-2.548855,-2.3207057,-1.5766865,-1.5095135,-0.067173
16,-2.3399491,-2.2103438,"('unpopular', 'popular')",-1.7403944,-1.328773,0.5351669,0.7806816,-1.1817254,-0.9194784,-0.262247
12,2.309708,2.2296433,"('unsupportive', 'supportive')",1.2049664,1.3782215,-1.3204148,-1.2387284,0.73142,0.7897121,-0.0582921
59,-2.2571402,-1.945401,"('foolish', 'wise')",-0.28168857,-0.092663474,0.17182814,0.46235338,-0.7890003,-0.525237,-0.2637633
77,2.2141201,2.179869,"('unmotivated', 'motivated')",0.2230762,0.62551636,-0.22065806,0.086770006,0.7388461,0.9640518,-0.2252057
30,2.15975,2.169375,"('intolerant', 'tolerant')",0.96224535,0.8902661,-0.86563545,-0.8603001,0.75212,0.7331137,0.0190063
32,2.1451392,2.1284597,"('unkind', 'kind')",0.54509664,0.88327,0.5111847,0.5346806,1.0671402,1.1821368,-0.1149966
57,2.1363995,1.804979,"('unimaginative', 'imaginative')",-0.23635194,-0.48904562,-1.9038131,-1.9246693,-0.0012552,-0.202912,0.2016568
58,2.1215284,1.8056312,"('undiscriminating', 'discriminating')",0.53224,0.22607458,0.32009846,0.3046956,0.9912889,0.7788005,0.2124884
86,2.0339983,1.8608887,"('uninfluential', 'influential')",0.007150043,0.15086238,-1.0194881,-1.1514169,0.3405534,0.2867781,0.0537753
8,-2.027492,-1.9717878,"('unaffectionate', 'affectionate')",-0.36682922,-0.0907567,0.5571976,0.74248654,-0.6123745,-0.4400194,-0.1723551
3,1.9704757,1.9111152,"('repellent', 'pleasant')",-0.38516086,-0.17605013,-0.8191038,-0.97690374,0.2554037,0.2527204,0.0026833
51,1.9489905,1.9811268,"('uneducated', 'educated')",0.385476,0.65638274,-1.4126222,-1.4263889,0.3072814,0.4037069,-0.0964255
1,-1.909932,-1.875352,"('unfriendly', 'friendly')",-1.2965522,-0.92400885,1.21714,1.416599,-0.6631148,-0.4609206,-0.2021942
48,1.8201853,1.7057405,"('unintelligent', 'intelligent')",-0.13542315,-0.0030812165,-1.0814786,-1.1510767,0.2010945,0.1838609,0.0172336
37,1.7726865,1.6325045,"('fake', 'genuine')",1.1945068,1.1012492,-0.67931926,-0.73724145,0.7626246,0.6655041,0.0971205
44,-1.7513486,-1.7251102,"('prejudiced', 'unprejudiced')",-0.59510916,-0.82496005,-1.1661419,-1.24059,-1.1708665,-1.2635535,0.092687
22,1.7380276,1.5488678,"('untrustworthy', 'trustworthy')",0.3356918,0.05518253,-1.0494055,-1.3982462,0.341438,0.0686014,0.2728366
61,1.6491773,1.4978015,"('illogical', 'logical')",-0.5677796,-0.4876016,-0.061836652,-0.027578821,0.3398537,0.3275404,0.0123133
41,1.5984536,1.5460138,"('unforgiving', 'forgiving')",1.1405534,1.1185185,-0.08819639,-0.060021743,0.8836036,0.8681702,0.0154334
26,-1.5641131,-1.6501856,"('hardhearted', 'benevolent')",0.114449635,0.07462512,1.2562659,1.1877514,-0.0644659,-0.1292697,0.0648038
84,1.5615433,1.5721043,"('inferior', 'superior')",0.17399229,0.12620616,-0.22853974,-0.13694948,0.502332,0.5204537,-0.0181217
42,1.550626,1.5363771,"('unreliable', 'reliable')",0.99353683,1.0372642,-0.9943626,-0.98738843,0.5166001,0.528751,-0.0121509
20,1.3896116,1.1183729,"('rough', 'thoughtful')",0.3588794,0.19138952,-0.023433764,-0.10560299,0.5750191,0.4013865,0.1736326
72,1.3644996,1.1481917,"('unambitious', 'ambitious')",0.8460089,0.69623107,-0.87846583,-1.0010048,0.4440142,0.2811393,0.1628749
24,1.3276184,1.3163146,"('dishonest', 'honest')",1.0388423,1.1929364,-0.62913245,-0.7476903,0.5791094,0.5871869,-0.0080775
28,1.3231243,1.2348891,"('disloyal', 'loyal')",0.8640574,0.97116727,-0.23958798,-0.1962437,0.6491979,0.6699375,-0.0207396
87,1.2494881,0.98562765,"('unsuccessful', 'successful')",0.46632183,0.4520611,1.050529,1.0112507,0.9221129,0.8163131,0.1057998
75,-1.2491217,-1.3024758,"('meek', 'impulsive')",-0.45997912,-0.699285,0.036364682,0.036319807,-0.5575787,-0.655147,0.0975683
88,-1.0925775,-1.070285,"('low', 'eminent')",-1.7018179,-1.3491708,-0.47030574,-0.33469716,-1.0882337,-0.918051,-0.1701827
19,-1.0567176,-1.0021157,"('inhospitable', 'hospitable')",-0.17248616,0.024022233,-0.50073564,-0.19122349,-0.5766465,-0.3897723,-0.1868742
64,0.98210037,0.97828686,"('shy', 'confident')",0.1871858,0.15003207,-3.9003985,-3.7940254,-0.9103708,-0.8885689,-0.0218019
27,0.96693546,1.0065447,"('hardhearted', 'softhearted')",0.05340319,0.35928485,0.0551036,0.02000501,0.3584808,0.4619449,-0.1034641
68,0.9421916,1.0259798,"('dependent', 'independent')",-0.3187371,-0.40883052,-1.625431,-1.6296831,-0.3339922,-0.3375113,0.0035191
40,0.93401456,0.9534967,"('stingy', 'generous')",1.3004004,1.3661281,-0.56083137,-0.54346865,0.5578612,0.5920521,-0.0341909
17,-0.8962077,-0.7887667,"('nasty', 'nice')",-0.48147142,-0.32160497,0.23595177,0.4528993,-0.3805758,-0.2191574,-0.1614184
66,-0.8848553,-0.9137583,"('inactive', 'active')",0.10907793,0.24754494,1.3192557,1.5278655,0.1811595,0.2872174,-0.1060579
47,0.71301675,0.58436406,"('stupid', 'smart')",0.11138285,0.1342991,1.9376055,1.9387623,0.9206684,0.8858085,0.0348599
71,0.6695708,0.73256433,"('diffident', 'self-confident')",0.90597445,1.0561045,0.5779114,0.65740705,0.7178189,0.8153586,-0.0975397
50,-0.66641647,-0.5676293,"('clumsy', 'skillful')",-0.47734872,-0.13552293,0.33980563,0.6668858,-0.2679865,-0.0120888,-0.2558977
38,0.6599982,0.630324,"('untruthful', 'truthful')",0.82709736,0.78503317,0.32779706,0.43943107,0.6049642,0.6182627,-0.0132985
54,-0.61636007,-0.5648769,"('incapable', 'capable')",-0.1557515,0.17456545,1.2666345,1.5086796,0.164841,0.3727894,-0.2079484
49,0.58940303,0.46555763,"('unable', 'able')",-1.04587,-0.9208441,-0.8784229,-0.763672,-0.4449633,-0.4063195,-0.0386438
83,0.58826953,0.42554635,"('powerless', 'powerful')",0.23188193,0.08623169,0.286464,0.31943533,0.3688718,0.2770711,0.0918007
82,0.57082814,0.42675477,"('poor', 'rich')",-1.5867851,-1.2412335,1.7434616,1.5566992,0.2425016,0.2474068,-0.0049052
67,0.53644955,0.62620896,"('doubtful', 'determined')",0.8835178,0.96271753,-0.24453287,-0.09270631,0.3918115,0.4987401,-0.1069286
73,-0.4717367,-0.2779113,"('helpless', 'self-reliant')",0.8293807,0.87268424,-1.2925231,-1.0808635,-0.3116264,-0.1620302,-0.1495962
29,-0.41057426,-0.40517497,"('unfair', 'fair')",-0.07370561,-0.21447544,-0.25850755,-0.39885664,-0.2475958,-0.3395023,0.0919065
9,0.40415642,0.41123608,"('unaffectionate', 'caring')",0.020550009,0.30289444,1.1766274,1.3870999,0.533778,0.7004101,-0.1666321
53,0.38811538,0.35038352,"('uncreative', 'creative')",-0.99705315,-0.7942504,1.0920136,1.2269557,0.1610253,0.2610296,-0.1000043
15,-0.18874645,-0.116155215,"('boring', 'funny')",0.44784316,0.32156667,1.3935944,1.3728498,0.550897,0.5260871,0.0248099
2,0.18724039,0.18893948,"('unlikable', 'likable')",0.9056838,0.9778946,0.77794874,0.9566658,0.6236243,0.7078333,-0.084209
18,-0.13909751,-0.04326705,"('disagreeable', 'welcoming')",-0.07388328,0.28715426,-0.6138889,-0.51589364,-0.2756232,-0.0906688,-0.1849544
33,-0.11280275,-0.1022788,"('wrong', 'right')",0.21845588,0.479697,0.866158,1.3004165,0.323937,0.5592782,-0.2353412
78,-0.08397101,-0.13511485,"('nonresilient', 'resilient')",-0.53693444,-0.51059943,1.133406,1.1608074,0.1708335,0.1716977,-0.0008642
34,-0.038211208,-0.044008464,"('mean', 'honorable')",0.040868796,0.18499273,2.7221012,2.7546833,0.908253,0.9652225,-0.0569695
